B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
29	GO:BP	GO:0033036	macromolecule localization	3.682828498784173e-20	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	3201	95	57	21110	0.6	0.0178069353327085	query_1	['GO:0051179']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'RAB7A', 'RUFY1', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'RAB31', 'OSBPL1A', 'HPS4', 'RAB8B', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RABGEF1', 'RAB3IP', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'YWHAE', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'GDI2', 'RAB10', 'TBC1D17', 'RAB18', 'RAB35', 'SUN2', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A', 'RAB3IL1']
30	GO:MF	GO:0051020	GTPase binding	6.557533025145366e-20	True	"""Binding to a GTPase, any enzyme that catalyzes the hydrolysis of GTP."" [GOC:ai]"	307	96	24	20195	0.25	0.0781758957654723	query_1	['GO:0019899']	['RAB34', 'RBSN', 'RAB7A', 'OPTN', 'MICALL1', 'RAB8A', 'HPS4', 'RABGGTB', 'RIN3', 'RABGEF1', 'RAB3IP', 'RABGGTA', 'CHM', 'GGA1', 'RILP', 'NGFR', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'GDI1', 'GDI2', 'EHD1', 'RAB3GAP1']
31	GO:MF	GO:0031267	small GTPase binding	1.318430989866684e-19	True	"""Binding to a small monomeric GTPase."" [GOC:mah, PMID:27218782]"	276	96	23	20195	0.2395833333333333	0.0833333333333333	query_1	['GO:0051020']	['RAB34', 'RBSN', 'RAB7A', 'OPTN', 'MICALL1', 'RAB8A', 'HPS4', 'RABGGTB', 'RIN3', 'RABGEF1', 'RABGGTA', 'CHM', 'GGA1', 'RILP', 'NGFR', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'GDI1', 'GDI2', 'EHD1', 'RAB3GAP1']
32	GO:BP	GO:0098876	vesicle-mediated transport to the plasma membrane	4.1242771138897573e-19	True	"""The directed movement of substances to the plasma membrane in transport vesicles that fuse with the plasma membrane by exocytosis."" [GOC:dos]"	152	95	19	21110	0.2	0.125	query_1	['GO:0016192', 'GO:0051668']	['RAB14', 'RAB34', 'RAB7A', 'OPTN', 'MICALL1', 'RAB8A', 'RAB31', 'RAB8B', 'RABEP1', 'RAB3IP', 'GGA1', 'RAB13', 'EHD3', 'GGA2', 'GGA3', 'EHD2', 'RAB10', 'RAB35', 'EHD1']
33	GO:CC	GO:0031090	organelle membrane	4.308139020715306e-19	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3728	94	57	22122	0.6063829787234043	0.0152896995708154	query_1	['GO:0016020', 'GO:0043227']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'RAB31', 'APH1B', 'HPS4', 'RAB8B', 'BACE1', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'NCSTN', 'RABGEF1', 'RAB5C', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'EHD3', 'PSENEN', 'RAB1A', 'GGA2', 'NAT8', 'RAB3GAP2', 'GGA3', 'EHD2', 'APH1A', 'RAB10', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
34	GO:MF	GO:0003924	GTPase activity	4.538398488081939e-19	True	"""Catalysis of the reaction: GTP + H2O = GDP + H+ + phosphate."" [PMID:26832457, PMID:27218782]"	333	96	24	20195	0.25	0.072072072072072	query_1	['GO:0017111']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'RAB8B', 'RAB32', 'RAB5B', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'RAB12', 'RAB10', 'RAB18', 'RAB35', 'RAB23', 'RAB3A', 'RAB22A', 'RAB6A']
35	GO:BP	GO:0071702	organic substance transport	1.1301311062484466e-18	True	"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [GOC:mah]"	3017	95	54	21110	0.5684210526315789	0.0178985747431223	query_1	['GO:0006810']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'RAB7A', 'RUFY1', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'RAB8B', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RABGEF1', 'RAB3IP', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'YWHAE', 'GDI1', 'MECP2', 'GDI2', 'RAB10', 'TBC1D17', 'RAB18', 'RAB35', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A', 'RAB3IL1']
36	GO:CC	GO:0030133	transport vesicle	5.559173199746277e-18	True	"""Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell."" [GOC:mah, PMID:22160157]"	431	94	24	22122	0.2553191489361702	0.0556844547563805	query_1	['GO:0012505', 'GO:0031410']	['RAB14', 'RAB1B', 'SORT1', 'RAB7A', 'RAB8A', 'PSEN1', 'APH1B', 'RAB8B', 'BACE1', 'VPS45', 'RAB5B', 'NCSTN', 'RAB3IP', 'RAB5A', 'RAB13', 'RAB1A', 'APH1A', 'NGF', 'RAB10', 'APP', 'RAB35', 'RAB3A', 'RAB6A', 'RAB3IL1']
37	GO:BP	GO:0006886	intracellular protein transport	1.2936762010877528e-17	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	1108	95	35	21110	0.3684210526315789	0.0315884476534296	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']	['RAB14', 'RAB1B', 'SORT1', 'RAB7A', 'MICALL1', 'RAB8A', 'PSEN1', 'RAB31', 'HPS4', 'RAB8B', 'VPS45', 'RAB32', 'RAB5B', 'RABGEF1', 'RAB3IP', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'GGA1', 'NGFR', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'YWHAE', 'GDI1', 'RAB18', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3A', 'RAB22A', 'RAB6A']
38	GO:CC	GO:0005737	cytoplasm	3.016257795861893e-17	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	12365	94	91	22122	0.9680851063829788	0.0073594824100283	query_1	['GO:0005622', 'GO:0110165']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'RABGGTB', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'RABGEF1', 'RAB3IP', 'HMMR', 'RAB5C', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
39	GO:CC	GO:0070382	exocytic vesicle	6.426331972245948e-17	True	"""A transport vesicle that mediates transport from an intracellular compartment to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah]"	233	94	19	22122	0.202127659574468	0.0815450643776824	query_1	['GO:0030133', 'GO:0099503']	['RAB7A', 'RAB8A', 'PSEN1', 'RAB8B', 'BACE1', 'VPS45', 'RAB5B', 'NCSTN', 'RAB3IP', 'RAB5A', 'RAB13', 'APH1A', 'NGF', 'RAB10', 'APP', 'RAB35', 'RAB3A', 'RAB6A', 'RAB3IL1']
40	GO:CC	GO:0055037	recycling endosome	7.898923342466535e-17	True	"""An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane."" [GOC:dph, GOC:jid, GOC:kmv, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101, PMID:21556374, PMID:21562044]"	197	94	18	22122	0.1914893617021276	0.0913705583756345	query_1	['GO:0005768']	['RAB14', 'OPTN', 'MICALL1', 'RAB8A', 'RAB8B', 'BACE1', 'RABEP1', 'RABGEF1', 'RAB4A', 'RAB13', 'EHD3', 'GGA3', 'EHD2', 'RAB10', 'TBC1D17', 'APP', 'RAB35', 'EHD1']
41	GO:BP	GO:0006810	transport	3.4882544390579517e-16	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4802	95	63	21110	0.6631578947368421	0.0131195335276967	query_1	['GO:0051234']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'RAB7A', 'RUFY1', 'EEA1', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'OSBPL1A', 'HPS4', 'RAB8B', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'HMMR', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'GDI2', 'RAB10', 'TBC1D17', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A', 'RAB3IL1']
42	GO:BP	GO:0051234	establishment of localization	2.092192850289364e-15	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4964	95	63	21110	0.6631578947368421	0.0126913779210314	query_1	['GO:0051179']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'RAB7A', 'RUFY1', 'EEA1', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'OSBPL1A', 'HPS4', 'RAB8B', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'HMMR', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'GDI2', 'RAB10', 'TBC1D17', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A', 'RAB3IL1']
43	GO:CC	GO:0030670	phagocytic vesicle membrane	3.0736429154407775e-15	True	"""The lipid bilayer surrounding a phagocytic vesicle."" [GOC:mah]"	78	94	13	22122	0.1382978723404255	0.1666666666666666	query_1	['GO:0030666', 'GO:0045335']	['RAB34', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'RAB8B', 'RAB32', 'RAB38', 'RAB5A', 'RILP', 'RAB10', 'RAB23', 'RAB22A']
44	GO:BP	GO:0016197	endosomal transport	4.790607839804091e-15	True	"""The directed movement of substances mediated by an endosome, a membrane-bounded organelle that carries materials enclosed in the lumen or located in the endosomal membrane."" [ISBN:0198506732]"	247	95	19	21110	0.2	0.0769230769230769	query_1	['GO:0016192', 'GO:0046907']	['RAB14', 'RBSN', 'SORT1', 'RAB7A', 'EEA1', 'MICALL1', 'RAB8A', 'RAB8B', 'GGA1', 'RAB13', 'RILP', 'EHD3', 'GGA3', 'EHD2', 'RAB10', 'TBC1D17', 'RAB35', 'EHD1', 'RAB6A']
45	GO:MF	GO:0019003	GDP binding	9.024178039425974e-15	True	"""Binding to GDP, guanosine 5'-diphosphate."" [GOC:ai]"	71	96	13	20195	0.1354166666666666	0.1830985915492957	query_1	['GO:0032561', 'GO:0043168']	['RAB14', 'RAB7A', 'RAB8A', 'RAB31', 'RAB8B', 'RAB5B', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB10', 'RAB18', 'RAB35', 'RAB22A']
46	GO:BP	GO:0048193	Golgi vesicle transport	1.6690646846489662e-14	True	"""The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles."" [GOC:jid, ISBN:0716731363, PMID:10219233]"	309	95	20	21110	0.2105263157894736	0.0647249190938511	query_1	['GO:0016192']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'OPTN', 'RAB8A', 'HTT', 'RAB31', 'RAB8B', 'RABEP1', 'RAB3IP', 'GGA1', 'RAB13', 'EHD3', 'RAB1A', 'GGA2', 'GGA3', 'RAB10', 'RAB6A']
47	GO:CC	GO:0031901	early endosome membrane	1.9846141724539105e-14	True	"""The lipid bilayer surrounding an early endosome."" [GOC:pz]"	184	94	16	22122	0.1702127659574468	0.0869565217391304	query_1	['GO:0005769', 'GO:0010008']	['RAB14', 'RBSN', 'RUFY1', 'EEA1', 'PSEN1', 'RAB31', 'RABEP1', 'RAB5B', 'RABGEF1', 'RAB5C', 'RAB5A', 'RAB4A', 'GGA1', 'GGA2', 'GGA3', 'EHD1']
48	GO:BP	GO:0010256	endomembrane system organization	3.3598631183159256e-14	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endomembrane system."" [GOC:mah, GOC:sm]"	605	95	25	21110	0.2631578947368421	0.0413223140495867	query_1	['GO:0016043']	['RBSN', 'RAB1B', 'ANKLE2', 'RAB7A', 'EEA1', 'OPTN', 'MICALL1', 'RAB8A', 'HTT', 'HPS4', 'RAB5B', 'RAB38', 'RILP', 'EHD3', 'RAB1A', 'RAB3GAP2', 'EHD2', 'RAB10', 'SIRT2', 'RAB18', 'SUN2', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A']
49	GO:BP	GO:0051179	localization	3.856364859351653e-14	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	5604	95	65	21110	0.6842105263157895	0.011598857958601	query_1	['GO:0008150']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'RAB7A', 'RUFY1', 'EEA1', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'OSBPL1A', 'HPS4', 'RAB8B', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'HMMR', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'GDI2', 'RAB10', 'TBC1D17', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A', 'RAB3IL1']
50	GO:CC	GO:0005829	cytosol	4.9237088485229814e-14	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5453	94	61	22122	0.648936170212766	0.011186502842472	query_1	['GO:0005737', 'GO:0110165']	['RAB14', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'RAB7A', 'RUFY1', 'EEA1', 'OPTN', 'RAB39A', 'RAB8A', 'AS3MT', 'HTT', 'RAB31', 'OSBPL1A', 'BMX', 'HPS4', 'RABGGTB', 'RAB32', 'RIN3', 'CCDC43', 'RABGEF1', 'RAB3IP', 'HMMR', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'TNRC6C', 'RAB1A', 'CHML', 'RAB3GAP2', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'DDX3Y', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
51	GO:BP	GO:0051668	localization within membrane	6.01425895799518e-14	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a membrane."" [GOC:ai]"	913	95	29	21110	0.3052631578947368	0.0317634173055859	query_1	['GO:0051641']	['RAB14', 'RAB34', 'RAB7A', 'OPTN', 'MICALL1', 'RAB8A', 'RAB31', 'RAB8B', 'RABEP1', 'RAB32', 'RABGEF1', 'RAB3IP', 'CHM', 'RAB38', 'GGA1', 'RAB13', 'EHD3', 'GGA2', 'RAB3GAP2', 'GGA3', 'EHD2', 'GDI1', 'RAB10', 'RAB35', 'EHD1', 'GOLGA7B', 'RAB3GAP1', 'RAB3A', 'RAB6A']
52	GO:CC	GO:0055038	recycling endosome membrane	8.026732241993348e-14	True	"""The lipid bilayer surrounding a recycling endosome."" [GOC:jid, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101]"	99	94	13	22122	0.1382978723404255	0.1313131313131313	query_1	['GO:0010008', 'GO:0055037']	['RAB14', 'OPTN', 'MICALL1', 'RAB8A', 'RAB8B', 'RAB4A', 'RAB13', 'EHD3', 'GGA3', 'EHD2', 'RAB10', 'RAB35', 'EHD1']
53	KEGG	KEGG:04144	Endocytosis	1.9215093009891191e-13	True	Endocytosis	250	50	18	8161	0.36	0.072	query_1	['KEGG:00000']	['RBSN', 'RAB7A', 'RUFY1', 'EEA1', 'RAB8A', 'RAB31', 'RABEP1', 'VPS45', 'RAB5B', 'RAB5C', 'RAB5A', 'RAB4A', 'EHD3', 'EHD2', 'RAB10', 'RAB35', 'EHD1', 'RAB22A']
54	GO:CC	GO:0008021	synaptic vesicle	2.0570357895702201e-13	True	"""A secretory organelle, typically 50 nm in diameter, of presynaptic nerve terminals; accumulates in high concentrations of neurotransmitters and secretes these into the synaptic cleft by fusion with the 'active zone' of the presynaptic plasma membrane."" [PMID:10099709, PMID:12563290]"	213	94	16	22122	0.1702127659574468	0.0751173708920187	query_1	['GO:0070382', 'GO:0098793']	['RAB7A', 'RAB8A', 'PSEN1', 'RAB8B', 'BACE1', 'VPS45', 'RAB5B', 'NCSTN', 'RAB5A', 'RAB13', 'APH1A', 'NGF', 'RAB10', 'APP', 'RAB35', 'RAB3A']
55	GO:CC	GO:0045335	phagocytic vesicle	3.312112567635167e-13	True	"""A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis."" [GOC:go_curators, ISBN:0198506732]"	142	94	14	22122	0.1489361702127659	0.0985915492957746	query_1	['GO:0030139']	['RAB14', 'RAB34', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'RAB8B', 'RAB32', 'RAB38', 'RAB5A', 'RILP', 'RAB10', 'RAB23', 'RAB22A']
56	GO:BP	GO:0072657	protein localization to membrane	3.97790409800172e-13	True	"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]"	820	95	27	21110	0.2842105263157894	0.0329268292682926	query_1	['GO:0008104', 'GO:0051668']	['RAB34', 'RAB7A', 'OPTN', 'MICALL1', 'RAB8A', 'RAB31', 'RAB8B', 'RABEP1', 'RAB32', 'RABGEF1', 'RAB3IP', 'CHM', 'RAB38', 'GGA1', 'RAB13', 'EHD3', 'GGA2', 'RAB3GAP2', 'GGA3', 'EHD2', 'GDI1', 'RAB10', 'EHD1', 'GOLGA7B', 'RAB3GAP1', 'RAB3A', 'RAB6A']
57	GO:CC	GO:0005794	Golgi apparatus	4.921358097214414e-13	True	"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]"	1648	94	34	22122	0.3617021276595745	0.020631067961165	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['RAB14', 'RAB34', 'RAB1B', 'SORT1', 'RAB7A', 'OPTN', 'RAB39A', 'RAB8A', 'PSEN1', 'HTT', 'RAB31', 'BACE1', 'VPS45', 'RAB32', 'NCSTN', 'RAB3IP', 'RAB38', 'B4GALT7', 'GGA1', 'RAB13', 'PSENEN', 'RAB1A', 'GGA2', 'GGA3', 'GDI1', 'APH1A', 'NGF', 'GDI2', 'RAB10', 'RAB18', 'APP', 'GOLGA7B', 'RAB3GAP1', 'RAB6A']
58	GO:CC	GO:0098791	Golgi apparatus subcompartment	8.110780275998605e-13	True	"""A compartment that consists of a lumen and an enclosing membrane, and is part of the Golgi apparatus."" [GOC:dos]"	387	94	19	22122	0.202127659574468	0.0490956072351421	query_1	['GO:0005794', 'GO:0031984']	['RAB14', 'RAB34', 'SORT1', 'OPTN', 'RAB8A', 'RAB31', 'BACE1', 'RAB32', 'RAB38', 'B4GALT7', 'GGA1', 'RAB13', 'PSENEN', 'GGA2', 'GGA3', 'APH1A', 'RAB10', 'APP', 'RAB6A']
59	GO:MF	GO:0019899	enzyme binding	1.0420077643186634e-12	True	"""Binding to an enzyme, a protein with catalytic activity."" [GOC:jl]"	2093	96	40	20195	0.4166666666666667	0.0191113234591495	query_1	['GO:0005515']	['RAB34', 'RBSN', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'PAWR', 'OPTN', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'HPS4', 'BACE1', 'RABGGTB', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'RABGGTA', 'CHM', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'CHML', 'GGA2', 'RAB3GAP2', 'GGA3', 'YWHAE', 'GDI1', 'APH1A', 'AURKA', 'GDI2', 'SIRT2', 'APP', 'EHD1', 'GOLGA7B', 'RAB3GAP1', 'RAB3A']
60	GO:MF	GO:0017111	ribonucleoside triphosphate phosphatase activity	1.3656717620467288e-12	True	"""Catalysis of the reaction: a ribonucleoside triphosphate + H2O = a ribonucleoside diphosphate + H+ + phosphate."" [RHEA:23680]"	707	96	25	20195	0.2604166666666667	0.0353606789250353	query_1	['GO:0016462']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'RAB8B', 'RAB32', 'RAB5B', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'RAB12', 'RAB10', 'RAB18', 'RAB35', 'DDX3Y', 'RAB23', 'RAB3A', 'RAB22A', 'RAB6A']
61	GO:BP	GO:0006892	post-Golgi vesicle-mediated transport	4.586116929937017e-12	True	"""The directed movement of substances from the Golgi to other parts of the cell, including organelles and the plasma membrane, mediated by small transport vesicles."" [GOC:ai, GOC:mah]"	108	95	13	21110	0.1368421052631579	0.1203703703703703	query_1	['GO:0048193']	['RAB14', 'RAB34', 'RBSN', 'SORT1', 'OPTN', 'RAB31', 'RABEP1', 'RAB3IP', 'GGA1', 'EHD3', 'GGA2', 'GGA3', 'RAB10']
62	GO:CC	GO:0099503	secretory vesicle	6.590792687932084e-12	True	"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]"	1064	94	27	22122	0.2872340425531915	0.025375939849624	query_1	['GO:0031410']	['RAB14', 'RAB7A', 'RAB8A', 'PSEN1', 'RAB31', 'HPS4', 'RAB8B', 'BACE1', 'VPS45', 'RAB5B', 'NCSTN', 'RAB3IP', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'PPFIA3', 'APH1A', 'NGF', 'GDI2', 'RAB10', 'RAB18', 'APP', 'RAB35', 'RAB3A', 'RAB6A', 'RAB3IL1']
63	GO:CC	GO:0098793	presynapse	6.684449837697423e-12	True	"""The part of a synapse that is part of the presynaptic cell."" [GOC:dos]"	569	94	21	22122	0.2234042553191489	0.0369068541300527	query_1	['GO:0045202', 'GO:0110165']	['RAB7A', 'RAB8A', 'PSEN1', 'HTT', 'RAB8B', 'BACE1', 'VPS45', 'RAB5B', 'NCSTN', 'RAB5A', 'RAB13', 'NGFR', 'PSENEN', 'PPFIA3', 'GDI1', 'APH1A', 'NGF', 'RAB10', 'APP', 'RAB35', 'RAB3A']
64	GO:MF	GO:0016462	pyrophosphatase activity	9.592096096651415e-12	True	"""Catalysis of the hydrolysis of a pyrophosphate bond (diphosphate bond) between two phosphate groups."" [GOC:curators, https://en.wikipedia.org/wiki/Pyrophosphatase]"	770	96	25	20195	0.2604166666666667	0.0324675324675324	query_1	['GO:0016818']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'RAB8B', 'RAB32', 'RAB5B', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'RAB12', 'RAB10', 'RAB18', 'RAB35', 'DDX3Y', 'RAB23', 'RAB3A', 'RAB22A', 'RAB6A']
