Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
23	GO:BP	GO:0043412	macromolecule modification	4.194978514838687e-09	True	"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]"	3600	99	53	15719	0.5353535353535354	0.0147222222222222	query_1	['GO:0043170']	['CUL3', 'EGLN3', 'NAA38', 'LIMCH1', 'CUL4B', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'DAD1', 'LMO7', 'CDON', 'DNAJC10', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'ELOB', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'STT3A', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'RARA', 'RPN2', 'CUL1', 'CUL2', 'PKD2', 'CUL4A', 'TUSC3', 'NAA35']
9	GO:CC	GO:0031464	Cul4A-RING E3 ubiquitin ligase complex	4.226626951680703e-09	True	"""A ubiquitin ligase complex in which a cullin from the Cul4A subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by an adaptor protein."" [PMID:15571813, PMID:15688063]"	14	100	6	16420	0.06	0.4285714285714285	query_1	['GO:0080008']	['CUL4B', 'DDB2', 'DDB1', 'RBX1', 'ERCC8', 'CUL4A']
24	GO:BP	GO:0006986	response to unfolded protein	5.2380681542921555e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:jl]"	134	99	12	15719	0.1212121212121212	0.0895522388059701	query_1	['GO:0035966']	['SELENOS', 'STT3B', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'OS9', 'DERL1', 'FAF2', 'ERLEC1', 'COPS5', 'HSPA8']
25	GO:BP	GO:0034976	response to endoplasmic reticulum stress	5.820158018633465e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:cjm, GOC:mah]"	252	99	15	15719	0.1515151515151515	0.0595238095238095	query_1	['GO:0033554']	['SELENOS', 'SYVN1', 'STT3B', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'UBE2J1', 'DERL1', 'HSP90B1', 'SEL1L', 'FAF2', 'ERLEC1', 'SELENOK', 'COPS5']
6	REAC	REAC:R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	8.19314286747326e-09	True	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	66	83	10	10022	0.1204819277108433	0.1515151515151515	query_1	['REAC:R-HSA-1234174']	['EGLN3', 'ELOB', 'RBX1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'ELOC', 'UBE2D2', 'CUL2']
26	GO:BP	GO:0016567	protein ubiquitination	1.116270523525554e-08	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	799	99	24	15719	0.2424242424242424	0.030037546933667	query_1	['GO:0032446']	['CUL3', 'CUL4B', 'DDB2', 'SYVN1', 'LMO7', 'HSP90AB1', 'VCP', 'ELOB', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'VHL', 'SKP1', 'ELOC', 'CAND1', 'UBE2D2', 'RNF7', 'CUL5', 'ERCC8', 'CUL1', 'CUL2', 'CUL4A']
10	GO:CC	GO:0036513	Derlin-1 retrotranslocation complex	1.2692482207451508e-08	True	"""A protein complex that functions in the retrotranslocation step of ERAD (ER-associated protein degradation), and includes at its core Derlin-1 oligomers forming a retrotranslocation channel."" [GOC:bf, GOC:PARL, PMID:15215856, PMID:16186510]"	8	100	5	16420	0.05	0.625	query_1	['GO:0005789', 'GO:0098796', 'GO:0140534']	['SELENOS', 'SYVN1', 'VCP', 'DERL1', 'SEL1L']
12	GO:CC	GO:0000836	Hrd1p ubiquitin ligase complex	2.4048022354260418e-08	True	"""A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal and membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p. In mammals, this complex contains the ubiquitin ligase HRD1 (Synoviolin) or AMFR (gp78)."" [GOC:bf, GOC:elh, PMID:16619026, PMID:16873066, PMID:21454652]"	9	100	5	16420	0.05	0.5555555555555556	query_1	['GO:0000835']	['SYVN1', 'DERL2', 'OS9', 'DERL1', 'SEL1L']
11	GO:CC	GO:0031466	Cul5-RING ubiquitin ligase complex	2.4048022354260418e-08	True	"""A ubiquitin ligase complex in which a cullin from the Cul5 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by an elongin-BC adaptor and a SOCS/BC box protein."" [PMID:15571813, PMID:15688063]"	9	100	5	16420	0.05	0.5555555555555556	query_1	['GO:0031461']	['ELOB', 'RBX1', 'ELOC', 'RNF7', 'CUL5']
27	GO:BP	GO:0006487	protein N-linked glycosylation	4.14870526958603e-08	True	"""A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan."" [GOC:pr, RESID:AA0151, RESID:AA0156, RESID:AA0327]"	68	99	9	15719	0.0909090909090909	0.1323529411764706	query_1	['GO:0006486']	['STT3B', 'DAD1', 'UBE2J1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
7	REAC	REAC:R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	4.2352191423564495e-08	True	Intra-Golgi and retrograde Golgi-to-ER traffic	199	83	14	10022	0.1686746987951807	0.0703517587939698	query_1	['REAC:R-HSA-199991']	['NAA38', 'ARF1', 'CYTH4', 'CYTH3', 'CYTH1', 'ARL1', 'SCOC', 'CYTH2', 'NAA30', 'ARFRP1', 'ARFIP2', 'GBF1', 'SYS1', 'NAA35']
13	GO:CC	GO:0000835	ER ubiquitin ligase complex	4.4445297200745846e-08	True	"""A ubiquitin ligase complex found in the ER."" [GOC:elh]"	10	100	5	16420	0.05	0.5	query_1	['GO:0000153', 'GO:0005789', 'GO:0098796', 'GO:0140534']	['SYVN1', 'DERL2', 'OS9', 'DERL1', 'SEL1L']
28	GO:BP	GO:1901564	organonitrogen compound metabolic process	5.01046569387678e-08	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	99	68	15719	0.6868686868686869	0.011407481966113	query_1	['GO:0006807', 'GO:0071704']	['CUL3', 'EGLN3', 'PTCH1', 'IHH', 'NAA38', 'LIMCH1', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'DAD1', 'LMO7', 'DHH', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'ZMPSTE24', 'ELOB', 'ZYG11B', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'SEL1L', 'EPAS1', 'ELOC', 'RPLP2', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'RARA', 'RPN2', 'HSPA8', 'CUL1', 'CUL2', 'FABP5', 'PKD2', 'CUL4A', 'TUSC3', 'NAA35']
8	REAC	REAC:R-HSA-5387390	Hh mutants abrogate ligand secretion	5.3393396147611526e-08	True	Hh mutants abrogate ligand secretion	59	83	9	10022	0.108433734939759	0.1525423728813559	query_1	['REAC:R-HSA-5663202']	['IHH', 'SYVN1', 'DHH', 'DERL2', 'VCP', 'OS9', 'SEL1L', 'SHH', 'ERLEC1']
9	REAC	REAC:R-HSA-5358346	Hedgehog ligand biogenesis	1.1744484717717997e-07	True	Hedgehog ligand biogenesis	65	83	9	10022	0.108433734939759	0.1384615384615384	query_1	['REAC:R-HSA-5358351']	['IHH', 'SYVN1', 'DHH', 'DERL2', 'VCP', 'OS9', 'SEL1L', 'SHH', 'ERLEC1']
14	GO:CC	GO:0005789	endoplasmic reticulum membrane	1.1877818290137153e-07	True	"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]"	1090	100	25	16420	0.25	0.0229357798165137	query_1	['GO:0031090', 'GO:0042175', 'GO:0098827']	['PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'DAD1', 'DHH', 'DERL2', 'VCP', 'ZMPSTE24', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'RPN1', 'HSP90B1', 'SEL1L', 'SHH', 'STT3A', 'FAF2', 'SELENOK', 'MAGT1', 'RPN2', 'PKD2', 'TUSC3']
15	GO:CC	GO:0098827	endoplasmic reticulum subcompartment	1.1990268363002996e-07	True	"""A distinct region of the endoplasmic reticulum."" [GOC:dos]"	1094	100	25	16420	0.25	0.0228519195612431	query_1	['GO:0005783', 'GO:0031984']	['PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'DAD1', 'DHH', 'DERL2', 'VCP', 'ZMPSTE24', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'RPN1', 'HSP90B1', 'SEL1L', 'SHH', 'STT3A', 'FAF2', 'SELENOK', 'MAGT1', 'RPN2', 'PKD2', 'TUSC3']
16	GO:CC	GO:0031465	Cul4B-RING E3 ubiquitin ligase complex	1.2662810116579914e-07	True	"""A ubiquitin ligase complex in which a cullin from the Cul4B subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by unknown subunits."" [PMID:15571813, PMID:15688063]"	5	100	4	16420	0.04	0.8	query_1	['GO:0080008']	['CUL4B', 'DDB2', 'DDB1', 'RBX1']
29	GO:BP	GO:0033554	cellular response to stress	1.4004531268397778e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1891	99	35	15719	0.3535353535353535	0.0185087255420412	query_1	['GO:0006950', 'GO:0051716']	['CUL3', 'EGLN3', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SEL1L', 'EPAS1', 'EP300', 'ARNT', 'FAF2', 'ERLEC1', 'SELENOK', 'ERCC8', 'COPS5', 'HSPA8', 'PKD2', 'CUL4A']
17	GO:CC	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	1.4538832367122314e-07	True	"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	1111	100	25	16420	0.25	0.0225022502250225	query_1	['GO:0012505', 'GO:0016020']	['PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'DAD1', 'DHH', 'DERL2', 'VCP', 'ZMPSTE24', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'RPN1', 'HSP90B1', 'SEL1L', 'SHH', 'STT3A', 'FAF2', 'SELENOK', 'MAGT1', 'RPN2', 'PKD2', 'TUSC3']
10	REAC	REAC:R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	1.746502026696687e-07	True	Regulation of gene expression by Hypoxia-inducible Factor	9	83	5	10022	0.0602409638554216	0.5555555555555556	query_1	['REAC:R-HSA-1234174']	['CREBBP', 'HIF1A', 'EPAS1', 'EP300', 'ARNT']
11	REAC	REAC:R-HSA-5635838	Activation of SMO	1.746502026696687e-07	True	Activation of SMO	18	83	6	10022	0.072289156626506	0.3333333333333333	query_1	['REAC:R-HSA-5632684']	['PTCH1', 'IHH', 'BOC', 'DHH', 'CDON', 'SHH']
12	REAC	REAC:R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	1.8808170571640804e-07	True	Retrograde transport at the Trans-Golgi-Network	49	83	8	10022	0.0963855421686747	0.1632653061224489	query_1	['REAC:R-HSA-6811442']	['NAA38', 'ARL1', 'SCOC', 'NAA30', 'ARFRP1', 'ARFIP2', 'SYS1', 'NAA35']
30	GO:BP	GO:0035967	cellular response to topologically incorrect protein	2.5604937911802784e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]"	115	99	10	15719	0.101010101010101	0.0869565217391304	query_1	['GO:0033554', 'GO:0035966', 'GO:0071310']	['CUL3', 'SELENOS', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'DERL1', 'ERLEC1', 'COPS5', 'HSPA8']
13	REAC	REAC:R-HSA-446203	Asparagine N-linked glycosylation	4.103025459341609e-07	True	Asparagine N-linked glycosylation	291	83	15	10022	0.180722891566265	0.0515463917525773	query_1	['REAC:R-HSA-597592']	['SYVN1', 'ARF1', 'DAD1', 'DERL2', 'VCP', 'OS9', 'DERL1', 'DDOST', 'RPN1', 'SEL1L', 'GBF1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
14	REAC	REAC:R-HSA-9694548	Maturation of spike protein	4.310322912733859e-07	True	Maturation of spike protein	36	83	7	10022	0.0843373493975903	0.1944444444444444	query_1	['REAC:R-HSA-9694635']	['DAD1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
18	GO:CC	GO:0012505	endomembrane system	5.263143629023648e-07	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4431	100	53	16420	0.53	0.0119611825772963	query_1	['GO:0110165']	['CUL3', 'PTCH1', 'PNPLA2', 'MROH2B', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'ARF1', 'DAD1', 'LMO7', 'DHH', 'CYTH4', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'SCOC', 'CYTH2', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'CYTIP', 'ARFRP1', 'CSDE1', 'RPN1', 'HSP90B1', 'VHL', 'ARFIP2', 'SEL1L', 'GBF1', 'SHH', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'MAGT1', 'COPS5', 'PKHD1', 'RPN2', 'HSPA8', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3']
19	GO:CC	GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	7.464055161359586e-07	True	"""A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p."" [GOC:elh, PMID:16873065, PMID:16873066]"	7	100	4	16420	0.04	0.5714285714285714	query_1	['GO:0000836']	['SYVN1', 'DERL2', 'DERL1', 'SEL1L']
31	GO:BP	GO:0034620	cellular response to unfolded protein	7.527550525390746e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:mah]"	95	99	9	15719	0.0909090909090909	0.0947368421052631	query_1	['GO:0006986', 'GO:0035967']	['SELENOS', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'DERL1', 'ERLEC1', 'COPS5', 'HSPA8']
15	REAC	REAC:R-HSA-5632684	Hedgehog 'on' state	8.271552120792098e-07	True	Hedgehog 'on' state	85	83	9	10022	0.108433734939759	0.1058823529411764	query_1	['REAC:R-HSA-5358351']	['CUL3', 'PTCH1', 'IHH', 'BOC', 'DHH', 'CDON', 'RBX1', 'SHH', 'HHIP']
16	REAC	REAC:R-HSA-2262752	Cellular responses to stress	9.835433323776762e-07	True	Cellular responses to stress	770	83	23	10022	0.2771084337349397	0.0298701298701298	query_1	['REAC:R-HSA-8953897']	['CUL3', 'EGLN3', 'RXRA', 'SYVN1', 'CREBBP', 'HSP90AB1', 'VCP', 'ELOB', 'RBX1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'RPLP2', 'EP300', 'ARNT', 'UBE2D2', 'HSPA8', 'CUL1', 'CUL2']
17	REAC	REAC:R-HSA-8953897	Cellular responses to stimuli	1.297600432235159e-06	True	Cellular responses to stimuli	784	83	23	10022	0.2771084337349397	0.0293367346938775	query_1	['REAC:0000000']	['CUL3', 'EGLN3', 'RXRA', 'SYVN1', 'CREBBP', 'HSP90AB1', 'VCP', 'ELOB', 'RBX1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'RPLP2', 'EP300', 'ARNT', 'UBE2D2', 'HSPA8', 'CUL1', 'CUL2']
20	GO:CC	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	1.391543297811215e-06	True	"""A ubiquitin ligase complex in which a cullin from the Cul4 family and a RING domain protein form the catalytic core; substrate specificity is conferred by an adaptor protein."" [PMID:16792691, PMID:18223036, PMID:18552200]"	37	100	6	16420	0.06	0.1621621621621621	query_1	['GO:0031461']	['CUL4B', 'DDB2', 'DDB1', 'RBX1', 'ERCC8', 'CUL4A']
32	GO:BP	GO:0045116	protein neddylation	1.6263466552708135e-06	True	"""Covalent attachment of the ubiquitin-like protein NEDD8 (RUB1) to another protein."" [PMID:11698580]"	28	99	6	15719	0.0606060606060606	0.2142857142857142	query_1	['GO:0032446']	['RBX1', 'HIF1A', 'EPAS1', 'NEDD8', 'RNF7', 'COPS5']
33	GO:BP	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	1.6543707719925055e-06	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, with ubiquitin-protein ligation catalyzed by an SCF (Skp1/Cul1/F-box protein) complex, and mediated by the proteasome."" [PMID:15380083]"	48	99	7	15719	0.0707070707070707	0.1458333333333333	query_1	['GO:0043161']	['CUL4B', 'RBX1', 'SKP1', 'CUL5', 'CUL1', 'CUL2', 'CUL4A']
34	GO:BP	GO:0030968	endoplasmic reticulum unfolded protein response	1.691250812807554e-06	True	"""The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation."" [GOC:mah, PMID:12042763]"	74	99	8	15719	0.0808080808080808	0.1081081081081081	query_1	['GO:0007165', 'GO:0034620', 'GO:0034976']	['SELENOS', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'DERL1', 'ERLEC1', 'COPS5']
21	GO:CC	GO:0031090	organelle membrane	2.5915785520321813e-06	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3439	100	44	16420	0.44	0.0127944169816807	query_1	['GO:0016020', 'GO:0043227']	['LRIG3', 'PTCH1', 'PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'ARF1', 'DAD1', 'DHH', 'CYTH4', 'DERL2', 'VCP', 'COX10', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'SCOC', 'CYTH2', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'ARFRP1', 'RPN1', 'HSP90B1', 'ARFIP2', 'SEL1L', 'GBF1', 'SHH', 'STT3A', 'FAF2', 'SELENOK', 'MAGT1', 'RPN2', 'HHIP', 'HSPA8', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3']
22	GO:CC	GO:0031462	Cul2-RING ubiquitin ligase complex	2.667904662768534e-06	True	"""A ubiquitin ligase complex in which a cullin from the Cul2 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by an elongin-BC adaptor and a SOCS/BC box protein."" [PMID:15571813, PMID:15688063]"	22	100	5	16420	0.05	0.2272727272727272	query_1	['GO:0031461']	['ELOB', 'ZYG11B', 'RBX1', 'ELOC', 'CUL2']
23	GO:CC	GO:0031417	NatC complex	3.0503971634294983e-06	True	"""A conserved complex that catalyzes the transfer of an acetyl group to the N-terminal residue of a protein acceptor molecule that has a Met-Ile, Met-Leu, Met-Trp, or Met-Phe N-terminus. In Saccharomyces the complex includes Mak3p, Mak10p, and Mak31p."" [PMID:12890471]"	3	100	3	16420	0.03	1.0	query_1	['GO:0031414']	['NAA38', 'NAA30', 'NAA35']
35	GO:BP	GO:0006474	N-terminal protein amino acid acetylation	4.311505903758987e-06	True	"""The acetylation of the N-terminal amino acid of proteins."" [GOC:ai]"	17	99	5	15719	0.0505050505050505	0.2941176470588235	query_1	['GO:0006473', 'GO:0031365', 'GO:0051604']	['NAA38', 'CREBBP', 'NAA30', 'EP300', 'NAA35']
18	REAC	REAC:R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	4.902623065479217e-06	True	Formation of TC-NER Pre-Incision Complex	52	83	7	10022	0.0843373493975903	0.1346153846153846	query_1	['REAC:R-HSA-6781827']	['CUL4B', 'DDB1', 'RBX1', 'EP300', 'ERCC8', 'COPS5', 'CUL4A']
24	GO:CC	GO:0043231	intracellular membrane-bounded organelle	5.227966468780497e-06	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	100	90	16420	0.9	0.0079822616407982	query_1	['GO:0043227', 'GO:0043229']	['CUL3', 'EGLN3', 'RXRA', 'LRIG3', 'PTCH1', 'PNPLA2', 'MROH2B', 'IHH', 'NAA38', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'ARF1', 'DAD1', 'LMO7', 'DHH', 'GNL2', 'CYTH4', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'SCOC', 'CYTH2', 'ELOB', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CYTIP', 'ARFRP1', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'ARFIP2', 'PRCC', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'EPAS1', 'ELOC', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'DDX42', 'RPN2', 'HHIP', 'HSPA8', 'CUL1', 'CUL2', 'FABP5', 'PLEKHA8', 'PKD2', 'CUL4A', 'SYS1', 'TUSC3', 'CDX1', 'NAA35']
20	REAC	REAC:R-HSA-9772573	Late SARS-CoV-2 Infection Events	5.794228233927438e-06	True	Late SARS-CoV-2 Infection Events	54	83	7	10022	0.0843373493975903	0.1296296296296296	query_1	['REAC:R-HSA-9694516']	['DAD1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
19	REAC	REAC:R-HSA-9694635	Translation of Structural Proteins	5.794228233927438e-06	True	Translation of Structural Proteins	54	83	7	10022	0.0843373493975903	0.1296296296296296	query_1	['REAC:R-HSA-9772573']	['DAD1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
25	GO:CC	GO:0005783	endoplasmic reticulum	6.113077593650981e-06	True	"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]"	1888	100	30	16420	0.3	0.0158898305084745	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'DAD1', 'DHH', 'DERL2', 'DNAJC10', 'VCP', 'ZMPSTE24', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'RPN1', 'HSP90B1', 'VHL', 'SEL1L', 'GBF1', 'SHH', 'STT3A', 'FAF2', 'ERLEC1', 'SELENOK', 'MAGT1', 'PKHD1', 'RPN2', 'PKD2', 'TUSC3']
21	REAC	REAC:R-HSA-5362768	Hh mutants are degraded by ERAD	7.1212025604157065e-06	True	Hh mutants are degraded by ERAD	56	83	7	10022	0.0843373493975903	0.125	query_1	['REAC:R-HSA-5387390']	['SYVN1', 'DERL2', 'VCP', 'OS9', 'SEL1L', 'SHH', 'ERLEC1']
22	REAC	REAC:R-HSA-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	7.1212025604157065e-06	True	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	35	83	6	10022	0.072289156626506	0.1714285714285714	query_1	['REAC:R-HSA-446203']	['SYVN1', 'DERL2', 'VCP', 'OS9', 'DERL1', 'SEL1L']
36	GO:BP	GO:0032011	ARF protein signal transduction	7.599181091609957e-06	True	"""The series of molecular signals within the cell that are mediated by a member of the ARF family of proteins switching to a GTP-bound active state."" [GOC:mah]"	19	99	5	15719	0.0505050505050505	0.2631578947368421	query_1	['GO:0007265']	['CYTH4', 'CYTH3', 'CYTH1', 'CYTH2', 'GBF1']
37	GO:BP	GO:0032012	regulation of ARF protein signal transduction	7.599181091609957e-06	True	"""Any process that modulates the frequency, rate or extent of ARF protein signal transduction."" [GOC:mah]"	19	99	5	15719	0.0505050505050505	0.2631578947368421	query_1	['GO:0032011', 'GO:0046578']	['CYTH4', 'CYTH3', 'CYTH1', 'CYTH2', 'GBF1']
