Waardenburg-Shah syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
30	GO:BP	GO:0051239	regulation of multicellular organismal process	2.3574685212151207e-23	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2815	104	64	17376	0.6153846153846154	0.0227353463587921	query_1	['GO:0032501', 'GO:0050789']	['MET', 'ITGB1', 'EDN2', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'SOX10', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'ADAM12', 'EDNRB', 'VTN', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
31	GO:BP	GO:0009719	response to endogenous stimulus	2.5144592211686038e-23	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	104	51	17376	0.4903846153846153	0.0314039408866995	query_1	['GO:0050896']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'SOX10', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
32	GO:BP	GO:0098609	cell-cell adhesion	3.0270108920036504e-23	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	104	40	17376	0.3846153846153846	0.0458190148911798	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'CD2AP', 'SRC', 'ITGB3', 'SHC1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'TGFB1', 'JAM3', 'EGFR', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'ITGB7', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D']
33	GO:CC	GO:0098636	protein complex involved in cell adhesion	5.898829481494344e-23	True	"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]"	56	104	17	17376	0.1634615384615384	0.3035714285714285	query_1	['GO:0032991']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'TNC', 'JAM3', 'ITGAE', 'VTN', 'ITGB6', 'ITGB7', 'ITGA3', 'JAM2']
34	GO:BP	GO:0006468	protein phosphorylation	3.045550862231019e-22	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1479	104	48	17376	0.4615384615384615	0.0324543610547667	query_1	['GO:0016310', 'GO:0036211']	['MET', 'VEGFB', 'FN1', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'NEK9', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'NEK6', 'LAT', 'ZAP70', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
35	GO:BP	GO:0051128	regulation of cellular component organization	3.5088268297062587e-22	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	104	58	17376	0.5576923076923077	0.0247123988069876	query_1	['GO:0016043', 'GO:0050794']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'EDN3', 'EML3', 'PXN', 'FYN', 'NEK6', 'LYN', 'NEK7', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'PLK1', 'JAM3', 'EGFR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'EML2', 'CRKL', 'VTN', 'TLN1', 'TGFBR1', 'L1CAM', 'PTK2', 'XK', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
36	GO:BP	GO:0030154	cell differentiation	4.564258286999343e-22	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4044	104	73	17376	0.7019230769230769	0.018051434223541	query_1	['GO:0048869']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
37	GO:BP	GO:0007275	multicellular organism development	5.224900073250216e-22	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4319	104	75	17376	0.7211538461538461	0.0173651308173188	query_1	['GO:0032501', 'GO:0048856']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'TFEB', 'POU3F1', 'VCL', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
38	GO:BP	GO:0048869	cellular developmental process	6.464795382323228e-22	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4070	104	73	17376	0.7019230769230769	0.0179361179361179	query_1	['GO:0009987', 'GO:0032502']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
39	REAC	REAC:R-HSA-1474244	Extracellular matrix organization	7.898475513379382e-22	True	Extracellular matrix organization	284	104	26	17376	0.25	0.0915492957746478	query_1	['REAC:0000000']	['ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'SPP1', 'ITGB3', 'TGFB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'ADAM19', 'TNC', 'JAM3', 'ITGAE', 'CDH1', 'ADAM12', 'VTN', 'VCAM1', 'ITGB6', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'JAM2']
40	GO:BP	GO:0002376	immune system process	9.549098060986817e-22	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2399	104	58	17376	0.5576923076923077	0.0241767403084618	query_1	['GO:0008150']	['RAPGEF1', 'ITGB1', 'ITGA9', 'EDN2', 'VEGFB', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'TFEB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
41	GO:BP	GO:0048468	cell development	1.1941317403978117e-21	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2610	104	60	17376	0.5769230769230769	0.0229885057471264	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'PLXNB1', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'CRKL', 'EDNRB', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1']
42	GO:BP	GO:0035295	tube development	1.2097492104766577e-21	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	104	41	17376	0.3942307692307692	0.0396518375241779	query_1	['GO:0007275', 'GO:0048856']	['MET', 'ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'SOX10', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ECE1', 'ADAM12', 'CRKL', 'EDNRB', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'PDGFRA', 'FLT1', 'PGF']
43	GO:BP	GO:0016310	phosphorylation	1.3925158170464246e-21	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1701	104	50	17376	0.4807692307692308	0.0293944738389182	query_1	['GO:0006796']	['MET', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'NEK9', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'NEK6', 'LAT', 'ZAP70', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
44	GO:BP	GO:0007154	cell communication	1.956858170096003e-21	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5766	104	84	17376	0.8076923076923077	0.0145681581685744	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LAT', 'ZAP70', 'MADCAM1', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
45	GO:BP	GO:0001667	ameboidal-type cell migration	2.9882070068568458e-21	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	414	104	29	17376	0.2788461538461538	0.0700483091787439	query_1	['GO:0016477']	['MET', 'ITGB1', 'EDN2', 'FN1', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'TGFBR2', 'PXN', 'ITGA4', 'SOX10', 'TGFB1', 'NRP2', 'PLCG1', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'ITGB7', 'ITGA3', 'PTPN11', 'SEMA4D']
46	GO:BP	GO:0048856	anatomical structure development	2.9967719158358733e-21	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5480	104	82	17376	0.7884615384615384	0.014963503649635	query_1	['GO:0032502']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'ADAM19', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'TFEB', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
47	REAC	REAC:R-HSA-9675108	Nervous system development	5.8854362259340496e-21	True	Nervous system development	564	104	32	17376	0.3076923076923077	0.0567375886524822	query_1	['REAC:R-HSA-1266738']	['MET', 'ITGB1', 'ITGA9', 'PLXNB1', 'ITGAV', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'SOX10', 'LYN', 'NRP2', 'EGFR', 'POU3F1', 'PLCG1', 'ERBB2', 'POU3F2', 'SH3KBP1', 'SH3GL2', 'TUBB2A', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
48	GO:BP	GO:0071495	cellular response to endogenous stimulus	1.0532772259617403e-20	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1384	104	45	17376	0.4326923076923077	0.032514450867052	query_1	['GO:0009719']	['RAPGEF1', 'ITGB5', 'VEGFB', 'PIK3R2', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'SOX10', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'EDN1', 'CDH1', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
49	GO:BP	GO:0032501	multicellular organismal process	1.4793583420618316e-20	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	6818	104	89	17376	0.8557692307692307	0.0130536814315048	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'EML2', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'TLN1', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
50	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	2.123513228928459e-20	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	104	27	17376	0.2596153846153846	0.074585635359116	query_1	['GO:0006468', 'GO:0018212']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1']
51	GO:BP	GO:0018212	peptidyl-tyrosine modification	2.3993073017640926e-20	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	104	27	17376	0.2596153846153846	0.0741758241758241	query_1	['GO:0018193']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1']
52	GO:BP	GO:0048731	system development	2.4954689141006487e-20	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	104	68	17376	0.6538461538461539	0.0184331797235023	query_1	['GO:0007275', 'GO:0048856']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'MITF', 'CRK', 'HGF', 'SHC1', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SOX10', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'POU3F1', 'VCL', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
53	GO:BP	GO:0023052	signaling	2.7322477142705904e-20	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5661	104	82	17376	0.7884615384615384	0.0144850733086027	query_1	['GO:0050789']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LAT', 'ZAP70', 'MADCAM1', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'EGFR', 'ITGAE', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
54	GO:BP	GO:0042325	regulation of phosphorylation	2.8908314200409327e-20	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1133	104	41	17376	0.3942307692307692	0.0361871138570167	query_1	['GO:0016310', 'GO:0019220']	['MET', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
