Myoclonic-astatic epilepsy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
31	GO:CC	GO:0030054	cell junction	3.305702077328169e-15	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2230	104	44	22122	0.4230769230769231	0.0197309417040358	query_1	['GO:0110165']	['SLC6A1', 'ITGB1', 'NTS', 'SYNE1', 'ITGB5', 'ITGAV', 'SRC', 'ADD2', 'ITGB3', 'AMPH', 'ADD3', 'CLTC', 'SLC2A1', 'AP2M1', 'LRP4', 'APOE', 'AP2B1', 'SCN1A', 'ITGA2B', 'ITGA5', 'SYNE2', 'FYN', 'AP2S1', 'SYNGAP1', 'AP2A2', 'BIN1', 'NTSR1', 'LRP1', 'TFR2', 'AP2A1', 'FGB', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'SLC40A1', 'TLN1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'NUMB', 'ADD1']
32	GO:BP	GO:0051239	regulation of multicellular organismal process	7.0977116273502805e-15	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	3021	103	52	21110	0.5048543689320388	0.017212843429328	query_1	['GO:0032501', 'GO:0050789']	['C3', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'CD320', 'LOX', 'ITGA5', 'HFE', 'FYN', 'LDLR', 'PCSK9', 'SYNGAP1', 'AGT', 'LDLRAP1', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'FBN1', 'ORM2', 'FGB', 'APOA2', 'FBN2', 'FGR', 'FGG', 'APOA4', 'AGRN', 'CTSG', 'MFAP2', 'DMTN', 'VTN', 'APOC2', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'NUMB', 'ADD1', 'ORM1']
33	GO:BP	GO:0060627	regulation of vesicle-mediated transport	1.1754069594748556e-14	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	532	103	25	21110	0.2427184466019417	0.0469924812030075	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['C3', 'APOC3', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'AP2M1', 'APOE', 'HFE', 'AP2S1', 'PCSK9', 'LDLRAP1', 'BIN1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'FGB', 'APOA2', 'FGR', 'FGG', 'VTN', 'APOC2', 'DAB2', 'NUMB']
34	REAC	REAC:R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	1.6888602596616576e-14	True	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	124	99	18	10790	0.1818181818181818	0.1451612903225806	query_1	['REAC:R-HSA-392499']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'LTBP1', 'PCSK9', 'ITIH2', 'APOA1', 'TF', 'FBN1', 'APOA2', 'FGG', 'CTSG', 'SERPINA1', 'APP', 'CP', 'ALB']
35	GO:BP	GO:0051179	localization	2.0145180129735592e-14	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	5604	103	69	21110	0.6699029126213593	0.0123126338329764	query_1	['GO:0008150']	['SLC6A1', 'C3', 'ITGB1', 'APOC3', 'SYNE1', 'TCN2', 'ITGAV', 'HBB', 'SRC', 'HEPH', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'AMPH', 'HBD', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'CD320', 'AP2B1', 'SCN1A', 'HFE', 'SYNE2', 'FYN', 'MYO6', 'TPD52', 'LDLR', 'AP2S1', 'PCSK9', 'SYNGAP1', 'AGT', 'AP2A2', 'LDLRAP1', 'FBLN5', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'FBN1', 'TFR2', 'AP2A1', 'FGB', 'APOA2', 'FBN2', 'FGR', 'FGG', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'VTN', 'APOC2', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'CP', 'NUMB', 'ALB', 'HPX']
36	GO:CC	GO:0005886	plasma membrane	2.2908391521670397e-14	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	5819	104	68	22122	0.6538461538461539	0.0116858566764048	query_1	['GO:0016020', 'GO:0071944']	['SLC6A1', 'C3', 'ITGB1', 'SYNE1', 'TCN2', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'HEPH', 'ADD2', 'FGA', 'ITGB3', 'TGFB3', 'AMPH', 'ADD3', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'CD320', 'AP2B1', 'SCN1A', 'ITGA2B', 'ITGA5', 'HFE', 'SYNE2', 'NTSR2', 'FYN', 'MYO6', 'LDLR', 'CDK14', 'AP2S1', 'PCSK9', 'SYNGAP1', 'AP2A2', 'LDLRAP1', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'AP2A1', 'FGB', 'FGR', 'FGG', 'MUSK', 'CFB', 'AGRN', 'CTSG', 'DMTN', 'NLN', 'VTN', 'SLC40A1', 'TLN1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'CP', 'NUMB', 'ADD1']
37	REAC	REAC:R-HSA-8957275	Post-translational protein phosphorylation	2.799168692810584e-14	True	Post-translational protein phosphorylation	107	99	17	10790	0.1717171717171717	0.1588785046728972	query_1	['REAC:R-HSA-597592']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'LTBP1', 'PCSK9', 'ITIH2', 'APOA1', 'TF', 'FBN1', 'APOA2', 'FGG', 'SERPINA1', 'APP', 'CP', 'ALB']
38	GO:CC	GO:0045334	clathrin-coated endocytic vesicle	6.376523073430137e-14	True	"""A clathrin-coated, membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance."" [GOC:go_curators]"	87	104	13	22122	0.125	0.1494252873563218	query_1	['GO:0030136', 'GO:0030139']	['LRP2', 'CLTC', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1']
39	WP	WP:WP5323	Fatty Acids and Lipoproteins Transport in Hepatocytes	9.968907643046003e-14	True	Fatty Acids and Lipoproteins Transport in Hepatocytes	381	86	27	8133	0.313953488372093	0.0708661417322834	query_1	['WP:000000']	['APOC3', 'AMPH', 'LRP2', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'CD320', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'BIN1', 'APOA1', 'LRP1', 'AP2A1', 'APOA2', 'APOA4', 'VTN', 'APOC2', 'LRP8', 'APP', 'DAB2']
40	GO:CC	GO:0031091	platelet alpha granule	1.0123626416792552e-13	True	"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]"	90	104	13	22122	0.125	0.1444444444444444	query_1	['GO:0030141']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'ORM2', 'FGB', 'FGG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
41	GO:CC	GO:0030135	coated vesicle	1.3327508827020196e-13	True	"""Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."" [ISBN:0815316194]"	312	104	19	22122	0.1826923076923076	0.0608974358974358	query_1	['GO:0031410']	['LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1', 'SERPINA1', 'APP', 'DAB2', 'NUMB']
42	GO:CC	GO:0030669	clathrin-coated endocytic vesicle membrane	1.4075765910654358e-13	True	"""The lipid bilayer surrounding a clathrin-coated endocytic vesicle."" [GOC:mah]"	69	104	12	22122	0.1153846153846153	0.1739130434782608	query_1	['GO:0030665', 'GO:0030666', 'GO:0045334']	['LRP2', 'CLTC', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1']
43	GO:CC	GO:0005788	endoplasmic reticulum lumen	1.4136462804488597e-13	True	"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]"	313	104	19	22122	0.1826923076923076	0.060702875399361	query_1	['GO:0005783', 'GO:0070013']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'LTBP1', 'PCSK9', 'ITIH2', 'APOA1', 'TF', 'FBN1', 'APOA2', 'FGG', 'APOA4', 'SERPINA1', 'VTN', 'APP', 'CP', 'ALB']
44	GO:BP	GO:1905952	regulation of lipid localization	2.409861111587623e-13	True	"""Any process that modulates the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	165	103	16	21110	0.1553398058252427	0.0969696969696969	query_1	['GO:0010876', 'GO:0032879']	['C3', 'APOC3', 'ITGAV', 'SPP1', 'ITGB3', 'APOE', 'PCSK9', 'AGT', 'LDLRAP1', 'NTSR1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2', 'DAB2']
45	REAC	REAC:R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	2.597165999873369e-13	True	GRB2:SOS provides linkage to MAPK signaling for Integrins 	14	99	9	10790	0.0909090909090909	0.6428571428571429	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
46	REAC	REAC:R-HSA-216083	Integrin cell surface interactions	3.435113841268145e-13	True	Integrin cell surface interactions	84	99	15	10790	0.1515151515151515	0.1785714285714285	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SPP1', 'FGA', 'ITGB3', 'ITGA2B', 'ITGA5', 'FBN1', 'FGB', 'FGG', 'AGRN', 'VTN', 'ITGB6']
47	GO:BP	GO:0032368	regulation of lipid transport	3.648548008077715e-13	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	137	103	15	21110	0.145631067961165	0.1094890510948905	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['APOC3', 'ITGAV', 'SPP1', 'ITGB3', 'APOE', 'PCSK9', 'AGT', 'LDLRAP1', 'NTSR1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2', 'DAB2']
48	GO:CC	GO:0030665	clathrin-coated vesicle membrane	4.784801906056601e-13	True	"""The lipid bilayer surrounding a clathrin-coated vesicle."" [GOC:mah]"	130	104	14	22122	0.1346153846153846	0.1076923076923077	query_1	['GO:0030136', 'GO:0030662']	['LRP2', 'CLTC', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1', 'DAB2']
49	GO:CC	GO:0045202	synapse	5.810733961253658e-13	True	"""The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]"	1465	104	34	22122	0.3269230769230769	0.0232081911262798	query_1	['GO:0030054']	['SLC6A1', 'ITGB1', 'NTS', 'SYNE1', 'SRC', 'ADD2', 'ITGB3', 'AMPH', 'ADD3', 'SLC2A1', 'AP2M1', 'LRP4', 'APOE', 'AP2B1', 'ITGA5', 'FYN', 'AP2S1', 'SYNGAP1', 'AP2A2', 'BIN1', 'NTSR1', 'TFR2', 'AP2A1', 'FGB', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'NUMB', 'ADD1']
50	REAC	REAC:R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	6.444130466849058e-13	True	p130Cas linkage to MAPK signaling for integrins	15	99	9	10790	0.0909090909090909	0.6	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
51	GO:BP	GO:0065008	regulation of biological quality	6.668372351888754e-13	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2964	103	49	21110	0.4757281553398058	0.0165317139001349	query_1	['GO:0065007']	['SLC6A1', 'ITGB1', 'NTS', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'ADD2', 'FGA', 'ITGB3', 'ADD3', 'SNX9', 'AP2M1', 'LRP4', 'APOE', 'AP2B1', 'SCN1A', 'HFE', 'NTSR2', 'FYN', 'AP2S1', 'SYNGAP1', 'AGT', 'AP2A2', 'BIN1', 'NTSR1', 'APOA1', 'TF', 'TFR2', 'AP2A1', 'FGB', 'APOA2', 'FGR', 'FGG', 'MUSK', 'AGRN', 'CTSG', 'DMTN', 'SERPINA1', 'VTN', 'TLN1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB', 'ADD1', 'ELN']
52	GO:BP	GO:0007229	integrin-mediated signaling pathway	1.2441876496712357e-12	True	"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	118	103	14	21110	0.1359223300970873	0.1186440677966101	query_1	['GO:0007166']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'ITGA2B', 'ITGA5', 'APOA1', 'FGR', 'DMTN', 'TLN1', 'PTK2', 'ITGB6']
53	GO:CC	GO:0030136	clathrin-coated vesicle	1.378599583191382e-12	True	"""A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."" [GOC:mah, PMID:11252894]"	214	104	16	22122	0.1538461538461538	0.0747663551401869	query_1	['GO:0030135']	['LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1', 'DAB2', 'NUMB']
54	GO:CC	GO:0098794	postsynapse	1.5718589243713544e-12	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	665	104	24	22122	0.2307692307692307	0.0360902255639097	query_1	['GO:0045202', 'GO:0110165']	['SLC6A1', 'ITGB1', 'SYNE1', 'SRC', 'ADD2', 'ITGB3', 'ADD3', 'AP2M1', 'LRP4', 'AP2B1', 'ITGA5', 'FYN', 'AP2S1', 'SYNGAP1', 'AP2A2', 'NTSR1', 'TFR2', 'AP2A1', 'MUSK', 'DMTN', 'LRP8', 'PTK2', 'APP', 'ADD1']
55	GO:MF	GO:0005178	integrin binding	1.855495251290308e-12	True	"""Binding to an integrin."" [GOC:ceb]"	158	103	15	20195	0.145631067961165	0.0949367088607595	query_1	['GO:0005102', 'GO:0044877', 'GO:0050839']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'ITGA2B', 'ITGA5', 'FBLN5', 'FBN1', 'VTN', 'TLN1', 'PTK2', 'ITGB6']
56	GO:BP	GO:0031589	cell-substrate adhesion	2.1945088953955176e-12	True	"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]"	367	103	20	21110	0.1941747572815534	0.0544959128065395	query_1	['GO:0007155']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'ITGA5', 'FBLN5', 'FBLN2', 'APOA1', 'FGB', 'FGG', 'DMTN', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'DAB2']
57	GO:CC	GO:0034774	secretory granule lumen	3.3877283094215585e-12	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	320	104	18	22122	0.173076923076923	0.05625	query_1	['GO:0030141', 'GO:0060205']	['C3', 'FN1', 'FGA', 'TGFB3', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'FGR', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
58	GO:BP	GO:0006810	transport	3.469234056892407e-12	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4802	103	61	21110	0.5922330097087378	0.0127030403998334	query_1	['GO:0051234']	['SLC6A1', 'C3', 'ITGB1', 'APOC3', 'TCN2', 'ITGAV', 'HBB', 'SRC', 'HEPH', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'AMPH', 'HBD', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'CD320', 'AP2B1', 'SCN1A', 'HFE', 'SYNE2', 'FYN', 'MYO6', 'TPD52', 'LDLR', 'AP2S1', 'PCSK9', 'AGT', 'AP2A2', 'LDLRAP1', 'FBLN5', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'AP2A1', 'FGB', 'APOA2', 'FGR', 'FGG', 'APOA4', 'DMTN', 'VTN', 'APOC2', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'CP', 'NUMB', 'HPX']
59	GO:BP	GO:0051240	positive regulation of multicellular organismal process	3.5065760789431978e-12	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1704	103	37	21110	0.3592233009708738	0.0217136150234741	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['C3', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'APOE', 'CD320', 'ITGA5', 'FYN', 'AGT', 'LDLRAP1', 'BIN1', 'NTSR1', 'LRP1', 'TF', 'ORM2', 'FGB', 'APOA2', 'FBN2', 'FGR', 'FGG', 'AGRN', 'MFAP2', 'DMTN', 'VTN', 'APOC2', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB', 'ORM1']
60	GO:CC	GO:0060205	cytoplasmic vesicle lumen	3.9810493944444615e-12	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	323	104	18	22122	0.173076923076923	0.0557275541795665	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['C3', 'FN1', 'FGA', 'TGFB3', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'FGR', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
61	GO:CC	GO:0031093	platelet alpha granule lumen	4.105966517605464e-12	True	"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]"	66	104	11	22122	0.1057692307692307	0.1666666666666666	query_1	['GO:0031091', 'GO:0034774']	['FN1', 'FGA', 'TGFB3', 'ORM2', 'FGB', 'FGG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
62	GO:BP	GO:0007160	cell-matrix adhesion	4.382449918437969e-12	True	"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]"	238	103	17	21110	0.1650485436893204	0.0714285714285714	query_1	['GO:0031589']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'ITGA5', 'FBLN5', 'FGB', 'FGG', 'DMTN', 'VTN', 'TLN1', 'PTK2', 'ITGB6']
63	GO:CC	GO:0031983	vesicle lumen	4.4292169982792986e-12	True	"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]"	325	104	18	22122	0.173076923076923	0.0553846153846153	query_1	['GO:0031982', 'GO:0043233']	['C3', 'FN1', 'FGA', 'TGFB3', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'FGR', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
64	REAC	REAC:R-HSA-8964043	Plasma lipoprotein clearance	4.622854447692965e-12	True	Plasma lipoprotein clearance	36	99	11	10790	0.1111111111111111	0.3055555555555556	query_1	['REAC:R-HSA-174824']	['CLTC', 'AP2M1', 'APOE', 'AP2B1', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'APOA1', 'AP2A1']
65	GO:BP	GO:0032501	multicellular organismal process	5.978812987172093e-12	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	7716	103	77	21110	0.7475728155339806	0.0099792638672887	query_1	['GO:0008150']	['SLC6A1', 'C3', 'ITGB1', 'APOC3', 'NTS', 'UBP1', 'SYNE1', 'ITGB5', 'FN1', 'ITGAV', 'DPPA4', 'HBB', 'SRC', 'SPP1', 'ADD2', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'CLTC', 'SLC2A1', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'CD320', 'AP2B1', 'LOX', 'SCN1A', 'ITGA2B', 'ITGA5', 'HFE', 'SYNE2', 'NTSR2', 'FYN', 'MYO6', 'TPD52', 'LDLR', 'PCSK9', 'SYNGAP1', 'AGT', 'LDLRAP1', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'FBN1', 'ORM2', 'FGB', 'APOA2', 'FBN2', 'FGR', 'FGG', 'MPO', 'APOA4', 'MUSK', 'AGRN', 'CTSG', 'MFAP2', 'DMTN', 'MFAP5', 'SERPINA1', 'VTN', 'APOC2', 'SLC40A1', 'TLN1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'NUMB', 'ADD1', 'ALB', 'ELN', 'ORM1']
66	GO:CC	GO:0036020	endolysosome membrane	7.1717485515505985e-12	True	"""The lipid bilayer surrounding an endolysosome. An endolysosome is a transient hybrid organelle formed by fusion of a late endosome with a lysosome."" [GOC:pde]"	20	104	8	22122	0.0769230769230769	0.4	query_1	['GO:0005765', 'GO:0010008', 'GO:0036019']	['CLTC', 'AP2M1', 'AP2B1', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'AP2A1']
67	REAC	REAC:R-HSA-114608	Platelet degranulation 	8.442622253103154e-12	True	Platelet degranulation 	125	99	16	10790	0.1616161616161616	0.128	query_1	['REAC:R-HSA-76005']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'APOA1', 'TF', 'ORM2', 'FGB', 'FGG', 'SERPINA1', 'TLN1', 'APP', 'A1BG', 'ALB', 'ORM1']
68	REAC	REAC:R-HSA-8964038	LDL clearance	1.1540562869230755e-11	True	LDL clearance	19	99	9	10790	0.0909090909090909	0.4736842105263157	query_1	['REAC:R-HSA-8964043']	['CLTC', 'AP2M1', 'AP2B1', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'AP2A1']
69	GO:BP	GO:0051049	regulation of transport	1.1888167596650949e-11	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1771	103	37	21110	0.3592233009708738	0.0208921513269339	query_1	['GO:0006810', 'GO:0032879']	['SLC6A1', 'C3', 'ITGB1', 'APOC3', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'AP2M1', 'APOE', 'SCN1A', 'HFE', 'FYN', 'MYO6', 'AP2S1', 'PCSK9', 'AGT', 'LDLRAP1', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'FGB', 'APOA2', 'FGR', 'FGG', 'APOA4', 'DMTN', 'VTN', 'APOC2', 'APP', 'DAB2', 'NUMB']
70	GO:CC	GO:0009986	cell surface	1.3452771690585878e-11	True	"""The external part of the cell wall and/or plasma membrane."" [GOC:jl, GOC:mtg_sensu, GOC:sm]"	972	104	27	22122	0.2596153846153846	0.0277777777777777	query_1	['GO:0110165']	['SLC6A1', 'C3', 'ITGB1', 'TCN2', 'ITGB5', 'ITGAV', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'LRP4', 'ITGA2B', 'ITGA5', 'HFE', 'LDLR', 'PCSK9', 'NTSR1', 'TF', 'TFR2', 'FGB', 'FGG', 'APOA4', 'TLN1', 'LRP8', 'ITGB6', 'APP']
71	REAC	REAC:R-HSA-76005	Response to elevated platelet cytosolic Ca2+	1.5869671237798674e-11	True	Response to elevated platelet cytosolic Ca2+	130	99	16	10790	0.1616161616161616	0.123076923076923	query_1	['REAC:R-HSA-76002']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'APOA1', 'TF', 'ORM2', 'FGB', 'FGG', 'SERPINA1', 'TLN1', 'APP', 'A1BG', 'ALB', 'ORM1']
72	GO:BP	GO:0032879	regulation of localization	1.705343903405578e-11	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2115	103	40	21110	0.3883495145631068	0.0189125295508274	query_1	['GO:0050789', 'GO:0051179']	['SLC6A1', 'C3', 'ITGB1', 'APOC3', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'CLTC', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'SCN1A', 'HFE', 'FYN', 'MYO6', 'AP2S1', 'PCSK9', 'AGT', 'LDLRAP1', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'FGB', 'APOA2', 'FGR', 'FGG', 'APOA4', 'DMTN', 'VTN', 'APOC2', 'APP', 'DAB2', 'NUMB']
