Vascular Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
27	REAC	REAC:R-HSA-194138	Signaling by VEGF	4.7130642106234557e-32	True	Signaling by VEGF	104	98	28	10790	0.2857142857142857	0.2692307692307692	query_1	['REAC:R-HSA-9006934']	['NCK1', 'VEGFB', 'ITGAV', 'BCAR1', 'DOCK1', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'FLT4', 'CTNNB1', 'PXN', 'FYN', 'SHB', 'NRP2', 'KDR', 'VAV1', 'PLCG1', 'VEGFA', 'PTK2B', 'VEGFD', 'PTK2', 'NRP1', 'ELMO1', 'NCK2', 'ELMO2', 'FLT1', 'PGF']
28	GO:MF	GO:0050839	cell adhesion molecule binding	4.770054542849816e-32	True	"""Binding to a cell adhesion molecule."" [GOC:ai]"	562	99	39	20195	0.3939393939393939	0.0693950177935943	query_1	['GO:0005515']	['P4HB', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'CTNNB1', 'COL3A1', 'ITGA2B', 'ITGA5', 'ITGA4', 'MADCAM1', 'LYN', 'JAM3', 'EGFR', 'ITGAE', 'KDR', 'VCL', 'SYK', 'CDH1', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'ITGB6', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'ITGA2']
29	REAC	REAC:R-HSA-1474244	Extracellular matrix organization	1.050828145702932e-31	True	Extracellular matrix organization	297	98	38	10790	0.3877551020408163	0.1279461279461279	query_1	['REAC:0000000']	['P4HB', 'ITGB1', 'ITGA9', 'P4HA3', 'ITGB5', 'FN1', 'ITGAV', 'PDGFB', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'P4HA2', 'COL3A1', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'ADAM19', 'COL1A2', 'TNC', 'JAM3', 'P4HA1', 'ITGAE', 'KDR', 'COL10A1', 'CDH1', 'COL1A1', 'ADAM12', 'VTN', 'VCAM1', 'ITGB6', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'JAM2', 'ITGA2']
30	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	4.9659714483977855e-30	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	372	99	33	21110	0.3333333333333333	0.0887096774193548	query_1	['GO:0006468', 'GO:0018212']	['MET', 'VEGFB', 'PDGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'PDGFRB', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'VEGFA', 'PTK2B', 'VTN', 'DOCK3', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1']
31	GO:BP	GO:0018212	peptidyl-tyrosine modification	5.938379134908802e-30	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	374	99	33	21110	0.3333333333333333	0.088235294117647	query_1	['GO:0018193']	['MET', 'VEGFB', 'PDGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'PDGFRB', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'VEGFA', 'PTK2B', 'VTN', 'DOCK3', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1']
32	GO:BP	GO:0098609	cell-cell adhesion	1.2416809684664988e-29	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	950	99	44	21110	0.4444444444444444	0.0463157894736842	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGA11', 'ITGB3', 'SHC1', 'CTNNB1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'SHB', 'JAM3', 'EGFR', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'ITGB7', 'ITGA3', 'JAM2', 'PTPN11', 'NCK2', 'PDGFRA', 'ELMO2', 'SEMA4D', 'ITGA2']
33	GO:BP	GO:0007154	cell communication	1.327172473677101e-29	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	6604	99	88	21110	0.8888888888888888	0.0133252574197456	query_1	['GO:0009987']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'ITGAE', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
34	GO:BP	GO:0009719	response to endogenous stimulus	1.46180873245351e-29	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1720	99	54	21110	0.5454545454545454	0.0313953488372093	query_1	['GO:0050896']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'VEGFB', 'PDGFB', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'PDGFRB', 'COL1A2', 'NRP2', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF']
35	WP	WP:WP185	Integrin-mediated cell adhesion	3.270673544336437e-29	True	Integrin-mediated cell adhesion	101	89	27	8133	0.3033707865168539	0.2673267326732673	query_1	['WP:000000']	['RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'BCAR1', 'DOCK1', 'SRC', 'ITGA11', 'ITGB3', 'CRK', 'SHC1', 'SOS1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'GRB2', 'ITGAE', 'VCL', 'TLN1', 'PTK2', 'ITGB6', 'ITGB7', 'ITGA3', 'ITGA2']
36	GO:BP	GO:0033627	cell adhesion mediated by integrin	3.417353475961797e-29	True	"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits."" [GOC:add, PMID:12213832, PMID:14754902]"	89	99	22	21110	0.2222222222222222	0.247191011235955	query_1	['GO:0007155']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGA11', 'ITGB3', 'CRK', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'JAM3', 'ITGAE', 'SYK', 'CRKL', 'VTN', 'PTK2', 'ITGB6', 'ITGB7', 'ITGA3', 'PTPN11', 'ITGA2']
37	KEGG	KEGG:04151	PI3K-Akt signaling pathway	3.7970549627214887e-29	True	PI3K-Akt signaling pathway	353	91	40	8161	0.4395604395604395	0.1133144475920679	query_1	['KEGG:00000']	['MET', 'ITGB1', 'ITGA9', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'SPP1', 'ITGA11', 'ITGB3', 'PIK3R1', 'VEGFC', 'HGF', 'FLT4', 'SOS1', 'ITGA2B', 'ITGA5', 'ITGA4', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'VEGFA', 'COL1A1', 'VTN', 'VEGFD', 'PTK2', 'ITGB6', 'THBS1', 'ITGB7', 'ITGA3', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF']
38	GO:CC	GO:0071944	cell periphery	5.116220938048864e-29	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	6303	99	84	22122	0.8484848484848485	0.0133269871489766	query_1	['GO:0110165']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'SYK', 'COL10A1', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PLXNA1']
39	GO:BP	GO:0023052	signaling	5.399828195157897e-29	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	6493	99	87	21110	0.8787878787878788	0.0133990451255197	query_1	['GO:0050789']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'EGFR', 'ITGAE', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
40	GO:BP	GO:0006935	chemotaxis	5.710393268256808e-29	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	631	99	38	21110	0.3838383838383838	0.0602218700475435	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'PDGFB', 'BCAR1', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SOS1', 'FYN', 'DOCK4', 'LYN', 'PDGFRB', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'ELMO2', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
41	GO:BP	GO:0042330	taxis	6.42633971648429e-29	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	633	99	38	21110	0.3838383838383838	0.0600315955766192	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'PDGFB', 'BCAR1', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SOS1', 'FYN', 'DOCK4', 'LYN', 'PDGFRB', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'ELMO2', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
42	GO:CC	GO:0098636	protein complex involved in cell adhesion	9.259152931999371e-29	True	"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]"	58	99	19	22122	0.1919191919191919	0.3275862068965517	query_1	['GO:0032991']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGA11', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'TNC', 'JAM3', 'ITGAE', 'VTN', 'ITGB6', 'ITGB7', 'ITGA3', 'JAM2', 'ITGA2']
43	GO:BP	GO:0009653	anatomical structure morphogenesis	9.331211074943975e-29	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2712	99	63	21110	0.6363636363636364	0.0232300884955752	query_1	['GO:0032502', 'GO:0048856']	['MET', 'ITGB1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
44	WP	WP:WP4172	PI3K-Akt signaling pathway	9.498005331071551e-29	True	PI3K-Akt signaling pathway	338	89	39	8133	0.4382022471910112	0.1153846153846153	query_1	['WP:000000']	['MET', 'ITGB1', 'ITGA9', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'SPP1', 'ITGA11', 'ITGB3', 'PIK3R1', 'VEGFC', 'HGF', 'FLT4', 'SOS1', 'ITGA2B', 'ITGA5', 'ITGA4', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'EGFR', 'KDR', 'SYK', 'VEGFA', 'COL1A1', 'VTN', 'VEGFD', 'PTK2', 'ITGB6', 'THBS1', 'ITGB7', 'ITGA3', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF']
45	GO:BP	GO:0007165	signal transduction	4.858765351957548e-28	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	6034	99	84	21110	0.8484848484848485	0.0139211136890951	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'NRP2', 'LCP2', 'EGFR', 'ITGAE', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
46	GO:BP	GO:0050900	leukocyte migration	1.1127228568948136e-27	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	396	99	32	21110	0.3232323232323232	0.0808080808080808	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'ITGA9', 'VEGFB', 'PDGFB', 'SRC', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'SOS1', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'JAM3', 'VAV1', 'SYK', 'VEGFA', 'PTK2B', 'CRKL', 'VEGFD', 'VCAM1', 'PTK2', 'LCK', 'THBS1', 'ITGB7', 'ITGA3', 'JAM2', 'FLT1', 'ITGA2', 'PGF']
47	GO:BP	GO:0071495	cellular response to endogenous stimulus	3.3973293005681136e-27	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1469	99	49	21110	0.494949494949495	0.0333560245064669	query_1	['GO:0009719']	['RAPGEF1', 'NCK1', 'ITGB5', 'VEGFB', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'PDGFRB', 'COL1A2', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
48	GO:BP	GO:0001568	blood vessel development	3.705926869308749e-27	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	706	99	38	21110	0.3838383838383838	0.0538243626062322	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'SHB', 'PDGFRB', 'COL1A2', 'NRP2', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'VEGFA', 'PTK2B', 'COL1A1', 'ADAM12', 'CRKL', 'VEGFD', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
49	GO:BP	GO:0051239	regulation of multicellular organismal process	4.543942289035873e-27	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	3021	99	64	21110	0.6464646464646465	0.0211850380668652	query_1	['GO:0032501', 'GO:0050789']	['MET', 'ITGB1', 'NCK1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'ITGA5', 'FYN', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'PDGFRB', 'NRP2', 'EGFR', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'COL1A1', 'ADAM12', 'VTN', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
50	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	6.3721013331518666e-27	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1174	99	45	21110	0.4545454545454545	0.0383304940374787	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'DOCK1', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'COL3A1', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'SHB', 'GRB2', 'PDGFRB', 'NRP2', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'VEGFA', 'PTK2B', 'COL1A1', 'ADAM12', 'VTN', 'VEGFD', 'PTK2', 'ITGB6', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
51	GO:CC	GO:0030054	cell junction	8.058919936757835e-27	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2230	99	55	22122	0.5555555555555556	0.0246636771300448	query_1	['GO:0110165']	['P4HB', 'ITGB1', 'NCK1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGA11', 'ITGB3', 'PIK3R1', 'CRK', 'ITK', 'CTNNB1', 'SOS1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'PDGFRB', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'VAV1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'CRKL', 'TLN1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'NCK2', 'PDGFRA', 'FLT1', 'ITGA2']
52	KEGG	KEGG:04015	Rap1 signaling pathway	1.033065764739722e-26	True	Rap1 signaling pathway	210	91	32	8161	0.3516483516483517	0.1523809523809524	query_1	['KEGG:00000']	['MET', 'RAPGEF1', 'ITGB1', 'VEGFB', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'FLT4', 'CTNNB1', 'ITGA2B', 'LAT', 'DOCK4', 'PDGFRB', 'LCP2', 'EGFR', 'KDR', 'VAV1', 'PLCG1', 'CDH1', 'VEGFA', 'CRKL', 'TLN1', 'VEGFD', 'THBS1', 'PDGFRA', 'FLT1', 'PGF']
53	GO:BP	GO:0048584	positive regulation of response to stimulus	1.7186251279424248e-26	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2283	99	57	21110	0.5757575757575758	0.0249671484888304	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'LCP2', 'EGFR', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'VEGFA', 'PTK2B', 'COL1A1', 'CRKL', 'VTN', 'VEGFD', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
