Keppen-Lubinsky syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
38	REAC	REAC:R-HSA-397795	G-protein beta:gamma signalling	4.152664042264653e-37	True	G-protein beta:gamma signalling	32	100	20	17376	0.2	0.625	query_1	['REAC:R-HSA-388396']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'PLCB1', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'RHOA', 'GNG7', 'GNB2', 'PLCB3', 'GNG12', 'BTK', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
39	GO:CC	GO:0098562	cytoplasmic side of membrane	1.081727993029092e-36	True	"""The side of a membrane that faces the cytoplasm."" [GOC:dos]"	197	100	32	17376	0.32	0.1624365482233502	query_1	['GO:0098552']	['GNB3', 'GNA11', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNAL', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNAO1', 'GNG12', 'GNAT2', 'GNB1', 'GNAI3', 'GNA13', 'GNAT3', 'GNAI1', 'GNG3', 'GNAZ', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12']
40	REAC	REAC:R-HSA-112316	Neuronal System	1.5650423073773918e-36	True	Neuronal System	378	100	38	17376	0.38	0.1005291005291005	query_1	['REAC:0000000']	['KCNJ16', 'GNB3', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'KCNJ15', 'PLCB1', 'GNAL', 'GNB4', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'KCNJ10', 'GNG7', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'PLCB3', 'GNG12', 'ADCY3', 'KCNJ2', 'GNB1', 'GABBR2', 'GNAI3', 'GNAT3', 'KCNJ3', 'GNAI1', 'GNG3', 'KCNJ14', 'GNG4', 'KCNJ12', 'GNGT1']
41	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	2.745641424981243e-35	True	Platelet activation, signaling and aggregation	252	100	33	17376	0.33	0.1309523809523809	query_1	['REAC:R-HSA-109582']	['GNB3', 'GNA11', 'TBXA2R', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'ADRA2C', 'RHOA', 'P2RY12', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAT3', 'MAGED2', 'GNAI1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A']
42	GO:CC	GO:0071944	cell periphery	2.199701299629404e-34	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5270	100	90	17376	0.9	0.01707779886148	query_1	['GO:0110165']	['TRO', 'KCNJ16', 'GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'ICAM3', 'PLXNB1', 'PLXNA2', 'CNNM2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'KCNJ15', 'ANKRD13B', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'PTK7', 'ICAM2', 'FYN', 'KCTD16', 'MTNR1A', 'PDZK1', 'ADRA2C', 'CNNM4', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'KCNJ9', 'KCNJ4', 'TMEM161B', 'KCNJ5', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'KCNJ6', 'GNG12', 'HTR1D', 'BTK', 'PTGIR', 'ADCY3', 'KCNJ2', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'RGS17', 'NRP1', 'GPR26', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'KCNJ14', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'KCNJ12', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
43	REAC	REAC:R-HSA-451326	Activation of kainate receptors upon glutamate binding	6.572179131704104e-33	True	Activation of kainate receptors upon glutamate binding	30	100	18	17376	0.18	0.6	query_1	['REAC:R-HSA-112314']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'PLCB1', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'PLCB3', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
44	GO:CC	GO:0019898	extrinsic component of membrane	7.410848841611973e-33	True	"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"	287	100	33	17376	0.33	0.1149825783972125	query_1	['GO:0016020', 'GO:0110165']	['GNB3', 'GNA11', 'ARHGEF25', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNAL', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNAO1', 'GNG12', 'GNAT2', 'GNB1', 'GNAI3', 'GNA13', 'GNAT3', 'GNAI1', 'GNG3', 'GNAZ', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12']
45	REAC	REAC:R-HSA-8964616	G beta:gamma signalling through CDC42	1.60177229792981e-32	True	G beta:gamma signalling through CDC42	20	100	16	17376	0.16	0.8	query_1	['REAC:R-HSA-397795']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
46	REAC	REAC:R-HSA-392451	G beta:gamma signalling through PI3Kgamma	1.652195501508818e-32	True	G beta:gamma signalling through PI3Kgamma	25	100	17	17376	0.17	0.68	query_1	['REAC:R-HSA-397795']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'RHOA', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
47	REAC	REAC:R-HSA-4086398	Ca2+ pathway	3.292945989264445e-32	True	Ca2+ pathway	59	100	21	17376	0.21	0.3559322033898305	query_1	['REAC:R-HSA-3858494']	['GNB3', 'GNG5', 'PRKCA', 'GNG13', 'GNB5', 'PLCB1', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'GNAO1', 'PLCB3', 'GNG12', 'GNAT2', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
48	REAC	REAC:R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	1.2797549906477034e-31	True	ADORA2B mediated anti-inflammatory cytokines production	122	100	25	17376	0.25	0.2049180327868852	query_1	['REAC:R-HSA-9662851']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
49	REAC	REAC:R-HSA-416482	G alpha (12/13) signalling events	3.5986975794141336e-31	True	G alpha (12/13) signalling events	78	100	22	17376	0.22	0.282051282051282	query_1	['REAC:R-HSA-388396']	['GNB3', 'TBXA2R', 'GNG5', 'PLXNB1', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'RHOA', 'GNG7', 'GNB2', 'GNG12', 'BTK', 'GNB1', 'GNA13', 'GNG3', 'GNG4', 'GNGT1', 'GNA12']
50	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	3.294586369467028e-30	True	Anti-inflammatory response favouring Leishmania parasite infection	159	100	26	17376	0.26	0.1635220125786163	query_1	['REAC:R-HSA-9664433']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
51	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	3.294586369467028e-30	True	Leishmania parasite growth and survival	159	100	26	17376	0.26	0.1635220125786163	query_1	['REAC:R-HSA-9658195']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
52	GO:CC	GO:0098797	plasma membrane protein complex	3.373428230021528e-30	True	"""Any protein complex that is part of the plasma membrane."" [GOC:dos]"	631	100	40	17376	0.4	0.063391442155309	query_1	['GO:0005886', 'GO:0098796']	['KCNJ16', 'GNB3', 'GNA11', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNAL', 'GNB4', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'KCNJ4', 'KCNJ5', 'GNAS', 'GNB2', 'GNAO1', 'KCNJ6', 'GNG12', 'KCNJ2', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'GNAT3', 'KCNJ3', 'GNAI1', 'GNG3', 'GNAZ', 'KCNJ14', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12']
53	REAC	REAC:R-HSA-418555	G alpha (s) signalling events	7.042572461885963e-30	True	G alpha (s) signalling events	142	100	25	17376	0.25	0.176056338028169	query_1	['REAC:R-HSA-388396']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
54	REAC	REAC:R-HSA-420092	Glucagon-type ligand receptors	1.439143921902157e-29	True	Glucagon-type ligand receptors	33	100	17	17376	0.17	0.5151515151515151	query_1	['REAC:R-HSA-373080']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
55	REAC	REAC:R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	3.3695360817028137e-29	True	Vasopressin regulates renal water homeostasis via Aquaporins	43	100	18	17376	0.18	0.4186046511627907	query_1	['REAC:R-HSA-445717']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'ADCY3', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
56	REAC	REAC:R-HSA-416476	G alpha (q) signalling events	3.7934616715741056e-29	True	G alpha (q) signalling events	199	100	27	17376	0.27	0.135678391959799	query_1	['REAC:R-HSA-388396']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PRKCA', 'GNG13', 'GNB5', 'PLCB1', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'PLCB3', 'GNG12', 'BTK', 'GNB1', 'RGS17', 'GPR39', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1']
57	REAC	REAC:R-HSA-162582	Signal Transduction	8.728592513880207e-29	True	Signal Transduction	2436	100	63	17376	0.63	0.0258620689655172	query_1	['REAC:0000000']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PLXNB1', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'MTNR1A', 'ADRA2C', 'RHOA', 'P2RY12', 'GNG7', 'RGS12', 'GNAS', 'GNB2', 'RGS20', 'GNAO1', 'HTR1B', 'PTGER3', 'PLCB3', 'GNG12', 'HTR1D', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'RGS17', 'NRP1', 'GPR39', 'GNAI1', 'FARP2', 'GNG3', 'GNAZ', 'GNAQ', 'HTR1A', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
58	GO:CC	GO:0098552	side of membrane	1.0128150080909214e-28	True	"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]"	593	100	38	17376	0.38	0.0640809443507588	query_1	['GO:0016020', 'GO:0110165']	['GNB3', 'GNA11', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'RHOA', 'BTN2A2', 'GNG7', 'GNAS', 'GNB2', 'BTN2A1', 'GNAO1', 'CLEC4M', 'GNG12', 'GNAT2', 'GNB1', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'GNAI1', 'GNG3', 'GNAZ', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12']
59	REAC	REAC:R-HSA-500792	GPCR ligand binding	1.867832321613077e-28	True	GPCR ligand binding	407	100	33	17376	0.33	0.081081081081081	query_1	['REAC:R-HSA-372790']	['GNB3', 'TBXA2R', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'MTNR1A', 'ADRA2C', 'P2RY12', 'GNG7', 'GNAS', 'GNB2', 'HTR1B', 'PTGER3', 'GNG12', 'HTR1D', 'PTGIR', 'GNB1', 'GABBR2', 'S1PR1', 'GPR39', 'GNG3', 'HTR1A', 'GNG4', 'GNGT1', 'ADRA2A', 'S1PR2']
60	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	4.2614333282367045e-28	True	Extra-nuclear estrogen signaling	73	100	20	17376	0.2	0.273972602739726	query_1	['REAC:R-HSA-8939211']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNAT3', 'GNAI1', 'GNG3', 'GNG4', 'GNGT1']
61	REAC	REAC:R-HSA-390466	Chaperonin-mediated protein folding	7.111258085359373e-28	True	Chaperonin-mediated protein folding	90	100	21	17376	0.21	0.2333333333333333	query_1	['REAC:R-HSA-391251']	['GNB3', 'GNA11', 'GNG5', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'PDCL', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'RGS7']
62	REAC	REAC:R-HSA-445717	Aquaporin-mediated transport	1.3119228551149708e-27	True	Aquaporin-mediated transport	51	100	18	17376	0.18	0.3529411764705882	query_1	['REAC:R-HSA-382551']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'ADCY3', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
63	REAC	REAC:R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	1.5202757842547749e-27	True	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	41	100	17	17376	0.17	0.4146341463414634	query_1	['REAC:R-HSA-422356']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
64	REAC	REAC:R-HSA-391251	Protein folding	2.3581560050164377e-27	True	Protein folding	95	100	21	17376	0.21	0.2210526315789473	query_1	['REAC:R-HSA-392499']	['GNB3', 'GNA11', 'GNG5', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'PDCL', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'RGS7']
65	REAC	REAC:R-HSA-163359	Glucagon signaling in metabolic regulation	2.4005819477039937e-27	True	Glucagon signaling in metabolic regulation	33	100	16	17376	0.16	0.4848484848484848	query_1	['REAC:R-HSA-163685']	['GNB3', 'GNG5', 'GNG13', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'ADCY3', 'GNB1', 'GNG3', 'GNG4']
66	REAC	REAC:R-HSA-9658195	Leishmania infection	7.334994502441201e-27	True	Leishmania infection	242	100	27	17376	0.27	0.1115702479338843	query_1	['REAC:R-HSA-5663205']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'BTK', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
67	GO:CC	GO:0016020	membrane	4.848605090862329e-26	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8348	100	97	17376	0.97	0.0116195495927168	query_1	['GO:0110165']	['TRO', 'KCNJ16', 'GNB3', 'TMX4', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'ICAM3', 'PLXNB1', 'PLXNA2', 'CNNM2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'KCNJ15', 'ANKRD13B', 'PLCB1', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'RAP1GAP', 'GNG2', 'PTK7', 'ICAM2', 'FYN', 'KCTD16', 'MTNR1A', 'PDZK1', 'ADRA2C', 'CNNM4', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'KCNJ9', 'KCNJ4', 'TMEM161B', 'KCNJ5', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'KCNJ6', 'PLCB3', 'GNG12', 'HTR1D', 'OCIAD1', 'BTK', 'PTGIR', 'ADCY3', 'KCNJ2', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'RGS17', 'NRP1', 'MAGED2', 'GPR26', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'KCNJ14', 'GNAQ', 'HTR1A', 'TYW1B', 'SEMA4D', 'GNG4', 'KCNJ12', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
68	REAC	REAC:R-HSA-109582	Hemostasis	2.547022480536797e-25	True	Hemostasis	606	100	35	17376	0.35	0.0577557755775577	query_1	['REAC:0000000']	['GNB3', 'GNA11', 'TBXA2R', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'ADRA2C', 'RHOA', 'P2RY12', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'GNB1', 'GNAI3', 'GNA13', 'GNAT3', 'MAGED2', 'GNAI1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A']
69	REAC	REAC:R-HSA-3858494	Beta-catenin independent WNT signaling	5.656195806000748e-25	True	Beta-catenin independent WNT signaling	143	100	22	17376	0.22	0.1538461538461538	query_1	['REAC:R-HSA-195721']	['GNB3', 'GNG5', 'PRKCA', 'GNG13', 'GNB5', 'PLCB1', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'RHOA', 'GNG7', 'GNB2', 'GNAO1', 'PLCB3', 'GNG12', 'GNAT2', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
70	REAC	REAC:R-HSA-418346	Platelet homeostasis	2.099631211086635e-23	True	Platelet homeostasis	82	100	18	17376	0.18	0.2195121951219512	query_1	['REAC:R-HSA-109582']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
71	REAC	REAC:R-HSA-373080	Class B/2 (Secretin family receptors)	5.3766047440678705e-21	True	Class B/2 (Secretin family receptors)	89	100	17	17376	0.17	0.1910112359550561	query_1	['REAC:R-HSA-500792']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
72	GO:BP	GO:0023052	signaling	1.621650808735861e-19	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5661	100	80	17376	0.8	0.0141317788376611	query_1	['GO:0050789']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'PLCB1', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'RAP1GAP', 'GNG2', 'PTK7', 'FYN', 'KCTD16', 'MTNR1A', 'ADRA2C', 'PDCL', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'KCNJ5', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'PLCB3', 'GNG12', 'HTR1D', 'OCIAD1', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'RGS17', 'NRP1', 'GPR26', 'GPR39', 'GNAI1', 'FARP2', 'GNG3', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
73	GO:BP	GO:0007165	signal transduction	3.351833890465873e-19	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5250	100	77	17376	0.77	0.0146666666666666	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'PLCB1', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'RAP1GAP', 'GNG2', 'PTK7', 'FYN', 'KCTD16', 'MTNR1A', 'ADRA2C', 'PDCL', 'RHOA', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'PLCB3', 'GNG12', 'HTR1D', 'OCIAD1', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'RGS17', 'NRP1', 'GPR26', 'GPR39', 'GNAI1', 'FARP2', 'GNG3', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
74	GO:BP	GO:0007154	cell communication	3.5844096969361013e-19	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5766	100	80	17376	0.8	0.0138744363510232	query_1	['GO:0009987']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'PLCB1', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'RAP1GAP', 'GNG2', 'PTK7', 'FYN', 'KCTD16', 'MTNR1A', 'ADRA2C', 'PDCL', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'KCNJ5', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'PLCB3', 'GNG12', 'HTR1D', 'OCIAD1', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'RGS17', 'NRP1', 'GPR26', 'GPR39', 'GNAI1', 'FARP2', 'GNG3', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
