Waardenburg syndrome type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
404	GO:BP	GO:1901652	response to peptide	6.018581851545534e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	490	101	18	17376	0.1782178217821782	0.036734693877551	query_1	['GO:0010243', 'GO:1901700']	['AKT1', 'MDM2', 'STAT3', 'PPARG', 'NCOA2', 'RB1', 'PPARA', 'NOTCH1', 'SP1', 'NR1H4', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'SMARCC1', 'NCOA1']
405	GO:BP	GO:0071417	cellular response to organonitrogen compound	6.914793910835691e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	628	101	20	17376	0.198019801980198	0.0318471337579617	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['AKT1', 'MDM2', 'STAT3', 'PPARG', 'NCOA2', 'CTNNB1', 'RB1', 'SIN3A', 'PRMT5', 'SP1', 'NR1H4', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1']
406	GO:BP	GO:0010243	response to organonitrogen compound	7.000960969776944e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1013	101	25	17376	0.2475247524752475	0.0246791707798617	query_1	['GO:0010033', 'GO:1901698']	['AKT1', 'MDM2', 'STAT3', 'PPARG', 'NCOA2', 'CTNNB1', 'RB1', 'PPARA', 'NCOR2', 'SIN3A', 'NOTCH1', 'PRMT5', 'SP1', 'NR1H4', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'CCND1']
407	GO:CC	GO:1902911	protein kinase complex	7.657397598807781e-09	True	"""A protein complex which is capable of protein kinase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:24606918]"	144	101	11	17376	0.1089108910891089	0.0763888888888889	query_1	['GO:0061695']	['CDK7', 'RB1', 'CDKN1A', 'CCND2', 'SNW1', 'CDK2', 'CCND3', 'CDK4', 'CDK6', 'CCND1', 'CCNC']
408	GO:CC	GO:0071141	SMAD protein complex	7.657397598807781e-09	True	"""A protein complex that consists of only SMAD proteins; may be homomeric or heteromeric. Heteromeric complexes act as transcription factors while homomeric complexes exist but are transcriptionally inactive. Hetero- versus homotrimerization is largely enthalpy driven."" [GOC:bhm, GOC:mah, PMID:9670020]"	9	101	5	17376	0.0495049504950495	0.5555555555555556	query_1	['GO:0032991']	['SMAD1', 'SMAD2', 'SMAD9', 'SMAD4', 'SMAD3']
409	GO:BP	GO:0043069	negative regulation of programmed cell death	7.786113607888958e-09	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	856	101	23	17376	0.2277227722772277	0.0268691588785046	query_1	['GO:0012501', 'GO:0043067', 'GO:0060548']	['AKT1', 'MDM2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SIN3A', 'AR', 'NOTCH1', 'MECP2', 'CCND2', 'NOTCH2', 'HDAC3', 'FABP1', 'NR1H4', 'FOXO1', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'HIPK2', 'CCND1']
410	GO:BP	GO:0031571	mitotic G1 DNA damage checkpoint signaling	7.937014040434762e-09	True	"""A signal transduction process that contributes to a mitotic cell cycle G1/S transition DNA damage checkpoint."" [GOC:mtg_cell_cycle]"	32	101	7	17376	0.0693069306930693	0.21875	query_1	['GO:0044773', 'GO:0044819']	['MDM2', 'CDKN1A', 'CDK2', 'CDKN1B', 'TP53', 'PML', 'CCND1']
411	GO:BP	GO:0048384	retinoic acid receptor signaling pathway	7.937014040434762e-09	True	"""The series of molecular signals generated as a consequence of a retinoic acid receptor binding to one of its physiological ligands."" [GOC:dgh]"	32	101	7	17376	0.0693069306930693	0.21875	query_1	['GO:0030522']	['RXRA', 'PPARG', 'NR1H2', 'RXRB', 'SNW1', 'RARA', 'PML']
412	GO:BP	GO:0009991	response to extracellular stimulus	7.937014040434762e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."" [GOC:go_curators]"	499	101	18	17376	0.1782178217821782	0.0360721442885771	query_1	['GO:0009605']	['RXRA', 'AKT1', 'PPARG', 'FOXO3', 'NR1H2', 'PPARA', 'RXRB', 'CDKN1A', 'SNW1', 'SP1', 'NR1H4', 'FOXO1', 'RARA', 'TBL1XR1', 'TP53', 'NCOA1', 'CCND1', 'VDR']
413	GO:BP	GO:0044819	mitotic G1/S transition checkpoint signaling	7.937014040434762e-09	True	"""A cell cycle checkpoint that detects and negatively regulates progression from G1 to S phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]"	32	101	7	17376	0.0693069306930693	0.21875	query_1	['GO:0007093', 'GO:2000134']	['MDM2', 'CDKN1A', 'CDK2', 'CDKN1B', 'TP53', 'PML', 'CCND1']
414	GO:BP	GO:0048144	fibroblast proliferation	8.177494572204764e-09	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	101	10	17376	0.099009900990099	0.0943396226415094	query_1	['GO:0008283']	['PPARG', 'CTNNB1', 'CDKN1A', 'E2F1', 'SKI', 'ESR1', 'CDK4', 'TP53', 'PML', 'CDK6']
415	REAC	REAC:R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	8.414253839971313e-09	True	Regulation of FOXO transcriptional activity by acetylation	10	101	5	17376	0.0495049504950495	0.5	query_1	['REAC:R-HSA-9614085']	['CREBBP', 'FOXO3', 'EP300', 'KAT2B', 'FOXO1']
416	GO:BP	GO:0060395	SMAD protein signal transduction	8.90386897871035e-09	True	"""An intracellular signal transduction process that starts with the activation of a SMAD protein, and ultimately effecting a change in the functioning of the cell, for e. g. transcription. SMAD proteins are activated by protein serine/threonine kinase cell surface receptors."" [GOC:BHF]"	77	101	9	17376	0.0891089108910891	0.1168831168831168	query_1	['GO:0007178', 'GO:0035556']	['SMAD1', 'PPARG', 'WWTR1', 'SMAD2', 'SMAD9', 'SMAD4', 'SKI', 'SMAD3', 'HIPK2']
417	GO:BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	8.913162215027503e-09	True	"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	107	101	10	17376	0.099009900990099	0.0934579439252336	query_1	['GO:0007178', 'GO:0009967', 'GO:0090092']	['CREBBP', 'PPARG', 'SMAD2', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'SNW1', 'HIPK2']
418	GO:BP	GO:0031669	cellular response to nutrient levels	9.254185765638692e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]"	226	101	13	17376	0.1287128712871287	0.0575221238938053	query_1	['GO:0031667', 'GO:0031668']	['RXRA', 'PPARG', 'FOXO3', 'PPARA', 'RXRB', 'CDKN1A', 'SNW1', 'SP1', 'NR1H4', 'FOXO1', 'TP53', 'NCOA1', 'VDR']
419	REAC	REAC:R-HSA-8943724	Regulation of PTEN gene transcription	9.630236454821944e-09	True	Regulation of PTEN gene transcription	59	101	8	17376	0.0792079207920792	0.135593220338983	query_1	['REAC:R-HSA-6807070']	['REST', 'PPARG', 'HDAC1', 'HDAC3', 'RCOR1', 'TP53', 'HDAC2', 'KDM1A']
420	GO:BP	GO:0006338	chromatin remodeling	9.63455776793669e-09	True	"""A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."" [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]"	443	101	17	17376	0.1683168316831683	0.0383747178329571	query_1	['GO:0006325']	['RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'DAXX', 'SMARCB1', 'EP300', 'MECP2', 'SMARCC2', 'CDK2', 'KAT2B', 'ESR1', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1']
421	GO:BP	GO:0045445	myoblast differentiation	1.0597994811717214e-08	True	"""The process in which a relatively unspecialized cell acquires specialized features of a myoblast. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into striated muscle fibers."" [CL:0000056, GOC:go_curators, GOC:mtg_muscle]"	109	101	10	17376	0.099009900990099	0.091743119266055	query_1	['GO:0030154', 'GO:0061061']	['REST', 'MAML1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'NOTCH1', 'RBPJ', 'SMARCC2', 'SMARCC1']
422	GO:CC	GO:0035189	Rb-E2F complex	1.0717248966284164e-08	True	"""A multiprotein complex containing a heterodimeric E2F transcription factor and a Retinoblastoma (Rb) family member. This complex is capable of repressing transcription of E2F-regulated genes in order to regulate cell cycle progression."" [PMID:14616073]"	4	101	4	17376	0.0396039603960396	1.0	query_1	['GO:0090575']	['TFDP1', 'RB1', 'E2F2', 'E2F1']
423	GO:BP	GO:0030308	negative regulation of cell growth	1.1058102452538514e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	185	101	12	17376	0.1188118811881188	0.0648648648648648	query_1	['GO:0001558', 'GO:0016049', 'GO:0045926', 'GO:0048523']	['PPARG', 'RB1', 'PPARA', 'SMARCA4', 'SMARCA2', 'CDKN1A', 'SMAD4', 'ESR2', 'CDKN1B', 'TP53', 'SMAD3', 'PML']
424	GO:BP	GO:0007399	nervous system development	1.2134206563826332e-08	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2332	101	38	17376	0.3762376237623762	0.0162950257289879	query_1	['GO:0048731']	['SMAD1', 'REST', 'AKT1', 'STAT3', 'PPARG', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'NCOR2', 'SIN3A', 'PAX3', 'SMARCB1', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'NOTCH2', 'SMARCC2', 'SKI', 'SNW1', 'RARA', 'TP53', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1']
425	GO:BP	GO:0001701	in utero embryonic development	1.2625646040581957e-08	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	101	16	17376	0.1584158415841584	0.0409207161125319	query_1	['GO:0043009']	['AKT1', 'CTNNB1', 'SIN3A', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'NOTCH1', 'RBPJ', 'NOTCH2', 'HDAC3', 'TBL1XR1', 'TP53', 'SMAD3', 'SKIL', 'NCOA1']
426	REAC	REAC:R-HSA-1181150	Signaling by NODAL	1.28360978735966e-08	True	Signaling by NODAL	22	101	6	17376	0.0594059405940594	0.2727272727272727	query_1	['REAC:R-HSA-1266738']	['FOXO3', 'SMAD2', 'SMAD4', 'DRAP1', 'FOXH1', 'SMAD3']
427	GO:BP	GO:1901989	positive regulation of cell cycle phase transition	1.4929852910560522e-08	True	"""Any process that activates or increases the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	113	101	10	17376	0.099009900990099	0.0884955752212389	query_1	['GO:0044770', 'GO:0090068', 'GO:1901987']	['AKT1', 'MDM2', 'TFDP1', 'RB1', 'SIN3A', 'MECP2', 'CCND2', 'CCND3', 'CDK4', 'CCND1']
428	GO:BP	GO:0014706	striated muscle tissue development	1.5347576565787423e-08	True	"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]"	236	101	13	17376	0.1287128712871287	0.0550847457627118	query_1	['GO:0060537']	['SMAD1', 'MAML1', 'PPARA', 'SMAD4', 'NOTCH1', 'RUNX1', 'RBPJ', 'NOTCH2', 'HDAC3', 'SKI', 'RARA', 'FOXH1', 'SMAD3']
429	GO:BP	GO:0002521	leukocyte differentiation	1.7001757054447904e-08	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	593	101	19	17376	0.1881188118811881	0.0320404721753794	query_1	['GO:0030097', 'GO:0030154']	['CBFB', 'STAT3', 'PPARG', 'FOXO3', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'SMARCC2', 'RARA', 'TP53', 'SMARCC1', 'CDK6']
430	REAC	REAC:R-HSA-1592230	Mitochondrial biogenesis	1.7022256128131664e-08	True	Mitochondrial biogenesis	92	101	9	17376	0.0891089108910891	0.0978260869565217	query_1	['REAC:R-HSA-1852241']	['RXRA', 'CREBBP', 'NCOA2', 'PPARA', 'TBL1X', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
431	GO:BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	1.8902041056179195e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway."" [GOC:mah]"	84	101	9	17376	0.0891089108910891	0.1071428571428571	query_1	['GO:0007179', 'GO:0017015', 'GO:0090101']	['SMURF2', 'PPARG', 'HDAC1', 'PPARA', 'SIN3A', 'SKI', 'TP53', 'HDAC2', 'SKIL']
432	GO:BP	GO:0060768	regulation of epithelial cell proliferation involved in prostate gland development	2.0587436766764672e-08	True	"""Any process that modulates the rate, frequency or extent of epithelial cell proliferation that contributes to the progression of the prostate gland over time."" [GOC:dph]"	10	101	5	17376	0.0495049504950495	0.5	query_1	['GO:0050678', 'GO:0060767', 'GO:2000241']	['WDR77', 'CTNNB1', 'AR', 'NOTCH1', 'CDKN1B']
433	GO:BP	GO:0045931	positive regulation of mitotic cell cycle	2.652749857535724e-08	True	"""Any process that activates or increases the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	120	101	10	17376	0.099009900990099	0.0833333333333333	query_1	['GO:0000278', 'GO:0007346', 'GO:0045787']	['AKT1', 'MDM2', 'TFDP1', 'RB1', 'SIN3A', 'MECP2', 'CCND2', 'CCND3', 'CDK4', 'CCND1']
434	GO:BP	GO:0071453	cellular response to oxygen levels	2.6920853431086952e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]"	158	101	11	17376	0.1089108910891089	0.0696202531645569	query_1	['GO:0070482', 'GO:0070887']	['AKT1', 'MDM2', 'PPARG', 'NOTCH1', 'RBPJ', 'E2F1', 'FABP1', 'FOXO1', 'CDKN1B', 'TP53', 'HIPK2']
435	GO:BP	GO:0030162	regulation of proteolysis	2.7220282457262933e-08	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	683	101	20	17376	0.198019801980198	0.0292825768667642	query_1	['GO:0006508', 'GO:0051246']	['REST', 'AKT1', 'MDM2', 'STAT3', 'PPARG', 'NR1H2', 'HDAC1', 'NR1H3', 'SUMO1', 'RUNX1', 'USP7', 'SUMO2', 'FABP1', 'CDK2', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'SMARCC1', 'HIPK2']
436	REAC	REAC:R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	2.8274249467909727e-08	True	Constitutive Signaling by AKT1 E17K in Cancer	25	101	6	17376	0.0594059405940594	0.24	query_1	['REAC:R-HSA-2219528']	['AKT1', 'MDM2', 'FOXO3', 'CDKN1A', 'FOXO1', 'CDKN1B']
437	REAC	REAC:R-HSA-9031525	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	2.8274249467909727e-08	True	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	5	101	4	17376	0.0396039603960396	0.8	query_1	['REAC:R-HSA-9024446']	['RXRA', 'NR1H2', 'RXRB', 'NR1H3']
438	REAC	REAC:R-HSA-9031528	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	2.8274249467909727e-08	True	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	5	101	4	17376	0.0396039603960396	0.8	query_1	['REAC:R-HSA-9024446']	['RXRA', 'NR1H2', 'RXRB', 'NR1H3']
439	REAC	REAC:R-HSA-9632974	NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 	2.8274249467909727e-08	True	NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 	5	101	4	17376	0.0396039603960396	0.8	query_1	['REAC:R-HSA-9024446']	['NRIP1', 'RXRA', 'RXRB', 'NR1H3']
440	REAC	REAC:R-HSA-201556	Signaling by ALK	2.8274249467909727e-08	True	Signaling by ALK	25	101	6	17376	0.0594059405940594	0.24	query_1	['REAC:R-HSA-9006934']	['STAT3', 'HDAC1', 'SIN3A', 'EP300', 'HDAC3', 'HDAC2']
441	REAC	REAC:R-HSA-111448	Activation of NOXA and translocation to mitochondria	2.8274249467909727e-08	True	Activation of NOXA and translocation to mitochondria	5	101	4	17376	0.0396039603960396	0.8	query_1	['REAC:R-HSA-114452']	['TFDP1', 'E2F1', 'TP53', 'TFDP2']
442	GO:BP	GO:0032355	response to estradiol	2.8485773387185607e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	101	10	17376	0.099009900990099	0.0826446280991735	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['NRIP1', 'NCOA3', 'STAT3', 'CTNNB1', 'NCOR2', 'ESR2', 'ESR1', 'RARA', 'CDKN1B', 'CCND1']
443	GO:BP	GO:0035265	organ growth	2.8491244025520688e-08	True	"""The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function."" [GOC:bf, ISBN:0471245208, ISBN:0721662544]"	159	101	11	17376	0.1089108910891089	0.0691823899371069	query_1	['GO:0032501', 'GO:0048589']	['SMAD1', 'AKT1', 'PPARA', 'AR', 'SMAD2', 'NOTCH1', 'RUNX1', 'RBPJ', 'SKI', 'ESR1', 'RARA']
444	GO:BP	GO:0032869	cellular response to insulin stimulus	3.0559352341054695e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	203	101	12	17376	0.1188118811881188	0.0591133004926108	query_1	['GO:0032868', 'GO:0071375']	['AKT1', 'PPARG', 'NCOA2', 'RB1', 'SP1', 'NR1H4', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'SMARCC1', 'NCOA1']
445	GO:BP	GO:1901653	cellular response to peptide	3.1037627773165024e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	358	101	15	17376	0.1485148514851485	0.0418994413407821	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['AKT1', 'MDM2', 'STAT3', 'PPARG', 'NCOA2', 'RB1', 'SP1', 'NR1H4', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'TP53', 'SMARCC1', 'NCOA1']
446	GO:BP	GO:0046649	lymphocyte activation	3.289387725591258e-08	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	767	101	21	17376	0.2079207920792079	0.0273794002607561	query_1	['GO:0045321']	['AKT1', 'CBFB', 'STAT3', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'CDKN1A', 'SMARCB1', 'RUNX1', 'EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'SMARCC2', 'CCND3', 'RARA', 'TP53', 'SMAD3', 'SMARCC1', 'CDK6']
