Transaldolase deficiency	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
10	REAC	REAC:R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	5.602487020011174e-12	True	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	25	83	9	10022	0.108433734939759	0.36	query_1	['REAC:R-HSA-9701193']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
11	REAC	REAC:R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	5.602487020011174e-12	True	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	25	83	9	10022	0.108433734939759	0.36	query_1	['REAC:R-HSA-9701193']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
12	REAC	REAC:R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	5.602487020011174e-12	True	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	25	83	9	10022	0.108433734939759	0.36	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
13	REAC	REAC:R-HSA-9701193	Defective homologous recombination repair (HRR) due to PALB2 loss of function	5.602487020011174e-12	True	Defective homologous recombination repair (HRR) due to PALB2 loss of function	25	83	9	10022	0.108433734939759	0.36	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
14	GO:BP	GO:0006082	organic acid metabolic process	6.528566601575162e-12	True	"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]"	906	95	29	15719	0.3052631578947368	0.032008830022075	query_1	['GO:0044237', 'GO:0044281', 'GO:0071704']	['PDK4', 'GCSH', 'OTC', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'DLD', 'PDK2', 'ABHD6', 'PEPD', 'OGDH', 'STAT5B', 'BCKDHA']
13	GO:BP	GO:0045333	cellular respiration	6.528566601575162e-12	True	"""The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration)."" [GOC:das, ISBN:0140513590, ISBN:0198506732]"	233	95	17	15719	0.1789473684210526	0.0729613733905579	query_1	['GO:0015980']	['PPIF', 'ADSL', 'DLST', 'DLAT', 'PDHA2', 'PDHB', 'SDHD', 'PDHA1', 'ISCU', 'GPD1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'NDUFV3', 'OGDH']
16	GO:BP	GO:0072521	purine-containing compound metabolic process	7.134888232882149e-12	True	"""The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]"	471	95	22	15719	0.231578947368421	0.0467091295116772	query_1	['GO:0006725', 'GO:0034641', 'GO:0046483', 'GO:1901360', 'GO:1901564']	['PDK4', 'ADSL', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
15	GO:BP	GO:0009259	ribonucleotide metabolic process	7.134888232882149e-12	True	"""The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	368	95	20	15719	0.2105263157894736	0.0543478260869565	query_1	['GO:0009117', 'GO:0019693']	['PDK4', 'ADSL', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
17	GO:BP	GO:0019693	ribose phosphate metabolic process	1.0491369723890223e-11	True	"""The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]"	377	95	20	15719	0.2105263157894736	0.053050397877984	query_1	['GO:0006796', 'GO:0019637', 'GO:1901135']	['PDK4', 'ADSL', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
18	GO:BP	GO:0006090	pyruvate metabolic process	1.1173242558562397e-11	True	"""The chemical reactions and pathways involving pyruvate, 2-oxopropanoate."" [GOC:go_curators]"	109	95	13	15719	0.1368421052631579	0.1192660550458715	query_1	['GO:0032787']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'DLD', 'PDK2', 'OGDH']
14	REAC	REAC:R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	1.1836807289556691e-11	True	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	27	83	9	10022	0.108433734939759	0.3333333333333333	query_1	['REAC:R-HSA-5693537']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
15	REAC	REAC:R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	1.3699462555596707e-11	True	Presynaptic phase of homologous DNA pairing and strand exchange	40	83	10	10022	0.1204819277108433	0.25	query_1	['REAC:R-HSA-5693579']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
19	GO:BP	GO:0035384	thioester biosynthetic process	1.5400034796336734e-11	True	"""The chemical reactions and pathways resulting in the formation of a thioester, a compound of general formula RC(=O)SR' in which the linking oxygen in an ester is replaced by a sulfur atom. They are the product of esterification between a carboxylic acid and a thiol."" [GOC:bf, http://encyclopedia.thefreedictionary.com/Thioester]"	46	95	10	15719	0.1052631578947368	0.217391304347826	query_1	['GO:0035383', 'GO:0044272', 'GO:1901576']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
20	GO:BP	GO:0071616	acyl-CoA biosynthetic process	1.5400034796336734e-11	True	"""The chemical reactions and pathways resulting in the formation of acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group."" [GOC:cjk]"	46	95	10	15719	0.1052631578947368	0.217391304347826	query_1	['GO:0006637', 'GO:0009152', 'GO:0034030', 'GO:0034033', 'GO:0035384', 'GO:0043604']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
22	GO:BP	GO:0009117	nucleotide metabolic process	1.5682004834059347e-11	True	"""The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."" [GOC:ma]"	497	95	22	15719	0.231578947368421	0.0442655935613682	query_1	['GO:0006753']	['PDK4', 'ADSL', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
21	GO:BP	GO:0006164	purine nucleotide biosynthetic process	1.5682004834059347e-11	True	"""The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	252	95	17	15719	0.1789473684210526	0.0674603174603174	query_1	['GO:0006163', 'GO:0009165', 'GO:0072522']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
16	REAC	REAC:R-HSA-9701190	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	1.5998595756353256e-11	True	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	41	83	10	10022	0.1204819277108433	0.2439024390243902	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
17	REAC	REAC:R-HSA-9675136	Diseases of DNA Double-Strand Break Repair	1.5998595756353256e-11	True	Diseases of DNA Double-Strand Break Repair	41	83	10	10022	0.1204819277108433	0.2439024390243902	query_1	['REAC:R-HSA-9675135']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
18	REAC	REAC:R-HSA-5362517	Signaling by Retinoic Acid	1.9760989061534968e-11	True	Signaling by Retinoic Acid	42	83	10	10022	0.1204819277108433	0.238095238095238	query_1	['REAC:R-HSA-9006931']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
23	GO:BP	GO:0006753	nucleoside phosphate metabolic process	2.1588249867456738e-11	True	"""The chemical reactions and pathways involving any phosphorylated nucleoside."" [GOC:mah]"	506	95	22	15719	0.231578947368421	0.0434782608695652	query_1	['GO:0006796', 'GO:0019637', 'GO:0055086']	['PDK4', 'ADSL', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
25	GO:BP	GO:0035383	thioester metabolic process	2.259909579626577e-11	True	"""The chemical reactions and pathways involving a thioester, a compound of general formula RC(=O)SR' in which the linking oxygen in an ester is replaced by a sulfur atom. They are the product of esterification between a carboxylic acid and a thiol."" [GOC:bf, Wikipedia:Thioester]"	91	95	12	15719	0.1263157894736842	0.1318681318681318	query_1	['GO:0006790', 'GO:0071704']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
24	GO:BP	GO:0006637	acyl-CoA metabolic process	2.259909579626577e-11	True	"""The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group."" [ISBN:0198506732]"	91	95	12	15719	0.1263157894736842	0.1318681318681318	query_1	['GO:0009150', 'GO:0033875', 'GO:0034032', 'GO:0035383', 'GO:0043603']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
26	GO:BP	GO:0072522	purine-containing compound biosynthetic process	2.3338814716176726e-11	True	"""The chemical reactions and pathways resulting in the formation of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]"	261	95	17	15719	0.1789473684210526	0.0651340996168582	query_1	['GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:0072521', 'GO:1901362', 'GO:1901566']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
19	REAC	REAC:R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	2.4299385837468145e-11	True	Homologous DNA Pairing and Strand Exchange	43	83	10	10022	0.1204819277108433	0.2325581395348837	query_1	['REAC:R-HSA-5685942']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
20	REAC	REAC:R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	4.9848807445475325e-11	True	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	132	83	14	10022	0.1686746987951807	0.106060606060606	query_1	['REAC:R-HSA-5693538']	['RBBP8', 'UBE2I', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
18	GO:CC	GO:0045239	tricarboxylic acid cycle enzyme complex	5.8167112384673815e-11	True	"""Any of the heteromeric enzymes that act in the TCA cycle."" [GOC:mah]"	17	97	7	16420	0.0721649484536082	0.4117647058823529	query_1	['GO:0005737', 'GO:1902494']	['DLST', 'DBT', 'BCKDK', 'BCKDHB', 'DLD', 'OGDH', 'BCKDHA']
28	GO:BP	GO:0033866	nucleoside bisphosphate biosynthetic process	6.083592947276814e-11	True	"""The chemical reactions and pathways resulting in the formation of a nucleoside bisphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	54	95	10	15719	0.1052631578947368	0.1851851851851851	query_1	['GO:0033865', 'GO:1901293']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
27	GO:BP	GO:0034033	purine nucleoside bisphosphate biosynthetic process	6.083592947276814e-11	True	"""The chemical reactions and pathways resulting in the formation of a purine nucleoside bisphosphate, a compound consisting of a purine base linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	54	95	10	15719	0.1052631578947368	0.1851851851851851	query_1	['GO:0033866', 'GO:0034032', 'GO:0072522']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
29	GO:BP	GO:0034030	ribonucleoside bisphosphate biosynthetic process	6.083592947276814e-11	True	"""The chemical reactions and pathways resulting in the formation of a ribonucleoside bisphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	54	95	10	15719	0.1052631578947368	0.1851851851851851	query_1	['GO:0033866', 'GO:0033875']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
30	GO:BP	GO:0009165	nucleotide biosynthetic process	8.001899588860385e-11	True	"""The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates)."" [GOC:go_curators]"	284	95	17	15719	0.1789473684210526	0.0598591549295774	query_1	['GO:0009117', 'GO:1901293']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
31	GO:BP	GO:0019752	carboxylic acid metabolic process	8.0817623728962e-11	True	"""The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]"	881	95	27	15719	0.2842105263157894	0.0306469920544835	query_1	['GO:0043436']	['PDK4', 'GCSH', 'OTC', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'BRCA1', 'SDHA', 'DLD', 'PDK2', 'ABHD6', 'PEPD', 'OGDH', 'BCKDHA']
32	GO:BP	GO:1901293	nucleoside phosphate biosynthetic process	8.170821587051374e-11	True	"""The chemical reactions and pathways resulting in the formation of a nucleoside phosphate."" [GOC:TermGenie]"	286	95	17	15719	0.1789473684210526	0.0594405594405594	query_1	['GO:0006753', 'GO:0034654', 'GO:0090407']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
33	GO:BP	GO:0110025	DNA strand resection involved in replication fork processing	8.170821587051374e-11	True	"""The 5' to 3' exonucleolytic resection of DNA at the site of a stalled replication fork that contributes to replication fork processing."" [GOC:mah, PMID:28475874]"	8	95	6	15719	0.0631578947368421	0.75	query_1	['GO:0006259', 'GO:0031297']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'BRCA1', 'BARD1']
22	REAC	REAC:R-HSA-5693538	Homology Directed Repair	8.422163772574003e-11	True	Homology Directed Repair	138	83	14	10022	0.1686746987951807	0.1014492753623188	query_1	['REAC:R-HSA-5693532']	['RBBP8', 'UBE2I', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
21	REAC	REAC:R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	8.422163772574003e-11	True	Resolution of D-loop Structures through Holliday Junction Intermediates	34	83	9	10022	0.108433734939759	0.2647058823529412	query_1	['REAC:R-HSA-5693537']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
19	GO:CC	GO:1990246	uniplex complex	9.594842309852832e-11	True	"""A calcium channel complex in the mitochondrial inner membrane capable of highly-selective calcium channel activity. Its components include the EF-hand-containing proteins mitochondrial calcium uptake 1 (MICU1) and MICU2, the pore-forming subunit mitochondrial calcium uniporter (MCU) and its paralog MCUb, and the MCU regulator EMRE."" [PMID:24231807]"	5	97	5	16420	0.0515463917525773	1.0	query_1	['GO:0034704', 'GO:0098800']	['MCUB', 'MCU', 'MICU1', 'SMDT1', 'MICU2']
24	REAC	REAC:R-HSA-5693537	Resolution of D-Loop Structures	1.014285470556514e-10	True	Resolution of D-Loop Structures	35	83	9	10022	0.108433734939759	0.2571428571428571	query_1	['REAC:R-HSA-5685942']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
23	REAC	REAC:R-HSA-9675135	Diseases of DNA repair	1.014285470556514e-10	True	Diseases of DNA repair	50	83	10	10022	0.1204819277108433	0.2	query_1	['REAC:R-HSA-1643685']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
34	GO:BP	GO:0043436	oxoacid metabolic process	1.3185458951550456e-10	True	"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [Wikipedia:Oxyacid]"	903	95	27	15719	0.2842105263157894	0.0299003322259136	query_1	['GO:0006082']	['PDK4', 'GCSH', 'OTC', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'BRCA1', 'SDHA', 'DLD', 'PDK2', 'ABHD6', 'PEPD', 'OGDH', 'BCKDHA']
35	GO:BP	GO:0055086	nucleobase-containing small molecule metabolic process	1.5546621940105276e-10	True	"""The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide."" [GOC:vw]"	570	95	22	15719	0.231578947368421	0.0385964912280701	query_1	['GO:0006139', 'GO:0044281']	['PDK4', 'ADSL', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
25	REAC	REAC:R-HSA-5685938	HDR through Single Strand Annealing (SSA)	1.6955449659384486e-10	True	HDR through Single Strand Annealing (SSA)	37	83	9	10022	0.108433734939759	0.2432432432432432	query_1	['REAC:R-HSA-5693567']	['RBBP8', 'NBN', 'RAD50', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
26	REAC	REAC:R-HSA-5693607	Processing of DNA double-strand break ends	2.4978422508546005e-10	True	Processing of DNA double-strand break ends	97	83	12	10022	0.144578313253012	0.1237113402061855	query_1	['REAC:R-HSA-5693567']	['RBBP8', 'UBE2I', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'RPA1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
37	GO:BP	GO:0033875	ribonucleoside bisphosphate metabolic process	2.6178082326208077e-10	True	"""The chemical reactions and pathways involving a ribonucleoside bisphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	115	95	12	15719	0.1263157894736842	0.1043478260869565	query_1	['GO:0033865']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
38	GO:BP	GO:0034032	purine nucleoside bisphosphate metabolic process	2.6178082326208077e-10	True	"""The chemical reactions and pathways involving a purine nucleoside bisphosphate, a compound consisting of a purine base linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	115	95	12	15719	0.1263157894736842	0.1043478260869565	query_1	['GO:0033865', 'GO:0072521']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
36	GO:BP	GO:0033865	nucleoside bisphosphate metabolic process	2.6178082326208077e-10	True	"""The chemical reactions and pathways involving a nucleoside bisphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	115	95	12	15719	0.1263157894736842	0.1043478260869565	query_1	['GO:0006753']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
39	GO:BP	GO:1901564	organonitrogen compound metabolic process	3.587478329742955e-10	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	95	69	15719	0.7263157894736842	0.01157523905385	query_1	['GO:0006807', 'GO:0071704']	['PPIF', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'DLST', 'RAD50', 'UBAC2', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'DDRGK1', 'UFL1', 'PMPCA', 'PHB2', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'SETDB1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'AFG3L2', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
20	GO:CC	GO:0031967	organelle envelope	3.7427185067903966e-10	True	"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]"	1200	97	29	16420	0.2989690721649484	0.0241666666666666	query_1	['GO:0031975', 'GO:0043227', 'GO:0043229']	['PPIF', 'UBE2I', 'SPG7', 'MAIP1', 'OTC', 'HSPA9', 'MCUB', 'PMPCA', 'PHB2', 'SDHD', 'MCU', 'SUMO1', 'HSPD1', 'VDAC1', 'AFG3L2', 'SDHB', 'CBX5', 'NDUFAB1', 'SDHA', 'MICU1', 'SMDT1', 'SDHC', 'NDUFV3', 'MICU2', 'MFN1', 'ABHD6', 'PMPCB', 'OGDH', 'PHB1']
21	GO:CC	GO:0031975	envelope	3.7427185067903966e-10	True	"""A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."" [GOC:mah, GOC:pz]"	1200	97	29	16420	0.2989690721649484	0.0241666666666666	query_1	['GO:0110165']	['PPIF', 'UBE2I', 'SPG7', 'MAIP1', 'OTC', 'HSPA9', 'MCUB', 'PMPCA', 'PHB2', 'SDHD', 'MCU', 'SUMO1', 'HSPD1', 'VDAC1', 'AFG3L2', 'SDHB', 'CBX5', 'NDUFAB1', 'SDHA', 'MICU1', 'SMDT1', 'SDHC', 'NDUFV3', 'MICU2', 'MFN1', 'ABHD6', 'PMPCB', 'OGDH', 'PHB1']
