Vascular Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
22	GO:BP	GO:0098609	cell-cell adhesion	4.874723594728825e-27	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	99	44	15719	0.4444444444444444	0.0504009163802978	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGA11', 'ITGB3', 'SHC1', 'CTNNB1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'SHB', 'JAM3', 'EGFR', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'ITGB7', 'ITGA3', 'JAM2', 'PTPN11', 'NCK2', 'PDGFRA', 'ELMO2', 'SEMA4D', 'ITGA2']
1	GO:CC	GO:0098636	protein complex involved in cell adhesion	7.088660029032597e-27	True	"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]"	56	99	19	16420	0.1919191919191919	0.3392857142857143	query_1	['GO:0032991']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGA11', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'TNC', 'JAM3', 'ITGAE', 'VTN', 'ITGB6', 'ITGB7', 'ITGA3', 'JAM2', 'ITGA2']
23	GO:BP	GO:0006935	chemotaxis	1.6152892122677212e-26	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	593	99	38	15719	0.3838383838383838	0.0640809443507588	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'PDGFB', 'BCAR1', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SOS1', 'FYN', 'DOCK4', 'LYN', 'PDGFRB', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'ELMO2', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
24	GO:BP	GO:0042330	taxis	1.7558346497956456e-26	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	595	99	38	15719	0.3838383838383838	0.0638655462184873	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'PDGFB', 'BCAR1', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SOS1', 'FYN', 'DOCK4', 'LYN', 'PDGFRB', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'ELMO2', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
25	GO:BP	GO:0009719	response to endogenous stimulus	1.1848217356928147e-25	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	99	54	15719	0.5454545454545454	0.0332512315270936	query_1	['GO:0050896']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'VEGFB', 'PDGFB', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'PDGFRB', 'COL1A2', 'NRP2', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF']
5	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	1.2567450887090144e-25	True	Platelet activation, signaling and aggregation	252	98	32	10022	0.3265306122448979	0.1269841269841269	query_1	['REAC:R-HSA-109582']	['VEGFB', 'FN1', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'FYN', 'LAT', 'LYN', 'COL1A2', 'LCP2', 'VCL', 'VAV1', 'SYK', 'VEGFA', 'COL1A1', 'TLN1', 'VEGFD', 'PTK2', 'LCK', 'THBS1', 'PTPN11', 'CALU']
26	GO:BP	GO:0050900	leukocyte migration	1.3061278855630629e-25	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	378	99	32	15719	0.3232323232323232	0.0846560846560846	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'ITGA9', 'VEGFB', 'PDGFB', 'SRC', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'SOS1', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'JAM3', 'VAV1', 'SYK', 'VEGFA', 'PTK2B', 'CRKL', 'VEGFD', 'VCAM1', 'PTK2', 'LCK', 'THBS1', 'ITGB7', 'ITGA3', 'JAM2', 'FLT1', 'ITGA2', 'PGF']
2	GO:CC	GO:0071944	cell periphery	2.308059172731904e-25	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	99	84	16420	0.8484848484848485	0.01591813530415	query_1	['GO:0110165']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'SYK', 'COL10A1', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PLXNA1']
27	GO:BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	3.4040769909839617e-25	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]"	53	99	18	15719	0.1818181818181818	0.3396226415094339	query_1	['GO:0007169']	['VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'VEGFC', 'FLT4', 'ITGA5', 'FYN', 'KDR', 'VAV1', 'VEGFA', 'PTK2B', 'VTN', 'VEGFD', 'PTK2', 'NRP1', 'FLT1', 'PGF']
28	GO:BP	GO:0007154	cell communication	3.806913056561288e-25	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	99	88	15719	0.8888888888888888	0.015256588072122	query_1	['GO:0009987']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'ITGAE', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
29	GO:BP	GO:0023052	signaling	1.0759275913480796e-24	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	99	87	15719	0.8787878787878788	0.015362881864736	query_1	['GO:0050789']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'EGFR', 'ITGAE', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
3	GO:CC	GO:0008305	integrin complex	1.123698390200837e-24	True	"""A protein complex that is composed of one alpha subunit and one beta subunit, both of which are members of the integrin superfamily of cell adhesion receptors; the complex spans the plasma membrane and binds to extracellular matrix ligands, cell-surface ligands, and soluble ligands."" [PMID:17543136]"	29	99	15	16420	0.1515151515151515	0.5172413793103449	query_1	['GO:0098636', 'GO:0098802']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGA11', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'ITGAE', 'ITGB6', 'ITGB7', 'ITGA3', 'ITGA2']
30	GO:BP	GO:0001568	blood vessel development	1.790242063895135e-24	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	99	38	15719	0.3838383838383838	0.0559646539027982	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'SHB', 'PDGFRB', 'COL1A2', 'NRP2', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'VEGFA', 'PTK2B', 'COL1A1', 'ADAM12', 'CRKL', 'VEGFD', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
31	GO:BP	GO:0009653	anatomical structure morphogenesis	2.2634018571459843e-24	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2539	99	63	15719	0.6363636363636364	0.0248129184718393	query_1	['GO:0032502', 'GO:0048856']	['MET', 'ITGB1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
32	GO:BP	GO:0007165	signal transduction	4.174526368283838e-24	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	99	84	15719	0.8484848484848485	0.0159939070830159	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'NRP2', 'LCP2', 'EGFR', 'ITGAE', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
33	GO:BP	GO:0071495	cellular response to endogenous stimulus	6.443551446488873e-24	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	99	49	15719	0.494949494949495	0.0353790613718411	query_1	['GO:0009719']	['RAPGEF1', 'NCK1', 'ITGB5', 'VEGFB', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'PDGFRB', 'COL1A2', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
34	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	6.649701528012355e-24	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1113	99	45	15719	0.4545454545454545	0.0404312668463611	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'DOCK1', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'COL3A1', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'SHB', 'GRB2', 'PDGFRB', 'NRP2', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'VEGFA', 'PTK2B', 'COL1A1', 'ADAM12', 'VTN', 'VEGFD', 'PTK2', 'ITGB6', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
35	GO:BP	GO:0001944	vasculature development	7.408521480925146e-24	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	709	99	38	15719	0.3838383838383838	0.0535966149506347	query_1	['GO:0048731', 'GO:0072359']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'SHB', 'PDGFRB', 'COL1A2', 'NRP2', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'VEGFA', 'PTK2B', 'COL1A1', 'ADAM12', 'CRKL', 'VEGFD', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
6	REAC	REAC:R-HSA-162582	Signal Transduction	8.84853199979294e-24	True	Signal Transduction	2438	98	73	10022	0.7448979591836735	0.0299425758818703	query_1	['REAC:0000000']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'SH3PXD2A', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'PDGFRB', 'COL1A2', 'NRP2', 'EGFR', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'DOCK3', 'TLN1', 'VEGFD', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'ELMO2', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
36	GO:BP	GO:0048584	positive regulation of response to stimulus	5.373488319120012e-23	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	99	57	15719	0.5757575757575758	0.0269758637008991	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'LCP2', 'EGFR', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'VEGFA', 'PTK2B', 'COL1A1', 'CRKL', 'VTN', 'VEGFD', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
37	GO:BP	GO:0051239	regulation of multicellular organismal process	7.012956781830023e-23	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	99	64	15719	0.6464646464646465	0.0227758007117437	query_1	['GO:0032501', 'GO:0050789']	['MET', 'ITGB1', 'NCK1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'ITGA5', 'FYN', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'PDGFRB', 'NRP2', 'EGFR', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'COL1A1', 'ADAM12', 'VTN', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
38	GO:BP	GO:0042325	regulation of phosphorylation	1.4810201813890005e-22	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1135	99	44	15719	0.4444444444444444	0.0387665198237885	query_1	['GO:0016310', 'GO:0019220']	['MET', 'NCK1', 'VEGFB', 'FN1', 'PDGFB', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'SOS1', 'ITGA5', 'FYN', 'LAT', 'LYN', 'SHB', 'PDGFRB', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'VEGFA', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'VEGFD', 'PTK2', 'NRP1', 'THBS1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
4	GO:CC	GO:0030054	cell junction	1.6257194078781083e-22	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2080	99	55	16420	0.5555555555555556	0.0264423076923076	query_1	['GO:0110165']	['P4HB', 'ITGB1', 'NCK1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGA11', 'ITGB3', 'PIK3R1', 'CRK', 'ITK', 'CTNNB1', 'SOS1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'PDGFRB', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'VAV1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'CRKL', 'TLN1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'NCK2', 'PDGFRA', 'FLT1', 'ITGA2']
5	GO:CC	GO:0005886	plasma membrane	2.49126154773798e-22	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4850	99	78	16420	0.7878787878787878	0.0160824742268041	query_1	['GO:0016020', 'GO:0071944']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PLXNA1']
39	GO:BP	GO:1902533	positive regulation of intracellular signal transduction	2.854656112763644e-22	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	962	99	41	15719	0.4141414141414141	0.0426195426195426	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'SRC', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'FYN', 'ZAP70', 'LYN', 'PDGFRB', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'CRKL', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1']
