Transaldolase deficiency	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
39	GO:CC	GO:0019866	organelle inner membrane	1.5403445178757273e-12	True	"""The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites."" [GOC:mah]"	577	97	22	22122	0.2268041237113402	0.0381282495667244	query_1	['GO:0031090', 'GO:0031967']	['PPIF', 'SPG7', 'MAIP1', 'OTC', 'HSPA9', 'MCUB', 'PMPCA', 'PHB2', 'SDHD', 'MCU', 'HSPD1', 'AFG3L2', 'SDHB', 'NDUFAB1', 'SDHA', 'MICU1', 'SMDT1', 'SDHC', 'NDUFV3', 'MICU2', 'PMPCB', 'PHB1']
40	GO:BP	GO:0046390	ribose phosphate biosynthetic process	1.6753083277136125e-12	True	"""The chemical reactions and pathways resulting in the formation of ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]"	240	96	17	21110	0.1770833333333333	0.0708333333333333	query_1	['GO:0019693', 'GO:0090407', 'GO:1901137']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
41	GO:CC	GO:0070533	BRCA1-C complex	1.7257215084685765e-12	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, CtIP and Mre11/Rad50/NBS1 (M/R/N) complex, and binds to DNA at DNA damage sites. BRCA1-C binding ta damaged DNA is required for DNA damage-induced Chk1 phosphorylation and the G2/M transition checkpoint."" [GOC:mah, PMID:15485915, PMID:16391231]"	6	97	6	22122	0.0618556701030927	1.0	query_1	['GO:0140513']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'BRCA1', 'BARD1']
42	GO:BP	GO:0009259	ribonucleotide metabolic process	1.7956123808383397e-12	True	"""The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	389	96	20	21110	0.2083333333333333	0.0514138817480719	query_1	['GO:0009117', 'GO:0019693']	['PDK4', 'ADSL', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
43	WP	WP:WP4016	DNA IR-damage and cellular response via ATR	1.8175428789448932e-12	True	DNA IR-damage and cellular response via ATR	81	60	13	8133	0.2166666666666666	0.1604938271604938	query_1	['WP:000000']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'RPA1', 'MRE11', 'RAD51', 'BRCA1', 'TRIM28', 'BARD1']
44	GO:BP	GO:0045333	cellular respiration	2.2087988735002555e-12	True	"""The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration)."" [GOC:das, ISBN:0140513590, ISBN:0198506732]"	244	96	17	21110	0.1770833333333333	0.0696721311475409	query_1	['GO:0015980']	['PPIF', 'ADSL', 'DLST', 'DLAT', 'PDHA2', 'PDHB', 'SDHD', 'PDHA1', 'ISCU', 'GPD1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'NDUFV3', 'OGDH']
45	GO:BP	GO:0019693	ribose phosphate metabolic process	2.7811107131858386e-12	True	"""The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]"	398	96	20	21110	0.2083333333333333	0.050251256281407	query_1	['GO:0006796', 'GO:0019637', 'GO:1901135']	['PDK4', 'ADSL', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
46	GO:BP	GO:0033554	cellular response to stress	3.1178298044938507e-12	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1949	96	38	21110	0.3958333333333333	0.0194971780400205	query_1	['GO:0006950', 'GO:0051716']	['PPIF', 'RBBP8', 'PDK4', 'CDK5RAP3', 'NBN', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'SDHD', 'BRCA2', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'BLM', 'MRE11', 'VDAC1', 'RAD51', 'HDAC6', 'PDK1', 'FAF2', 'CBX5', 'BRCA1', 'MICU1', 'PDK2', 'TRIM28', 'BARD1', 'UBA5', 'UFM1']
47	REAC	REAC:R-HSA-5693532	DNA Double-Strand Break Repair	3.4297291494800848e-12	True	DNA Double-Strand Break Repair	168	84	17	10790	0.2023809523809523	0.1011904761904761	query_1	['REAC:R-HSA-73894']	['RBBP8', 'UBE2I', 'NBN', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'H2AX', 'MDC1', 'BRCA2', 'SUMO1', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
48	GO:BP	GO:0009117	nucleotide metabolic process	4.245780212068433e-12	True	"""The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."" [GOC:ma]"	528	96	22	21110	0.2291666666666666	0.0416666666666666	query_1	['GO:0006753']	['PDK4', 'ADSL', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
49	GO:BP	GO:0006753	nucleoside phosphate metabolic process	6.494785435394217e-12	True	"""The chemical reactions and pathways involving any phosphorylated nucleoside."" [GOC:mah]"	539	96	22	21110	0.2291666666666666	0.0408163265306122	query_1	['GO:0006796', 'GO:0019637', 'GO:0055086']	['PDK4', 'ADSL', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
50	GO:MF	GO:0034603	pyruvate dehydrogenase [NAD(P)+] activity	7.497157358986878e-12	True	"""Catalysis of the reaction: pyruvate + CoA + NAD(P)+ = acetyl-CoA + CO2 + NAD(P)H."" [GOC:mah]"	6	97	6	20195	0.0618556701030927	1.0	query_1	['GO:0004738', 'GO:0016620']	['DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'DLD']
51	GO:MF	GO:0034604	pyruvate dehydrogenase (NAD+) activity	7.497157358986878e-12	True	"""Catalysis of the reaction: pyruvate + CoA + NAD+ = acetyl-CoA + CO2 + NADH."" [GOC:mah, ISBN:0201090910]"	6	97	6	20195	0.0618556701030927	1.0	query_1	['GO:0034603']	['DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'DLD']
52	GO:MF	GO:0004738	pyruvate dehydrogenase activity	7.497157358986878e-12	True	"""Catalysis of the oxidative decarboxylation of pyruvate."" [ISBN:0716720094]"	6	97	6	20195	0.0618556701030927	1.0	query_1	['GO:0016903']	['DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'DLD']
53	GO:BP	GO:0006164	purine nucleotide biosynthetic process	9.893259946302557e-12	True	"""The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	267	96	17	21110	0.1770833333333333	0.0636704119850187	query_1	['GO:0006163', 'GO:0009165', 'GO:0072522']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
54	GO:BP	GO:0006090	pyruvate metabolic process	1.0873590598651368e-11	True	"""The chemical reactions and pathways involving pyruvate, 2-oxopropanoate."" [GOC:go_curators]"	114	96	13	21110	0.1354166666666666	0.1140350877192982	query_1	['GO:0032787']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'DLD', 'PDK2', 'OGDH']
55	GO:BP	GO:0072522	purine-containing compound biosynthetic process	1.7125905241253163e-11	True	"""The chemical reactions and pathways resulting in the formation of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]"	276	96	17	21110	0.1770833333333333	0.0615942028985507	query_1	['GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:0072521', 'GO:1901362', 'GO:1901566']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
56	WP	WP:WP3959	DNA IR-double strand breaks and cellular response via ATM	1.8375983364648763e-11	True	DNA IR-double strand breaks and cellular response via ATM	55	60	11	8133	0.1833333333333333	0.2	query_1	['WP:000000']	['NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'TRIM28']
57	GO:BP	GO:0019752	carboxylic acid metabolic process	2.0167206861291188e-11	True	"""The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]"	951	96	27	21110	0.28125	0.028391167192429	query_1	['GO:0043436']	['PDK4', 'GCSH', 'OTC', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'BRCA1', 'SDHA', 'DLD', 'PDK2', 'ABHD6', 'PEPD', 'OGDH', 'BCKDHA']
58	GO:BP	GO:0071616	acyl-CoA biosynthetic process	2.5082305959396213e-11	True	"""The chemical reactions and pathways resulting in the formation of acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group."" [GOC:cjk]"	47	96	10	21110	0.1041666666666666	0.2127659574468085	query_1	['GO:0006637', 'GO:0009152', 'GO:0034030', 'GO:0034033', 'GO:0035384', 'GO:0043604']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
59	GO:BP	GO:0035384	thioester biosynthetic process	2.5082305959396213e-11	True	"""The chemical reactions and pathways resulting in the formation of a thioester, a compound of general formula RC(=O)SR' in which the linking oxygen in an ester is replaced by a sulfur atom. They are the product of esterification between a carboxylic acid and a thiol."" [GOC:bf, http://encyclopedia.thefreedictionary.com/Thioester]"	47	96	10	21110	0.1041666666666666	0.2127659574468085	query_1	['GO:0035383', 'GO:0044272', 'GO:1901576']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
60	KEGG	KEGG:03440	Homologous recombination	2.7250699328317597e-11	True	Homologous recombination	41	63	10	8161	0.1587301587301587	0.2439024390243902	query_1	['KEGG:00000']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
61	GO:CC	GO:0031967	organelle envelope	2.856974463690456e-11	True	"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]"	1285	97	29	22122	0.2989690721649484	0.022568093385214	query_1	['GO:0031975', 'GO:0043227', 'GO:0043229']	['PPIF', 'UBE2I', 'SPG7', 'MAIP1', 'OTC', 'HSPA9', 'MCUB', 'PMPCA', 'PHB2', 'SDHD', 'MCU', 'SUMO1', 'HSPD1', 'VDAC1', 'AFG3L2', 'SDHB', 'CBX5', 'NDUFAB1', 'SDHA', 'MICU1', 'SMDT1', 'SDHC', 'NDUFV3', 'MICU2', 'MFN1', 'ABHD6', 'PMPCB', 'OGDH', 'PHB1']
62	GO:CC	GO:0031975	envelope	2.856974463690456e-11	True	"""A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."" [GOC:mah, GOC:pz]"	1285	97	29	22122	0.2989690721649484	0.022568093385214	query_1	['GO:0110165']	['PPIF', 'UBE2I', 'SPG7', 'MAIP1', 'OTC', 'HSPA9', 'MCUB', 'PMPCA', 'PHB2', 'SDHD', 'MCU', 'SUMO1', 'HSPD1', 'VDAC1', 'AFG3L2', 'SDHB', 'CBX5', 'NDUFAB1', 'SDHA', 'MICU1', 'SMDT1', 'SDHC', 'NDUFV3', 'MICU2', 'MFN1', 'ABHD6', 'PMPCB', 'OGDH', 'PHB1']
63	REAC	REAC:R-HSA-9709570	Impaired BRCA2 binding to RAD51	2.977206224145019e-11	True	Impaired BRCA2 binding to RAD51	35	84	10	10790	0.119047619047619	0.2857142857142857	query_1	['REAC:R-HSA-9701190']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
64	REAC	REAC:R-HSA-9709603	Impaired BRCA2 binding to PALB2	3.2441359561321296e-11	True	Impaired BRCA2 binding to PALB2	24	84	9	10790	0.1071428571428571	0.375	query_1	['REAC:R-HSA-9701190']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
65	GO:BP	GO:0043436	oxoacid metabolic process	3.5083388060663094e-11	True	"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [Wikipedia:Oxyacid]"	973	96	27	21110	0.28125	0.0277492291880781	query_1	['GO:0006082']	['PDK4', 'GCSH', 'OTC', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'BRCA1', 'SDHA', 'DLD', 'PDK2', 'ABHD6', 'PEPD', 'OGDH', 'BCKDHA']
66	GO:BP	GO:0006637	acyl-CoA metabolic process	3.673293141135213e-11	True	"""The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group."" [ISBN:0198506732]"	95	96	12	21110	0.125	0.1263157894736842	query_1	['GO:0009150', 'GO:0033875', 'GO:0034032', 'GO:0035383', 'GO:0043603']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
67	GO:BP	GO:0035383	thioester metabolic process	3.673293141135213e-11	True	"""The chemical reactions and pathways involving a thioester, a compound of general formula RC(=O)SR' in which the linking oxygen in an ester is replaced by a sulfur atom. They are the product of esterification between a carboxylic acid and a thiol."" [GOC:bf, Wikipedia:Thioester]"	95	96	12	21110	0.125	0.1263157894736842	query_1	['GO:0006790', 'GO:0071704']	['PDK4', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH']
68	REAC	REAC:R-HSA-9701193	Defective homologous recombination repair (HRR) due to PALB2 loss of function	5.0372160120371177e-11	True	Defective homologous recombination repair (HRR) due to PALB2 loss of function	25	84	9	10790	0.1071428571428571	0.36	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
69	REAC	REAC:R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	5.0372160120371177e-11	True	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	25	84	9	10790	0.1071428571428571	0.36	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
70	REAC	REAC:R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	5.0372160120371177e-11	True	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	25	84	9	10790	0.1071428571428571	0.36	query_1	['REAC:R-HSA-9701193']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
71	REAC	REAC:R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	5.0372160120371177e-11	True	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	25	84	9	10790	0.1071428571428571	0.36	query_1	['REAC:R-HSA-9701193']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
72	GO:BP	GO:0055086	nucleobase-containing small molecule metabolic process	7.131396042138815e-11	True	"""The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide."" [GOC:vw]"	606	96	22	21110	0.2291666666666666	0.0363036303630363	query_1	['GO:0006139', 'GO:0044281']	['PDK4', 'ADSL', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'OGDH']
73	GO:BP	GO:0009165	nucleotide biosynthetic process	7.136572083566337e-11	True	"""The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates)."" [GOC:go_curators]"	301	96	17	21110	0.1770833333333333	0.0564784053156146	query_1	['GO:0009117', 'GO:1901293']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
74	GO:BP	GO:1901293	nucleoside phosphate biosynthetic process	8.395741381891686e-11	True	"""The chemical reactions and pathways resulting in the formation of a nucleoside phosphate."" [GOC:TermGenie]"	304	96	17	21110	0.1770833333333333	0.0559210526315789	query_1	['GO:0006753', 'GO:0034654', 'GO:0090407']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
75	REAC	REAC:R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	1.1411667428466729e-10	True	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	27	84	9	10790	0.1071428571428571	0.3333333333333333	query_1	['REAC:R-HSA-5693537']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
76	REAC	REAC:R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	1.3322987743133378e-10	True	Presynaptic phase of homologous DNA pairing and strand exchange	40	84	10	10790	0.119047619047619	0.25	query_1	['REAC:R-HSA-5693579']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
77	GO:CC	GO:0045239	tricarboxylic acid cycle enzyme complex	1.3325671517066208e-10	True	"""Any of the heteromeric enzymes that act in the TCA cycle."" [GOC:mah]"	17	97	7	22122	0.0721649484536082	0.4117647058823529	query_1	['GO:0005737', 'GO:1902494']	['DLST', 'DBT', 'BCKDK', 'BCKDHB', 'DLD', 'OGDH', 'BCKDHA']
78	HPA	HPA:0600432	tonsil; germinal center cells[≥Medium]	1.5425462595763626e-10	True	tonsil; germinal center cells[≥Medium]	4094	83	63	11006	0.7590361445783133	0.0153883732291157	query_1	['HPA:0600431']	['RBBP8', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'PMPCA', 'PHB2', 'SDHD', 'MCU', 'SIL1', 'BCKDK', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'NSUN6', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
79	REAC	REAC:R-HSA-9675136	Diseases of DNA Double-Strand Break Repair	1.7510658334110698e-10	True	Diseases of DNA Double-Strand Break Repair	41	84	10	10790	0.119047619047619	0.2439024390243902	query_1	['REAC:R-HSA-9675135']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
80	REAC	REAC:R-HSA-9701190	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	1.7510658334110698e-10	True	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	41	84	10	10790	0.119047619047619	0.2439024390243902	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
81	HPA	HPA:0540052	stomach 1; glandular cells[≥Medium]	1.805902653249837e-10	True	stomach 1; glandular cells[≥Medium]	6342	83	77	11006	0.927710843373494	0.0121412803532008	query_1	['HPA:0540051']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
82	GO:BP	GO:0044281	small molecule metabolic process	2.0358373949638457e-10	True	"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]"	1865	96	35	21110	0.3645833333333333	0.0187667560321715	query_1	['GO:0008152']	['PDK4', 'GCSH', 'ADSL', 'OTC', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'MCAT', 'SDHD', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'ABHD6', 'PEPD', 'OGDH', 'STAT5B', 'BCKDHA']
83	KEGG	KEGG:01200	Carbon metabolism	2.0640176738497562e-10	True	Carbon metabolism	115	63	13	8161	0.2063492063492063	0.1130434782608695	query_1	['KEGG:00000']	['GCSH', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHB', 'SDHD', 'PDHA1', 'SDHB', 'SDHA', 'SDHC', 'DLD', 'OGDH']
84	GO:BP	GO:0033866	nucleoside bisphosphate biosynthetic process	2.4263677808331285e-10	True	"""The chemical reactions and pathways resulting in the formation of a nucleoside bisphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	58	96	10	21110	0.1041666666666666	0.1724137931034483	query_1	['GO:0033865', 'GO:1901293']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
85	GO:BP	GO:0034030	ribonucleoside bisphosphate biosynthetic process	2.4263677808331285e-10	True	"""The chemical reactions and pathways resulting in the formation of a ribonucleoside bisphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	58	96	10	21110	0.1041666666666666	0.1724137931034483	query_1	['GO:0033866', 'GO:0033875']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
86	GO:BP	GO:0034033	purine nucleoside bisphosphate biosynthetic process	2.4263677808331285e-10	True	"""The chemical reactions and pathways resulting in the formation of a purine nucleoside bisphosphate, a compound consisting of a purine base linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."" [GOC:mah, GOC:pde]"	58	96	10	21110	0.1041666666666666	0.1724137931034483	query_1	['GO:0033866', 'GO:0034032', 'GO:0072522']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
