Trichothiodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
231	GO:BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	1.4948951094662355e-11	True	"""Any process that modulates the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	70	107	11	17376	0.102803738317757	0.1571428571428571	query_1	['GO:0009966', 'GO:0030518']	['CARM1', 'DDX5', 'HDAC1', 'SMARCA4', 'NCOR2', 'AR', 'EP300', 'NCOR1', 'BRCA1', 'FOXH1', 'KDM1A']
232	REAC	REAC:R-HSA-76066	RNA Polymerase III Transcription Initiation From Type 2 Promoter	1.974939778073313e-11	True	RNA Polymerase III Transcription Initiation From Type 2 Promoter	27	107	8	17376	0.0747663551401869	0.2962962962962963	query_1	['REAC:R-HSA-76046']	['GTF3C3', 'GTF3C1', 'BDP1', 'GTF3C2', 'BRF1', 'GTF3C4', 'TBP', 'GTF3C5']
233	GO:BP	GO:0009299	mRNA transcription	2.104480039495229e-11	True	"""The cellular synthesis of messenger RNA (mRNA) from a DNA template."" [GOC:jl]"	52	107	10	17376	0.0934579439252336	0.1923076923076923	query_1	['GO:0006351', 'GO:0016071']	['RXRA', 'NR1H2', 'NCOA2', 'DDX5', 'RXRB', 'NR1H3', 'TBP', 'RARA', 'TP53', 'NCOA1']
234	GO:BP	GO:0036211	protein modification process	2.104480039495229e-11	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3393	107	54	17376	0.5046728971962616	0.0159151193633952	query_1	['GO:0019538', 'GO:0043412']	['UBE2I', 'NCOA3', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'CBFB', 'COPRS', 'CDK7', 'CARM1', 'CTNNB1', 'HDAC1', 'CCNT2', 'GTF2H1', 'TBL1X', 'SIN3A', 'CDK9', 'CCNK', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'RNF26', 'SMAD4', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'HDAC3', 'MNAT1', 'GTF3C4', 'BRCA1', 'CDK13', 'TBP', 'KAT2B', 'FOXO1', 'PDE8A', 'RARA', 'CLNS1A', 'TBL1XR1', 'TP53', 'PML', 'HDAC2', 'KDM1A', 'HEXIM1', 'NCOA1', 'HIPK2']
235	GO:BP	GO:0006325	chromatin organization	2.217211903539308e-11	True	"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]"	639	107	24	17376	0.2242990654205607	0.0375586854460093	query_1	['GO:0016043']	['SUPT4H1', 'COPRS', 'CARM1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SUPT5H', 'DAXX', 'SMARCB1', 'EP300', 'MECP2', 'PRMT5', 'NCOR1', 'HDAC3', 'SMARCC2', 'BRCA1', 'KAT2B', 'ESR1', 'TBL1XR1', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1']
236	GO:BP	GO:0071310	cellular response to organic substance	2.526502232619183e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:mah]"	1915	107	40	17376	0.3738317757009345	0.02088772845953	query_1	['GO:0010033', 'GO:0070887']	['NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'GTF2H1', 'NCOR2', 'SIN3A', 'CDK9', 'RXRB', 'NR1H3', 'AR', 'DAXX', 'SMARCB1', 'RNF113A', 'SMAD4', 'EP300', 'PRMT5', 'GPS2', 'NCOR1', 'BRCA1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'FOXH1', 'TP53', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1']
237	GO:BP	GO:0070897	transcription preinitiation complex assembly	2.7020350456728188e-11	True	"""The aggregation, arrangement and bonding together of proteins on promoter DNA to form the transcriptional preinitiation complex (PIC), required for transcription."" [GOC:jp, GOC:txnOH]"	74	107	11	17376	0.102803738317757	0.1486486486486486	query_1	['GO:0006352', 'GO:0065004']	['GTF2A2', 'SMARCA4', 'BDP1', 'SMARCB1', 'GTF2B', 'BRF1', 'BRF2', 'TBP', 'ESR1', 'TP53', 'GTF2A1']
238	GO:BP	GO:0009725	response to hormone	2.788923202824508e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	845	107	27	17376	0.2523364485981308	0.0319526627218934	query_1	['GO:0009719', 'GO:0010033']	['RXRA', 'NCOA3', 'AKT1', 'NR1H2', 'NCOA2', 'CARM1', 'DDX5', 'HDAC1', 'SMARCA4', 'GTF2H1', 'NCOR2', 'RXRB', 'NR1H3', 'AR', 'DAXX', 'EP300', 'NCOR1', 'BRCA1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'FOXH1', 'KDM1A', 'SMARCC1', 'NCOA1']
239	GO:BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	2.8304397560981862e-11	True	"""Any process that modulates the frequency, rate or extent of activity of any TGF-beta receptor signaling pathway."" [GOC:mah]"	127	107	13	17376	0.1214953271028037	0.1023622047244094	query_1	['GO:0007179', 'GO:0090092', 'GO:1903844']	['SMURF2', 'CREBBP', 'HDAC1', 'SIN3A', 'SMAD2', 'SMAD4', 'EP300', 'SKI', 'TP53', 'SMAD3', 'HDAC2', 'SKIL', 'HIPK2']
240	GO:BP	GO:0019080	viral gene expression	2.8509362283211375e-11	True	"""A process by which a viral gene is converted into a mature gene product or products (proteins or RNA). This includes viral transcription, processing to produce a mature RNA product, and viral translation."" [GOC:bf, GOC:jl, ISBN:0121585336]"	99	107	12	17376	0.1121495327102803	0.1212121212121212	query_1	['GO:0016032']	['CCNT1', 'HDAC1', 'SMARCA4', 'CCNT2', 'CDK9', 'SMARCB1', 'CTDP1', 'GTF2B', 'EP300', 'PRMT1', 'SP1', 'HEXIM1']
241	REAC	REAC:R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	3.0418043086484e-11	True	Gap-filling DNA repair synthesis and ligation in TC-NER	63	107	10	17376	0.0934579439252336	0.1587301587301587	query_1	['REAC:R-HSA-6781827']	['CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'CCNH', 'EP300', 'MNAT1', 'GTF2H5', 'ERCC2']
242	GO:BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	3.4079043334426514e-11	True	"""Any process that modulates the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	129	107	13	17376	0.1214953271028037	0.1007751937984496	query_1	['GO:0071560', 'GO:0090287']	['SMURF2', 'CREBBP', 'HDAC1', 'SIN3A', 'SMAD2', 'SMAD4', 'EP300', 'SKI', 'TP53', 'SMAD3', 'HDAC2', 'SKIL', 'HIPK2']
243	REAC	REAC:R-HSA-6782135	Dual incision in TC-NER	3.5486289887620214e-11	True	Dual incision in TC-NER	64	107	10	17376	0.0934579439252336	0.15625	query_1	['REAC:R-HSA-6781827']	['CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'CCNH', 'EP300', 'MNAT1', 'GTF2H5', 'ERCC2']
244	GO:BP	GO:0006974	DNA damage response	3.549273553324213e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]"	855	107	27	17376	0.2523364485981308	0.031578947368421	query_1	['GO:0033554']	['CDK7', 'DDX5', 'GTF2H4', 'SMARCA4', 'SMARCA2', 'GTF2H1', 'ERCC3', 'CDK9', 'GTF2H3', 'CCNK', 'SUMO1', 'SMARCB1', 'RNF113A', 'EP300', 'MNAT1', 'SMARCC2', 'BRCA1', 'GTF2H5', 'KAT2B', 'FOXO1', 'TP53', 'PML', 'ERCC2', 'KDM1A', 'SMARCC1', 'SKIL', 'HIPK2']
245	GO:BP	GO:0051240	positive regulation of multicellular organismal process	3.551277334730714e-11	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1571	107	36	17376	0.3364485981308411	0.022915340547422	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['RXRA', 'NCOA3', 'AKT1', 'SMURF2', 'CBFB', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'SIN3A', 'CDK9', 'RXRB', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'RUNX1', 'MECP2', 'PRMT5', 'HDAC3', 'SMARCC2', 'BRCA1', 'SP1', 'RARA', 'POU2F2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2']
246	REAC	REAC:R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	3.66027527971482e-11	True	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	29	107	8	17376	0.0747663551401869	0.2758620689655172	query_1	['REAC:R-HSA-9614085']	['FOXO3', 'HDAC1', 'SIN3A', 'SMAD2', 'SMAD4', 'FOXO1', 'SMAD3', 'HDAC2']
247	GO:BP	GO:0009304	tRNA transcription	3.8607071955893327e-11	True	"""The synthesis of transfer RNA (tRNA) from a DNA template."" [GOC:jl]"	8	107	6	17376	0.0560747663551401	0.75	query_1	['GO:0006399', 'GO:0098781']	['GTF3C3', 'GTF3C1', 'GTF3C2', 'BRF1', 'GTF3C4', 'GTF3C5']
248	GO:BP	GO:0071560	cellular response to transforming growth factor beta stimulus	4.699014633091828e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]"	241	107	16	17376	0.1495327102803738	0.0663900414937759	query_1	['GO:0071363', 'GO:0071559']	['SMURF2', 'CREBBP', 'HDAC1', 'SIN3A', 'SMAD2', 'SMAD9', 'SMAD4', 'EP300', 'SKI', 'FOXH1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'SKIL', 'HIPK2']
249	GO:BP	GO:0048583	regulation of response to stimulus	5.873241392262082e-11	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3729	107	56	17376	0.5233644859813084	0.0150174309466344	query_1	['GO:0050789', 'GO:0050896']	['RXRA', 'UBE2I', 'NCOA3', 'AKT1', 'SMURF2', 'CREBBP', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'SIN3A', 'CDK9', 'RXRB', 'NR1H3', 'AR', 'CCNK', 'SMAD2', 'SMARCB1', 'RNF113A', 'CTDP1', 'RNF26', 'SMAD4', 'EP300', 'PRMT5', 'PRMT1', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2']
250	GO:CC	GO:0005622	intracellular anatomical structure	5.890149590633819e-11	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13677	107	107	17376	1.0	0.0078233530745046	query_1	['GO:0110165']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'MPLKIP', 'ZNF143', 'GTF3A', 'COPRS', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'RNF26', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
251	GO:BP	GO:0071559	response to transforming growth factor beta	6.731930131012204e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]"	247	107	16	17376	0.1495327102803738	0.0647773279352226	query_1	['GO:0070848']	['SMURF2', 'CREBBP', 'HDAC1', 'SIN3A', 'SMAD2', 'SMAD9', 'SMAD4', 'EP300', 'SKI', 'FOXH1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'SKIL', 'HIPK2']
252	GO:BP	GO:0071383	cellular response to steroid hormone stimulus	6.79867036111042e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:mah]"	207	107	15	17376	0.1401869158878504	0.072463768115942	query_1	['GO:0032870', 'GO:0048545', 'GO:0071396', 'GO:0071407']	['RXRA', 'CARM1', 'DDX5', 'HDAC1', 'SMARCA4', 'NCOR2', 'RXRB', 'AR', 'DAXX', 'EP300', 'NCOR1', 'BRCA1', 'ESR1', 'FOXH1', 'KDM1A']
253	GO:BP	GO:0071407	cellular response to organic cyclic compound	7.186811373027115e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:mah]"	555	107	22	17376	0.205607476635514	0.0396396396396396	query_1	['GO:0014070', 'GO:0071310']	['NRIP1', 'RXRA', 'NCOA3', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'NCOR2', 'SIN3A', 'RXRB', 'AR', 'DAXX', 'EP300', 'PRMT5', 'NCOR1', 'BRCA1', 'SP1', 'ESR1', 'FOXH1', 'HDAC2', 'KDM1A']
254	GO:BP	GO:0051239	regulation of multicellular organismal process	7.186811373027115e-11	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2815	107	48	17376	0.4485981308411215	0.0170515097690941	query_1	['GO:0032501', 'GO:0050789']	['RXRA', 'NCOA3', 'AKT1', 'WDR77', 'SMURF2', 'CBFB', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'SIN3A', 'CDK9', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'SMARCB1', 'CTDP1', 'RNF26', 'SMAD4', 'RUNX1', 'MECP2', 'PRMT5', 'PRMT1', 'HDAC3', 'SMARCC2', 'SKI', 'BRCA1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'POU2F2', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2']
255	REAC	REAC:R-HSA-8878159	Transcriptional regulation by RUNX3	7.63705469339822e-11	True	Transcriptional regulation by RUNX3	94	107	11	17376	0.102803738317757	0.1170212765957446	query_1	['REAC:R-HSA-212436']	['SMURF2', 'CREBBP', 'CBFB', 'FOXO3', 'CTNNB1', 'SMAD4', 'RUNX1', 'EP300', 'KAT2B', 'TP53', 'SMAD3']
256	REAC	REAC:R-HSA-1980143	Signaling by NOTCH1	8.73525813995472e-11	True	Signaling by NOTCH1	70	107	10	17376	0.0934579439252336	0.1428571428571428	query_1	['REAC:R-HSA-157118']	['CREBBP', 'HDAC1', 'TBL1X', 'NCOR2', 'EP300', 'NCOR1', 'HDAC3', 'KAT2B', 'TBL1XR1', 'HDAC2']
257	GO:BP	GO:0071824	protein-DNA complex subunit organization	8.801641115447214e-11	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein-DNA complex."" [GOC:mah]"	252	107	16	17376	0.1495327102803738	0.0634920634920634	query_1	['GO:0043933']	['GTF2A2', 'SMARCA4', 'BDP1', 'GTF2E1', 'DAXX', 'SMARCB1', 'GTF2B', 'BRF1', 'BRF2', 'SMARCC2', 'TBP', 'GTF2H5', 'ESR1', 'TP53', 'GTF2A1', 'SMARCC1']
258	GO:BP	GO:0060765	regulation of androgen receptor signaling pathway	8.801641115447214e-11	True	"""Any process that modulates the rate, frequency, or extent of the androgen receptor signaling pathway."" [GOC:dph]"	27	107	8	17376	0.0747663551401869	0.2962962962962963	query_1	['GO:0030521', 'GO:0033143']	['DDX5', 'HDAC1', 'SMARCA4', 'NCOR2', 'EP300', 'NCOR1', 'FOXH1', 'KDM1A']
259	GO:BP	GO:0045596	negative regulation of cell differentiation	1.1095311469342467e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	630	107	23	17376	0.2149532710280373	0.0365079365079365	query_1	['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']	['CBFB', 'NR1H2', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'NR1H3', 'CTDP1', 'SMAD4', 'RUNX1', 'MECP2', 'PRMT5', 'PRMT1', 'GPS2', 'HDAC3', 'SKI', 'CDK13', 'FOXO1', 'RARA', 'TP53', 'SMAD3', 'SMARCC1', 'SKIL']
260	GO:BP	GO:0061061	muscle structure development	1.4697261683425342e-10	True	"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]"	639	107	23	17376	0.2149532710280373	0.0359937402190923	query_1	['GO:0048856']	['AKT1', 'COPRS', 'CTNNB1', 'DDX5', 'SMARCA4', 'SMARCA2', 'CCNT2', 'CDK9', 'SMARCB1', 'CTDP1', 'SMAD4', 'EP300', 'MECP2', 'HDAC3', 'SMARCC2', 'SKI', 'GTF3C5', 'RARA', 'FOXH1', 'SMAD3', 'KDM1A', 'SMARCC1', 'SKIL']
261	GO:BP	GO:0007049	cell cycle	1.5649755944220307e-10	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1750	107	37	17376	0.3457943925233644	0.0211428571428571	query_1	['GO:0009987']	['UBE2I', 'CCNT1', 'AKT1', 'MPLKIP', 'CDK7', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'ERCC3', 'SIN3A', 'CDK9', 'CCNK', 'CCNH', 'SMARCB1', 'CTDP1', 'GTF2B', 'EP300', 'MECP2', 'PRMT5', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'BRCA1', 'CDK13', 'KAT2B', 'RARA', 'TP53', 'PML', 'ERCC2', 'SMARCC1', 'HEXIM1', 'SKIL', 'HIPK2']
262	REAC	REAC:R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	1.856999790143956e-10	True	Transcriptional activation of mitochondrial biogenesis	53	107	9	17376	0.0841121495327102	0.1698113207547169	query_1	['REAC:R-HSA-1592230']	['RXRA', 'CREBBP', 'NCOA2', 'CARM1', 'TBL1X', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
263	GO:BP	GO:0043412	macromolecule modification	1.8636191697902868e-10	True	"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]"	3593	107	54	17376	0.5046728971962616	0.0150292234901196	query_1	['GO:0043170']	['UBE2I', 'NCOA3', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'CBFB', 'COPRS', 'CDK7', 'CARM1', 'CTNNB1', 'HDAC1', 'CCNT2', 'GTF2H1', 'TBL1X', 'SIN3A', 'CDK9', 'CCNK', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'RNF26', 'SMAD4', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'HDAC3', 'MNAT1', 'GTF3C4', 'BRCA1', 'CDK13', 'TBP', 'KAT2B', 'FOXO1', 'PDE8A', 'RARA', 'CLNS1A', 'TBL1XR1', 'TP53', 'PML', 'HDAC2', 'KDM1A', 'HEXIM1', 'NCOA1', 'HIPK2']
264	GO:BP	GO:0051098	regulation of binding	1.8636191697902868e-10	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	360	107	18	17376	0.1682242990654205	0.05	query_1	['GO:0065009']	['AKT1', 'CARM1', 'CTNNB1', 'SIN3A', 'CDK9', 'SUMO1', 'SMAD2', 'GTF2B', 'SMAD4', 'EP300', 'GTF2F1', 'SKI', 'RARA', 'SMAD3', 'ERCC2', 'HDAC2', 'KDM1A', 'HIPK2']
265	REAC	REAC:R-HSA-3214858	RMTs methylate histone arginines	1.997378198086406e-10	True	RMTs methylate histone arginines	76	107	10	17376	0.0934579439252336	0.131578947368421	query_1	['REAC:R-HSA-3247509']	['WDR77', 'COPRS', 'CARM1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'PRMT5', 'PRMT1', 'SMARCC2', 'SMARCC1']
266	GO:BP	GO:0070887	cellular response to chemical stimulus	2.2112734904979178e-10	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]"	2577	107	45	17376	0.4205607476635514	0.0174621653084982	query_1	['GO:0042221', 'GO:0051716']	['NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'GTF2H1', 'NCOR2', 'SIN3A', 'CDK9', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'DAXX', 'SMARCB1', 'RNF113A', 'SMAD9', 'SMAD4', 'EP300', 'PRMT5', 'GPS2', 'NCOR1', 'BRF2', 'BRCA1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'RARA', 'FOXH1', 'TP53', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'HIPK2']
267	REAC	REAC:R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	2.260992952000185e-10	True	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	77	107	10	17376	0.0934579439252336	0.1298701298701298	query_1	['REAC:R-HSA-5696398']	['CDK7', 'GTF2H4', 'GTF2H1', 'ERCC3', 'GTF2H3', 'CCNH', 'EP300', 'MNAT1', 'GTF2H5', 'ERCC2']
268	GO:BP	GO:0048519	negative regulation of biological process	2.4233834100843616e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5057	107	65	17376	0.6074766355140186	0.0128534704370179	query_1	['GO:0008150', 'GO:0050789']	['NRIP1', 'RXRA', 'UBE2I', 'TGIF1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'CBFB', 'SUPT4H1', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'SUPT5H', 'NR1H3', 'AR', 'POU2F1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'RNF26', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'HIPK2']
269	GO:BP	GO:2000026	regulation of multicellular organismal development	2.5877283395612846e-10	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1335	107	32	17376	0.2990654205607476	0.0239700374531835	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']	['RXRA', 'NCOA3', 'AKT1', 'CBFB', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'RXRB', 'SMARCB1', 'CTDP1', 'SMAD4', 'RUNX1', 'MECP2', 'PRMT5', 'PRMT1', 'SMARCC2', 'SKI', 'BRCA1', 'SP1', 'KAT2B', 'RARA', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'HIPK2']
