Acral peeling skin syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
11	REAC	REAC:R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	1.1384741374609085e-25	True	NOTCH1 Intracellular Domain Regulates Transcription	45	98	19	10022	0.1938775510204081	0.4222222222222222	query_1	['REAC:R-HSA-1980143']	['MAML1', 'MAML2', 'CDK8', 'CREBBP', 'KAT2A', 'HDAC1', 'TBL1X', 'NCOR2', 'NOTCH1', 'EP300', 'RBPJ', 'NCOR1', 'HDAC3', 'SNW1', 'KAT2B', 'MAML3', 'TBL1XR1', 'HDAC2', 'CCNC']
16	GO:BP	GO:0006351	DNA-templated transcription	2.5971185672941634e-25	True	"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]"	3265	101	72	15719	0.7128712871287128	0.0220520673813169	query_1	['GO:0097659']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
15	GO:BP	GO:0097659	nucleic acid-templated transcription	2.5971185672941634e-25	True	"""The synthesis of an RNA transcript from a nucleic acid template (DNA or RNA)."" [GOC:pr, GOC:txnOH, GOC:vw]"	3266	101	72	15719	0.7128712871287128	0.0220453153704837	query_1	['GO:0010467', 'GO:0032774']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
12	REAC	REAC:R-HSA-212436	Generic Transcription Pathway	3.1635735489425613e-25	True	Generic Transcription Pathway	1153	98	55	10022	0.5612244897959183	0.0477016478751084	query_1	['REAC:R-HSA-73857']	['MAML1', 'MAML2', 'RXRA', 'UBE2I', 'NOTCH3', 'TGIF1', 'IHH', 'AKT1', 'CDK8', 'CREBBP', 'SMURF2', 'SRC', 'KAT2A', 'FOXO3', 'NR1H2', 'CTNNB1', 'HDAC1', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'RXRB', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'RARA', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'SKIL', 'CCNC']
19	GO:BP	GO:0032774	RNA biosynthetic process	4.052398698525667e-25	True	"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]"	3299	101	72	15719	0.7128712871287128	0.0218247953925431	query_1	['GO:0009059', 'GO:0016070', 'GO:0034654']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
20	GO:BP	GO:0071495	cellular response to endogenous stimulus	4.052398698525667e-25	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	101	51	15719	0.504950495049505	0.0368231046931408	query_1	['GO:0009719']	['RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'SMURF2', 'SRC', 'PSEN1', 'KAT2A', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'NCOR2', 'SIN3A', 'DLL1', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'NCOR1', 'CDH1', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'RARA', 'HHIP', 'APP', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'JUP']
18	GO:BP	GO:0045892	negative regulation of DNA-templated transcription	4.052398698525667e-25	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1249	101	49	15719	0.4851485148514851	0.0392313851080864	query_1	['GO:0006351', 'GO:0006355', 'GO:1903507']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'CREBBP', 'SMURF2', 'SRC', 'PSEN1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'RCOR1', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL']
17	GO:BP	GO:1903507	negative regulation of nucleic acid-templated transcription	4.052398698525667e-25	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1251	101	49	15719	0.4851485148514851	0.0391686650679456	query_1	['GO:0097659', 'GO:1902679', 'GO:1903506']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'CREBBP', 'SMURF2', 'SRC', 'PSEN1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'RCOR1', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL']
13	REAC	REAC:R-HSA-9013694	Signaling by NOTCH4	4.0919021308563615e-25	True	Signaling by NOTCH4	80	98	22	10022	0.2244897959183673	0.275	query_1	['REAC:R-HSA-157118']	['MAML1', 'MAML2', 'AKT1', 'CREBBP', 'ADAM10', 'PSEN1', 'KAT2A', 'APH1B', 'TACC3', 'NCSTN', 'PSENEN', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'APH1A', 'SNW1', 'KAT2B', 'MAML3', 'JAG1', 'SMAD3', 'NOTCH4']
21	GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	5.816220561745054e-25	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1263	101	49	15719	0.4851485148514851	0.0387965162311955	query_1	['GO:0010558', 'GO:0031327', 'GO:0032774', 'GO:0051253', 'GO:2001141']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'CREBBP', 'SMURF2', 'SRC', 'PSEN1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'RCOR1', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL']
22	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	7.1462683768668515e-25	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3000	101	69	15719	0.6831683168316832	0.023	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'PTCH1', 'NOTCH3', 'NCOA3', 'IHH', 'AKT1', 'CREBBP', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'CENPJ', 'ABL1', 'TBL1X', 'SIN3A', 'DLL1', 'PLK2', 'RXRB', 'NR1H3', 'AR', 'PSENEN', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'APH1A', 'GPS2', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'NCOA1', 'CCNC', 'JUP']
23	GO:BP	GO:0051253	negative regulation of RNA metabolic process	2.0950582312067867e-24	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1371	101	50	15719	0.495049504950495	0.036469730123997	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'CREBBP', 'SMURF2', 'SRC', 'PSEN1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'RCOR1', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL']
24	GO:BP	GO:0051252	regulation of RNA metabolic process	6.0089914280812194e-24	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3448	101	72	15719	0.7128712871287128	0.0208816705336426	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
0	GO:CC	GO:0005667	transcription regulator complex	8.159805504447755e-24	True	"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]"	508	101	34	16420	0.3366336633663366	0.0669291338582677	query_1	['GO:0032991']	['RXRA', 'CREBBP', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'SMAD2', 'SMAD4', 'EP300', 'RBPJ', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'RCOR1', 'SP1', 'ESR1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1']
25	GO:BP	GO:0009889	regulation of biosynthetic process	8.382745120113757e-24	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	3831	101	75	15719	0.7425742574257426	0.0195771339075959	query_1	['GO:0009058', 'GO:0019222']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'DHH', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'NCSTN', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
26	GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	1.690904282224652e-23	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3627	101	73	15719	0.7227722772277227	0.0201268265784394	query_1	['GO:0009059', 'GO:0009889', 'GO:0060255']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'NCSTN', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
14	REAC	REAC:R-HSA-73857	RNA Polymerase II Transcription	4.2180058090926934e-23	True	RNA Polymerase II Transcription	1274	98	55	10022	0.5612244897959183	0.043171114599686	query_1	['REAC:R-HSA-74160']	['MAML1', 'MAML2', 'RXRA', 'UBE2I', 'NOTCH3', 'TGIF1', 'IHH', 'AKT1', 'CDK8', 'CREBBP', 'SMURF2', 'SRC', 'KAT2A', 'FOXO3', 'NR1H2', 'CTNNB1', 'HDAC1', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'RXRB', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'RARA', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'SKIL', 'CCNC']
27	GO:BP	GO:0009719	response to endogenous stimulus	4.849307343995053e-23	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	101	52	15719	0.5148514851485149	0.0320197044334975	query_1	['GO:0050896']	['RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'SMURF2', 'DHH', 'SRC', 'PSEN1', 'KAT2A', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'NCOR2', 'SIN3A', 'DLL1', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'NCOR1', 'CDH1', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'RARA', 'HHIP', 'APP', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'JUP']
28	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	6.180956779197556e-23	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1482	101	50	15719	0.495049504950495	0.0337381916329284	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'CREBBP', 'SMURF2', 'SRC', 'PSEN1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'RCOR1', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL']
29	GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	6.561019417586363e-23	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	3709	101	73	15719	0.7227722772277227	0.0196818549474251	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
30	GO:BP	GO:0050793	regulation of developmental process	7.100250198944362e-23	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2324	101	60	15719	0.594059405940594	0.0258175559380378	query_1	['GO:0032502', 'GO:0050789']	['MAML1', 'RXRA', 'PTCH1', 'NOTCH3', 'NCOA3', 'IHH', 'AKT1', 'SMURF2', 'BOC', 'ADAM10', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ABL1', 'FOXG1', 'SIN3A', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'APP', 'JAG1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'JUP']
32	GO:BP	GO:0031326	regulation of cellular biosynthetic process	7.897272209940879e-23	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	3724	101	73	15719	0.7227722772277227	0.0196025778732545	query_1	['GO:0009889', 'GO:0031323', 'GO:0044249']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
31	GO:BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	7.897272209940879e-23	True	"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	3725	101	73	15719	0.7227722772277227	0.0195973154362416	query_1	['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
