Nicolaides-Baraitser syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
82	GO:BP	GO:0048522	positive regulation of cellular process	4.887066307839236e-31	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5615	100	85	21110	0.85	0.0151380231522707	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CCNB1', 'CDK7', 'FOXO3', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
83	GO:BP	GO:0048523	negative regulation of cellular process	7.714563212272971e-31	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4753	100	80	21110	0.8	0.0168314748579844	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'CDK5', 'PPARG', 'CCNB1', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'NR1H3', 'CDKN1A', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'HIPK2', 'CCND1', 'CCNC']
84	GO:MF	GO:0003682	chromatin binding	1.19311804158613e-30	True	"""Binding to chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase."" [GOC:jl, ISBN:0198506732, PMID:20404130]"	597	101	39	20195	0.3861386138613861	0.0653266331658291	query_1	['GO:0005488']	['REST', 'CREBBP', 'E2F4', 'PPARG', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'RBPJ', 'MECP2', 'HDAC3', 'CDK1', 'SMARCC2', 'RCOR1', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'NCOA1']
85	GO:MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	2.241108822632464e-30	True	"""Binding to a sequence-specific DNA binding RNA polymerase II transcription factor, any of the factors that interact selectively and non-covalently with a specific DNA sequence in order to modulate transcription."" [GOC:dph, GOC:vw]"	353	101	33	20195	0.3267326732673267	0.093484419263456	query_1	['GO:0140297']	['REST', 'NRIP1', 'RXRA', 'NCOA3', 'CREBBP', 'PPARG', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'NCOR2', 'SIN3A', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'RBPJ', 'NCOR1', 'HDAC3', 'SNW1', 'CDKN2A', 'SP1', 'ESR1', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1', 'HIPK2']
86	GO:BP	GO:0007049	cell cycle	3.196231621497902e-30	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1825	100	56	21110	0.56	0.0306849315068493	query_1	['GO:0009987']	['UBE2I', 'CDKN2B', 'AKT1', 'CKS1B', 'CDK8', 'CDK5', 'E2F4', 'CCNB1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'SIN3A', 'CDKN2D', 'E2F5', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'SMARCB1', 'E2F6', 'EP300', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT2B', 'CCND3', 'SKP2', 'RARA', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMARCC1', 'SKIL', 'CDK6', 'HIPK2', 'CCND1', 'CCNC']
87	GO:CC	GO:0090575	RNA polymerase II transcription regulator complex	3.928446429793674e-30	True	"""A transcription factor complex that acts at a regulatory region of a gene transcribed by RNA polymerase II."" [GOC:tb]"	257	101	29	22122	0.2871287128712871	0.11284046692607	query_1	['GO:0005667', 'GO:0140513']	['RXRA', 'CBFB', 'E2F4', 'PPARG', 'CDK7', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'RXRB', 'NR1H3', 'E2F5', 'E2F2', 'CCNH', 'SMAD2', 'SMAD4', 'E2F6', 'RUNX1', 'E2F1', 'MNAT1', 'DRAP1', 'RARA', 'FOXH1', 'TFDP2', 'SMAD3', 'THRB', 'NCOA1', 'HIPK2']
88	GO:MF	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	2.181625402262925e-29	True	"""Modulates the activity of a cyclin-dependent protein serine/threonine kinase, enzymes of the protein kinase family that are regulated through association with cyclins and other proteins."" [GOC:pr, GOC:rn, PMID:7877684, PMID:9442875]"	48	101	19	20195	0.1881188118811881	0.3958333333333333	query_1	['GO:0019887']	['CDKN2B', 'CKS1B', 'CCNB1', 'CCNE2', 'CCNE1', 'CDKN2D', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'CCND3', 'CDK4', 'CDKN1B', 'CCND1', 'CCNC']
89	REAC	REAC:R-HSA-69206	G1/S Transition	6.567915261182468e-29	True	G1/S Transition	130	99	28	10790	0.2828282828282828	0.2153846153846154	query_1	['REAC:R-HSA-453279']	['AKT1', 'CKS1B', 'E2F4', 'CCNB1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'HDAC1', 'CCNE1', 'E2F5', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'E2F6', 'E2F1', 'MNAT1', 'CDK1', 'CDK2', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TFDP2', 'CCND1']
90	GO:CC	GO:0005634	nucleus	8.830220824602746e-29	True	"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"	10124	101	99	22122	0.9801980198019802	0.0097787435796128	query_1	['GO:0043231']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
91	GO:CC	GO:0032991	protein-containing complex	1.387403134993731e-28	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	7966	101	92	22122	0.9108910891089108	0.0115490836053226	query_1	['GO:0005575']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
92	GO:BP	GO:0022402	cell cycle process	1.5674603056300843e-28	True	"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]"	1281	100	48	21110	0.48	0.0374707259953161	query_1	['GO:0007049', 'GO:0009987']	['UBE2I', 'CDKN2B', 'AKT1', 'CKS1B', 'CDK5', 'E2F4', 'CCNB1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'SMARCB1', 'E2F6', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT2B', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
93	GO:BP	GO:0007346	regulation of mitotic cell cycle	1.593575578006062e-28	True	"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	495	100	35	21110	0.35	0.0707070707070707	query_1	['GO:0000278', 'GO:0051726']	['CDKN2B', 'AKT1', 'CKS1B', 'CCNB1', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNH', 'SMARCB1', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'CDK2', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'SMARCC1', 'CCND1']
94	REAC	REAC:R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	3.970186873908883e-28	True	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	50	99	21	10790	0.2121212121212121	0.42	query_1	['REAC:R-HSA-170834', 'REAC:R-HSA-212436']	['CDKN2B', 'TGIF1', 'CDK8', 'E2F4', 'RBL1', 'TFDP1', 'HDAC1', 'NCOR2', 'E2F5', 'WWTR1', 'SMAD2', 'SMAD4', 'EP300', 'NCOR1', 'SKI', 'SNW1', 'SP1', 'TFDP2', 'SMAD3', 'SKIL', 'CCNC']
95	GO:BP	GO:0048518	positive regulation of biological process	7.283422312479765e-28	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	6358	100	86	21110	0.86	0.0135262661214218	query_1	['GO:0008150', 'GO:0050789']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CCNB1', 'CDK7', 'FOXO3', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
96	GO:BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	1.028631071962978e-27	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	165	100	25	21110	0.25	0.1515151515151515	query_1	['GO:0000082', 'GO:1901990', 'GO:1902806']	['CDKN2B', 'AKT1', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'RB1', 'SMARCA4', 'SMARCA2', 'CDKN2D', 'CDKN1A', 'CCNH', 'SMARCB1', 'CCND2', 'E2F1', 'MNAT1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'CDK2', 'CCND3', 'CDKN1B', 'TP53', 'SMARCC1', 'CCND1']
97	GO:BP	GO:0090304	nucleic acid metabolic process	1.1470632638354272e-27	True	"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]"	7534	100	91	21110	0.91	0.0120785771170692	query_1	['GO:0006139', 'GO:0043170']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
98	REAC	REAC:R-HSA-9661069	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	5.1615647307023665e-27	True	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	17	99	15	10790	0.1515151515151515	0.8823529411764706	query_1	['REAC:R-HSA-9659787']	['CCNE2', 'TFDP1', 'RB1', 'CCNE1', 'CDKN1A', 'E2F2', 'CCND2', 'E2F1', 'CDK2', 'CCND3', 'CDK4', 'CDKN1B', 'TFDP2', 'CDK6', 'CCND1']
99	REAC	REAC:R-HSA-9659787	Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	5.1615647307023665e-27	True	Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	17	99	15	10790	0.1515151515151515	0.8823529411764706	query_1	['REAC:R-HSA-9687139']	['CCNE2', 'TFDP1', 'RB1', 'CCNE1', 'CDKN1A', 'E2F2', 'CCND2', 'E2F1', 'CDK2', 'CCND3', 'CDK4', 'CDKN1B', 'TFDP2', 'CDK6', 'CCND1']
100	GO:BP	GO:1901990	regulation of mitotic cell cycle phase transition	6.04100323734255e-27	True	"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	334	100	30	21110	0.3	0.0898203592814371	query_1	['GO:0007346', 'GO:0044772', 'GO:1901987']	['CDKN2B', 'AKT1', 'CCNB1', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNH', 'SMARCB1', 'MECP2', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'CDK2', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'SMARCC1', 'CCND1']
101	WP	WP:WP138	Androgen receptor signaling pathway	6.043321312503143e-27	True	Androgen receptor signaling pathway	89	93	25	8133	0.2688172043010752	0.2808988764044944	query_1	['WP:000000']	['UBE2I', 'NCOA3', 'TGIF1', 'AKT1', 'CREBBP', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'CCNE1', 'NCOR2', 'SIN3A', 'CDKN1A', 'AR', 'SUMO1', 'SMAD4', 'EP300', 'NCOR1', 'SP1', 'KAT2B', 'FOXO1', 'SMAD3', 'KDM1A', 'NCOA1', 'CCND1']
102	WP	WP:WP366	TGF-beta signaling pathway	8.577871287455276e-27	True	TGF-beta signaling pathway	131	93	28	8133	0.3010752688172043	0.2137404580152671	query_1	['WP:000000']	['UBE2I', 'CDKN2B', 'TGIF1', 'AKT1', 'CREBBP', 'E2F4', 'RBL1', 'RBL2', 'TFDP1', 'HDAC1', 'SIN3A', 'E2F5', 'CDKN1A', 'SUMO1', 'SMAD2', 'SKP1', 'SMAD4', 'EP300', 'CDK1', 'SKI', 'SNW1', 'SP1', 'FOXH1', 'CUL1', 'TP53', 'SMAD3', 'SKIL', 'CCND1']
103	REAC	REAC:R-HSA-69202	Cyclin E associated events during G1/S transition 	3.315600973258254e-26	True	Cyclin E associated events during G1/S transition 	82	99	23	10790	0.2323232323232323	0.2804878048780488	query_1	['REAC:R-HSA-69206']	['AKT1', 'CKS1B', 'E2F4', 'CDK7', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'E2F5', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'E2F1', 'MNAT1', 'CDK2', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TFDP2', 'CCND1']
104	REAC	REAC:R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	6.230397793581858e-26	True	Cyclin A:Cdk2-associated events at S phase entry	84	99	23	10790	0.2323232323232323	0.2738095238095238	query_1	['REAC:R-HSA-69242']	['AKT1', 'CKS1B', 'E2F4', 'CDK7', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'CCNE1', 'E2F5', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'E2F1', 'MNAT1', 'CDK2', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TFDP2', 'CCND1']
105	GO:BP	GO:1902806	regulation of cell cycle G1/S phase transition	6.287379668513581e-26	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	193	100	25	21110	0.25	0.1295336787564766	query_1	['GO:0044843', 'GO:1901987']	['CDKN2B', 'AKT1', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'RB1', 'SMARCA4', 'SMARCA2', 'CDKN2D', 'CDKN1A', 'CCNH', 'SMARCB1', 'CCND2', 'E2F1', 'MNAT1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'CDK2', 'CCND3', 'CDKN1B', 'TP53', 'SMARCC1', 'CCND1']
106	GO:BP	GO:0071495	cellular response to endogenous stimulus	7.755393131603355e-26	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1469	100	48	21110	0.48	0.0326752893124574	query_1	['GO:0009719']	['REST', 'RXRA', 'CDKN2B', 'NCOA3', 'AKT1', 'CREBBP', 'CDK5', 'PPARG', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CCNA2', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'RBPJ', 'E2F1', 'PRMT5', 'NCOR1', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'RARA', 'FOXH1', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2']
107	KEGG	KEGG:04218	Cellular senescence	1.025219109334872e-25	True	Cellular senescence	156	87	28	8161	0.3218390804597701	0.1794871794871795	query_1	['KEGG:00000']	['CDKN2B', 'AKT1', 'E2F4', 'CCNB1', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'RB1', 'CCNE1', 'E2F5', 'CDKN1A', 'CCNA2', 'E2F2', 'SMAD2', 'CCND2', 'E2F1', 'CDK1', 'CDKN2A', 'CDK2', 'FOXO1', 'CCND3', 'CDK4', 'TP53', 'SMAD3', 'CDK6', 'HIPK2', 'CCND1']
108	GO:BP	GO:0016070	RNA metabolic process	1.049305954373382e-25	True	"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]"	6983	100	87	21110	0.87	0.0124588285837032	query_1	['GO:0090304']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
109	GO:CC	GO:1902494	catalytic complex	1.414523858035622e-25	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1792	101	50	22122	0.495049504950495	0.0279017857142857	query_1	['GO:0032991']	['UBE2I', 'NRIP1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK5', 'CCNB1', 'CDK7', 'CCNE2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'CCNH', 'SMARCB1', 'SKP1', 'E2F6', 'EP300', 'CCND2', 'PRMT5', 'RIOK1', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SNW1', 'RCOR1', 'CDK2', 'KAT2B', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
