GAPO syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
13	GO:CC	GO:0030662	coated vesicle membrane	3.955458285280048e-28	True	"""The lipid bilayer surrounding a coated vesicle."" [GOC:mah]"	193	101	27	16420	0.2673267326732673	0.1398963730569948	query_1	['GO:0030135', 'GO:0030659', 'GO:0098588']	['AP1G2', 'VAMP7', 'AP1B1', 'VTI1B', 'VTI1A', 'SYT1', 'CLTC', 'GOSR2', 'VAMP2', 'SLC17A7', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'VAMP4', 'IGF2R', 'AP1S3', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'HSPA8', 'AFTPH', 'VAMP8', 'RAB3A', 'STX5']
12	GO:BP	GO:0006810	transport	1.4679200630371464e-27	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4218	98	80	15719	0.8163265306122449	0.0189663347558084	query_1	['GO:0051234']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
13	GO:BP	GO:0046907	intracellular transport	6.1054279466529206e-27	True	"""The directed movement of substances within a cell."" [GOC:ai]"	1553	98	54	15719	0.5510204081632653	0.034771410173857	query_1	['GO:0006810', 'GO:0051641', 'GO:0051649']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'VPS52', 'VAMP2', 'STX7', 'TMEM30A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'VAMP4', 'VPS50', 'STX1B', 'STX4', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'AFTPH', 'STX16', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
14	GO:BP	GO:0051234	establishment of localization	1.844358489303516e-26	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4373	98	80	15719	0.8163265306122449	0.0182940772924765	query_1	['GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
2	REAC	REAC:R-HSA-199992	trans-Golgi Network Vesicle Budding	5.026449522215726e-26	True	trans-Golgi Network Vesicle Budding	72	82	21	10022	0.2560975609756097	0.2916666666666667	query_1	['REAC:R-HSA-199991']	['AP1G2', 'VAMP7', 'AP1B1', 'CHMP2A', 'HGS', 'PICALM', 'CLTC', 'VAMP2', 'AP1S1', 'AP1M2', 'AP1G1', 'DNM2', 'STX4', 'IGF2R', 'AP1S3', 'SNAP23', 'AP1S2', 'AP1M1', 'HSPA8', 'VAMP8', 'NAPA']
15	GO:BP	GO:0033036	macromolecule localization	8.556931920912101e-26	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2841	98	67	15719	0.6836734693877551	0.0235832453361492	query_1	['GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'HGS', 'ATP10D', 'ATP10A', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
14	GO:CC	GO:0032588	trans-Golgi network membrane	1.741207877617666e-25	True	"""The lipid bilayer surrounding any of the compartments that make up the trans-Golgi network."" [GOC:mah]"	101	101	21	16420	0.2079207920792079	0.2079207920792079	query_1	['GO:0005802', 'GO:0031090']	['AP1B1', 'VTI1A', 'CLTC', 'VPS52', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'STX10', 'AP1G1', 'VAMP4', 'IGF2R', 'AP1S3', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'AFTPH', 'STX16', 'VPS51']
15	GO:CC	GO:0005794	Golgi apparatus	3.6496969295929033e-25	True	"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]"	1516	101	51	16420	0.504950495049505	0.033641160949868	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT1', 'B4GALNT4', 'PICALM', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'AP1M2', 'STX10', 'SYNRG', 'AP1G1', 'SLC18A3', 'VAMP4', 'DNM2', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'AFTPH', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'STX5']
16	GO:CC	GO:0005768	endosome	7.023320405464735e-25	True	"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]"	989	101	43	16420	0.4257425742574257	0.0434782608695652	query_1	['GO:0012505', 'GO:0031410']	['AP1G2', 'VAMP7', 'AP1B1', 'VTI1B', 'VTI1A', 'CHMP2A', 'STAMBP', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX6', 'AP1S1', 'ATP10B', 'STAM', 'AP1G1', 'VAMP4', 'VPS50', 'DNM2', 'STX4', 'IGF2R', 'AP1S3', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'ANTXR1', 'VAMP3', 'AP1M1', 'STX12', 'HSPA8', 'VAMP8', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A']
17	GO:CC	GO:0030665	clathrin-coated vesicle membrane	8.775502915552646e-25	True	"""The lipid bilayer surrounding a clathrin-coated vesicle."" [GOC:mah]"	129	101	22	16420	0.2178217821782178	0.1705426356589147	query_1	['GO:0030136', 'GO:0030662']	['AP1G2', 'VAMP7', 'AP1B1', 'SYT1', 'CLTC', 'VAMP2', 'SLC17A7', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'VAMP4', 'IGF2R', 'AP1S3', 'AP1S2', 'VAMP3', 'AP1M1', 'HSPA8', 'AFTPH', 'VAMP8', 'RAB3A']
16	GO:BP	GO:0008104	protein localization	3.49166160961161e-24	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2399	98	61	15719	0.6224489795918368	0.0254272613588995	query_1	['GO:0070727']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
17	GO:BP	GO:0070727	cellular macromolecule localization	4.1493127107756205e-24	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2409	98	61	15719	0.6224489795918368	0.0253217102532171	query_1	['GO:0033036', 'GO:0051641']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
18	GO:CC	GO:0098796	membrane protein complex	6.781918486269416e-24	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1249	101	46	16420	0.4554455445544554	0.0368294635708566	query_1	['GO:0016020', 'GO:0032991']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'PICALM', 'CLTC', 'GOSR2', 'VAMP2', 'STX7', 'STX1A', 'STX6', 'SLC17A7', 'AP1S1', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'HSPG2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'NAPA', 'STX5']
19	GO:CC	GO:0012505	endomembrane system	1.2298306393460589e-23	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4431	101	77	16420	0.7623762376237624	0.0173775671406003	query_1	['GO:0110165']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'ATP10A', 'PICALM', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'SNAP23', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
18	GO:BP	GO:0051179	localization	1.905465832278271e-23	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4977	98	81	15719	0.826530612244898	0.0162748643761302	query_1	['GO:0008150']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
3	REAC	REAC:R-HSA-432720	Lysosome Vesicle Biogenesis	2.2157264498971742e-23	True	Lysosome Vesicle Biogenesis	35	82	16	10022	0.1951219512195122	0.4571428571428571	query_1	['REAC:R-HSA-199992']	['AP1G2', 'VAMP7', 'AP1B1', 'CHMP2A', 'HGS', 'CLTC', 'VAMP2', 'AP1S1', 'AP1M2', 'AP1G1', 'DNM2', 'AP1S3', 'AP1S2', 'AP1M1', 'HSPA8', 'VAMP8']
19	GO:BP	GO:0051641	cellular localization	2.614348562120388e-23	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3251	98	68	15719	0.6938775510204082	0.0209166410335281	query_1	['GO:0009987', 'GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'SLC17A7', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
20	GO:BP	GO:0140056	organelle localization by membrane tethering	2.614348562120388e-23	True	"""The process by which an organelle membrane interacts with another membrane via molecular tethers that physically bridge the two membranes and attach them to each other."" [PMID:27875684]"	82	98	19	15719	0.1938775510204081	0.2317073170731707	query_1	['GO:0022406', 'GO:0051640']	['VTI1B', 'SYT1', 'STX7', 'STX1A', 'STX6', 'STX10', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STX12', 'STXBP1', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'RAB3A', 'STX5']
20	GO:CC	GO:0030121	AP-1 adaptor complex	5.693250815824867e-23	True	"""A heterotetrameric AP-type membrane coat adaptor complex that consists of beta1, gamma, mu1 and sigma1 subunits and links clathrin to the membrane surface of a vesicle; vesicles with AP-1-containing coats are normally found primarily in the trans-Golgi network. In at least humans, the AP-1 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different genes (gamma1 and gamma2, mu1A and mu1B, and sigma1A, sigma1B and sigma1C)."" [GOC:mah, PMID:10611976, PMID:21097499]"	12	101	11	16420	0.1089108910891089	0.9166666666666666	query_1	['GO:0030130', 'GO:0030131']	['AP1G2', 'AP1B1', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
21	GO:BP	GO:0010256	endomembrane system organization	7.083850210569173e-23	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endomembrane system."" [GOC:mah, GOC:sm]"	564	98	34	15719	0.3469387755102041	0.0602836879432624	query_1	['GO:0016043']	['AP1B1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10A', 'COLEC12', 'STAM2', 'ATP8B1', 'STX1A', 'STX6', 'AP1S1', 'STX3', 'STAM', 'AP1G1', 'VAMP4', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'AP1M1', 'SEC22B', 'STXBP1', 'SNAP47', 'SNAP29', 'VPS51', 'RAB3A', 'STX5']
22	GO:BP	GO:0022406	membrane docking	2.640176908653827e-22	True	"""The initial attachment of a membrane or protein to a target membrane. Docking requires only that the proteins come close enough to interact and adhere."" [GOC:isa_complete, PMID:27875684]"	92	98	19	15719	0.1938775510204081	0.2065217391304347	query_1	['GO:0009987']	['VTI1B', 'SYT1', 'STX7', 'STX1A', 'STX6', 'STX10', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STX12', 'STXBP1', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'RAB3A', 'STX5']
21	GO:CC	GO:0030130	clathrin coat of trans-Golgi network vesicle	4.496929751637109e-22	True	"""A clathrin coat found on a vesicle of the trans-Golgi network."" [GOC:mah]"	18	101	12	16420	0.1188118811881188	0.6666666666666666	query_1	['GO:0005794', 'GO:0012510', 'GO:0030125']	['AP1G2', 'AP1B1', 'CLTC', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
23	GO:BP	GO:0016197	endosomal transport	5.002409854358349e-22	True	"""The directed movement of substances mediated by an endosome, a membrane-bounded organelle that carries materials enclosed in the lumen or located in the endosomal membrane."" [ISBN:0198506732]"	241	98	25	15719	0.2551020408163265	0.1037344398340249	query_1	['GO:0016192', 'GO:0046907']	['GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'VPS52', 'STX6', 'VPS54', 'STX10', 'STAM', 'VAMP4', 'VPS50', 'HEATR5B', 'VPS53', 'RAB9A', 'VAMP3', 'STX12', 'STX16', 'EIPR1', 'VPS51', 'STX5']
24	GO:BP	GO:0048278	vesicle docking	6.287018928417683e-22	True	"""The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere."" [GOC:ai, GOC:jid]"	64	98	17	15719	0.173469387755102	0.265625	query_1	['GO:0016192', 'GO:0140056']	['VTI1B', 'SYT1', 'STX7', 'STX1A', 'STX6', 'STX10', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STX12', 'STXBP1', 'STX16', 'STX8', 'RAB3A', 'STX5']
22	GO:CC	GO:0012510	trans-Golgi network transport vesicle membrane	6.708759776436718e-21	True	"""The lipid bilayer surrounding a vesicle transporting substances between the trans-Golgi network and other parts of the cell."" [GOC:ai]"	21	101	12	16420	0.1188118811881188	0.5714285714285714	query_1	['GO:0030140', 'GO:0030658', 'GO:0030660', 'GO:0030665']	['AP1G2', 'AP1B1', 'CLTC', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
24	GO:CC	GO:0031090	organelle membrane	8.515951078196152e-21	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3439	101	66	16420	0.6534653465346535	0.019191625472521	query_1	['GO:0016020', 'GO:0043227']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'SYT1', 'B4GALNT4', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'TMEM30A', 'ATP11A', 'STX1A', 'STX6', 'VPS54', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'SNAP23', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
23	GO:CC	GO:0030140	trans-Golgi network transport vesicle	8.515951078196152e-21	True	"""A vesicle that mediates transport between the trans-Golgi network and other parts of the cell."" [GOC:mah]"	39	101	14	16420	0.1386138613861386	0.358974358974359	query_1	['GO:0005798', 'GO:0030133', 'GO:0030136']	['AP1G2', 'AP1B1', 'CLTC', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'IGF2R', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH', 'FURIN']
25	GO:CC	GO:0008021	synaptic vesicle	2.9301517309414313e-20	True	"""A secretory organelle, typically 50 nm in diameter, of presynaptic nerve terminals; accumulates in high concentrations of neurotransmitters and secretes these into the synaptic cleft by fusion with the 'active zone' of the presynaptic plasma membrane."" [PMID:10099709, PMID:12563290]"	207	101	22	16420	0.2178217821782178	0.1062801932367149	query_1	['GO:0070382', 'GO:0098793']	['VTI1B', 'VTI1A', 'SYT1', 'PICALM', 'VAMP2', 'STX7', 'STX1A', 'STX6', 'SLC17A7', 'STX10', 'STX3', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'VAMP1', 'STX12', 'LGI3', 'SNAP47', 'STX16', 'RAB3A']
25	GO:BP	GO:0006886	intracellular protein transport	4.7631597495604064e-20	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	865	98	37	15719	0.3775510204081632	0.0427745664739884	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']	['AP1G2', 'AP1B1', 'VTI1B', 'VTI1A', 'HGS', 'STAM2', 'CLTC', 'VPS52', 'VAMP2', 'STX7', 'TMEM30A', 'STX1A', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'STX1B', 'STX4', 'AP1S3', 'VPS53', 'AP1S2', 'AP1M1', 'STX12', 'HSPA8', 'STXBP1', 'STX16', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
26	GO:CC	GO:0030118	clathrin coat	1.211070353483178e-19	True	"""A membrane coat found on coated pits and some coated vesicles; consists of polymerized clathrin triskelions, each comprising three clathrin heavy chains and three clathrin light chains, linked to the membrane via one of the AP adaptor complexes."" [GOC:mah, PMID:11252894, PMID:9531549]"	46	101	14	16420	0.1386138613861386	0.3043478260869565	query_1	['GO:0030117']	['AP1G2', 'AP1B1', 'PICALM', 'CLTC', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'IGF2R', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
26	GO:BP	GO:0140029	exocytic process	1.21607408571623e-19	True	"""The cellular processes that contribute to exocytosis."" [Wikipedia:Exocytosis]"	85	98	17	15719	0.173469387755102	0.2	query_1	['GO:0006887', 'GO:0009987']	['VAMP7', 'VTI1B', 'SYT1', 'STX1A', 'STX3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'VAMP3', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
