GAPO syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
27	GO:BP	GO:0006810	transport	4.998733775239736e-29	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4220	101	80	17376	0.7920792079207921	0.0189573459715639	query_1	['GO:0051234']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
28	REAC	REAC:R-HSA-199992	trans-Golgi Network Vesicle Budding	7.217636537535828e-29	True	trans-Golgi Network Vesicle Budding	72	101	21	17376	0.2079207920792079	0.2916666666666667	query_1	['REAC:R-HSA-199991']	['AP1G2', 'VAMP7', 'AP1B1', 'CHMP2A', 'HGS', 'PICALM', 'CLTC', 'VAMP2', 'AP1S1', 'AP1M2', 'AP1G1', 'DNM2', 'STX4', 'IGF2R', 'AP1S3', 'SNAP23', 'AP1S2', 'AP1M1', 'HSPA8', 'VAMP8', 'NAPA']
29	GO:CC	GO:0030662	coated vesicle membrane	8.925473892583313e-29	True	"""The lipid bilayer surrounding a coated vesicle."" [GOC:mah]"	193	101	27	17376	0.2673267326732673	0.1398963730569948	query_1	['GO:0030135', 'GO:0030659', 'GO:0098588']	['AP1G2', 'VAMP7', 'AP1B1', 'VTI1B', 'VTI1A', 'SYT1', 'CLTC', 'GOSR2', 'VAMP2', 'SLC17A7', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'VAMP4', 'IGF2R', 'AP1S3', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'HSPA8', 'AFTPH', 'VAMP8', 'RAB3A', 'STX5']
30	GO:BP	GO:0046907	intracellular transport	3.284532935254312e-28	True	"""The directed movement of substances within a cell."" [GOC:ai]"	1553	101	54	17376	0.5346534653465347	0.034771410173857	query_1	['GO:0006810', 'GO:0051641', 'GO:0051649']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'VPS52', 'VAMP2', 'STX7', 'TMEM30A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'VAMP4', 'VPS50', 'STX1B', 'STX4', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'AFTPH', 'STX16', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
31	GO:BP	GO:0051234	establishment of localization	6.138134385981768e-28	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4374	101	80	17376	0.7920792079207921	0.0182898948331047	query_1	['GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
32	GO:BP	GO:0033036	macromolecule localization	3.45591373973515e-27	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2845	101	67	17376	0.6633663366336634	0.0235500878734622	query_1	['GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'HGS', 'ATP10D', 'ATP10A', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
33	GO:CC	GO:0005794	Golgi apparatus	2.5675829454189243e-26	True	"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]"	1513	101	51	17376	0.504950495049505	0.0337078651685393	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT1', 'B4GALNT4', 'PICALM', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'AP1M2', 'STX10', 'SYNRG', 'AP1G1', 'SLC18A3', 'VAMP4', 'DNM2', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'AFTPH', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'STX5']
34	GO:CC	GO:0032588	trans-Golgi network membrane	5.074489777682705e-26	True	"""The lipid bilayer surrounding any of the compartments that make up the trans-Golgi network."" [GOC:mah]"	101	101	21	17376	0.2079207920792079	0.2079207920792079	query_1	['GO:0005802', 'GO:0031090']	['AP1B1', 'VTI1A', 'CLTC', 'VPS52', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'STX10', 'AP1G1', 'VAMP4', 'IGF2R', 'AP1S3', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'AFTPH', 'STX16', 'VPS51']
35	GO:CC	GO:0005768	endosome	7.439317127707501e-26	True	"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]"	989	101	43	17376	0.4257425742574257	0.0434782608695652	query_1	['GO:0012505', 'GO:0031410']	['AP1G2', 'VAMP7', 'AP1B1', 'VTI1B', 'VTI1A', 'CHMP2A', 'STAMBP', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX6', 'AP1S1', 'ATP10B', 'STAM', 'AP1G1', 'VAMP4', 'VPS50', 'DNM2', 'STX4', 'IGF2R', 'AP1S3', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'ANTXR1', 'VAMP3', 'AP1M1', 'STX12', 'HSPA8', 'VAMP8', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A']
36	REAC	REAC:R-HSA-432720	Lysosome Vesicle Biogenesis	1.3063196660412722e-25	True	Lysosome Vesicle Biogenesis	35	101	16	17376	0.1584158415841584	0.4571428571428571	query_1	['REAC:R-HSA-199992']	['AP1G2', 'VAMP7', 'AP1B1', 'CHMP2A', 'HGS', 'CLTC', 'VAMP2', 'AP1S1', 'AP1M2', 'AP1G1', 'DNM2', 'AP1S3', 'AP1S2', 'AP1M1', 'HSPA8', 'VAMP8']
37	GO:BP	GO:0008104	protein localization	1.5747385601588335e-25	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2400	101	61	17376	0.6039603960396039	0.0254166666666666	query_1	['GO:0070727']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
38	GO:BP	GO:0070727	cellular macromolecule localization	1.8730814699662247e-25	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2410	101	61	17376	0.6039603960396039	0.025311203319502	query_1	['GO:0033036', 'GO:0051641']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
39	GO:CC	GO:0012505	endomembrane system	2.50294479437697e-25	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4428	101	77	17376	0.7623762376237624	0.0173893405600722	query_1	['GO:0110165']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'ATP10A', 'PICALM', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'SNAP23', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
40	GO:CC	GO:0030665	clathrin-coated vesicle membrane	2.50294479437697e-25	True	"""The lipid bilayer surrounding a clathrin-coated vesicle."" [GOC:mah]"	129	101	22	17376	0.2178217821782178	0.1705426356589147	query_1	['GO:0030136', 'GO:0030662']	['AP1G2', 'VAMP7', 'AP1B1', 'SYT1', 'CLTC', 'VAMP2', 'SLC17A7', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'VAMP4', 'IGF2R', 'AP1S3', 'AP1S2', 'VAMP3', 'AP1M1', 'HSPA8', 'AFTPH', 'VAMP8', 'RAB3A']
41	GO:CC	GO:0098796	membrane protein complex	5.6145093480277895e-25	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1247	101	46	17376	0.4554455445544554	0.036888532477947	query_1	['GO:0016020', 'GO:0032991']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'PICALM', 'CLTC', 'GOSR2', 'VAMP2', 'STX7', 'STX1A', 'STX6', 'SLC17A7', 'AP1S1', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'HSPG2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'NAPA', 'STX5']
42	GO:BP	GO:0051179	localization	6.69400599963383e-25	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4982	101	81	17376	0.801980198019802	0.016258530710558	query_1	['GO:0008150']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
43	GO:BP	GO:0051641	cellular localization	1.0526892643923874e-24	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3253	101	68	17376	0.6732673267326733	0.0209037811251152	query_1	['GO:0009987', 'GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'SLC17A7', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
44	GO:BP	GO:0140056	organelle localization by membrane tethering	7.457091419837846e-24	True	"""The process by which an organelle membrane interacts with another membrane via molecular tethers that physically bridge the two membranes and attach them to each other."" [PMID:27875684]"	82	101	19	17376	0.1881188118811881	0.2317073170731707	query_1	['GO:0022406', 'GO:0051640']	['VTI1B', 'SYT1', 'STX7', 'STX1A', 'STX6', 'STX10', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STX12', 'STXBP1', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'RAB3A', 'STX5']
45	GO:BP	GO:0010256	endomembrane system organization	1.0272744304683213e-23	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endomembrane system."" [GOC:mah, GOC:sm]"	566	101	34	17376	0.3366336633663366	0.0600706713780918	query_1	['GO:0016043']	['AP1B1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10A', 'COLEC12', 'STAM2', 'ATP8B1', 'STX1A', 'STX6', 'AP1S1', 'STX3', 'STAM', 'AP1G1', 'VAMP4', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'AP1M1', 'SEC22B', 'STXBP1', 'SNAP47', 'SNAP29', 'VPS51', 'RAB3A', 'STX5']
46	GO:CC	GO:0030121	AP-1 adaptor complex	3.055328016026346e-23	True	"""A heterotetrameric AP-type membrane coat adaptor complex that consists of beta1, gamma, mu1 and sigma1 subunits and links clathrin to the membrane surface of a vesicle; vesicles with AP-1-containing coats are normally found primarily in the trans-Golgi network. In at least humans, the AP-1 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different genes (gamma1 and gamma2, mu1A and mu1B, and sigma1A, sigma1B and sigma1C)."" [GOC:mah, PMID:10611976, PMID:21097499]"	12	101	11	17376	0.1089108910891089	0.9166666666666666	query_1	['GO:0030130', 'GO:0030131']	['AP1G2', 'AP1B1', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
47	GO:BP	GO:0022406	membrane docking	7.55308875556735e-23	True	"""The initial attachment of a membrane or protein to a target membrane. Docking requires only that the proteins come close enough to interact and adhere."" [GOC:isa_complete, PMID:27875684]"	92	101	19	17376	0.1881188118811881	0.2065217391304347	query_1	['GO:0009987']	['VTI1B', 'SYT1', 'STX7', 'STX1A', 'STX6', 'STX10', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STX12', 'STXBP1', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'RAB3A', 'STX5']
48	GO:BP	GO:0016197	endosomal transport	1.261466702212955e-22	True	"""The directed movement of substances mediated by an endosome, a membrane-bounded organelle that carries materials enclosed in the lumen or located in the endosomal membrane."" [ISBN:0198506732]"	243	101	25	17376	0.2475247524752475	0.102880658436214	query_1	['GO:0016192', 'GO:0046907']	['GOSR1', 'VTI1B', 'VTI1A', 'TINAGL1', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'VPS52', 'STX6', 'VPS54', 'STX10', 'STAM', 'VAMP4', 'VPS50', 'HEATR5B', 'VPS53', 'RAB9A', 'VAMP3', 'STX12', 'STX16', 'EIPR1', 'VPS51', 'STX5']
49	GO:BP	GO:0048278	vesicle docking	2.028408393448333e-22	True	"""The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere."" [GOC:ai, GOC:jid]"	64	101	17	17376	0.1683168316831683	0.265625	query_1	['GO:0016192', 'GO:0140056']	['VTI1B', 'SYT1', 'STX7', 'STX1A', 'STX6', 'STX10', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STX12', 'STXBP1', 'STX16', 'STX8', 'RAB3A', 'STX5']
50	GO:CC	GO:0030130	clathrin coat of trans-Golgi network vesicle	2.2836107581506067e-22	True	"""A clathrin coat found on a vesicle of the trans-Golgi network."" [GOC:mah]"	18	101	12	17376	0.1188118811881188	0.6666666666666666	query_1	['GO:0005794', 'GO:0012510', 'GO:0030125']	['AP1G2', 'AP1B1', 'CLTC', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
51	GO:CC	GO:0031090	organelle membrane	3.2226270548923946e-22	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3435	101	66	17376	0.6534653465346535	0.0192139737991266	query_1	['GO:0016020', 'GO:0043227']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'SYT1', 'B4GALNT4', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'TMEM30A', 'ATP11A', 'STX1A', 'STX6', 'VPS54', 'SLC17A7', 'AP1S1', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'SNAP23', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
52	GO:CC	GO:0012510	trans-Golgi network transport vesicle membrane	3.2675772100931107e-21	True	"""The lipid bilayer surrounding a vesicle transporting substances between the trans-Golgi network and other parts of the cell."" [GOC:ai]"	21	101	12	17376	0.1188118811881188	0.5714285714285714	query_1	['GO:0030140', 'GO:0030658', 'GO:0030660', 'GO:0030665']	['AP1G2', 'AP1B1', 'CLTC', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
53	GO:CC	GO:0030140	trans-Golgi network transport vesicle	3.881531871967191e-21	True	"""A vesicle that mediates transport between the trans-Golgi network and other parts of the cell."" [GOC:mah]"	39	101	14	17376	0.1386138613861386	0.358974358974359	query_1	['GO:0005798', 'GO:0030133', 'GO:0030136']	['AP1G2', 'AP1B1', 'CLTC', 'AP1S1', 'AP1M2', 'SYNRG', 'AP1G1', 'SLC18A3', 'IGF2R', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH', 'FURIN']
54	GO:BP	GO:0006886	intracellular protein transport	5.1044131511852405e-21	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	863	101	37	17376	0.3663366336633663	0.0428736964078794	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']	['AP1G2', 'AP1B1', 'VTI1B', 'VTI1A', 'HGS', 'STAM2', 'CLTC', 'VPS52', 'VAMP2', 'STX7', 'TMEM30A', 'STX1A', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'STX1B', 'STX4', 'AP1S3', 'VPS53', 'AP1S2', 'AP1M1', 'STX12', 'HSPA8', 'STXBP1', 'STX16', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
55	GO:CC	GO:0008021	synaptic vesicle	8.841738710464461e-21	True	"""A secretory organelle, typically 50 nm in diameter, of presynaptic nerve terminals; accumulates in high concentrations of neurotransmitters and secretes these into the synaptic cleft by fusion with the 'active zone' of the presynaptic plasma membrane."" [PMID:10099709, PMID:12563290]"	207	101	22	17376	0.2178217821782178	0.1062801932367149	query_1	['GO:0070382', 'GO:0098793']	['VTI1B', 'VTI1A', 'SYT1', 'PICALM', 'VAMP2', 'STX7', 'STX1A', 'STX6', 'SLC17A7', 'STX10', 'STX3', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'VAMP1', 'STX12', 'LGI3', 'SNAP47', 'STX16', 'RAB3A']
56	GO:BP	GO:0140029	exocytic process	3.948708838028901e-20	True	"""The cellular processes that contribute to exocytosis."" [Wikipedia:Exocytosis]"	85	101	17	17376	0.1683168316831683	0.2	query_1	['GO:0006887', 'GO:0009987']	['VAMP7', 'VTI1B', 'SYT1', 'STX1A', 'STX3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'VAMP3', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
57	REAC	REAC:R-HSA-432722	Golgi Associated Vesicle Biogenesis	4.094136615696187e-20	True	Golgi Associated Vesicle Biogenesis	54	101	15	17376	0.1485148514851485	0.2777777777777778	query_1	['REAC:R-HSA-199992']	['VAMP7', 'AP1B1', 'PICALM', 'VAMP2', 'AP1S1', 'AP1M2', 'AP1G1', 'DNM2', 'IGF2R', 'AP1S3', 'AP1S2', 'AP1M1', 'HSPA8', 'VAMP8', 'NAPA']
