COG5-CDG	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
25	GO:BP	GO:0012501	programmed cell death	2.2252231525804628e-36	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1961	101	63	21110	0.6237623762376238	0.0321264660887302	query_1	['GO:0008219']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'NLRC4', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBCK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
26	GO:BP	GO:0002376	immune system process	6.20572980443903e-36	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2710	101	70	21110	0.693069306930693	0.025830258302583	query_1	['GO:0008150']	['BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'CREBBP', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CHUK', 'CARD8', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'IKBKE', 'FYB1', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'NLRP3', 'LTA', 'RIPK1', 'TNFSF14', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
27	GO:BP	GO:1902533	positive regulation of intracellular signal transduction	6.78275714797562e-36	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	997	101	50	21110	0.495049504950495	0.0501504513540621	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'UBE2V1', 'MAP3K14', 'TRAF3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'MCL1', 'IKBKE', 'RBCK1', 'TBK1', 'TNF', 'RNF31', 'FADD', 'TNIP2', 'BID', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'CASP1', 'CASP8', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD']
28	WP	WP:WP1772	Apoptosis modulation and signaling	1.299824734618731e-35	True	Apoptosis modulation and signaling	90	92	30	8133	0.3260869565217391	0.3333333333333333	query_1	['WP:000000']	['BCL2L11', 'BAX', 'HSPA1A', 'TNFRSF1B', 'MAP3K14', 'TRAF3', 'BCL2', 'CASP10', 'TNFRSF1A', 'IKBKB', 'FASLG', 'MCL1', 'FAS', 'FADD', 'NFKB1', 'BID', 'BBC3', 'RIPK1', 'CFLAR', 'TRADD', 'BIRC3', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'TP53', 'BAD']
29	GO:BP	GO:0008219	cell death	1.987491483601553e-35	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2129	101	64	21110	0.6336633663366337	0.0300610615312353	query_1	['GO:0009987']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'NLRC4', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBCK1', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
30	GO:BP	GO:0051247	positive regulation of protein metabolic process	3.2545859872332547e-35	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1451	101	56	21110	0.5544554455445545	0.0385940730530668	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['BCL2L11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'UBE2V1', 'BCL2', 'CASP10', 'HSP90AB1', 'CARD8', 'TNFRSF1A', 'TAB2', 'RELA', 'NLRC4', 'FASLG', 'RBX1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'FADD', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'MALT1', 'TNIP1', 'HSP90AA1', 'FBXW11', 'SNX33', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2']
31	GO:BP	GO:0006915	apoptotic process	1.0562064741361722e-34	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1905	101	61	21110	0.6039603960396039	0.032020997375328	query_1	['GO:0012501']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'NLRC4', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBCK1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'LTBR', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
32	GO:BP	GO:0006952	defense response	1.3288436704213874e-34	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1823	101	60	21110	0.594059405940594	0.0329127811300054	query_1	['GO:0006950']	['SHARPIN', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'CASP5', 'IKBKE', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'NLRP3', 'LTA', 'RIPK1', 'TRADD', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'CASP1', 'CASP8', 'APP', 'TP53', 'BCL10', 'NLRP2', 'CDC37']
33	GO:BP	GO:0006950	response to stress	1.4366225646502061e-34	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	4017	101	79	21110	0.7821782178217822	0.0196664177246701	query_1	['GO:0050896']	['SHARPIN', 'BCL2L11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'NLRP3', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
34	REAC	REAC:R-HSA-168898	Toll-like Receptor Cascades	1.965177562403616e-34	True	Toll-like Receptor Cascades	165	94	33	10790	0.351063829787234	0.2	query_1	['REAC:R-HSA-168249']	['MAP3K8', 'TANK', 'NFKBIB', 'UBE2V1', 'TRAF3', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'IKBKE', 'BTRC', 'TBK1', 'FADD', 'NFKB1', 'TNIP2', 'RIPK1', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'APP', 'TAB3', 'CUL1', 'TP53', 'UBE2N']
35	GO:BP	GO:0006955	immune response	3.6339694235371853e-34	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1946	101	61	21110	0.6039603960396039	0.0313463514902363	query_1	['GO:0002376', 'GO:0050896']	['CARD11', 'BAX', 'TANK', 'HSPA1A', 'TNFRSF1B', 'CREBBP', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CHUK', 'CARD8', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'IKBKE', 'FYB1', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'NLRP3', 'LTA', 'TNFSF14', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP1', 'CASP8', 'APP', 'TP53', 'BCL10', 'UBE2N', 'NLRP2', 'CDC37']
36	GO:BP	GO:0009966	regulation of signal transduction	3.876406904187257e-34	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	3003	101	71	21110	0.7029702970297029	0.0236430236430236	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'MCL1', 'IKBKE', 'RBX1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'TNIP1', 'HSP90AA1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'LTBR', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
37	GO:BP	GO:0007165	signal transduction	6.526525476960146e-34	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	6034	101	90	21110	0.8910891089108911	0.0149154789526019	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'FYB1', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'HSP90AA1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'RHPN2', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
38	GO:BP	GO:0009967	positive regulation of signal transduction	7.419329128418493e-34	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1538	101	56	21110	0.5544554455445545	0.036410923276983	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'CREBBP', 'UBE2V1', 'MAP3K14', 'TRAF3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'MCL1', 'IKBKE', 'RBCK1', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'LTBR', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD']
39	REAC	REAC:R-HSA-73887	Death Receptor Signaling	1.3191637076704077e-33	True	Death Receptor Signaling	140	94	31	10790	0.3297872340425531	0.2214285714285714	query_1	['REAC:R-HSA-162582']	['SHARPIN', 'BCL2L11', 'CASP10', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'RBCK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'RIPK1', 'CFLAR', 'TRADD', 'TAX1BP1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'BAD']
40	GO:BP	GO:0030162	regulation of proteolysis	2.6362012102724937e-33	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	708	101	43	21110	0.4257425742574257	0.0607344632768361	query_1	['GO:0006508', 'GO:0051246']	['BCL2L11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'CASP10', 'HSP90AB1', 'CARD8', 'NLRC4', 'FASLG', 'RBX1', 'BTRC', 'TNF', 'FAS', 'FADD', 'BID', 'NLRP3', 'BBC3', 'CFLAR', 'TNFSF14', 'MALT1', 'TNIP1', 'FBXW11', 'SNX33', 'BIRC3', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'BIRC2', 'SFN', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
41	GO:BP	GO:0045862	positive regulation of proteolysis	2.664125294313643e-33	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	358	101	35	21110	0.3465346534653465	0.0977653631284916	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['BCL2L11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CASP10', 'CARD8', 'NLRC4', 'FASLG', 'RBX1', 'BTRC', 'TNF', 'FAS', 'FADD', 'BID', 'NLRP3', 'BBC3', 'CFLAR', 'MALT1', 'TNIP1', 'FBXW11', 'SNX33', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'BAK1', 'CASP1', 'CASP8', 'FBXW7', 'BCL10', 'BAD', 'NLRP2']
42	GO:BP	GO:0019221	cytokine-mediated signaling pathway	5.210235176607224e-33	True	"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]"	482	101	38	21110	0.3762376237623762	0.0788381742738589	query_1	['GO:0007166', 'GO:0071345']	['SHARPIN', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'TRAF3', 'PYDC2', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'TNF', 'FAS', 'FADD', 'TNIP2', 'RIPK1', 'TRADD', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'PYCARD', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP1', 'CASP8', 'TP53', 'BAD', 'NLRP2', 'CDC37']
43	GO:BP	GO:0009605	response to external stimulus	7.766221884257865e-33	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]"	2900	101	69	21110	0.6831683168316832	0.0237931034482758	query_1	['GO:0050896']	['SHARPIN', 'BAX', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'TBKBP1', 'FASLG', 'CASP5', 'IKBKE', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'NLRP3', 'LTA', 'RIPK1', 'TNFSF14', 'TRADD', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TP53', 'BCL10', 'BAD', 'NLRP2', 'CDC37']
44	GO:BP	GO:0065009	regulation of molecular function	1.4161253822658198e-32	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2586	101	66	21110	0.6534653465346535	0.025522041763341	query_1	['GO:0065007']	['BCL2L11', 'CARD11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'NFKBIE', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TAB2', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
45	GO:BP	GO:0098542	defense response to other organism	1.7402461660320723e-32	True	"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]"	1243	101	51	21110	0.504950495049505	0.0410297666934835	query_1	['GO:0006952', 'GO:0051707']	['SHARPIN', 'TANK', 'HSPA1A', 'CREBBP', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'IKBKE', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'RNF31', 'FADD', 'TNIP2', 'PSTPIP1', 'NLRP3', 'LTA', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'CASP1', 'CASP8', 'TP53', 'BCL10', 'NLRP2', 'CDC37']
46	REAC	REAC:R-HSA-168256	Immune System	2.0996115100841087e-32	True	Immune System	2049	94	73	10790	0.776595744680851	0.0356271351878965	query_1	['REAC:0000000']	['BCL2L11', 'CARD11', 'MAP3K8', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'MCL1', 'IKBKE', 'RBX1', 'FYB1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'LTA', 'RIPK1', 'SKP1', 'TNFSF14', 'MALT1', 'LTB', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'UBE2N']
47	GO:BP	GO:0023056	positive regulation of signaling	3.8688695934668267e-32	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1742	101	57	21110	0.5643564356435643	0.0327210103329506	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'CREBBP', 'UBE2V1', 'MAP3K14', 'TRAF3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'MCL1', 'IKBKE', 'RBCK1', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'LTBR', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD']
