Myoclonic-astatic epilepsy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
21	GO:CC	GO:0030669	clathrin-coated endocytic vesicle membrane	2.65092492035938e-13	True	"""The lipid bilayer surrounding a clathrin-coated endocytic vesicle."" [GOC:mah]"	69	104	12	16420	0.1153846153846153	0.1739130434782608	query_1	['GO:0030665', 'GO:0030666', 'GO:0045334']	['LRP2', 'CLTC', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1']
9	REAC	REAC:R-HSA-8964043	Plasma lipoprotein clearance	5.289718027101326e-13	True	Plasma lipoprotein clearance	34	99	11	10022	0.1111111111111111	0.3235294117647059	query_1	['REAC:R-HSA-174824']	['CLTC', 'AP2M1', 'APOE', 'AP2B1', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'APOA1', 'AP2A1']
22	GO:CC	GO:0005788	endoplasmic reticulum lumen	5.536274529370316e-13	True	"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]"	296	104	19	16420	0.1826923076923076	0.0641891891891891	query_1	['GO:0005783', 'GO:0070013']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'LTBP1', 'PCSK9', 'ITIH2', 'APOA1', 'TF', 'FBN1', 'APOA2', 'FGG', 'APOA4', 'SERPINA1', 'VTN', 'APP', 'CP', 'ALB']
10	REAC	REAC:R-HSA-8964038	LDL clearance	5.772802761671946e-13	True	LDL clearance	17	99	9	10022	0.0909090909090909	0.5294117647058824	query_1	['REAC:R-HSA-8964043']	['CLTC', 'AP2M1', 'AP2B1', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'AP2A1']
23	GO:CC	GO:0005886	plasma membrane	6.470311069305773e-13	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4850	104	68	16420	0.6538461538461539	0.014020618556701	query_1	['GO:0016020', 'GO:0071944']	['SLC6A1', 'C3', 'ITGB1', 'SYNE1', 'TCN2', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'HEPH', 'ADD2', 'FGA', 'ITGB3', 'TGFB3', 'AMPH', 'ADD3', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'CD320', 'AP2B1', 'SCN1A', 'ITGA2B', 'ITGA5', 'HFE', 'SYNE2', 'NTSR2', 'FYN', 'MYO6', 'LDLR', 'CDK14', 'AP2S1', 'PCSK9', 'SYNGAP1', 'AP2A2', 'LDLRAP1', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'AP2A1', 'FGB', 'FGR', 'FGG', 'MUSK', 'CFB', 'AGRN', 'CTSG', 'DMTN', 'NLN', 'VTN', 'SLC40A1', 'TLN1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'CP', 'NUMB', 'ADD1']
24	GO:CC	GO:0030135	coated vesicle	6.4949374589858e-13	True	"""Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."" [ISBN:0815316194]"	300	104	19	16420	0.1826923076923076	0.0633333333333333	query_1	['GO:0031410']	['LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1', 'SERPINA1', 'APP', 'DAB2', 'NUMB']
25	GO:CC	GO:0030054	cell junction	6.852595521617886e-13	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2080	104	44	16420	0.4230769230769231	0.0211538461538461	query_1	['GO:0110165']	['SLC6A1', 'ITGB1', 'NTS', 'SYNE1', 'ITGB5', 'ITGAV', 'SRC', 'ADD2', 'ITGB3', 'AMPH', 'ADD3', 'CLTC', 'SLC2A1', 'AP2M1', 'LRP4', 'APOE', 'AP2B1', 'SCN1A', 'ITGA2B', 'ITGA5', 'SYNE2', 'FYN', 'AP2S1', 'SYNGAP1', 'AP2A2', 'BIN1', 'NTSR1', 'LRP1', 'TFR2', 'AP2A1', 'FGB', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'SLC40A1', 'TLN1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'NUMB', 'ADD1']
26	GO:CC	GO:0030665	clathrin-coated vesicle membrane	1.1062601824028893e-12	True	"""The lipid bilayer surrounding a clathrin-coated vesicle."" [GOC:mah]"	129	104	14	16420	0.1346153846153846	0.1085271317829457	query_1	['GO:0030136', 'GO:0030662']	['LRP2', 'CLTC', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1', 'DAB2']
11	REAC	REAC:R-HSA-114608	Platelet degranulation 	1.360679651577708e-12	True	Platelet degranulation 	121	99	16	10022	0.1616161616161616	0.1322314049586777	query_1	['REAC:R-HSA-76005']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'APOA1', 'TF', 'ORM2', 'FGB', 'FGG', 'SERPINA1', 'TLN1', 'APP', 'A1BG', 'ALB', 'ORM1']
4	GO:BP	GO:0060627	regulation of vesicle-mediated transport	1.8296890084788027e-12	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	519	103	25	15719	0.2427184466019417	0.048169556840077	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['C3', 'APOC3', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'AP2M1', 'APOE', 'HFE', 'AP2S1', 'PCSK9', 'LDLRAP1', 'BIN1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'FGB', 'APOA2', 'FGR', 'FGG', 'VTN', 'APOC2', 'DAB2', 'NUMB']
12	REAC	REAC:R-HSA-76005	Response to elevated platelet cytosolic Ca2+	2.4092860913024922e-12	True	Response to elevated platelet cytosolic Ca2+	126	99	16	10022	0.1616161616161616	0.1269841269841269	query_1	['REAC:R-HSA-76002']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'APOA1', 'TF', 'ORM2', 'FGB', 'FGG', 'SERPINA1', 'TLN1', 'APP', 'A1BG', 'ALB', 'ORM1']
27	GO:CC	GO:0030136	clathrin-coated vesicle	3.09612447339749e-12	True	"""A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."" [GOC:mah, PMID:11252894]"	206	104	16	16420	0.1538461538461538	0.0776699029126213	query_1	['GO:0030135']	['LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1', 'DAB2', 'NUMB']
28	GO:CC	GO:0036020	endolysosome membrane	3.3016068550358205e-12	True	"""The lipid bilayer surrounding an endolysosome. An endolysosome is a transient hybrid organelle formed by fusion of a late endosome with a lysosome."" [GOC:pde]"	20	104	8	16420	0.0769230769230769	0.4	query_1	['GO:0005765', 'GO:0010008', 'GO:0036019']	['CLTC', 'AP2M1', 'AP2B1', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'AP2A1']
29	GO:CC	GO:0031093	platelet alpha granule lumen	3.533907903783273e-12	True	"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]"	65	104	11	16420	0.1057692307692307	0.1692307692307692	query_1	['GO:0031091', 'GO:0034774']	['FN1', 'FGA', 'TGFB3', 'ORM2', 'FGB', 'FGG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
5	GO:BP	GO:1905952	regulation of lipid localization	3.833899929157783e-12	True	"""Any process that modulates the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	161	103	16	15719	0.1553398058252427	0.0993788819875776	query_1	['GO:0010876', 'GO:0032879']	['C3', 'APOC3', 'ITGAV', 'SPP1', 'ITGB3', 'APOE', 'PCSK9', 'AGT', 'LDLRAP1', 'NTSR1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2', 'DAB2']
6	GO:BP	GO:0032368	regulation of lipid transport	3.833899929157783e-12	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	103	15	15719	0.145631067961165	0.112781954887218	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['APOC3', 'ITGAV', 'SPP1', 'ITGB3', 'APOE', 'PCSK9', 'AGT', 'LDLRAP1', 'NTSR1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2', 'DAB2']
13	REAC	REAC:R-HSA-975634	Retinoid metabolism and transport	5.298536780963772e-12	True	Retinoid metabolism and transport	42	99	11	10022	0.1111111111111111	0.2619047619047619	query_1	['REAC:R-HSA-2187338', 'REAC:R-HSA-6806667']	['APOC3', 'LRP2', 'APOE', 'LDLR', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'AGRN', 'APOC2', 'LRP8']
14	REAC	REAC:R-HSA-3000178	ECM proteoglycans	6.047469295064322e-12	True	ECM proteoglycans	73	99	13	10022	0.1313131313131313	0.1780821917808219	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TGFB3', 'LRP4', 'ITGA2B', 'MUSK', 'AGRN', 'VTN', 'ITGB6', 'APP']
8	GO:BP	GO:0051128	regulation of cellular component organization	7.03515673293251e-12	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	103	48	15719	0.4660194174757281	0.0204516403919897	query_1	['GO:0016043', 'GO:0050794']	['C3', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ADD2', 'ITGB3', 'TGFB3', 'ADD3', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'HFE', 'SYNE2', 'FYN', 'LDLR', 'AP2S1', 'PCSK9', 'SYNGAP1', 'AGT', 'LDLRAP1', 'FBLN5', 'BIN1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'APOA2', 'FGR', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'VTN', 'APOC2', 'TLN1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB', 'ADD1', 'ELN']
7	GO:BP	GO:0007229	integrin-mediated signaling pathway	7.03515673293251e-12	True	"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	113	103	14	15719	0.1359223300970873	0.1238938053097345	query_1	['GO:0007166']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'ITGA2B', 'ITGA5', 'APOA1', 'FGR', 'DMTN', 'TLN1', 'PTK2', 'ITGB6']
30	GO:CC	GO:0098794	postsynapse	1.1555295131043398e-11	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	104	24	16420	0.2307692307692307	0.0380952380952381	query_1	['GO:0045202', 'GO:0110165']	['SLC6A1', 'ITGB1', 'SYNE1', 'SRC', 'ADD2', 'ITGB3', 'ADD3', 'AP2M1', 'LRP4', 'AP2B1', 'ITGA5', 'FYN', 'AP2S1', 'SYNGAP1', 'AP2A2', 'NTSR1', 'TFR2', 'AP2A1', 'MUSK', 'DMTN', 'LRP8', 'PTK2', 'APP', 'ADD1']
31	GO:CC	GO:0034774	secretory granule lumen	1.3168455416328023e-11	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	313	104	18	16420	0.173076923076923	0.0575079872204472	query_1	['GO:0030141', 'GO:0060205']	['C3', 'FN1', 'FGA', 'TGFB3', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'FGR', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
15	REAC	REAC:R-HSA-6806667	Metabolism of fat-soluble vitamins	1.3988604453885449e-11	True	Metabolism of fat-soluble vitamins	46	99	11	10022	0.1111111111111111	0.2391304347826087	query_1	['REAC:R-HSA-196854']	['APOC3', 'LRP2', 'APOE', 'LDLR', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'AGRN', 'APOC2', 'LRP8']
33	GO:CC	GO:0060205	cytoplasmic vesicle lumen	1.4936586639955518e-11	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	104	18	16420	0.173076923076923	0.0569620253164556	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['C3', 'FN1', 'FGA', 'TGFB3', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'FGR', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
32	GO:CC	GO:0045202	synapse	1.4936586639955518e-11	True	"""The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]"	1367	104	34	16420	0.3269230769230769	0.0248719824433065	query_1	['GO:0030054']	['SLC6A1', 'ITGB1', 'NTS', 'SYNE1', 'SRC', 'ADD2', 'ITGB3', 'AMPH', 'ADD3', 'SLC2A1', 'AP2M1', 'LRP4', 'APOE', 'AP2B1', 'ITGA5', 'FYN', 'AP2S1', 'SYNGAP1', 'AP2A2', 'BIN1', 'NTSR1', 'TFR2', 'AP2A1', 'FGB', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'NUMB', 'ADD1']
9	GO:BP	GO:0051239	regulation of multicellular organismal process	1.515760381375338e-11	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	103	52	15719	0.5048543689320388	0.0185053380782918	query_1	['GO:0032501', 'GO:0050789']	['C3', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'CD320', 'LOX', 'ITGA5', 'HFE', 'FYN', 'LDLR', 'PCSK9', 'SYNGAP1', 'AGT', 'LDLRAP1', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'FBN1', 'ORM2', 'FGB', 'APOA2', 'FBN2', 'FGR', 'FGG', 'APOA4', 'AGRN', 'CTSG', 'MFAP2', 'DMTN', 'VTN', 'APOC2', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'NUMB', 'ADD1', 'ORM1']
34	GO:CC	GO:0031983	vesicle lumen	1.5740586318868602e-11	True	"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]"	318	104	18	16420	0.173076923076923	0.0566037735849056	query_1	['GO:0031982', 'GO:0043233']	['C3', 'FN1', 'FGA', 'TGFB3', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'FGR', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'APP', 'A1BG', 'ALB', 'ORM1']
10	GO:BP	GO:0007160	cell-matrix adhesion	1.9957068769941487e-11	True	"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]"	220	103	17	15719	0.1650485436893204	0.0772727272727272	query_1	['GO:0031589']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'ITGA5', 'FBLN5', 'FGB', 'FGG', 'DMTN', 'VTN', 'TLN1', 'PTK2', 'ITGB6']
35	GO:CC	GO:0009986	cell surface	2.089903521788735e-11	True	"""The external part of the cell wall and/or plasma membrane."" [GOC:jl, GOC:mtg_sensu, GOC:sm]"	850	104	27	16420	0.2596153846153846	0.0317647058823529	query_1	['GO:0110165']	['SLC6A1', 'C3', 'ITGB1', 'TCN2', 'ITGB5', 'ITGAV', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'LRP4', 'ITGA2B', 'ITGA5', 'HFE', 'LDLR', 'PCSK9', 'NTSR1', 'TF', 'TFR2', 'FGB', 'FGG', 'APOA4', 'TLN1', 'LRP8', 'ITGB6', 'APP']
11	GO:BP	GO:0031589	cell-substrate adhesion	2.1655702832083412e-11	True	"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]"	345	103	20	15719	0.1941747572815534	0.0579710144927536	query_1	['GO:0007155']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'ITGA5', 'FBLN5', 'FBLN2', 'APOA1', 'FGB', 'FGG', 'DMTN', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'DAB2']
16	REAC	REAC:R-HSA-382551	Transport of small molecules	2.441756530722073e-11	True	Transport of small molecules	675	99	30	10022	0.303030303030303	0.0444444444444444	query_1	['REAC:0000000']	['SLC6A1', 'APOC3', 'HBB', 'HEPH', 'ADD2', 'ADD3', 'CLTC', 'SLC2A1', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'HFE', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'APOA1', 'TF', 'TFR2', 'AP2A1', 'APOA2', 'APOA4', 'DMTN', 'APOC2', 'SLC40A1', 'CP', 'ADD1', 'ALB']
17	REAC	REAC:R-HSA-354192	Integrin signaling	4.214625186750723e-11	True	Integrin signaling	26	99	9	10022	0.0909090909090909	0.3461538461538461	query_1	['REAC:R-HSA-162582', 'REAC:R-HSA-76009']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
12	GO:BP	GO:0051179	localization	4.459396126749556e-11	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4977	103	69	15719	0.6699029126213593	0.0138637733574442	query_1	['GO:0008150']	['SLC6A1', 'C3', 'ITGB1', 'APOC3', 'SYNE1', 'TCN2', 'ITGAV', 'HBB', 'SRC', 'HEPH', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'AMPH', 'HBD', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'CD320', 'AP2B1', 'SCN1A', 'HFE', 'SYNE2', 'FYN', 'MYO6', 'TPD52', 'LDLR', 'AP2S1', 'PCSK9', 'SYNGAP1', 'AGT', 'AP2A2', 'LDLRAP1', 'FBLN5', 'BIN1', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'FBN1', 'TFR2', 'AP2A1', 'FGB', 'APOA2', 'FBN2', 'FGR', 'FGG', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'VTN', 'APOC2', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'CP', 'NUMB', 'ALB', 'HPX']
13	GO:BP	GO:0048259	regulation of receptor-mediated endocytosis	4.9693506810211344e-11	True	"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	107	103	13	15719	0.1262135922330097	0.1214953271028037	query_1	['GO:0006898', 'GO:0030100']	['C3', 'APOC3', 'ITGAV', 'ITGB3', 'AP2M1', 'HFE', 'PCSK9', 'LDLRAP1', 'TF', 'VTN', 'APOC2', 'DAB2', 'NUMB']
14	GO:BP	GO:0071825	protein-lipid complex subunit organization	5.562357292345453e-11	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein-lipid complex."" [GOC:mah]"	45	103	10	15719	0.0970873786407767	0.2222222222222222	query_1	['GO:0043933']	['APOC3', 'SNX9', 'APOE', 'AGT', 'BIN1', 'APOA1', 'APOA2', 'MPO', 'APOA4', 'APOC2']
36	GO:CC	GO:0036019	endolysosome	8.413111799031486e-11	True	"""An transient hybrid organelle formed by fusion of a late endosome with a lysosome, and in which active degradation takes place."" [GOC:pde, PMID:21878991]"	29	104	8	16420	0.0769230769230769	0.2758620689655172	query_1	['GO:0005764', 'GO:0005768']	['CLTC', 'AP2M1', 'AP2B1', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'AP2A1']
18	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	8.725090805533483e-11	True	Platelet activation, signaling and aggregation	252	99	19	10022	0.1919191919191919	0.0753968253968253	query_1	['REAC:R-HSA-109582']	['FN1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'FYN', 'APOA1', 'TF', 'ORM2', 'FGB', 'FGG', 'SERPINA1', 'TLN1', 'PTK2', 'APP', 'A1BG', 'ALB', 'ORM1']
15	GO:BP	GO:0097006	regulation of plasma lipoprotein particle levels	1.1110196873066908e-10	True	"""Any process involved in the maintenance of internal levels of plasma lipoprotein particles within an organism."" [GOC:BHF]"	67	103	11	15719	0.1067961165048543	0.1641791044776119	query_1	['GO:0050789']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'AGT', 'LDLRAP1', 'APOA1', 'APOA2', 'MPO', 'APOA4', 'APOC2']
19	REAC	REAC:R-HSA-8856828	Clathrin-mediated endocytosis	1.719384354865449e-10	True	Clathrin-mediated endocytosis	143	99	15	10022	0.1515151515151515	0.1048951048951049	query_1	['REAC:R-HSA-199991']	['AMPH', 'LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'AP2B1', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'BIN1', 'TF', 'AP2A1', 'DAB2']
16	GO:BP	GO:0031623	receptor internalization	1.9426615105709487e-10	True	"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]"	121	103	13	15719	0.1262135922330097	0.1074380165289256	query_1	['GO:0006898']	['ITGB1', 'ITGB3', 'CLTC', 'AP2M1', 'TFRC', 'AP2B1', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'LRP1', 'AP2A1', 'NUMB']
17	GO:BP	GO:0045807	positive regulation of endocytosis	1.9426615105709487e-10	True	"""Any process that activates or increases the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	151	103	14	15719	0.1359223300970873	0.0927152317880794	query_1	['GO:0006897', 'GO:0030100', 'GO:0051050', 'GO:0051130']	['C3', 'AP2M1', 'APOE', 'HFE', 'PCSK9', 'LDLRAP1', 'BIN1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'APOA2', 'VTN', 'DAB2']
18	GO:BP	GO:0051240	positive regulation of multicellular organismal process	1.975042818855126e-10	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1567	103	37	15719	0.3592233009708738	0.0236119974473516	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['C3', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'APOE', 'CD320', 'ITGA5', 'FYN', 'AGT', 'LDLRAP1', 'BIN1', 'NTSR1', 'LRP1', 'TF', 'ORM2', 'FGB', 'APOA2', 'FBN2', 'FGR', 'FGG', 'AGRN', 'MFAP2', 'DMTN', 'VTN', 'APOC2', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB', 'ORM1']
37	GO:CC	GO:0030662	coated vesicle membrane	2.039576856585513e-10	True	"""The lipid bilayer surrounding a coated vesicle."" [GOC:mah]"	193	104	14	16420	0.1346153846153846	0.0725388601036269	query_1	['GO:0030135', 'GO:0030659', 'GO:0098588']	['LRP2', 'CLTC', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'TF', 'AP2A1', 'DAB2']
19	GO:BP	GO:0065008	regulation of biological quality	3.70444567546477e-10	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2763	103	49	15719	0.4757281553398058	0.0177343467245747	query_1	['GO:0065007']	['SLC6A1', 'ITGB1', 'NTS', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'ADD2', 'FGA', 'ITGB3', 'ADD3', 'SNX9', 'AP2M1', 'LRP4', 'APOE', 'AP2B1', 'SCN1A', 'HFE', 'NTSR2', 'FYN', 'AP2S1', 'SYNGAP1', 'AGT', 'AP2A2', 'BIN1', 'NTSR1', 'APOA1', 'TF', 'TFR2', 'AP2A1', 'FGB', 'APOA2', 'FGR', 'FGG', 'MUSK', 'AGRN', 'CTSG', 'DMTN', 'SERPINA1', 'VTN', 'TLN1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB', 'ADD1', 'ELN']
38	GO:CC	GO:0005768	endosome	6.30527811528796e-10	True	"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]"	989	104	27	16420	0.2596153846153846	0.0273003033367037	query_1	['GO:0012505', 'GO:0031410']	['ITGB1', 'APOC3', 'SRC', 'LRP2', 'CLTC', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'HFE', 'FYN', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'BIN1', 'APOA1', 'LRP1', 'TF', 'AP2A1', 'APOA2', 'APOA4', 'APOC2', 'APP', 'NUMB']
