Mandibuloacral dysplasia with type A lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
27	GO:CC	GO:0043233	organelle lumen	1.4829572179516752e-35	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5406	102	93	17376	0.9117647058823528	0.0172031076581576	query_1	['GO:0031974', 'GO:0043226']	['RBBP8', 'HUS1', 'RPA4', 'MTX2', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MICOS13', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'RPA3', 'PMS2', 'PARP1', 'APOOL', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'EMD', 'RMI2', 'POLE2', 'DNAJC11', 'RMI1', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'IMMT', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
28	GO:CC	GO:0070013	intracellular organelle lumen	1.4829572179516752e-35	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5406	102	93	17376	0.9117647058823528	0.0172031076581576	query_1	['GO:0043229', 'GO:0043233']	['RBBP8', 'HUS1', 'RPA4', 'MTX2', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MICOS13', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'RPA3', 'PMS2', 'PARP1', 'APOOL', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'EMD', 'RMI2', 'POLE2', 'DNAJC11', 'RMI1', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'IMMT', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
29	GO:CC	GO:0031974	membrane-enclosed lumen	1.4829572179516752e-35	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5406	102	93	17376	0.9117647058823528	0.0172031076581576	query_1	['GO:0110165']	['RBBP8', 'HUS1', 'RPA4', 'MTX2', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MICOS13', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'RPA3', 'PMS2', 'PARP1', 'APOOL', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'EMD', 'RMI2', 'POLE2', 'DNAJC11', 'RMI1', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'IMMT', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
30	GO:BP	GO:0010212	response to ionizing radiation	6.098314670802638e-35	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	102	29	17376	0.284313725490196	0.2027972027972027	query_1	['GO:0009314']	['HUS1', 'RAD9B', 'MSH2', 'TP53BP1', 'DCLRE1C', 'RAD51AP1', 'XRCC6', 'PAXIP1', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'BARD1', 'POLB', 'WRN', 'TP53', 'RNF8']
31	GO:BP	GO:0000725	recombinational repair	2.9950071430663143e-34	True	"""A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."" [GOC:elh]"	171	102	30	17376	0.2941176470588235	0.175438596491228	query_1	['GO:0006281', 'GO:0006310']	['RBBP8', 'HUS1', 'RPA4', 'NBN', 'TP53BP1', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'WDR48', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'PARP1', 'XRCC5', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'BRCA1', 'XRCC1', 'WRN', 'RMI2', 'RMI1']
32	GO:BP	GO:0009314	response to radiation	5.777587217534581e-34	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	433	102	39	17376	0.3823529411764705	0.0900692840646651	query_1	['GO:0009628']	['HUS1', 'RAD9B', 'XPA', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'DCLRE1C', 'RAD51AP1', 'XRCC6', 'PAXIP1', 'LIG4', 'FEN1', 'H2AX', 'OGG1', 'BRCA2', 'RAD1', 'PCNA', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'POLD1', 'BARD1', 'POLB', 'WRN', 'TP53', 'PNKP', 'RNF8', 'MSH6']
33	GO:CC	GO:0000781	chromosome, telomeric region	1.015435072511276e-33	True	"""The end of a linear chromosome, required for the integrity and maintenance of the end. A chromosome telomere usually includes a region of telomerase-encoded repeats the length of which rarely exceeds 20 bp each and that permits the formation of a telomeric loop (T-loop). The telomeric repeat region is usually preceded by a sub-telomeric region that is gene-poor but rich in repetitive elements. Some telomeres only consist of the latter part (for eg. D. melanogaster telomeres)."" [GOC:elh]"	166	102	29	17376	0.284313725490196	0.1746987951807229	query_1	['GO:0098687']	['RPA4', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'LIG4', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'CDK2', 'PRKDC', 'XRCC1', 'POLD1', 'WRN', 'RNF8']
34	REAC	REAC:R-HSA-5358508	Mismatch Repair	2.47928535812656e-33	True	Mismatch Repair	15	102	15	17376	0.1470588235294117	1.0	query_1	['REAC:R-HSA-73894']	['MSH2', 'POLD3', 'MLH1', 'POLD4', 'RPA2', 'MSH3', 'LIG1', 'PCNA', 'RPA3', 'PMS2', 'RPA1', 'EXO1', 'POLD1', 'POLD2', 'MSH6']
35	GO:BP	GO:0006950	response to stress	3.4810482839364934e-33	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3769	102	81	17376	0.7941176470588235	0.0214911117007163	query_1	['GO:0050896']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'BRCA2', 'POLA1', 'RAD1', 'PCNA', 'RPA3', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'TOP3A', 'APEX1', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'CHCHD6', 'POLD1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
36	GO:CC	GO:0000228	nuclear chromosome	9.460607679238164e-33	True	"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"	227	102	31	17376	0.3039215686274509	0.1365638766519823	query_1	['GO:0005694', 'GO:0031981']	['HUS1', 'RPA4', 'RAD9B', 'XPA', 'POLD3', 'RAD50', 'MLH1', 'POLD4', 'H2AX', 'RPA2', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'BLM', 'RAD9A', 'POLE3', 'RAD51', 'PRIM2', 'HUS1B', 'BRCA1', 'POLA2', 'POLD1', 'POLE2', 'POLE', 'POLD2']
37	GO:BP	GO:0051052	regulation of DNA metabolic process	1.8672000318739648e-32	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	515	102	40	17376	0.392156862745098	0.0776699029126213	query_1	['GO:0006259', 'GO:0019219', 'GO:0060255']	['RBBP8', 'LMNA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'WRN', 'RMI2', 'TP53', 'PNKP', 'RNF8', 'MSH6']
38	REAC	REAC:R-HSA-9709603	Impaired BRCA2 binding to PALB2	1.9476437969414244e-32	True	Impaired BRCA2 binding to PALB2	24	102	17	17376	0.1666666666666666	0.7083333333333334	query_1	['REAC:R-HSA-9701190']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
39	REAC	REAC:R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	4.7412251032112717e-32	True	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	25	102	17	17376	0.1666666666666666	0.68	query_1	['REAC:R-HSA-73933']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'POLE3', 'APEX1', 'POLD1', 'POLB', 'POLE2', 'POLE', 'POLD2']
40	REAC	REAC:R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	4.7412251032112717e-32	True	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	25	102	17	17376	0.1666666666666666	0.68	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
41	REAC	REAC:R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	4.7412251032112717e-32	True	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	25	102	17	17376	0.1666666666666666	0.68	query_1	['REAC:R-HSA-9701193']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
42	REAC	REAC:R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	4.7412251032112717e-32	True	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	25	102	17	17376	0.1666666666666666	0.68	query_1	['REAC:R-HSA-9701193']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
43	REAC	REAC:R-HSA-9701193	Defective homologous recombination repair (HRR) due to PALB2 loss of function	4.7412251032112717e-32	True	Defective homologous recombination repair (HRR) due to PALB2 loss of function	25	102	17	17376	0.1666666666666666	0.68	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
44	REAC	REAC:R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	1.7494551714691058e-31	True	PCNA-Dependent Long Patch Base Excision Repair	21	102	16	17376	0.1568627450980392	0.7619047619047619	query_1	['REAC:R-HSA-110373']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'APEX1', 'POLD1', 'POLB', 'POLE2', 'POLE', 'POLD2']
45	GO:CC	GO:0005657	replication fork	2.0165036793781096e-31	True	"""The Y-shaped region of a replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes."" [GOC:mah, ISBN:0198547684]"	71	102	22	17376	0.2156862745098039	0.3098591549295774	query_1	['GO:0005694', 'GO:0110165']	['RPA4', 'XPA', 'NBN', 'TP53BP1', 'POLD3', 'POLD4', 'H2AX', 'RPA2', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'BLM', 'MRE11', 'PRIM2', 'POLA2', 'POLD1', 'WRN', 'TP53', 'POLD2']
46	GO:BP	GO:0000724	double-strand break repair via homologous recombination	2.464731135223748e-31	True	"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"	167	102	28	17376	0.2745098039215686	0.1676646706586826	query_1	['GO:0000725', 'GO:0006302']	['RBBP8', 'HUS1', 'RPA4', 'NBN', 'TP53BP1', 'RAD52', 'RAD51AP1', 'LIG3', 'WDR48', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'PARP1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'BRCA1', 'XRCC1', 'WRN', 'RMI2', 'RMI1']
47	REAC	REAC:R-HSA-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	3.0097293563582944e-31	True	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	14	102	14	17376	0.1372549019607843	1.0	query_1	['REAC:R-HSA-5358508']	['MSH2', 'POLD3', 'MLH1', 'POLD4', 'RPA2', 'MSH3', 'LIG1', 'PCNA', 'RPA3', 'PMS2', 'RPA1', 'EXO1', 'POLD1', 'POLD2']
48	REAC	REAC:R-HSA-73884	Base Excision Repair	3.0097293563582944e-31	True	Base Excision Repair	88	102	23	17376	0.2254901960784313	0.2613636363636363	query_1	['REAC:R-HSA-73894']	['POLD3', 'LIG3', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'OGG1', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'POLE3', 'APEX1', 'XRCC1', 'POLD1', 'POLB', 'POLE2', 'PNKP', 'NEIL1', 'POLE', 'POLD2']
49	REAC	REAC:R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	3.0097293563582944e-31	True	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	14	102	14	17376	0.1372549019607843	1.0	query_1	['REAC:R-HSA-5358508']	['MSH2', 'POLD3', 'MLH1', 'POLD4', 'RPA2', 'LIG1', 'PCNA', 'RPA3', 'PMS2', 'RPA1', 'EXO1', 'POLD1', 'POLD2', 'MSH6']
50	REAC	REAC:R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	3.0097293563582944e-31	True	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	27	102	17	17376	0.1666666666666666	0.6296296296296297	query_1	['REAC:R-HSA-5693537']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
51	REAC	REAC:R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	8.637523553393865e-31	True	Regulation of TP53 Activity through Phosphorylation	92	102	23	17376	0.2254901960784313	0.25	query_1	['REAC:R-HSA-5633007']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'RAD50', 'RPA2', 'RAD1', 'RPA3', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53']
52	REAC	REAC:R-HSA-69481	G2/M Checkpoints	9.115543681001412e-31	True	G2/M Checkpoints	167	102	27	17376	0.2647058823529412	0.1616766467065868	query_1	['REAC:R-HSA-69620']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'RPA3', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53', 'RNF8']
53	GO:BP	GO:0000723	telomere maintenance	1.2307568108882038e-30	True	"""Any process that contributes to the maintenance of proper telomeric length and structure by affecting and monitoring the activity of telomeric proteins, the length of telomeric DNA and the replication and repair of the DNA. These processes includes those that shorten, lengthen, replicate and repair the telomeric DNA sequences."" [GOC:BHF, GOC:BHF_telomere, GOC:elh, GOC:rl, PMID:11092831]"	155	102	27	17376	0.2647058823529412	0.1741935483870967	query_1	['GO:0006259', 'GO:0032200']	['HUS1', 'LMNA', 'NBN', 'RAD50', 'DCLRE1C', 'XRCC6', 'FEN1', 'RPA2', 'BRCA2', 'PCNA', 'RPA3', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'EXO1', 'HUS1B', 'PRKDC', 'XRCC1', 'WRN', 'PNKP']
54	REAC	REAC:R-HSA-69183	Processive synthesis on the lagging strand	4.0046329568718425e-30	True	Processive synthesis on the lagging strand	15	102	14	17376	0.1372549019607843	0.9333333333333332	query_1	['REAC:R-HSA-69186']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
55	GO:CC	GO:0090734	site of DNA damage	4.025982361687921e-29	True	"""A region of a chromosome at which DNA damage has occurred. DNA damage signaling and repair proteins accumulate at the lesion to respond to the damage and repair the DNA to form a continuous DNA helix."" [GOC:pg]"	104	102	23	17376	0.2254901960784313	0.2211538461538461	query_1	['GO:0005694', 'GO:0110165']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'NBN', 'TP53BP1', 'RAD50', 'APLF', 'H2AX', 'RPA2', 'RPA3', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'RPA1', 'MRE11', 'RAD51', 'HUS1B', 'XRCC1', 'TP53', 'PNKP', 'RNF8']
56	REAC	REAC:R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	7.052009583764348e-29	True	Resolution of D-loop Structures through Holliday Junction Intermediates	34	102	17	17376	0.1666666666666666	0.5	query_1	['REAC:R-HSA-5693537']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
57	REAC	REAC:R-HSA-5693537	Resolution of D-Loop Structures	1.323518494275371e-28	True	Resolution of D-Loop Structures	35	102	17	17376	0.1666666666666666	0.4857142857142857	query_1	['REAC:R-HSA-5685942']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
58	GO:BP	GO:0032200	telomere organization	1.562299505750609e-28	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	184	102	27	17376	0.2647058823529412	0.1467391304347826	query_1	['GO:0051276']	['HUS1', 'LMNA', 'NBN', 'RAD50', 'DCLRE1C', 'XRCC6', 'FEN1', 'RPA2', 'BRCA2', 'PCNA', 'RPA3', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'EXO1', 'HUS1B', 'PRKDC', 'XRCC1', 'WRN', 'PNKP']
59	GO:BP	GO:0051276	chromosome organization	3.2585545727400183e-28	True	"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	617	102	39	17376	0.3823529411764705	0.0632090761750405	query_1	['GO:0006996']	['HUS1', 'LMNA', 'BRIP1', 'XPA', 'NBN', 'MSH2', 'RAD50', 'DCLRE1C', 'XRCC6', 'LIG4', 'MLH1', 'FEN1', 'RPA2', 'MSH3', 'BRCA2', 'PCNA', 'RPA3', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'EXO1', 'HUS1B', 'CDK2', 'PRKDC', 'XRCC1', 'WRN', 'RMI2', 'TP53', 'PNKP', 'BANF1']
60	GO:BP	GO:0090304	nucleic acid metabolic process	4.46545479107547e-28	True	"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]"	4724	102	83	17376	0.8137254901960784	0.0175698560541913	query_1	['GO:0006139', 'GO:0043170']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
61	GO:BP	GO:0000077	DNA damage checkpoint signaling	5.229742743193741e-28	True	"""A signal transduction process that contributes to a DNA damage checkpoint."" [GOC:mah]"	127	102	24	17376	0.2352941176470588	0.1889763779527559	query_1	['GO:0031570', 'GO:0042770']	['HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
