Williams syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
23	GO:BP	GO:0050900	leukocyte migration	1.8086181305183387e-20	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	378	118	30	15719	0.2542372881355932	0.0793650793650793	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'ITGA9', 'VEGFB', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'RET', 'SOS1', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'JAM3', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ITGA3', 'JAM2', 'FLT1', 'PGF']
3	GO:CC	GO:0071944	cell periphery	4.411369070843e-20	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	118	89	16420	0.7542372881355932	0.0168656433579685	query_1	['GO:0110165']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'STX1A', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NCF1', 'LAT', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'MFAP3', 'NRP2', 'LCP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'MFAP2', 'SH3GL2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'TLN1', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1', 'MFAP4', 'GRAP2']
24	GO:BP	GO:0051239	regulation of multicellular organismal process	4.87055323960508e-20	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	118	68	15719	0.576271186440678	0.0241992882562277	query_1	['GO:0032501', 'GO:0050789']	['LIMK1', 'MET', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'GAB1', 'LOX', 'STX1A', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'BCL7B', 'ZAP70', 'GTF2I', 'LYN', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'MFAP2', 'ADAM12', 'VTN', 'GAB2', 'GTF2IRD1', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
25	GO:BP	GO:0006935	chemotaxis	4.87055323960508e-20	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	593	118	35	15719	0.2966101694915254	0.0590219224283305	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'RET', 'SOS1', 'GAB1', 'LOX', 'FYN', 'LYN', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
26	GO:BP	GO:0042330	taxis	5.2391618664111084e-20	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	595	118	35	15719	0.2966101694915254	0.0588235294117647	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'RET', 'SOS1', 'GAB1', 'LOX', 'FYN', 'LYN', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
27	GO:BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	5.4061677990206677e-20	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]"	53	118	16	15719	0.135593220338983	0.3018867924528302	query_1	['GO:0007169']	['VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'ITGA5', 'FYN', 'KDR', 'VAV1', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'FLT1', 'PGF']
28	GO:BP	GO:0098609	cell-cell adhesion	2.302922673025898e-18	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	118	39	15719	0.3305084745762712	0.0446735395189003	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'RET', 'SHC1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'JAM3', 'EGFR', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'EMILIN1', 'ITGB7', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D']
4	GO:CC	GO:0043235	receptor complex	1.3938833549599146e-17	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	466	118	29	16420	0.2457627118644068	0.0622317596566523	query_1	['GO:0032991']	['MET', 'ITGB1', 'ITGA9', 'ITGB5', 'PLXNB1', 'ITGAV', 'ITGB3', 'RET', 'ITGA2B', 'ITGA5', 'ITGA4', 'ZAP70', 'LYN', 'NRP2', 'EGFR', 'ITGAE', 'KDR', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'ITGB6', 'NRP1', 'EMILIN1', 'ITGB7', 'ITGA3', 'PDGFRA', 'FLT1', 'PLXNA1']
29	GO:BP	GO:0009719	response to endogenous stimulus	1.6683114748296922e-17	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	118	50	15719	0.423728813559322	0.0307881773399014	query_1	['GO:0050896']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'LTBP1', 'SOS1', 'GAB1', 'LOX', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
30	GO:BP	GO:0071495	cellular response to endogenous stimulus	4.467315833458825e-17	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	118	46	15719	0.3898305084745763	0.0332129963898917	query_1	['GO:0009719']	['RAPGEF1', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'LTBP1', 'SOS1', 'GAB1', 'LOX', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'FBN2', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
5	GO:CC	GO:0030054	cell junction	4.898705715592829e-17	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2080	118	54	16420	0.4576271186440678	0.0259615384615384	query_1	['GO:0110165']	['LIMK1', 'ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'ITK', 'LRP4', 'SOS1', 'GAB1', 'STX1A', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'VAV1', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'CRKL', 'TLN1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PDGFRA', 'FLT1']
31	GO:BP	GO:0042325	regulation of phosphorylation	5.270826314513662e-17	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1135	118	42	15719	0.3559322033898305	0.0370044052863436	query_1	['GO:0016310', 'GO:0019220']	['MET', 'MLXIPL', 'VEGFB', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
5	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	8.350804241218442e-17	True	Platelet activation, signaling and aggregation	252	108	26	10022	0.2407407407407407	0.1031746031746031	query_1	['REAC:R-HSA-109582']	['VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'FYN', 'LAT', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'VEGFA', 'TLN1', 'PTK2', 'LCK', 'THBS1', 'PTPN11']
32	GO:BP	GO:0006468	protein phosphorylation	9.51125462608991e-17	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	118	47	15719	0.3983050847457627	0.0317139001349527	query_1	['GO:0016310', 'GO:0036211']	['LIMK1', 'MET', 'MLXIPL', 'VEGFB', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'BAZ1B', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
6	REAC	REAC:R-HSA-194138	Signaling by VEGF	1.0301074444456673e-16	True	Signaling by VEGF	104	108	19	10022	0.1759259259259259	0.1826923076923076	query_1	['REAC:R-HSA-9006934']	['VEGFB', 'ITGAV', 'BCAR1', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'FYN', 'NCF1', 'NRP2', 'KDR', 'VAV1', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'FLT1', 'PGF']
7	REAC	REAC:R-HSA-6806834	Signaling by MET	1.3584997147436775e-16	True	Signaling by MET	75	108	17	10022	0.1574074074074074	0.2266666666666666	query_1	['REAC:R-HSA-9006934']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'SOS1', 'GAB1', 'SH3KBP1', 'SH3GL2', 'CRKL', 'PTK2', 'ITGA3', 'CBL', 'PTPN11']
33	GO:BP	GO:0001568	blood vessel development	2.774629176722869e-16	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	118	33	15719	0.2796610169491525	0.04860088365243	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'LOX', 'ITGA2B', 'ITGA5', 'GTF2I', 'NRP2', 'LOXL1', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
34	GO:BP	GO:0019220	regulation of phosphate metabolic process	5.930400850351153e-16	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1280	118	43	15719	0.3644067796610169	0.03359375	query_1	['GO:0006796', 'GO:0051174']	['MET', 'MLXIPL', 'VEGFB', 'DNAJC30', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
35	GO:BP	GO:0051174	regulation of phosphorus metabolic process	5.935824484959704e-16	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1281	118	43	15719	0.3644067796610169	0.033567525370804	query_1	['GO:0006793', 'GO:0031323']	['MET', 'MLXIPL', 'VEGFB', 'DNAJC30', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
36	GO:BP	GO:0001932	regulation of protein phosphorylation	5.957378901249244e-16	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1031	118	39	15719	0.3305084745762712	0.037827352085354	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['MLXIPL', 'VEGFB', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
37	GO:BP	GO:0051128	regulation of cellular component organization	7.860960126139916e-16	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	118	57	15719	0.4830508474576271	0.0242863229654878	query_1	['GO:0016043', 'GO:0050794']	['LIMK1', 'MET', 'RAPGEF1', 'ITGB1', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'PLCG2', 'LRP4', 'STX1A', 'PXN', 'FYN', 'BCL7B', 'SMARCA5', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VTN', 'BAZ1B', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
38	GO:BP	GO:0001944	vasculature development	8.843249692925682e-16	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	709	118	33	15719	0.2796610169491525	0.0465444287729196	query_1	['GO:0048731', 'GO:0072359']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'LOX', 'ITGA2B', 'ITGA5', 'GTF2I', 'NRP2', 'LOXL1', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
39	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	1.086279261359732e-15	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1113	118	40	15719	0.3389830508474576	0.0359389038634321	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'HGF', 'RET', 'SHC1', 'GAB1', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'GTF2I', 'GRB2', 'NRP2', 'JAM3', 'KDR', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VTN', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
40	GO:BP	GO:0002682	regulation of immune system process	1.3668824618971704e-15	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	118	44	15719	0.3728813559322034	0.0318379160636758	query_1	['GO:0002376', 'GO:0050789']	['LIMK1', 'RAPGEF1', 'VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'LOX', 'FYN', 'ITGA4', 'NCF1', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'LCP2', 'JAM3', 'FBN1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'SH3KBP1', 'CRKL', 'GAB2', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'JAM2', 'PTPN11', 'PGF', 'MFAP4']
41	GO:BP	GO:0072359	circulatory system development	2.821821445729981e-15	True	"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]"	1083	118	39	15719	0.3305084745762712	0.0360110803324099	query_1	['GO:0048731']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'LOX', 'ITGA2B', 'ITGA5', 'GTF2I', 'NRP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VCAM1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'ELN', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
8	REAC	REAC:R-HSA-109582	Hemostasis	2.9981971974078202e-15	True	Hemostasis	608	108	35	10022	0.324074074074074	0.0575657894736842	query_1	['REAC:0000000']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LAT', 'LYN', 'LCP2', 'JAM3', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'VEGFA', 'TLN1', 'L1CAM', 'PTK2', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11']
42	GO:BP	GO:0016310	phosphorylation	3.3402975525188217e-15	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1704	118	48	15719	0.4067796610169492	0.028169014084507	query_1	['GO:0006796']	['LIMK1', 'MET', 'MLXIPL', 'VEGFB', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'CRKL', 'VTN', 'BAZ1B', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
43	GO:BP	GO:0060326	cell chemotaxis	3.748925451724595e-15	True	"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]"	301	118	23	15719	0.1949152542372881	0.0764119601328903	query_1	['GO:0006935', 'GO:0016477', 'GO:0070887']	['MET', 'ITGA9', 'VEGFB', 'BCAR1', 'CRK', 'HGF', 'GAB1', 'LOX', 'LYN', 'JAM3', 'KDR', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'FLT1', 'PGF']
45	GO:BP	GO:0035295	tube development	3.88719985312818e-15	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	118	38	15719	0.3220338983050847	0.0367504835589942	query_1	['GO:0007275', 'GO:0048856']	['MET', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'RET', 'SHC1', 'SOS1', 'GAB1', 'LOX', 'ITGA2B', 'ITGA5', 'GTF2I', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PDGFRA', 'FLT1', 'PGF']
44	GO:BP	GO:0048514	blood vessel morphogenesis	3.88719985312818e-15	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	597	118	30	15719	0.2542372881355932	0.050251256281407	query_1	['GO:0001568', 'GO:0035239']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'LOX', 'ITGA2B', 'ITGA5', 'GTF2I', 'NRP2', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
46	GO:BP	GO:0010810	regulation of cell-substrate adhesion	4.0892972388485606e-15	True	"""Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	205	118	20	15719	0.1694915254237288	0.0975609756097561	query_1	['GO:0030155', 'GO:0031589']	['FN1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'ITGA5', 'FBLN2', 'KDR', 'VCL', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3']
