Keppen-Lubinsky syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
28	REAC	REAC:R-HSA-8964315	G beta:gamma signalling through BTK	1.570752714371388e-34	True	G beta:gamma signalling through BTK	18	84	17	10022	0.2023809523809523	0.9444444444444444	query_1	['REAC:R-HSA-397795']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'GNG12', 'BTK', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
29	REAC	REAC:R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	4.0506223627616546e-34	True	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	38	84	21	10022	0.25	0.5526315789473685	query_1	['REAC:R-HSA-390466']	['GNB3', 'GNA11', 'GNG5', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'PDCL', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'RGS7']
30	REAC	REAC:R-HSA-397795	G-protein beta:gamma signalling	4.948546180429983e-34	True	G-protein beta:gamma signalling	32	84	20	10022	0.238095238095238	0.625	query_1	['REAC:R-HSA-388396']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'PLCB1', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'RHOA', 'GNG7', 'GNB2', 'PLCB3', 'GNG12', 'BTK', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
7	GO:CC	GO:0071944	cell periphery	3.1719770198830016e-32	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	100	90	16420	0.9	0.0170551449687322	query_1	['GO:0110165']	['TRO', 'KCNJ16', 'GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'ICAM3', 'PLXNB1', 'PLXNA2', 'CNNM2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'KCNJ15', 'ANKRD13B', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'PTK7', 'ICAM2', 'FYN', 'KCTD16', 'MTNR1A', 'PDZK1', 'ADRA2C', 'CNNM4', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'KCNJ9', 'KCNJ4', 'TMEM161B', 'KCNJ5', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'KCNJ6', 'GNG12', 'HTR1D', 'BTK', 'PTGIR', 'ADCY3', 'KCNJ2', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'RGS17', 'NRP1', 'GPR26', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'KCNJ14', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'KCNJ12', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
8	GO:CC	GO:0019898	extrinsic component of membrane	4.034683848233669e-32	True	"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"	286	100	33	16420	0.33	0.1153846153846153	query_1	['GO:0016020', 'GO:0110165']	['GNB3', 'GNA11', 'ARHGEF25', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNAL', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'RHOA', 'GNG7', 'GNAS', 'GNB2', 'GNAO1', 'GNG12', 'GNAT2', 'GNB1', 'GNAI3', 'GNA13', 'GNAT3', 'GNAI1', 'GNG3', 'GNAZ', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12']
31	REAC	REAC:R-HSA-112316	Neuronal System	2.7660296298247646e-31	True	Neuronal System	378	84	38	10022	0.4523809523809524	0.1005291005291005	query_1	['REAC:0000000']	['KCNJ16', 'GNB3', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'KCNJ15', 'PLCB1', 'GNAL', 'GNB4', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'KCNJ10', 'GNG7', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'PLCB3', 'GNG12', 'ADCY3', 'KCNJ2', 'GNB1', 'GABBR2', 'GNAI3', 'GNAT3', 'KCNJ3', 'GNAI1', 'GNG3', 'KCNJ14', 'GNG4', 'KCNJ12', 'GNGT1']
32	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	1.3768989766450033e-30	True	Platelet activation, signaling and aggregation	252	84	33	10022	0.3928571428571428	0.1309523809523809	query_1	['REAC:R-HSA-109582']	['GNB3', 'GNA11', 'TBXA2R', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'ADRA2C', 'RHOA', 'P2RY12', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNA13', 'GNAT3', 'MAGED2', 'GNAI1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A']
33	REAC	REAC:R-HSA-451326	Activation of kainate receptors upon glutamate binding	4.024025357443506e-30	True	Activation of kainate receptors upon glutamate binding	30	84	18	10022	0.2142857142857142	0.6	query_1	['REAC:R-HSA-112314']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'PLCB1', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'PLCB3', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
34	REAC	REAC:R-HSA-8964616	G beta:gamma signalling through CDC42	5.056126560126149e-30	True	G beta:gamma signalling through CDC42	20	84	16	10022	0.1904761904761904	0.8	query_1	['REAC:R-HSA-397795']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
35	REAC	REAC:R-HSA-392451	G beta:gamma signalling through PI3Kgamma	7.272661447803845e-30	True	G beta:gamma signalling through PI3Kgamma	25	84	17	10022	0.2023809523809523	0.68	query_1	['REAC:R-HSA-397795']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'RHOA', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
9	GO:CC	GO:0098797	plasma membrane protein complex	3.0660185407189296e-29	True	"""Any protein complex that is part of the plasma membrane."" [GOC:dos]"	632	100	40	16420	0.4	0.0632911392405063	query_1	['GO:0005886', 'GO:0098796']	['KCNJ16', 'GNB3', 'GNA11', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNAL', 'GNB4', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'KCNJ4', 'KCNJ5', 'GNAS', 'GNB2', 'GNAO1', 'KCNJ6', 'GNG12', 'KCNJ2', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'GNAT3', 'KCNJ3', 'GNAI1', 'GNG3', 'GNAZ', 'KCNJ14', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12']
36	REAC	REAC:R-HSA-4086398	Ca2+ pathway	5.216305700696438e-29	True	Ca2+ pathway	59	84	21	10022	0.25	0.3559322033898305	query_1	['REAC:R-HSA-3858494']	['GNB3', 'GNG5', 'PRKCA', 'GNG13', 'GNB5', 'PLCB1', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'GNAO1', 'PLCB3', 'GNG12', 'GNAT2', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
37	REAC	REAC:R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	6.692724496527188e-28	True	ADORA2B mediated anti-inflammatory cytokines production	122	84	25	10022	0.2976190476190476	0.2049180327868852	query_1	['REAC:R-HSA-9662851']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
38	REAC	REAC:R-HSA-416482	G alpha (12/13) signalling events	7.66836181079147e-28	True	G alpha (12/13) signalling events	78	84	22	10022	0.2619047619047619	0.282051282051282	query_1	['REAC:R-HSA-388396']	['GNB3', 'TBXA2R', 'GNG5', 'PLXNB1', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'RHOA', 'GNG7', 'GNB2', 'GNG12', 'BTK', 'GNB1', 'GNA13', 'GNG3', 'GNG4', 'GNGT1', 'GNA12']
10	GO:CC	GO:0098552	side of membrane	7.75754648868354e-28	True	"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]"	593	100	38	16420	0.38	0.0640809443507588	query_1	['GO:0016020', 'GO:0110165']	['GNB3', 'GNA11', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'RHOA', 'BTN2A2', 'GNG7', 'GNAS', 'GNB2', 'BTN2A1', 'GNAO1', 'CLEC4M', 'GNG12', 'GNAT2', 'GNB1', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'GNAI1', 'GNG3', 'GNAZ', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12']
39	REAC	REAC:R-HSA-420092	Glucagon-type ligand receptors	6.711413767847834e-27	True	Glucagon-type ligand receptors	33	84	17	10022	0.2023809523809523	0.5151515151515151	query_1	['REAC:R-HSA-373080']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
40	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	2.1314829080461296e-26	True	Leishmania parasite growth and survival	159	84	26	10022	0.3095238095238095	0.1635220125786163	query_1	['REAC:R-HSA-9658195']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
41	REAC	REAC:R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	2.1314829080461296e-26	True	Vasopressin regulates renal water homeostasis via Aquaporins	43	84	18	10022	0.2142857142857142	0.4186046511627907	query_1	['REAC:R-HSA-445717']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'ADCY3', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
42	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	2.1314829080461296e-26	True	Anti-inflammatory response favouring Leishmania parasite infection	159	84	26	10022	0.3095238095238095	0.1635220125786163	query_1	['REAC:R-HSA-9664433']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
43	REAC	REAC:R-HSA-418555	G alpha (s) signalling events	3.407794189946575e-26	True	G alpha (s) signalling events	142	84	25	10022	0.2976190476190476	0.176056338028169	query_1	['REAC:R-HSA-388396']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
44	REAC	REAC:R-HSA-416476	G alpha (q) signalling events	3.320725529535953e-25	True	G alpha (q) signalling events	199	84	27	10022	0.3214285714285714	0.135678391959799	query_1	['REAC:R-HSA-388396']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PRKCA', 'GNG13', 'GNB5', 'PLCB1', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'PLCB3', 'GNG12', 'BTK', 'GNB1', 'RGS17', 'GPR39', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1']
45	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	4.937575754029549e-25	True	Extra-nuclear estrogen signaling	73	84	20	10022	0.238095238095238	0.273972602739726	query_1	['REAC:R-HSA-8939211']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNAI3', 'GNAT3', 'GNAI1', 'GNG3', 'GNG4', 'GNGT1']
46	REAC	REAC:R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	7.052729984384777e-25	True	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	41	84	17	10022	0.2023809523809523	0.4146341463414634	query_1	['REAC:R-HSA-422356']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
48	REAC	REAC:R-HSA-163359	Glucagon signaling in metabolic regulation	8.000919964245373e-25	True	Glucagon signaling in metabolic regulation	33	84	16	10022	0.1904761904761904	0.4848484848484848	query_1	['REAC:R-HSA-163685']	['GNB3', 'GNG5', 'GNG13', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'ADCY3', 'GNB1', 'GNG3', 'GNG4']
47	REAC	REAC:R-HSA-445717	Aquaporin-mediated transport	8.000919964245373e-25	True	Aquaporin-mediated transport	51	84	18	10022	0.2142857142857142	0.3529411764705882	query_1	['REAC:R-HSA-382551']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'ADCY3', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
49	REAC	REAC:R-HSA-390466	Chaperonin-mediated protein folding	8.0798489192935235e-25	True	Chaperonin-mediated protein folding	89	84	21	10022	0.25	0.2359550561797752	query_1	['REAC:R-HSA-391251']	['GNB3', 'GNA11', 'GNG5', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'PDCL', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'RGS7']
50	REAC	REAC:R-HSA-391251	Protein folding	4.5591375764924514e-24	True	Protein folding	96	84	21	10022	0.25	0.21875	query_1	['REAC:R-HSA-392499']	['GNB3', 'GNA11', 'GNG5', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'PDCL', 'GNG7', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'RGS7']
51	REAC	REAC:R-HSA-500792	GPCR ligand binding	6.929721578273308e-24	True	GPCR ligand binding	407	84	33	10022	0.3928571428571428	0.081081081081081	query_1	['REAC:R-HSA-372790']	['GNB3', 'TBXA2R', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'MTNR1A', 'ADRA2C', 'P2RY12', 'GNG7', 'GNAS', 'GNB2', 'HTR1B', 'PTGER3', 'GNG12', 'HTR1D', 'PTGIR', 'GNB1', 'GABBR2', 'S1PR1', 'GPR39', 'GNG3', 'HTR1A', 'GNG4', 'GNGT1', 'ADRA2A', 'S1PR2']
11	GO:CC	GO:0016020	membrane	1.2292062835188909e-23	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8365	100	97	16420	0.97	0.0115959354453078	query_1	['GO:0110165']	['TRO', 'KCNJ16', 'GNB3', 'TMX4', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'ICAM3', 'PLXNB1', 'PLXNA2', 'CNNM2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'KCNJ15', 'ANKRD13B', 'PLCB1', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'RAP1GAP', 'GNG2', 'PTK7', 'ICAM2', 'FYN', 'KCTD16', 'MTNR1A', 'PDZK1', 'ADRA2C', 'CNNM4', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'KCNJ9', 'KCNJ4', 'TMEM161B', 'KCNJ5', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'KCNJ6', 'PLCB3', 'GNG12', 'HTR1D', 'OCIAD1', 'BTK', 'PTGIR', 'ADCY3', 'KCNJ2', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'RGS17', 'NRP1', 'MAGED2', 'GPR26', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'KCNJ14', 'GNAQ', 'HTR1A', 'TYW1B', 'SEMA4D', 'GNG4', 'KCNJ12', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
52	REAC	REAC:R-HSA-9658195	Leishmania infection	6.131962595867831e-23	True	Leishmania infection	242	84	27	10022	0.3214285714285714	0.1115702479338843	query_1	['REAC:R-HSA-5663205']	['GNB3', 'GNG5', 'GNAI2', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'BTK', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI3', 'GNAT3', 'GPR39', 'GNAI1', 'GNG3', 'GNAZ', 'GNG4', 'GNGT1']
53	REAC	REAC:R-HSA-162582	Signal Transduction	7.186457988609391e-22	True	Signal Transduction	2438	84	63	10022	0.75	0.0258408531583264	query_1	['REAC:0000000']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PLXNB1', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'MTNR1A', 'ADRA2C', 'RHOA', 'P2RY12', 'GNG7', 'RGS12', 'GNAS', 'GNB2', 'RGS20', 'GNAO1', 'HTR1B', 'PTGER3', 'PLCB3', 'GNG12', 'HTR1D', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'RGS17', 'NRP1', 'GPR39', 'GNAI1', 'FARP2', 'GNG3', 'GNAZ', 'GNAQ', 'HTR1A', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
54	REAC	REAC:R-HSA-3858494	Beta-catenin independent WNT signaling	1.1012102880372893e-21	True	Beta-catenin independent WNT signaling	143	84	22	10022	0.2619047619047619	0.1538461538461538	query_1	['REAC:R-HSA-195721']	['GNB3', 'GNG5', 'PRKCA', 'GNG13', 'GNB5', 'PLCB1', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'RHOA', 'GNG7', 'GNB2', 'GNAO1', 'PLCB3', 'GNG12', 'GNAT2', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
55	REAC	REAC:R-HSA-418346	Platelet homeostasis	1.1918843539641576e-20	True	Platelet homeostasis	82	84	18	10022	0.2142857142857142	0.2195121951219512	query_1	['REAC:R-HSA-109582']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
56	REAC	REAC:R-HSA-109582	Hemostasis	1.573573048770301e-20	True	Hemostasis	608	84	35	10022	0.4166666666666667	0.0575657894736842	query_1	['REAC:0000000']	['GNB3', 'GNA11', 'TBXA2R', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'FYN', 'ADRA2C', 'RHOA', 'P2RY12', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'PTGIR', 'GNB1', 'GNAI3', 'GNA13', 'GNAT3', 'MAGED2', 'GNAI1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A']
57	REAC	REAC:R-HSA-373080	Class B/2 (Secretin family receptors)	2.1050728944714588e-18	True	Class B/2 (Secretin family receptors)	89	84	17	10022	0.2023809523809523	0.1910112359550561	query_1	['REAC:R-HSA-500792']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
12	GO:CC	GO:0098796	membrane protein complex	2.9397903285170605e-18	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1249	100	40	16420	0.4	0.0320256204963971	query_1	['GO:0016020', 'GO:0032991']	['KCNJ16', 'GNB3', 'GNA11', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'GNA15', 'GNAL', 'GNB4', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'KCNJ4', 'KCNJ5', 'GNAS', 'GNB2', 'GNAO1', 'KCNJ6', 'GNG12', 'KCNJ2', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'GNAT3', 'KCNJ3', 'GNAI1', 'GNG3', 'GNAZ', 'KCNJ14', 'GNAQ', 'GNG4', 'GNGT1', 'GNA12']
2	GO:BP	GO:0023052	signaling	5.749460876583751e-17	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	99	80	15719	0.8080808080808081	0.0141267879215963	query_1	['GO:0050789']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'PLCB1', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'RAP1GAP', 'GNG2', 'PTK7', 'FYN', 'KCTD16', 'MTNR1A', 'ADRA2C', 'PDCL', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'KCNJ5', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'PLCB3', 'GNG12', 'HTR1D', 'OCIAD1', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'RGS17', 'NRP1', 'GPR26', 'GPR39', 'GNAI1', 'FARP2', 'GNG3', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
3	GO:BP	GO:0007165	signal transduction	9.459736539692452e-17	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	99	77	15719	0.7777777777777778	0.0146610814927646	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'GNG5', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'PLCB1', 'CD209', 'GNA15', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG11', 'GNG8', 'GNG10', 'RAP1GAP', 'GNG2', 'PTK7', 'FYN', 'KCTD16', 'MTNR1A', 'ADRA2C', 'PDCL', 'RHOA', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'GNAS', 'RIC8A', 'GNB2', 'RGS20', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'CLEC4M', 'PTGER3', 'PLCB3', 'GNG12', 'HTR1D', 'OCIAD1', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GABBR2', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'RGS17', 'NRP1', 'GPR26', 'GPR39', 'GNAI1', 'FARP2', 'GNG3', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
