Wiedemann-Rautenstrauch syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
35	GO:BP	GO:0009611	response to wounding	6.266948994448326e-18	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]"	552	101	29	17376	0.2871287128712871	0.0525362318840579	query_1	['GO:0006950']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'CRK', 'PLCG2', 'LOX', 'ITGA5', 'LYN', 'TNC', 'PAPSS2', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'VEGFA', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'THBS1', 'PDGFRA']
36	GO:BP	GO:0045785	positive regulation of cell adhesion	1.2138083877417816e-17	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	466	101	27	17376	0.2673267326732673	0.0579399141630901	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']	['FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'CRK', 'ITGA5', 'FYN', 'ITGA4', 'ADAM19', 'LYN', 'FBLN2', 'APOA1', 'FGB', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'VCAM1', 'LCK', 'EMILIN1', 'ITGA3', 'PTPN11']
37	GO:BP	GO:0050900	leukocyte migration	1.49509903497365e-17	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	379	101	25	17376	0.2475247524752475	0.0659630606860158	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'ITGA9', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SOS1', 'FYN', 'ITGA4', 'MADCAM1', 'LYN', 'JAM3', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ITGA3', 'JAM2']
38	GO:BP	GO:0002376	immune system process	3.058237286662561e-17	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2399	101	52	17376	0.5148514851485149	0.0216756982075864	query_1	['GO:0008150']	['RAPGEF1', 'ITGB1', 'ITGA9', 'FN1', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'POLR3E', 'ITK', 'PLCG2', 'SOS1', 'LOX', 'POLR3D', 'FYN', 'ITGA4', 'LAT', 'MADCAM1', 'LYN', 'GRB2', 'LCP2', 'JAM3', 'APOA1', 'FBN1', 'HSP90AA1', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'MFAP4']
39	GO:BP	GO:0034113	heterotypic cell-cell adhesion	3.058237286662561e-17	True	"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]"	59	101	14	17376	0.1386138613861386	0.2372881355932203	query_1	['GO:0098609']	['ITGB1', 'ITGAV', 'FGA', 'ITGB3', 'ITGA5', 'ITGA4', 'MADCAM1', 'JAM3', 'APOA1', 'FGB', 'FGG', 'VCAM1', 'LCK', 'ITGB7']
40	GO:BP	GO:0071495	cellular response to endogenous stimulus	1.6960918578284895e-16	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1384	101	40	17376	0.396039603960396	0.0289017341040462	query_1	['GO:0009719']	['RAPGEF1', 'ITGB5', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'LTBP1', 'SOS1', 'LOX', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LYN', 'GRB2', 'EGFR', 'URI1', 'FBN1', 'FGB', 'FBN2', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'AGRN', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'EMILIN1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA']
41	GO:BP	GO:0002682	regulation of immune system process	1.6960918578284895e-16	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1385	101	40	17376	0.396039603960396	0.0288808664259927	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'LOX', 'POLR3D', 'FYN', 'ITGA4', 'LAT', 'MADCAM1', 'LYN', 'GRB2', 'LCP2', 'JAM3', 'APOA1', 'FBN1', 'HSP90AA1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'JAM2', 'PTPN11', 'MFAP4']
42	GO:CC	GO:0062023	collagen-containing extracellular matrix	1.7037248562463778e-16	True	"""An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells."" [GOC:BHF, GOC:rph, PMID:21123617]"	387	101	24	17376	0.2376237623762376	0.0620155038759689	query_1	['GO:0031012']	['FN1', 'FGA', 'TGFB3', 'LTBP1', 'LOX', 'ADAM19', 'FBLN5', 'TNC', 'FBLN2', 'LOXL1', 'APOA1', 'FBN1', 'HSP90AA1', 'FGB', 'FBN2', 'FGG', 'AGRN', 'MFAP2', 'MFAP5', 'VTN', 'EMILIN1', 'THBS1', 'ELN', 'MFAP4']
43	REAC	REAC:R-HSA-202733	Cell surface interactions at the vascular wall	1.9595445929470843e-16	True	Cell surface interactions at the vascular wall	140	101	17	17376	0.1683168316831683	0.1214285714285714	query_1	['REAC:R-HSA-109582']	['ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'JAM3', 'PLCG1', 'LCK', 'ITGA3', 'JAM2', 'PTPN11']
44	REAC	REAC:R-HSA-3000178	ECM proteoglycans	2.3692143288662443e-16	True	ECM proteoglycans	73	101	14	17376	0.1386138613861386	0.1917808219178082	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TGFB3', 'LRP4', 'ITGA2B', 'TNC', 'MUSK', 'AGRN', 'VTN', 'ITGB6']
45	GO:BP	GO:0009653	anatomical structure morphogenesis	3.347008363263269e-16	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2538	101	52	17376	0.5148514851485149	0.020488573680063	query_1	['GO:0032502', 'GO:0048856']	['MET', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'CRK', 'SHC1', 'LRP4', 'SOS1', 'LOX', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'IQGAP1', 'SH3PXD2A', 'GRB2', 'TNC', 'JAM3', 'EGFR', 'APOA1', 'FBN1', 'HSP90AA1', 'VCL', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'PTK2', 'ITGB6', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'ELN', 'JAM2', 'PTPN11', 'PDGFRA']
46	GO:BP	GO:0051239	regulation of multicellular organismal process	8.842351463683869e-16	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2815	101	54	17376	0.5346534653465347	0.0191829484902309	query_1	['GO:0032501', 'GO:0050789']	['MET', 'ITGB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'POLR3D', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'EGFR', 'APOA1', 'FBN1', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA']
47	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	9.387315655430578e-16	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	101	23	17376	0.2277227722772277	0.0635359116022099	query_1	['GO:0006468', 'GO:0018212']	['MET', 'SRC', 'ITGB3', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA']
48	GO:BP	GO:0018212	peptidyl-tyrosine modification	1.025137342987745e-15	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	101	23	17376	0.2277227722772277	0.0631868131868131	query_1	['GO:0018193']	['MET', 'SRC', 'ITGB3', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA']
49	GO:BP	GO:0030335	positive regulation of cell migration	1.268021757724063e-15	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	514	101	26	17376	0.2574257425742574	0.0505836575875486	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']	['MET', 'ITGB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'PLCG2', 'ITGA5', 'ITGA4', 'MADCAM1', 'LYN', 'JAM3', 'EGFR', 'PLCG1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'THBS1', 'ITGA3', 'JAM2', 'PDGFRA']
50	REAC	REAC:R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	1.343906488638502e-15	True	Interleukin-3, Interleukin-5 and GM-CSF signaling	47	101	12	17376	0.1188118811881188	0.2553191489361702	query_1	['REAC:R-HSA-449147']	['RAPGEF1', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'FYN', 'LYN', 'VAV1', 'SYK', 'CRKL', 'CBL', 'PTPN11']
51	REAC	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	1.3993933252300544e-15	True	MAPK1/MAPK3 signaling	261	101	20	17376	0.198019801980198	0.0766283524904214	query_1	['REAC:R-HSA-5683057']	['MET', 'FN1', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'IQGAP1', 'EGFR', 'FGB', 'VCL', 'FGG', 'ERBB2', 'TLN1', 'PTK2', 'PTPN11', 'PDGFRA']
52	GO:BP	GO:1902533	positive regulation of intracellular signal transduction	2.4982845687599107e-15	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	962	101	33	17376	0.3267326732673267	0.0343035343035343	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'FYN', 'IQGAP1', 'LYN', 'EGFR', 'APOA1', 'HSP90AA1', 'FGB', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
53	GO:BP	GO:2000147	positive regulation of cell motility	2.8885137092952827e-15	True	"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]"	533	101	26	17376	0.2574257425742574	0.048780487804878	query_1	['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']	['MET', 'ITGB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'PLCG2', 'ITGA5', 'ITGA4', 'MADCAM1', 'LYN', 'JAM3', 'EGFR', 'PLCG1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'THBS1', 'ITGA3', 'JAM2', 'PDGFRA']
54	GO:CC	GO:0031012	extracellular matrix	3.251866387823168e-15	True	"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, NIF_Subcellular:nlx_subcell_20090513, PMID:21123617, PMID:28089324]"	498	101	25	17376	0.2475247524752475	0.0502008032128514	query_1	['GO:0030312']	['FN1', 'FGA', 'TGFB3', 'LTBP1', 'LOX', 'ADAM19', 'FBLN5', 'TNC', 'FBLN2', 'LOXL1', 'APOA1', 'FBN1', 'HSP90AA1', 'FGB', 'FBN2', 'FGG', 'VEGFA', 'AGRN', 'MFAP2', 'MFAP5', 'VTN', 'EMILIN1', 'THBS1', 'ELN', 'MFAP4']
55	GO:CC	GO:0030312	external encapsulating structure	3.251866387823168e-15	True	"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]"	498	101	25	17376	0.2475247524752475	0.0502008032128514	query_1	['GO:0071944', 'GO:0110165']	['FN1', 'FGA', 'TGFB3', 'LTBP1', 'LOX', 'ADAM19', 'FBLN5', 'TNC', 'FBLN2', 'LOXL1', 'APOA1', 'FBN1', 'HSP90AA1', 'FGB', 'FBN2', 'FGG', 'VEGFA', 'AGRN', 'MFAP2', 'MFAP5', 'VTN', 'EMILIN1', 'THBS1', 'ELN', 'MFAP4']
56	REAC	REAC:R-HSA-162582	Signal Transduction	3.686134226291829e-15	True	Signal Transduction	2436	101	49	17376	0.4851485148514851	0.0201149425287356	query_1	['REAC:0000000']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'LTBP1', 'SOS1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'IQGAP1', 'SH3PXD2A', 'LYN', 'EGFR', 'FBN1', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'TLN1', 'PTK2', 'ITGB6', 'LCK', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA']
57	REAC	REAC:R-HSA-186763	Downstream signal transduction	4.585121981336739e-15	True	Downstream signal transduction	26	101	10	17376	0.099009900990099	0.3846153846153846	query_1	['REAC:R-HSA-186797']	['RAPGEF1', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'PLCG1', 'CRKL', 'PTPN11', 'PDGFRA']
58	GO:BP	GO:0042325	regulation of phosphorylation	4.964325840043019e-15	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1133	101	35	17376	0.3465346534653465	0.0308914386584289	query_1	['GO:0016310', 'GO:0019220']	['MET', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
59	REAC	REAC:R-HSA-186797	Signaling by PDGF	5.264992600810371e-15	True	Signaling by PDGF	53	101	12	17376	0.1188118811881188	0.2264150943396226	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'BCAR1', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'SOS1', 'PLCG1', 'CRKL', 'THBS1', 'PTPN11', 'PDGFRA']
60	GO:BP	GO:0040017	positive regulation of locomotion	5.588859281254564e-15	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	549	101	26	17376	0.2574257425742574	0.0473588342440801	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['MET', 'ITGB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'PLCG2', 'ITGA5', 'ITGA4', 'MADCAM1', 'LYN', 'JAM3', 'EGFR', 'PLCG1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'THBS1', 'ITGA3', 'JAM2', 'PDGFRA']
61	GO:CC	GO:1990062	RPAP3/R2TP/prefoldin-like complex	7.128934204566971e-15	True	"""A protein complex first characterized in human and comprised of a R2TP module (R2TP complex), a prefoldin-like module (containing both prefoldin-like proteins and canonical prefoldins), WD40 repeat protein Monad/WDR92 and DNA-dependent RNA polymerase subunit RPB5. This complex might have chaperone activity."" [GOC:pr, PMID:20453924, PMID:21925213, PMID:22418846]"	11	101	8	17376	0.0792079207920792	0.7272727272727273	query_1	['GO:0032991']	['PDRG1', 'URI1', 'PFDN2', 'PFDN6', 'UXT', 'RPAP3', 'DNAAF10', 'PIH1D1']
62	GO:BP	GO:0034446	substrate adhesion-dependent cell spreading	7.163495203478132e-15	True	"""The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate."" [GOC:mah, GOC:pf, PMID:17050732]"	110	101	15	17376	0.1485148514851485	0.1363636363636363	query_1	['GO:0031589']	['FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'ITGA4', 'APOA1', 'FGB', 'FGG', 'CRKL', 'PTK2', 'ITGB7']
63	GO:CC	GO:0016272	prefoldin complex	7.198652442117102e-15	True	"""A multisubunit chaperone that is capable of delivering unfolded proteins to cytosolic chaperonin, which it acts as a cofactor for. In humans, the complex is a heterohexamer of two PFD-alpha and four PFD-beta type subunits. In Saccharomyces cerevisiae, it also acts in the nucleus to regulate the rate of elongation by RNA polymerase II via a direct effect on histone dynamics."" [GOC:jl, PMID:17384227, PMID:24068951, PMID:9630229]"	7	101	7	17376	0.0693069306930693	1.0	query_1	['GO:0032991']	['PFDN1', 'PDRG1', 'VBP1', 'PFDN5', 'PFDN4', 'PFDN2', 'PFDN6']
64	GO:BP	GO:0048584	positive regulation of response to stimulus	7.467380735007514e-15	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2115	101	46	17376	0.4554455445544554	0.0217494089834515	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'POLR3D', 'ITGA5', 'FYN', 'IQGAP1', 'LYN', 'GRB2', 'LCP2', 'EGFR', 'APOA1', 'HSP90AA1', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1', 'MFAP4']
65	GO:CC	GO:0030054	cell junction	9.342053931254878e-15	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2081	101	45	17376	0.4455445544554455	0.0216242191254204	query_1	['GO:0110165']	['ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'ITK', 'LRP4', 'SOS1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LAT', 'SH3PXD2A', 'LYN', 'GRB2', 'TNC', 'LCP2', 'JAM3', 'EGFR', 'FGB', 'VCL', 'VAV1', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'TLN1', 'PTK2', 'ITGB6', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PDGFRA']
66	REAC	REAC:R-HSA-6806834	Signaling by MET	1.1027882151017936e-14	True	Signaling by MET	75	101	13	17376	0.1287128712871287	0.1733333333333333	query_1	['REAC:R-HSA-9006934']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'CRKL', 'PTK2', 'ITGA3', 'CBL', 'PTPN11']
67	GO:CC	GO:0098552	side of membrane	1.1772983832637592e-14	True	"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]"	593	101	26	17376	0.2574257425742574	0.0438448566610455	query_1	['GO:0016020', 'GO:0110165']	['ITGB1', 'ITGA9', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'IQGAP1', 'LYN', 'ITGAE', 'FGB', 'SYK', 'FCGR1A', 'FGG', 'CDH1', 'PTK2B', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'THBS1', 'ITGA3', 'PDGFRA']
68	REAC	REAC:R-HSA-5673001	RAF/MAP kinase cascade	1.2842707447619622e-14	True	RAF/MAP kinase cascade	256	101	19	17376	0.1881188118811881	0.07421875	query_1	['REAC:R-HSA-5684996']	['MET', 'FN1', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'IQGAP1', 'EGFR', 'FGB', 'VCL', 'FGG', 'ERBB2', 'TLN1', 'PTK2', 'PDGFRA']
69	GO:BP	GO:0030334	regulation of cell migration	1.4218100612556062e-14	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	885	101	31	17376	0.3069306930693069	0.0350282485875706	query_1	['GO:0016477', 'GO:2000145']	['MET', 'ITGB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'PLCG2', 'ITGA5', 'ITGA4', 'MADCAM1', 'LYN', 'TNC', 'JAM3', 'EGFR', 'VCL', 'PLCG1', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PDGFRA']
70	REAC	REAC:R-HSA-5683057	MAPK family signaling cascades	1.5277190159839874e-14	True	MAPK family signaling cascades	300	101	20	17376	0.198019801980198	0.0666666666666666	query_1	['REAC:R-HSA-162582']	['MET', 'FN1', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'IQGAP1', 'EGFR', 'FGB', 'VCL', 'FGG', 'ERBB2', 'TLN1', 'PTK2', 'PTPN11', 'PDGFRA']
71	GO:BP	GO:0051174	regulation of phosphorus metabolic process	2.4158376806774356e-14	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1279	101	36	17376	0.3564356435643564	0.0281469898358092	query_1	['GO:0006793', 'GO:0031323']	['MET', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'URI1', 'APOA1', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
72	GO:BP	GO:0010811	positive regulation of cell-substrate adhesion	2.4158376806774356e-14	True	"""Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	120	101	15	17376	0.1485148514851485	0.125	query_1	['GO:0010810', 'GO:0031589', 'GO:0045785']	['FN1', 'FGA', 'ITGB3', 'CRK', 'ITGA5', 'FBLN2', 'APOA1', 'FGB', 'FGG', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'EMILIN1', 'ITGA3']
73	GO:BP	GO:0019220	regulation of phosphate metabolic process	2.4158376806774356e-14	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1278	101	36	17376	0.3564356435643564	0.028169014084507	query_1	['GO:0006796', 'GO:0051174']	['MET', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'URI1', 'APOA1', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
74	GO:BP	GO:0038093	Fc receptor signaling pathway	2.8312183082838788e-14	True	"""The series of molecular signals initiated by the binding of the Fc portion of an immunoglobulin to an Fc receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, Wikipedia:Fc_receptor]"	56	101	12	17376	0.1188118811881188	0.2142857142857142	query_1	['GO:0002768']	['RAPGEF1', 'SRC', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2', 'LCK']
