COG7-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
17	GO:BP	GO:0012501	programmed cell death	2.132107448437313e-31	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	101	63	15719	0.6237623762376238	0.034054054054054	query_1	['GO:0008219']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'NLRC4', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBCK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
18	GO:BP	GO:0006952	defense response	5.799247134555719e-31	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1650	101	60	15719	0.594059405940594	0.0363636363636363	query_1	['GO:0006950']	['SHARPIN', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'CASP5', 'IKBKE', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'NLRP3', 'LTA', 'RIPK1', 'TRADD', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'CASP1', 'CASP8', 'APP', 'TP53', 'BCL10', 'NLRP2', 'CDC37']
8	REAC	REAC:R-HSA-75893	TNF signaling	7.054599938303333e-31	True	TNF signaling	42	94	21	10022	0.2234042553191489	0.5	query_1	['REAC:R-HSA-73887']	['SHARPIN', 'CHUK', 'TNFRSF1A', 'TAB2', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'FADD', 'RIPK1', 'TRADD', 'TAX1BP1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'BIRC2', 'CASP8', 'TAB3']
19	GO:BP	GO:0008219	cell death	2.084451359750392e-30	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2011	101	64	15719	0.6336633663366337	0.0318249627051218	query_1	['GO:0009987']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'NLRC4', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBCK1', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
20	GO:BP	GO:0051247	positive regulation of protein metabolic process	2.084451359750392e-30	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	101	56	15719	0.5544554455445545	0.0399714489650249	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['BCL2L11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'UBE2V1', 'BCL2', 'CASP10', 'HSP90AB1', 'CARD8', 'TNFRSF1A', 'TAB2', 'RELA', 'NLRC4', 'FASLG', 'RBX1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'FADD', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'MALT1', 'TNIP1', 'HSP90AA1', 'FBXW11', 'SNX33', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2']
21	GO:BP	GO:0045862	positive regulation of proteolysis	2.118078219852334e-30	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	351	101	35	15719	0.3465346534653465	0.0997150997150997	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['BCL2L11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CASP10', 'CARD8', 'NLRC4', 'FASLG', 'RBX1', 'BTRC', 'TNF', 'FAS', 'FADD', 'BID', 'NLRP3', 'BBC3', 'CFLAR', 'MALT1', 'TNIP1', 'FBXW11', 'SNX33', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'BAK1', 'CASP1', 'CASP8', 'FBXW7', 'BCL10', 'BAD', 'NLRP2']
22	GO:BP	GO:0019221	cytokine-mediated signaling pathway	2.319193483291287e-30	True	"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]"	457	101	38	15719	0.3762376237623762	0.0831509846827133	query_1	['GO:0007166', 'GO:0071345']	['SHARPIN', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'TRAF3', 'PYDC2', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'TNF', 'FAS', 'FADD', 'TNIP2', 'RIPK1', 'TRADD', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'PYCARD', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP1', 'CASP8', 'TP53', 'BAD', 'NLRP2', 'CDC37']
9	REAC	REAC:R-HSA-168249	Innate Immune System	2.8110552547283018e-30	True	Innate Immune System	1022	94	56	10022	0.5957446808510638	0.0547945205479452	query_1	['REAC:R-HSA-168256']	['CARD11', 'MAP3K8', 'TANK', 'HSPA1A', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'NLRC4', 'IKBKE', 'BTRC', 'TBK1', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'RIPK1', 'SKP1', 'MALT1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'TP53', 'BCL10', 'UBE2N']
23	GO:BP	GO:0071356	cellular response to tumor necrosis factor	4.00984491268521e-30	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]"	215	101	30	15719	0.297029702970297	0.1395348837209302	query_1	['GO:0034612', 'GO:0071345']	['SHARPIN', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'TRAF3', 'PYDC2', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'TNF', 'FAS', 'NFKB1', 'RIPK1', 'TRADD', 'BIRC3', 'TRAF2', 'TNFAIP3', 'AIM2', 'PYCARD', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP1', 'CASP8', 'TP53', 'NLRP2']
24	GO:BP	GO:0006915	apoptotic process	4.722562207755976e-30	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	101	61	15719	0.6039603960396039	0.0339077265147304	query_1	['GO:0012501']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'NLRC4', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBCK1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'LTBR', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
25	GO:BP	GO:0030162	regulation of proteolysis	5.5664429840741614e-30	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	681	101	43	15719	0.4257425742574257	0.0631424375917768	query_1	['GO:0006508', 'GO:0051246']	['BCL2L11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'CASP10', 'HSP90AB1', 'CARD8', 'NLRC4', 'FASLG', 'RBX1', 'BTRC', 'TNF', 'FAS', 'FADD', 'BID', 'NLRP3', 'BBC3', 'CFLAR', 'TNFSF14', 'MALT1', 'TNIP1', 'FBXW11', 'SNX33', 'BIRC3', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'BIRC2', 'SFN', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
26	GO:BP	GO:0098542	defense response to other organism	7.577904363998098e-30	True	"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]"	1117	101	51	15719	0.504950495049505	0.045658012533572	query_1	['GO:0006952', 'GO:0051707']	['SHARPIN', 'TANK', 'HSPA1A', 'CREBBP', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'IKBKE', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'RNF31', 'FADD', 'TNIP2', 'PSTPIP1', 'NLRP3', 'LTA', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'CASP1', 'CASP8', 'TP53', 'BCL10', 'NLRP2', 'CDC37']
27	GO:BP	GO:0009967	positive regulation of signal transduction	1.7705281291326838e-29	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1468	101	56	15719	0.5544554455445545	0.0381471389645776	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'CREBBP', 'UBE2V1', 'MAP3K14', 'TRAF3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'MCL1', 'IKBKE', 'RBCK1', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'LTBR', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD']
28	GO:BP	GO:0007165	signal transduction	2.1110292840565642e-29	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	101	90	15719	0.8910891089108911	0.0171363290175171	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'FYB1', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'HSP90AA1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'RHPN2', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
0	GO:CC	GO:0005829	cytosol	2.1840953250602637e-29	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5250	101	89	16420	0.8811881188118812	0.0169523809523809	query_1	['GO:0005737', 'GO:0110165']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'FYB1', 'RBCK1', 'BTRC', 'TBK1', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'TAX1BP1', 'COG5', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'RHPN2', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
10	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	3.9034630357067746e-29	True	Cytokine Signaling in Immune system	705	94	48	10022	0.5106382978723404	0.0680851063829787	query_1	['REAC:R-HSA-168256']	['BCL2L11', 'MAP3K8', 'AKT1', 'TNFRSF1B', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'BCL2', 'CHUK', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'FASLG', 'MCL1', 'RBX1', 'BTRC', 'TBK1', 'TNF', 'NFKB1', 'TNIP2', 'LTA', 'SKP1', 'TNFSF14', 'LTB', 'NFKB2', 'HSP90AA1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'RELB', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'TP53', 'UBE2N']
14	REAC	REAC:R-HSA-975871	MyD88 cascade initiated on plasma membrane	4.544407226734661e-29	True	MyD88 cascade initiated on plasma membrane	93	94	25	10022	0.2659574468085106	0.2688172043010752	query_1	['REAC:R-HSA-168142', 'REAC:R-HSA-168176']	['MAP3K8', 'NFKBIB', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'APP', 'TAB3', 'CUL1', 'TP53', 'UBE2N']
13	REAC	REAC:R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	4.544407226734661e-29	True	Toll Like Receptor 5 (TLR5) Cascade	93	94	25	10022	0.2659574468085106	0.2688172043010752	query_1	['REAC:R-HSA-168898']	['MAP3K8', 'NFKBIB', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'APP', 'TAB3', 'CUL1', 'TP53', 'UBE2N']
12	REAC	REAC:R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	4.544407226734661e-29	True	Toll Like Receptor 10 (TLR10) Cascade	93	94	25	10022	0.2659574468085106	0.2688172043010752	query_1	['REAC:R-HSA-168898']	['MAP3K8', 'NFKBIB', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'APP', 'TAB3', 'CUL1', 'TP53', 'UBE2N']
11	REAC	REAC:R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	4.544407226734661e-29	True	DDX58/IFIH1-mediated induction of interferon-alpha/beta	80	94	24	10022	0.2553191489361702	0.3	query_1	['REAC:R-HSA-168249']	['TANK', 'CREBBP', 'NFKBIB', 'TRAF3', 'CASP10', 'HSP90AB1', 'CHUK', 'RELA', 'IKBKB', 'IKBKE', 'TBK1', 'FADD', 'NFKB1', 'RIPK1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'TRAF2', 'TNFAIP3', 'TRAF6', 'NFKBIA', 'CASP8', 'APP']
29	GO:BP	GO:0034612	response to tumor necrosis factor	6.646097409463472e-29	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]"	237	101	30	15719	0.297029702970297	0.1265822784810126	query_1	['GO:0034097']	['SHARPIN', 'TANK', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'TRAF3', 'PYDC2', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'TNF', 'FAS', 'NFKB1', 'RIPK1', 'TRADD', 'BIRC3', 'TRAF2', 'TNFAIP3', 'AIM2', 'PYCARD', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP1', 'CASP8', 'TP53', 'NLRP2']
30	GO:BP	GO:0009966	regulation of signal transduction	9.80535453360613e-29	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	2829	101	71	15719	0.7029702970297029	0.025097207493814	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'MCL1', 'IKBKE', 'RBX1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'TNIP1', 'HSP90AA1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'LTBR', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
15	REAC	REAC:R-HSA-9020702	Interleukin-1 signaling	1.0514246311881095e-28	True	Interleukin-1 signaling	110	94	26	10022	0.2765957446808511	0.2363636363636363	query_1	['REAC:R-HSA-446652']	['MAP3K8', 'NFKBIB', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'RBX1', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'APP', 'TAB3', 'CUL1', 'TP53', 'UBE2N']
16	REAC	REAC:R-HSA-5607764	CLEC7A (Dectin-1) signaling	1.3147364494767631e-28	True	CLEC7A (Dectin-1) signaling	97	94	25	10022	0.2659574468085106	0.2577319587628865	query_1	['REAC:R-HSA-5621481']	['CARD11', 'UBE2V1', 'MAP3K14', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'MAP3K7', 'RELB', 'PYCARD', 'TRAF6', 'NFKBIA', 'CASP8', 'TAB3', 'CUL1', 'BCL10', 'UBE2N']
17	REAC	REAC:R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	1.4284931790385236e-28	True	TNFR1-induced NFkappaB signaling pathway	30	94	18	10022	0.1914893617021276	0.6	query_1	['REAC:R-HSA-75893']	['SHARPIN', 'CHUK', 'TNFRSF1A', 'TAB2', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'RIPK1', 'TRADD', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'BIRC2', 'TAB3']
31	GO:BP	GO:0006950	response to stress	1.473419566162121e-28	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3764	101	79	15719	0.7821782178217822	0.0209883103081827	query_1	['GO:0050896']	['SHARPIN', 'BCL2L11', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'RBCK1', 'AZI2', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'NLRP3', 'LTA', 'BBC3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
18	REAC	REAC:R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	1.568654417100518e-28	True	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	98	94	25	10022	0.2659574468085106	0.2551020408163265	query_1	['REAC:R-HSA-975155']	['MAP3K8', 'NFKBIB', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'APP', 'TAB3', 'CUL1', 'TP53', 'UBE2N']
