Autosomal recessive cutis laxa type 2, classic type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
10	GO:CC	GO:0044753	amphisome	6.2984693765607035e-22	True	"""Intermediate organelles formed during macroautophagy through the fusion between autophagosomes and endosomes."" [GOC:autophagy, GOC:sart, PMID:19008921, PMID:9705327]"	13	100	11	16420	0.11	0.8461538461538461	query_1	['GO:0005776']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
11	GO:CC	GO:0005773	vacuole	7.051701032306978e-22	True	"""A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."" [GOC:mtg_sensu, ISBN:0198506732]"	800	100	37	16420	0.37	0.04625	query_1	['GO:0005737', 'GO:0043231']	['PIP4P1', 'C3', 'ANPEP', 'ATP6V0A2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'CCDC115', 'FLOT1', 'TM9SF1', 'ARL8A', 'ATP6AP2', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'CHMP5', 'CD68', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'ATP6V1A', 'LITAF', 'TMEM79', 'CHMP4C', 'ATP6V0C', 'ACE', 'ATP6V0D2', 'VMA21']
29	GO:BP	GO:0010256	endomembrane system organization	7.507033866711149e-22	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endomembrane system."" [GOC:mah, GOC:sm]"	564	97	33	15719	0.3402061855670103	0.0585106382978723	query_1	['GO:0016043']	['CHMP2A', 'CHMP2B', 'HGS', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'VPS4B', 'FLOT1', 'TSG101', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'STAM', 'CHMP5', 'VPS37C', 'CHMP3', 'VPS28', 'PLN', 'ATP6V1A', 'CHMP4C', 'ATP6AP1', 'ATL1', 'ATP6V0C', 'RTN3', 'SPAST']
12	GO:CC	GO:0000815	ESCRT III complex	1.2583027578183833e-21	True	"""A complex with membrane scission activity that plays a major role in many processes where membranes are remodelled - including endosomal transport (vesicle budding), nuclear envelope organisation (membrane closure, mitotic bridge cleavage), and cytokinesis (abscission)."" [PMID:17556548, PMID:22361144, PMID:28242692, PMID:31132588, PMID:32243490, PMID:34449766]"	10	100	10	16420	0.1	1.0	query_1	['GO:0010008', 'GO:0036452', 'GO:0098796']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP3', 'CHMP4C']
13	GO:CC	GO:0030659	cytoplasmic vesicle membrane	2.907082654633279e-21	True	"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]"	1158	100	42	16420	0.42	0.0362694300518134	query_1	['GO:0012506', 'GO:0031410']	['AP1G2', 'PIP4P1', 'ANPEP', 'ATP6V0A2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'VPS4B', 'TSG101', 'ARL8A', 'ATP6AP2', 'CHMP4A', 'CHMP6', 'CHMP7', 'STAM', 'TBC1D24', 'FLOT2', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'ATP6V0A4', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'ATP6V1A', 'LITAF', 'CHMP4C', 'ATP6AP1', 'ATP6V0C', 'ATP6V0D2', 'VMA21', 'MITD1']
14	GO:CC	GO:0033176	proton-transporting V-type ATPase complex	3.2567353162323028e-21	True	"""A proton-transporting two-sector ATPase complex that couples ATP hydrolysis to the transport of protons across a concentration gradient. The resulting transmembrane electrochemical potential of H+ is used to drive a variety of (i) secondary active transport systems via H+-dependent symporters and antiporters and (ii) channel-mediated transport systems. The complex comprises a membrane sector (V0) that carries out proton transport and a cytoplasmic compartment sector (V1) that catalyzes ATP hydrolysis. V-type ATPases are found in the membranes of organelles such as vacuoles, endosomes, and lysosomes, and in the plasma membrane."" [GOC:mah, ISBN:0716743663, PMID:16449553]"	27	100	13	16420	0.13	0.4814814814814814	query_1	['GO:0016469']	['ATP6V0A2', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C', 'ATP6V0D2']
31	GO:BP	GO:1904896	ESCRT complex disassembly	4.188390350051429e-21	True	"""The disaggregation of an ESCRT complex into its constituent components."" [GO_REF:0000079, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:21118109]"	10	97	10	15719	0.1030927835051546	1.0	query_1	['GO:0032984']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'VTA1', 'VPS4B', 'CHMP7', 'IST1', 'CHMP5']
30	GO:BP	GO:1904903	ESCRT III complex disassembly	4.188390350051429e-21	True	"""The disaggregation of an ESCRT III complex into its constituent components."" [GO_REF:0000079, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20588296]"	10	97	10	15719	0.1030927835051546	1.0	query_1	['GO:1904896']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'VTA1', 'VPS4B', 'CHMP7', 'IST1', 'CHMP5']
15	GO:CC	GO:0012506	vesicle membrane	4.6016653439371745e-21	True	"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]"	1176	100	42	16420	0.42	0.0357142857142857	query_1	['GO:0031090', 'GO:0031982']	['AP1G2', 'PIP4P1', 'ANPEP', 'ATP6V0A2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'VPS4B', 'TSG101', 'ARL8A', 'ATP6AP2', 'CHMP4A', 'CHMP6', 'CHMP7', 'STAM', 'TBC1D24', 'FLOT2', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'ATP6V0A4', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'ATP6V1A', 'LITAF', 'CHMP4C', 'ATP6AP1', 'ATP6V0C', 'ATP6V0D2', 'VMA21', 'MITD1']
32	GO:BP	GO:0006998	nuclear envelope organization	6.4097380946401726e-21	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear envelope."" [GOC:dph, GOC:ems, GOC:jl, GOC:mah]"	58	97	16	15719	0.1649484536082474	0.2758620689655172	query_1	['GO:0006997', 'GO:0010256', 'GO:0061024']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'SPAST']
16	GO:CC	GO:0098588	bounding membrane of organelle	1.1398185007075935e-20	True	"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]"	2014	100	52	16420	0.52	0.025819265143992	query_1	['GO:0031090']	['AP1G2', 'PIP4P1', 'ANPEP', 'ATP6V0A2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'CCDC115', 'VPS4B', 'FLOT1', 'TM9SF1', 'TSG101', 'ARL8A', 'ATP6AP2', 'CHMP4A', 'DMPK', 'CHMP6', 'CHMP7', 'STAM', 'SLN', 'FLOT2', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'ATP6V0A4', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'LITAF', 'TMEM79', 'CHMP4C', 'ATP6AP1', 'ATL1', 'ATP2A1', 'ATP6V0C', 'RTN3', 'GCNT2', 'ATP6V0D2', 'VMA21', 'MITD1']
33	GO:BP	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	1.210065735001836e-20	True	"""The directed movement of substances from endosomes to vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the vacuole."" [GOC:mah, PMID:12461556, PMID:16689637]"	27	97	13	15719	0.134020618556701	0.4814814814814814	query_1	['GO:0032509', 'GO:0045324']	['HGS', 'CHMP4B', 'STAM2', 'VTA1', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'STAM', 'CHMP5', 'VPS37C', 'VPS28', 'CHMP4C']
34	GO:BP	GO:0097212	lysosomal membrane organization	2.837212468378916e-20	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lysosomal membrane. A lysosomal membrane is the lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:yaf, PMID:20544854]"	15	97	11	15719	0.1134020618556701	0.7333333333333333	query_1	['GO:0007040', 'GO:0061024']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
35	GO:BP	GO:0001778	plasma membrane repair	3.8282797626665683e-20	True	"""The resealing of a cell plasma membrane after cellular wounding due to, for instance, mechanical stress."" [GOC:add, PMID:12925704]"	29	97	13	15719	0.134020618556701	0.4482758620689655	query_1	['GO:0007009', 'GO:0042060']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
36	GO:BP	GO:0071709	membrane assembly	4.4890633495226333e-20	True	"""The aggregation, arrangement and bonding together of a set of components to form a membrane."" [GOC:mah]"	51	97	15	15719	0.1546391752577319	0.2941176470588235	query_1	['GO:0022607', 'GO:0044091', 'GO:0061024']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'FLOT1', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'SPAST']
37	GO:BP	GO:0006914	autophagy	6.093859777420794e-20	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	552	97	31	15719	0.3195876288659793	0.056159420289855	query_1	['GO:0044248', 'GO:0061919']	['ATP6V0A2', 'CHMP2A', 'CHMP2B', 'HGS', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'VPS4B', 'TM9SF1', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'STAM', 'CHMP5', 'TCIRG1', 'VPS37C', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'ATP6V1A', 'CHMP4C', 'ATP6V0C', 'TP53', 'ATP6V0D2']
38	GO:BP	GO:0061919	process utilizing autophagic mechanism	6.093859777420794e-20	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	552	97	31	15719	0.3195876288659793	0.056159420289855	query_1	['GO:0009987']	['ATP6V0A2', 'CHMP2A', 'CHMP2B', 'HGS', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'VPS4B', 'TM9SF1', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'STAM', 'CHMP5', 'TCIRG1', 'VPS37C', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'ATP6V1A', 'CHMP4C', 'ATP6V0C', 'TP53', 'ATP6V0D2']
17	GO:CC	GO:0097708	intracellular vesicle	8.026929568188465e-20	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2395	100	55	16420	0.55	0.022964509394572	query_1	['GO:0031982', 'GO:0043231']	['AP1G2', 'PIP4P1', 'C3', 'ANPEP', 'ATP6V0A2', 'PRG2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'MIB2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'CCDC115', 'FGL2', 'VPS4B', 'FLOT1', 'TM9SF1', 'TSG101', 'ARL8A', 'ATP6AP2', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'STAM', 'TBC1D24', 'PDIA6', 'FLOT2', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'TIMP3', 'ATP6V0A4', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'ATP6V1A', 'LITAF', 'CHMP4C', 'ATP6AP1', 'ATP6V0C', 'ACE', 'VPS9D1', 'SPAST', 'ATP6V0D2', 'VMA21', 'MITD1']
18	GO:CC	GO:0031410	cytoplasmic vesicle	8.026929568188465e-20	True	"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]"	2393	100	55	16420	0.55	0.0229837024655244	query_1	['GO:0005737', 'GO:0097708']	['AP1G2', 'PIP4P1', 'C3', 'ANPEP', 'ATP6V0A2', 'PRG2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'MIB2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'CCDC115', 'FGL2', 'VPS4B', 'FLOT1', 'TM9SF1', 'TSG101', 'ARL8A', 'ATP6AP2', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'STAM', 'TBC1D24', 'PDIA6', 'FLOT2', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'TIMP3', 'ATP6V0A4', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'ATP6V1A', 'LITAF', 'CHMP4C', 'ATP6AP1', 'ATP6V0C', 'ACE', 'VPS9D1', 'SPAST', 'ATP6V0D2', 'VMA21', 'MITD1']
19	GO:CC	GO:0005770	late endosome	8.828008298920841e-20	True	"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]"	284	100	24	16420	0.24	0.0845070422535211	query_1	['GO:0005768']	['PIP4P1', 'CHMP2A', 'CHMP2B', 'HGS', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VTA1', 'VPS4B', 'TSG101', 'ARL8A', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'CHMP3', 'VPS28', 'LITAF', 'CHMP4C', 'MITD1']
20	GO:CC	GO:0016471	vacuolar proton-transporting V-type ATPase complex	1.129678294084179e-19	True	"""A proton-transporting two-sector ATPase complex found in the vacuolar membrane, where it acts as a proton pump to mediate acidification of the vacuolar lumen."" [GOC:mah, ISBN:0716743663, PMID:16449553]"	25	100	12	16420	0.12	0.48	query_1	['GO:0005774', 'GO:0033176']	['ATP6V0A2', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6V0C', 'ATP6V0D2']
39	GO:BP	GO:1901673	regulation of mitotic spindle assembly	1.3000498428298702e-19	True	"""Any process that modulates the frequency, rate or extent of mitotic spindle assembly."" [GOC:TermGenie]"	23	97	12	15719	0.1237113402061855	0.5217391304347826	query_1	['GO:0060236', 'GO:0090169', 'GO:0090307']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
40	GO:BP	GO:0071763	nuclear membrane organization	1.320289900869988e-19	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear inner or outer membrane."" [GOC:mah]"	42	97	14	15719	0.1443298969072164	0.3333333333333333	query_1	['GO:0006998', 'GO:0061024']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'SPAST']
41	GO:BP	GO:0044091	membrane biogenesis	1.4470920084035544e-19	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a membrane."" [GOC:jl]"	55	97	15	15719	0.1546391752577319	0.2727272727272727	query_1	['GO:0044085']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'FLOT1', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'SPAST']
21	GO:CC	GO:0032585	multivesicular body membrane	6.214964482163608e-19	True	"""The lipid bilayer surrounding a multivesicular body."" [GOC:mah]"	28	100	12	16420	0.12	0.4285714285714285	query_1	['GO:0005771', 'GO:0031902']	['CHMP2A', 'CHMP2B', 'HGS', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
22	GO:CC	GO:0005828	kinetochore microtubule	6.264076434469486e-19	True	"""Any of the spindle microtubules that attach to the kinetochores of chromosomes by their plus ends, and maneuver the chromosomes during mitotic or meiotic chromosome segregation."" [ISBN:0815316194]"	20	100	11	16420	0.11	0.55	query_1	['GO:0005876']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
2	REAC	REAC:R-HSA-9668328	Sealing of the nuclear envelope (NE) by ESCRT-III	1.6371283259085817e-18	True	Sealing of the nuclear envelope (NE) by ESCRT-III	30	78	13	10022	0.1666666666666666	0.4333333333333333	query_1	['REAC:R-HSA-2995410']	['CHMP2A', 'CHMP2B', 'VPS4A', 'CHMP4B', 'CHMP4A', 'LEMD2', 'CHMP6', 'CHMP7', 'IST1', 'CHMP3', 'CHMP4C', 'CC2D1B', 'SPAST']
23	GO:CC	GO:0030496	midbody	6.299907009494187e-18	True	"""A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis."" [ISBN:0815316194]"	199	100	20	16420	0.2	0.100502512562814	query_1	['GO:0110165']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'TSG101', 'ARL8A', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'CHMP5', 'CHMP3', 'CHMP4C', 'CYLD', 'SPAST', 'MITD1', 'ZFYVE19']
42	GO:BP	GO:0097352	autophagosome maturation	7.283126681299701e-18	True	"""Removal of PI3P and Atg8/LC3 after the closure of the phagophore and before the fusion with the endosome/lysosome (e.g. mammals and insects) or vacuole (yeast), and that very likely destabilizes other Atg proteins and thus enables their efficient dissociation and recycling."" [GOC:autophagy, GOC:lf, PMID:28077293]"	54	97	14	15719	0.1443298969072164	0.2592592592592592	query_1	['GO:0016236', 'GO:0032984']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
24	GO:CC	GO:0000421	autophagosome membrane	1.6942758603842104e-17	True	"""The lipid bilayer surrounding an autophagosome, a double-membrane-bounded vesicle in which endogenous cellular material is sequestered."" [GOC:autophagy, GOC:isa_complete]"	48	100	13	16420	0.13	0.2708333333333333	query_1	['GO:0005774', 'GO:0005776']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'TM9SF1', 'ATP6AP2', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
43	GO:BP	GO:0007035	vacuolar acidification	1.8866584428676682e-17	True	"""Any process that reduces the pH of the vacuole, measured by the concentration of the hydrogen ion."" [GOC:jid]"	32	97	12	15719	0.1237113402061855	0.375	query_1	['GO:0051452']	['ATP6V0A2', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C', 'ATP6V0D2']
25	GO:CC	GO:0005771	multivesicular body	1.992763748000463e-17	True	"""A type of endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."" [PMID:11566881, PMID:16533950]"	64	100	14	16420	0.14	0.21875	query_1	['GO:0005770']	['CHMP2A', 'CHMP2B', 'HGS', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'VTA1', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
26	GO:CC	GO:0016469	proton-transporting two-sector ATPase complex	2.1247503697536522e-17	True	"""A large protein complex that catalyzes the synthesis or hydrolysis of ATP by a rotational mechanism, coupled to the transport of protons across a membrane. The complex comprises a membrane sector (F0, V0, or A0) that carries out proton transport and a cytoplasmic compartment sector (F1, V1, or A1) that catalyzes ATP synthesis or hydrolysis. Two major types have been characterized: V-type ATPases couple ATP hydrolysis to the transport of protons across a concentration gradient, whereas F-type ATPases, also known as ATP synthases, normally run in the reverse direction to utilize energy from a proton concentration or electrochemical gradient to synthesize ATP. A third type, A-type ATPases have been found in archaea, and are closely related to eukaryotic V-type ATPases but are reversible."" [GOC:mah, ISBN:0716743663, PMID:16691483]"	49	100	13	16420	0.13	0.2653061224489796	query_1	['GO:0098796', 'GO:1904949']	['ATP6V0A2', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C', 'ATP6V0D2']
44	GO:BP	GO:0090169	regulation of spindle assembly	2.884376498621823e-17	True	"""Any process that modulates the rate, frequency or extent of spindle assembly. Spindle assembly is the aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	33	97	12	15719	0.1237113402061855	0.3636363636363636	query_1	['GO:0051225', 'GO:0090224', 'GO:1902115']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
45	GO:BP	GO:0007033	vacuole organization	5.801115582727114e-17	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a vacuole."" [GOC:mah]"	206	97	20	15719	0.2061855670103092	0.0970873786407767	query_1	['GO:0006996']	['CHMP2A', 'CHMP2B', 'TMEM199', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'CCDC115', 'ATP6AP2', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'TCIRG1', 'CHMP3', 'ATP6V1A', 'CHMP4C', 'ATP6AP1', 'ATP6V0C']
46	GO:BP	GO:0016197	endosomal transport	6.709561121172675e-17	True	"""The directed movement of substances mediated by an endosome, a membrane-bounded organelle that carries materials enclosed in the lumen or located in the endosomal membrane."" [ISBN:0198506732]"	241	97	21	15719	0.2164948453608247	0.0871369294605809	query_1	['GO:0016192', 'GO:0046907']	['CHMP2A', 'CHMP2B', 'HGS', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'VPS4B', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'STAM', 'CHMP5', 'VPS37C', 'CHMP3', 'VPS28', 'CHMP4C', 'ATP6AP1']
47	GO:BP	GO:0044000	movement in host	9.055985063807504e-17	True	"""The process in which an organism or its progeny spreads from one location to another within its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:cc]"	180	97	19	15719	0.1958762886597938	0.1055555555555555	query_1	['GO:0051701']	['ANPEP', 'AGTR1', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'CHMP5', 'CHMP3', 'CHMP4C', 'LGALS1', 'CBL']
48	GO:BP	GO:0000281	mitotic cytokinesis	1.1049882898902122e-16	True	"""A cell cycle process that results in the division of the cytoplasm of a cell after mitosis, resulting in the separation of the original cell into two daughter cells."" [GOC:mtg_cell_cycle]"	83	97	15	15719	0.1546391752577319	0.180722891566265	query_1	['GO:0061640', 'GO:1903047']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'SPAST', 'MITD1']
