Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
38	GO:BP	GO:0009056	catabolic process	3.0729706288784277e-10	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2441	101	43	17376	0.4257425742574257	0.0176157312576812	query_1	['GO:0008152']	['CUL3', 'PNPLA2', 'CUL4B', 'SELENOS', 'SYVN1', 'STT3B', 'PPARD', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'SCOC', 'ELOB', 'ZYG11B', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'CSDE1', 'HSP90B1', 'EGLN1', 'VHL', 'ARFIP2', 'HIF1A', 'SKP1', 'SEL1L', 'ELOC', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'FAF2', 'ERLEC1', 'UBE2D2', 'RNF7', 'CUL5', 'ERCC8', 'HSPA8', 'CUL1', 'CUL2', 'CUL4A']
39	REAC	REAC:R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	5.139583528995256e-10	True	Intra-Golgi and retrograde Golgi-to-ER traffic	199	101	14	17376	0.1386138613861386	0.0703517587939698	query_1	['REAC:R-HSA-199991']	['NAA38', 'ARF1', 'CYTH4', 'CYTH3', 'CYTH1', 'ARL1', 'SCOC', 'CYTH2', 'NAA30', 'ARFRP1', 'ARFIP2', 'GBF1', 'SYS1', 'NAA35']
40	GO:BP	GO:0035966	response to topologically incorrect protein	7.61427566275587e-10	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]"	156	101	13	17376	0.1287128712871287	0.0833333333333333	query_1	['GO:0006950', 'GO:0010033']	['CUL3', 'SELENOS', 'STT3B', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'OS9', 'DERL1', 'FAF2', 'ERLEC1', 'COPS5', 'HSPA8']
41	GO:BP	GO:1901564	organonitrogen compound metabolic process	1.3189997422908519e-09	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5950	101	68	17376	0.6732673267326733	0.0114285714285714	query_1	['GO:0006807', 'GO:0071704']	['CUL3', 'EGLN3', 'PTCH1', 'IHH', 'NAA38', 'LIMCH1', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'DAD1', 'LMO7', 'DHH', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'ZMPSTE24', 'ELOB', 'ZYG11B', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'SEL1L', 'EPAS1', 'ELOC', 'RPLP2', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'RARA', 'RPN2', 'HSPA8', 'CUL1', 'CUL2', 'FABP5', 'PKD2', 'CUL4A', 'TUSC3', 'NAA35']
42	GO:BP	GO:0034976	response to endoplasmic reticulum stress	1.954039789688988e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:cjm, GOC:mah]"	252	101	15	17376	0.1485148514851485	0.0595238095238095	query_1	['GO:0033554']	['SELENOS', 'SYVN1', 'STT3B', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'UBE2J1', 'DERL1', 'HSP90B1', 'SEL1L', 'FAF2', 'ERLEC1', 'SELENOK', 'COPS5']
43	GO:BP	GO:0006986	response to unfolded protein	1.9684495436284672e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:jl]"	134	101	12	17376	0.1188118811881188	0.0895522388059701	query_1	['GO:0035966']	['SELENOS', 'STT3B', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'OS9', 'DERL1', 'FAF2', 'ERLEC1', 'COPS5', 'HSPA8']
44	GO:BP	GO:0016567	protein ubiquitination	1.969480340374129e-09	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	795	101	24	17376	0.2376237623762376	0.030188679245283	query_1	['GO:0032446']	['CUL3', 'CUL4B', 'DDB2', 'SYVN1', 'LMO7', 'HSP90AB1', 'VCP', 'ELOB', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'VHL', 'SKP1', 'ELOC', 'CAND1', 'UBE2D2', 'RNF7', 'CUL5', 'ERCC8', 'CUL1', 'CUL2', 'CUL4A']
45	REAC	REAC:R-HSA-5387390	Hh mutants abrogate ligand secretion	2.630764298085795e-09	True	Hh mutants abrogate ligand secretion	59	101	9	17376	0.0891089108910891	0.1525423728813559	query_1	['REAC:R-HSA-5663202']	['IHH', 'SYVN1', 'DHH', 'DERL2', 'VCP', 'OS9', 'SEL1L', 'SHH', 'ERLEC1']
46	REAC	REAC:R-HSA-2262752	Cellular responses to stress	2.8210091367875757e-09	True	Cellular responses to stress	768	101	23	17376	0.2277227722772277	0.0299479166666666	query_1	['REAC:R-HSA-8953897']	['CUL3', 'EGLN3', 'RXRA', 'SYVN1', 'CREBBP', 'HSP90AB1', 'VCP', 'ELOB', 'RBX1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'RPLP2', 'EP300', 'ARNT', 'UBE2D2', 'HSPA8', 'CUL1', 'CUL2']
47	GO:CC	GO:0031464	Cul4A-RING E3 ubiquitin ligase complex	3.205387815201191e-09	True	"""A ubiquitin ligase complex in which a cullin from the Cul4A subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by an adaptor protein."" [PMID:15571813, PMID:15688063]"	14	101	6	17376	0.0594059405940594	0.4285714285714285	query_1	['GO:0080008']	['CUL4B', 'DDB2', 'DDB1', 'RBX1', 'ERCC8', 'CUL4A']
48	REAC	REAC:R-HSA-8953897	Cellular responses to stimuli	3.6717597313008685e-09	True	Cellular responses to stimuli	782	101	23	17376	0.2277227722772277	0.0294117647058823	query_1	['REAC:0000000']	['CUL3', 'EGLN3', 'RXRA', 'SYVN1', 'CREBBP', 'HSP90AB1', 'VCP', 'ELOB', 'RBX1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'RPLP2', 'EP300', 'ARNT', 'UBE2D2', 'HSPA8', 'CUL1', 'CUL2']
49	REAC	REAC:R-HSA-446203	Asparagine N-linked glycosylation	4.563963146071579e-09	True	Asparagine N-linked glycosylation	291	101	15	17376	0.1485148514851485	0.0515463917525773	query_1	['REAC:R-HSA-597592']	['SYVN1', 'ARF1', 'DAD1', 'DERL2', 'VCP', 'OS9', 'DERL1', 'DDOST', 'RPN1', 'SEL1L', 'GBF1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
50	REAC	REAC:R-HSA-5358346	Hedgehog ligand biogenesis	4.563963146071579e-09	True	Hedgehog ligand biogenesis	65	101	9	17376	0.0891089108910891	0.1384615384615384	query_1	['REAC:R-HSA-5358351']	['IHH', 'SYVN1', 'DHH', 'DERL2', 'VCP', 'OS9', 'SEL1L', 'SHH', 'ERLEC1']
51	GO:CC	GO:0036513	Derlin-1 retrotranslocation complex	1.0068933667285896e-08	True	"""A protein complex that functions in the retrotranslocation step of ERAD (ER-associated protein degradation), and includes at its core Derlin-1 oligomers forming a retrotranslocation channel."" [GOC:bf, GOC:PARL, PMID:15215856, PMID:16186510]"	8	101	5	17376	0.0495049504950495	0.625	query_1	['GO:0005789', 'GO:0098796', 'GO:0140534']	['SELENOS', 'SYVN1', 'VCP', 'DERL1', 'SEL1L']
52	REAC	REAC:R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	1.1837993325220973e-08	True	Retrograde transport at the Trans-Golgi-Network	49	101	8	17376	0.0792079207920792	0.1632653061224489	query_1	['REAC:R-HSA-6811442']	['NAA38', 'ARL1', 'SCOC', 'NAA30', 'ARFRP1', 'ARFIP2', 'SYS1', 'NAA35']
53	REAC	REAC:R-HSA-5635838	Activation of SMO	1.766084141956301e-08	True	Activation of SMO	18	101	6	17376	0.0594059405940594	0.3333333333333333	query_1	['REAC:R-HSA-5632684']	['PTCH1', 'IHH', 'BOC', 'DHH', 'CDON', 'SHH']
54	GO:BP	GO:0033554	cellular response to stress	1.8497389731682583e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1893	101	35	17376	0.3465346534653465	0.0184891706286318	query_1	['GO:0006950', 'GO:0051716']	['CUL3', 'EGLN3', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SEL1L', 'EPAS1', 'EP300', 'ARNT', 'FAF2', 'ERLEC1', 'SELENOK', 'ERCC8', 'COPS5', 'HSPA8', 'PKD2', 'CUL4A']
55	GO:CC	GO:0000836	Hrd1p ubiquitin ligase complex	1.90814389354392e-08	True	"""A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal and membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p. In mammals, this complex contains the ubiquitin ligase HRD1 (Synoviolin) or AMFR (gp78)."" [GOC:bf, GOC:elh, PMID:16619026, PMID:16873066, PMID:21454652]"	9	101	5	17376	0.0495049504950495	0.5555555555555556	query_1	['GO:0000835']	['SYVN1', 'DERL2', 'OS9', 'DERL1', 'SEL1L']
56	GO:CC	GO:0031466	Cul5-RING ubiquitin ligase complex	1.90814389354392e-08	True	"""A ubiquitin ligase complex in which a cullin from the Cul5 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by an elongin-BC adaptor and a SOCS/BC box protein."" [PMID:15571813, PMID:15688063]"	9	101	5	17376	0.0495049504950495	0.5555555555555556	query_1	['GO:0031461']	['ELOB', 'RBX1', 'ELOC', 'RNF7', 'CUL5']
57	GO:BP	GO:0006487	protein N-linked glycosylation	1.939223247225053e-08	True	"""A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan."" [GOC:pr, RESID:AA0151, RESID:AA0156, RESID:AA0327]"	68	101	9	17376	0.0891089108910891	0.1323529411764706	query_1	['GO:0006486']	['STT3B', 'DAD1', 'UBE2J1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
58	REAC	REAC:R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	2.11202678336682e-08	True	Regulation of gene expression by Hypoxia-inducible Factor	9	101	5	17376	0.0495049504950495	0.5555555555555556	query_1	['REAC:R-HSA-1234174']	['CREBBP', 'HIF1A', 'EPAS1', 'EP300', 'ARNT']
59	GO:CC	GO:0000835	ER ubiquitin ligase complex	3.52738117389943e-08	True	"""A ubiquitin ligase complex found in the ER."" [GOC:elh]"	10	101	5	17376	0.0495049504950495	0.5	query_1	['GO:0000153', 'GO:0005789', 'GO:0098796', 'GO:0140534']	['SYVN1', 'DERL2', 'OS9', 'DERL1', 'SEL1L']
60	REAC	REAC:R-HSA-9694548	Maturation of spike protein	3.533396335128505e-08	True	Maturation of spike protein	36	101	7	17376	0.0693069306930693	0.1944444444444444	query_1	['REAC:R-HSA-9694635']	['DAD1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
61	REAC	REAC:R-HSA-5632684	Hedgehog 'on' state	3.8063487261617866e-08	True	Hedgehog 'on' state	85	101	9	17376	0.0891089108910891	0.1058823529411764	query_1	['REAC:R-HSA-5358351']	['CUL3', 'PTCH1', 'IHH', 'BOC', 'DHH', 'CDON', 'RBX1', 'SHH', 'HHIP']
62	GO:CC	GO:0005789	endoplasmic reticulum membrane	4.9218645890200157e-08	True	"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]"	1092	101	25	17376	0.2475247524752475	0.0228937728937728	query_1	['GO:0031090', 'GO:0042175', 'GO:0098827']	['PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'DAD1', 'DHH', 'DERL2', 'VCP', 'ZMPSTE24', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'RPN1', 'HSP90B1', 'SEL1L', 'SHH', 'STT3A', 'FAF2', 'SELENOK', 'MAGT1', 'RPN2', 'PKD2', 'TUSC3']
63	GO:CC	GO:0098827	endoplasmic reticulum subcompartment	4.9718239222707324e-08	True	"""A distinct region of the endoplasmic reticulum."" [GOC:dos]"	1096	101	25	17376	0.2475247524752475	0.0228102189781021	query_1	['GO:0005783', 'GO:0031984']	['PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'DAD1', 'DHH', 'DERL2', 'VCP', 'ZMPSTE24', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'RPN1', 'HSP90B1', 'SEL1L', 'SHH', 'STT3A', 'FAF2', 'SELENOK', 'MAGT1', 'RPN2', 'PKD2', 'TUSC3']
64	GO:CC	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	6.40171982026488e-08	True	"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	1113	101	25	17376	0.2475247524752475	0.0224618149146451	query_1	['GO:0012505', 'GO:0016020']	['PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'DAD1', 'DHH', 'DERL2', 'VCP', 'ZMPSTE24', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'RPN1', 'HSP90B1', 'SEL1L', 'SHH', 'STT3A', 'FAF2', 'SELENOK', 'MAGT1', 'RPN2', 'PKD2', 'TUSC3']
65	GO:CC	GO:0031465	Cul4B-RING E3 ubiquitin ligase complex	9.931915842372933e-08	True	"""A ubiquitin ligase complex in which a cullin from the Cul4B subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by unknown subunits."" [PMID:15571813, PMID:15688063]"	5	101	4	17376	0.0396039603960396	0.8	query_1	['GO:0080008']	['CUL4B', 'DDB2', 'DDB1', 'RBX1']
66	GO:CC	GO:0012505	endomembrane system	1.0000355904101937e-07	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4428	101	53	17376	0.5247524752475248	0.0119692863595302	query_1	['GO:0110165']	['CUL3', 'PTCH1', 'PNPLA2', 'MROH2B', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'ARF1', 'DAD1', 'LMO7', 'DHH', 'CYTH4', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'SCOC', 'CYTH2', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'CYTIP', 'ARFRP1', 'CSDE1', 'RPN1', 'HSP90B1', 'VHL', 'ARFIP2', 'SEL1L', 'GBF1', 'SHH', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'MAGT1', 'COPS5', 'PKHD1', 'RPN2', 'HSPA8', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3']
67	GO:BP	GO:0035967	cellular response to topologically incorrect protein	1.2071301928452177e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]"	115	101	10	17376	0.099009900990099	0.0869565217391304	query_1	['GO:0033554', 'GO:0035966', 'GO:0071310']	['CUL3', 'SELENOS', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'DERL1', 'ERLEC1', 'COPS5', 'HSPA8']
68	REAC	REAC:R-HSA-1643685	Disease	1.3847177925839872e-07	True	Disease	1725	101	31	17376	0.3069306930693069	0.0179710144927536	query_1	['REAC:0000000']	['CUL3', 'IHH', 'SYVN1', 'CREBBP', 'ARF1', 'DAD1', 'LMO7', 'DHH', 'DERL2', 'HSP90AB1', 'VCP', 'ELOB', 'OS9', 'DERL1', 'RBX1', 'DDOST', 'RPN1', 'VHL', 'SKP1', 'SEL1L', 'ELOC', 'RPLP2', 'SHH', 'EP300', 'STT3A', 'ERLEC1', 'CUL5', 'MAGT1', 'RPN2', 'CUL1', 'TUSC3']
69	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	3.2292735742961965e-07	True	Diseases of signal transduction by growth factor receptors and second messengers	410	101	15	17376	0.1485148514851485	0.0365853658536585	query_1	['REAC:R-HSA-1643685']	['IHH', 'SYVN1', 'CREBBP', 'LMO7', 'DHH', 'DERL2', 'VCP', 'OS9', 'RBX1', 'SKP1', 'SEL1L', 'SHH', 'EP300', 'ERLEC1', 'CUL1']
70	GO:CC	GO:0043231	intracellular membrane-bounded organelle	3.2602518909973e-07	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11246	101	90	17376	0.8910891089108911	0.0080028454561621	query_1	['GO:0043227', 'GO:0043229']	['CUL3', 'EGLN3', 'RXRA', 'LRIG3', 'PTCH1', 'PNPLA2', 'MROH2B', 'IHH', 'NAA38', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'ARF1', 'DAD1', 'LMO7', 'DHH', 'GNL2', 'CYTH4', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'SCOC', 'CYTH2', 'ELOB', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CYTIP', 'ARFRP1', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'ARFIP2', 'PRCC', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'EPAS1', 'ELOC', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'DDX42', 'RPN2', 'HHIP', 'HSPA8', 'CUL1', 'CUL2', 'FABP5', 'PLEKHA8', 'PKD2', 'CUL4A', 'SYS1', 'TUSC3', 'CDX1', 'NAA35']
71	GO:BP	GO:0034620	cellular response to unfolded protein	3.8099059923670084e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:mah]"	95	101	9	17376	0.0891089108910891	0.0947368421052631	query_1	['GO:0006986', 'GO:0035967']	['SELENOS', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'DERL1', 'ERLEC1', 'COPS5', 'HSPA8']
72	REAC	REAC:R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	4.249226524579975e-07	True	Formation of TC-NER Pre-Incision Complex	52	101	7	17376	0.0693069306930693	0.1346153846153846	query_1	['REAC:R-HSA-6781827']	['CUL4B', 'DDB1', 'RBX1', 'EP300', 'ERCC8', 'COPS5', 'CUL4A']
73	REAC	REAC:R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	4.875440508321956e-07	True	Antigen processing: Ubiquitination & Proteasome degradation	305	101	13	17376	0.1287128712871287	0.0426229508196721	query_1	['REAC:R-HSA-983169']	['CUL3', 'LMO7', 'ELOB', 'UBE2J1', 'RBX1', 'VHL', 'SKP1', 'ELOC', 'UBE2D2', 'RNF7', 'CUL5', 'CUL1', 'CUL2']
74	REAC	REAC:R-HSA-9772573	Late SARS-CoV-2 Infection Events	4.875440508321956e-07	True	Late SARS-CoV-2 Infection Events	54	101	7	17376	0.0693069306930693	0.1296296296296296	query_1	['REAC:R-HSA-9694516']	['DAD1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
75	REAC	REAC:R-HSA-9694635	Translation of Structural Proteins	4.875440508321956e-07	True	Translation of Structural Proteins	54	101	7	17376	0.0693069306930693	0.1296296296296296	query_1	['REAC:R-HSA-9772573']	['DAD1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
76	GO:CC	GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	5.906040927289048e-07	True	"""A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p."" [GOC:elh, PMID:16873065, PMID:16873066]"	7	101	4	17376	0.0396039603960396	0.5714285714285714	query_1	['GO:0000836']	['SYVN1', 'DERL2', 'DERL1', 'SEL1L']
77	REAC	REAC:R-HSA-5362768	Hh mutants are degraded by ERAD	6.07128625589712e-07	True	Hh mutants are degraded by ERAD	56	101	7	17376	0.0693069306930693	0.125	query_1	['REAC:R-HSA-5387390']	['SYVN1', 'DERL2', 'VCP', 'OS9', 'SEL1L', 'SHH', 'ERLEC1']
78	GO:CC	GO:0031090	organelle membrane	6.42704758325271e-07	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3435	101	44	17376	0.4356435643564356	0.0128093158660844	query_1	['GO:0016020', 'GO:0043227']	['LRIG3', 'PTCH1', 'PNPLA2', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'ARF1', 'DAD1', 'DHH', 'CYTH4', 'DERL2', 'VCP', 'COX10', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'SCOC', 'CYTH2', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'ARFRP1', 'RPN1', 'HSP90B1', 'ARFIP2', 'SEL1L', 'GBF1', 'SHH', 'STT3A', 'FAF2', 'SELENOK', 'MAGT1', 'RPN2', 'HHIP', 'HSPA8', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3']
79	REAC	REAC:R-HSA-5653656	Vesicle-mediated transport	7.536594657815795e-07	True	Vesicle-mediated transport	661	101	18	17376	0.1782178217821782	0.0272314674735249	query_1	['REAC:0000000']	['NAA38', 'ARF1', 'CYTH4', 'CYTH3', 'CYTH1', 'ARL1', 'SCOC', 'CYTH2', 'NAA30', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'GBF1', 'NEDD8', 'COPS5', 'HSPA8', 'SYS1', 'NAA35']
80	REAC	REAC:R-HSA-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	7.920827954904098e-07	True	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	35	101	6	17376	0.0594059405940594	0.1714285714285714	query_1	['REAC:R-HSA-446203']	['SYVN1', 'DERL2', 'VCP', 'OS9', 'DERL1', 'SEL1L']
81	GO:BP	GO:0030968	endoplasmic reticulum unfolded protein response	9.585960372916471e-07	True	"""The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation."" [GOC:mah, PMID:12042763]"	74	101	8	17376	0.0792079207920792	0.1081081081081081	query_1	['GO:0007165', 'GO:0034620', 'GO:0034976']	['SELENOS', 'DERL2', 'DNAJC10', 'VCP', 'OS9', 'DERL1', 'ERLEC1', 'COPS5']
82	GO:BP	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	9.585960372916471e-07	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, with ubiquitin-protein ligation catalyzed by an SCF (Skp1/Cul1/F-box protein) complex, and mediated by the proteasome."" [PMID:15380083]"	48	101	7	17376	0.0693069306930693	0.1458333333333333	query_1	['GO:0043161']	['CUL4B', 'RBX1', 'SKP1', 'CUL5', 'CUL1', 'CUL2', 'CUL4A']
83	GO:BP	GO:0045116	protein neddylation	9.585960372916471e-07	True	"""Covalent attachment of the ubiquitin-like protein NEDD8 (RUB1) to another protein."" [PMID:11698580]"	28	101	6	17376	0.0594059405940594	0.2142857142857142	query_1	['GO:0032446']	['RBX1', 'HIF1A', 'EPAS1', 'NEDD8', 'RNF7', 'COPS5']
84	GO:CC	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	9.684727107368793e-07	True	"""A ubiquitin ligase complex in which a cullin from the Cul4 family and a RING domain protein form the catalytic core; substrate specificity is conferred by an adaptor protein."" [PMID:16792691, PMID:18223036, PMID:18552200]"	37	101	6	17376	0.0594059405940594	0.1621621621621621	query_1	['GO:0031461']	['CUL4B', 'DDB2', 'DDB1', 'RBX1', 'ERCC8', 'CUL4A']
85	REAC	REAC:R-HSA-5696394	DNA Damage Recognition in GG-NER	1.2809086653349237e-06	True	DNA Damage Recognition in GG-NER	38	101	6	17376	0.0594059405940594	0.1578947368421052	query_1	['REAC:R-HSA-5696399']	['CUL4B', 'DDB2', 'DDB1', 'RBX1', 'COPS5', 'CUL4A']
