Geroderma osteodysplastica	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1	GO:CC	GO:0005886	plasma membrane	2.837706072606723e-25	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4850	100	82	16420	0.82	0.0169072164948453	query_1	['GO:0016020', 'GO:0071944']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FLT3LG', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ITGA2B', 'ITGA5', 'PXN', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'CBL', 'PDGFRA', 'F11R']
3	REAC	REAC:R-HSA-194138	Signaling by VEGF	3.2792748735651656e-25	True	Signaling by VEGF	104	96	24	10022	0.25	0.2307692307692307	query_1	['REAC:R-HSA-9006934']	['NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'BCAR1', 'DOCK1', 'ITGB3', 'PIK3R1', 'CRK', 'CTNNB1', 'PXN', 'FYN', 'SHB', 'PIK3CA', 'KDR', 'HRAS', 'VAV1', 'PLCG1', 'PTK2B', 'PTK2', 'PRKCZ', 'ELMO1', 'NCK2', 'ELMO2']
20	GO:BP	GO:0071363	cellular response to growth factor stimulus	4.4745175821202605e-25	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	638	100	38	15719	0.38	0.0595611285266457	query_1	['GO:0070848', 'GO:0071495']	['RAPGEF1', 'PIK3CB', 'SMURF2', 'ITGB5', 'BCAR1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3GL2', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA']
24	GO:BP	GO:0023056	positive regulation of signaling	4.679558244277863e-25	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	100	54	15719	0.54	0.0329067641681901	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGAV', 'FN1', 'KITLG', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'PRAG1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'GORAB', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
23	GO:BP	GO:0010647	positive regulation of cell communication	4.679558244277863e-25	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	100	54	15719	0.54	0.0328667072428484	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGAV', 'FN1', 'KITLG', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'PRAG1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'GORAB', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
22	GO:BP	GO:0019220	regulation of phosphate metabolic process	4.679558244277863e-25	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1280	100	49	15719	0.49	0.03828125	query_1	['GO:0006796', 'GO:0051174']	['MET', 'NCK1', 'PIK3CB', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'TGFBR2', 'PARD6A', 'ITGA5', 'SQSTM1', 'FYN', 'PARD3', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
21	GO:BP	GO:1902533	positive regulation of intracellular signal transduction	4.679558244277863e-25	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	962	100	44	15719	0.44	0.0457380457380457	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'KLHDC10', 'ITGAV', 'FN1', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'PRAG1', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
25	GO:BP	GO:0051174	regulation of phosphorus metabolic process	4.679558244277863e-25	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1281	100	49	15719	0.49	0.0382513661202185	query_1	['GO:0006793', 'GO:0031323']	['MET', 'NCK1', 'PIK3CB', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'TGFBR2', 'PARD6A', 'ITGA5', 'SQSTM1', 'FYN', 'PARD3', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
26	GO:BP	GO:0023052	signaling	5.13593891557563e-25	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	100	88	15719	0.88	0.0155394667137559	query_1	['GO:0050789']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'PRAG1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ABL2', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PXN', 'DOCK8', 'FYN', 'PRKCI', 'GORAB', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
4	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	6.315042356959873e-25	True	Diseases of signal transduction by growth factor receptors and second messengers	410	96	37	10022	0.3854166666666667	0.0902439024390243	query_1	['REAC:R-HSA-1643685']	['MET', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'FGFR2', 'ITGB3', 'PIK3R1', 'FLT3LG', 'HGF', 'SHC1', 'PIK3AP1', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'SQSTM1', 'FYN', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'VAV1', 'PLCG1', 'ERBB2', 'PIK3R3', 'TLN1', 'TGFBR1', 'LCK', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA']
5	REAC	REAC:R-HSA-186763	Downstream signal transduction	6.945869725917765e-25	True	Downstream signal transduction	26	96	16	10022	0.1666666666666666	0.6153846153846154	query_1	['REAC:R-HSA-186797']	['RAPGEF1', 'NCK1', 'PIK3CB', 'PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'PIK3CA', 'HRAS', 'PLCG1', 'CRKL', 'PTPN11', 'NCK2', 'PDGFRA']
27	GO:BP	GO:0030155	regulation of cell adhesion	7.569224149211862e-25	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	100	40	15719	0.4	0.0531208499335989	query_1	['GO:0007155', 'GO:0050794']	['NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'KITLG', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'TGFBR2', 'ABL2', 'ITGA5', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'DOCK5', 'PTPN11', 'NCK2', 'F11R']
6	REAC	REAC:R-HSA-912631	Regulation of signaling by CBL	7.7416885547609e-25	True	Regulation of signaling by CBL	21	96	15	10022	0.15625	0.7142857142857143	query_1	['REAC:R-HSA-512988']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CRK', 'PIK3CD', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'PIK3R3', 'CRKL', 'BLNK', 'CBL']
28	GO:BP	GO:0040012	regulation of locomotion	9.30068872118836e-25	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	982	100	44	15719	0.44	0.0448065173116089	query_1	['GO:0040011', 'GO:0050789']	['RHOJ', 'MET', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PRAG1', 'WASL', 'TGFBR2', 'PIK3CD', 'ABL2', 'ITGA5', 'DOCK8', 'PARD6B', 'WAS', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'HRAS', 'PLCG1', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
29	GO:BP	GO:0070848	response to growth factor	1.5871706170809881e-24	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]"	667	100	38	15719	0.38	0.0569715142428785	query_1	['GO:0009719']	['RAPGEF1', 'PIK3CB', 'SMURF2', 'ITGB5', 'BCAR1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3GL2', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA']
30	GO:BP	GO:0007154	cell communication	2.0157533161435854e-24	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	100	88	15719	0.88	0.015256588072122	query_1	['GO:0009987']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'PRAG1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ABL2', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PXN', 'DOCK8', 'FYN', 'PRKCI', 'GORAB', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
31	GO:BP	GO:0030334	regulation of cell migration	2.0644116234431982e-24	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	886	100	42	15719	0.42	0.0474040632054176	query_1	['GO:0016477', 'GO:2000145']	['RHOJ', 'MET', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'TGFBR2', 'PIK3CD', 'ABL2', 'ITGA5', 'DOCK8', 'PARD6B', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'HRAS', 'PLCG1', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
32	GO:BP	GO:0048583	regulation of response to stimulus	2.7192526073915767e-24	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3723	100	74	15719	0.74	0.0198764437281762	query_1	['GO:0050789', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'PRAG1', 'SOS1', 'PYCR1', 'TGFBR2', 'PIK3CD', 'ABL2', 'ITGA5', 'SQSTM1', 'PXN', 'DOCK8', 'FYN', 'PRKCI', 'GORAB', 'WAS', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
7	REAC	REAC:R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	5.70625078490761e-24	True	Fcgamma receptor (FCGR) dependent phagocytosis	89	96	22	10022	0.2291666666666666	0.247191011235955	query_1	['REAC:R-HSA-168249']	['NCK1', 'PIK3CB', 'PIK3R2', 'DOCK1', 'PIK3R1', 'WIPF3', 'CRK', 'PLCG2', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2', 'ELMO1', 'ELMO2']
2	GO:CC	GO:0071944	cell periphery	1.0464195547322753e-23	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	100	83	16420	0.83	0.0157286336933863	query_1	['GO:0110165']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FLT3LG', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ITGA2B', 'ITGA5', 'PXN', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'CBL', 'PDGFRA', 'F11R']
33	GO:BP	GO:0002682	regulation of immune system process	1.113023668902669e-23	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	100	49	15719	0.49	0.0354558610709117	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'NCK1', 'PIK3CB', 'FN1', 'BCAR1', 'KITLG', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'ABL2', 'DOCK8', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'TGFB1', 'LCP2', 'PIK3CA', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'TRAF6', 'CRKL', 'PTK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'NCK2']
34	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	1.702730509064659e-23	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	100	30	15719	0.3	0.0828729281767955	query_1	['GO:0006468', 'GO:0018212']	['MET', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ABL2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
35	GO:BP	GO:0018212	peptidyl-tyrosine modification	1.949384857284541e-23	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	100	30	15719	0.3	0.0824175824175824	query_1	['GO:0018193']	['MET', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ABL2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
8	REAC	REAC:R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	2.1865911488985856e-23	True	Interleukin-3, Interleukin-5 and GM-CSF signaling	47	96	18	10022	0.1875	0.3829787234042553	query_1	['REAC:R-HSA-449147']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'PIK3R3', 'CRKL', 'BLNK', 'PTPN11', 'CBL']
36	GO:BP	GO:1902531	regulation of intracellular signal transduction	4.208786967469868e-23	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1654	100	52	15719	0.52	0.0314389359129383	query_1	['GO:0009966', 'GO:0035556']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'KLHDC10', 'ITGAV', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'PRAG1', 'SOS1', 'PIK3CD', 'ABL2', 'SQSTM1', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'DVL2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'DOCK3', 'TGFBR1', 'PTK2', 'DOCK2', 'LCK', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
37	GO:BP	GO:0001932	regulation of protein phosphorylation	6.064581108586774e-23	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1031	100	43	15719	0.43	0.0417070805043646	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['NCK1', 'PIK3CB', 'FN1', 'KITLG', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'TGFBR2', 'PARD6A', 'ITGA5', 'SQSTM1', 'FYN', 'PARD3', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2']
38	GO:BP	GO:0045321	leukocyte activation	8.995283538019133e-23	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	920	100	41	15719	0.41	0.0445652173913043	query_1	['GO:0001775', 'GO:0002376']	['ITGB1', 'NCK1', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'SMAD7', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ABL2', 'DOCK8', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'TRAF6', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2']
