Waardenburg-Shah syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
26	GO:BP	GO:0051239	regulation of multicellular organismal process	5.521883881744362e-21	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	104	64	15719	0.6153846153846154	0.0227758007117437	query_1	['GO:0032501', 'GO:0050789']	['MET', 'ITGB1', 'EDN2', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'SOX10', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'ADAM12', 'EDNRB', 'VTN', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
27	GO:BP	GO:0006468	protein phosphorylation	2.433147443351518e-20	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	104	48	15719	0.4615384615384615	0.0323886639676113	query_1	['GO:0016310', 'GO:0036211']	['MET', 'VEGFB', 'FN1', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'NEK9', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'NEK6', 'LAT', 'ZAP70', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
28	GO:BP	GO:0051128	regulation of cellular component organization	5.698070505133146e-20	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	104	58	15719	0.5576923076923077	0.0247123988069876	query_1	['GO:0016043', 'GO:0050794']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'EDN3', 'EML3', 'PXN', 'FYN', 'NEK6', 'LYN', 'NEK7', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'PLK1', 'JAM3', 'EGFR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'EML2', 'CRKL', 'VTN', 'TLN1', 'TGFBR1', 'L1CAM', 'PTK2', 'XK', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
29	GO:BP	GO:0035295	tube development	5.811643789782006e-20	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	104	41	15719	0.3942307692307692	0.0396518375241779	query_1	['GO:0007275', 'GO:0048856']	['MET', 'ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'SOX10', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ECE1', 'ADAM12', 'CRKL', 'EDNRB', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'PDGFRA', 'FLT1', 'PGF']
30	GO:BP	GO:0001667	ameboidal-type cell migration	6.037376587568503e-20	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	415	104	29	15719	0.2788461538461538	0.0698795180722891	query_1	['GO:0016477']	['MET', 'ITGB1', 'EDN2', 'FN1', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'TGFBR2', 'PXN', 'ITGA4', 'SOX10', 'TGFB1', 'NRP2', 'PLCG1', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'ITGB7', 'ITGA3', 'PTPN11', 'SEMA4D']
2	GO:CC	GO:0008305	integrin complex	8.92144784219325e-20	True	"""A protein complex that is composed of one alpha subunit and one beta subunit, both of which are members of the integrin superfamily of cell adhesion receptors; the complex spans the plasma membrane and binds to extracellular matrix ligands, cell-surface ligands, and soluble ligands."" [PMID:17543136]"	29	104	13	16420	0.125	0.4482758620689655	query_1	['GO:0098636', 'GO:0098802']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'ITGAE', 'ITGB6', 'ITGB7', 'ITGA3']
2	REAC	REAC:R-HSA-162582	Signal Transduction	1.2553007388201345e-19	True	Signal Transduction	2438	96	68	10022	0.7083333333333334	0.0278917145200984	query_1	['REAC:0000000']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'SH3PXD2A', 'ZAP70', 'LYN', 'NRP2', 'PLK1', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'TUBB2A', 'ECE2', 'TLN1', 'TGFBR1', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
32	GO:BP	GO:0016310	phosphorylation	1.3736587968204505e-19	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1704	104	50	15719	0.4807692307692308	0.0293427230046948	query_1	['GO:0006796']	['MET', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'NEK9', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'NEK6', 'LAT', 'ZAP70', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
31	GO:BP	GO:0002376	immune system process	1.3736587968204505e-19	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2394	104	58	15719	0.5576923076923077	0.0242272347535505	query_1	['GO:0008150']	['RAPGEF1', 'ITGB1', 'ITGA9', 'EDN2', 'VEGFB', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'TFEB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
33	GO:BP	GO:0048468	cell development	2.18241881300302e-19	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2609	104	60	15719	0.5769230769230769	0.0229973169796857	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'PLXNB1', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'CRKL', 'EDNRB', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1']
34	GO:BP	GO:0030154	cell differentiation	2.1850363907529124e-19	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4042	104	73	15719	0.7019230769230769	0.0180603661553686	query_1	['GO:0048869']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
3	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	2.7130107640503014e-19	True	Platelet activation, signaling and aggregation	252	96	27	10022	0.28125	0.1071428571428571	query_1	['REAC:R-HSA-109582']	['VEGFB', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'FYN', 'LAT', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'VEGFA', 'TLN1', 'PTK2', 'LCK', 'THBS1', 'PTPN11']
36	GO:BP	GO:0007275	multicellular organism development	3.015956656676798e-19	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	104	75	15719	0.7211538461538461	0.0173691523853635	query_1	['GO:0032501', 'GO:0048856']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'TFEB', 'POU3F1', 'VCL', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
37	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	3.015956656676798e-19	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	104	27	15719	0.2596153846153846	0.074585635359116	query_1	['GO:0006468', 'GO:0018212']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1']
35	GO:BP	GO:0048869	cellular developmental process	3.015956656676798e-19	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4068	104	73	15719	0.7019230769230769	0.017944936086529	query_1	['GO:0009987', 'GO:0032502']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
38	GO:BP	GO:0018212	peptidyl-tyrosine modification	3.395886278598173e-19	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	104	27	15719	0.2596153846153846	0.0741758241758241	query_1	['GO:0018193']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1']
39	GO:BP	GO:0071495	cellular response to endogenous stimulus	5.93996994388967e-19	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	104	45	15719	0.4326923076923077	0.0324909747292418	query_1	['GO:0009719']	['RAPGEF1', 'ITGB5', 'VEGFB', 'PIK3R2', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'SOX10', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'EDN1', 'CDH1', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
4	REAC	REAC:R-HSA-109582	Hemostasis	6.72035279356825e-19	True	Hemostasis	608	96	37	10022	0.3854166666666667	0.0608552631578947	query_1	['REAC:0000000']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LAT', 'LYN', 'LCP2', 'JAM3', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'VEGFA', 'TUBB2A', 'TLN1', 'L1CAM', 'PTK2', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11']
40	GO:BP	GO:0042325	regulation of phosphorylation	1.3667637373882029e-18	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1135	104	41	15719	0.3942307692307692	0.0361233480176211	query_1	['GO:0016310', 'GO:0019220']	['MET', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
41	GO:BP	GO:0007154	cell communication	2.876867822720641e-18	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	104	84	15719	0.8076923076923077	0.0145631067961165	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LAT', 'ZAP70', 'MADCAM1', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
42	GO:BP	GO:0001568	blood vessel development	2.987399805986028e-18	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	104	33	15719	0.3173076923076923	0.04860088365243	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'EDNRA', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
43	GO:BP	GO:0048856	anatomical structure development	3.379150681418469e-18	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5478	104	82	15719	0.7884615384615384	0.0149689667761956	query_1	['GO:0032502']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'ADAM19', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'TFEB', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
44	GO:BP	GO:0002682	regulation of immune system process	3.8943772554405085e-18	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	104	44	15719	0.4230769230769231	0.0318379160636758	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'EDN2', 'VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'THBS1', 'JAM2', 'PTPN11', 'PGF']
45	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	5.1507868306970836e-18	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1113	104	40	15719	0.3846153846153846	0.0359389038634321	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'EDNRA', 'ITGB3', 'HGF', 'SHC1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'GRB2', 'TGFB1', 'NRP2', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ADAM12', 'VTN', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
46	GO:BP	GO:0042327	positive regulation of phosphorylation	6.7010189381890295e-18	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	754	104	34	15719	0.3269230769230769	0.0450928381962864	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'PLCG2', 'EDN3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
47	GO:BP	GO:0048514	blood vessel morphogenesis	7.148096561463334e-18	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	597	104	31	15719	0.2980769230769231	0.0519262981574539	query_1	['GO:0001568', 'GO:0035239']	['ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'EDNRA', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ADAM12', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
