Seckel syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
13	REAC	REAC:R-HSA-5693607	Processing of DNA double-strand break ends	2.5210275814621437e-41	True	Processing of DNA double-strand break ends	97	104	33	10022	0.3173076923076923	0.3402061855670103	query_1	['REAC:R-HSA-5693567']	['RBBP8', 'UBE2I', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'TP53BP1', 'RAD50', 'UIMC1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'TOP3A', 'SUMO2', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'ABRAXAS1', 'RNF8']
8	GO:BP	GO:0009314	response to radiation	7.068007878877506e-41	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	432	108	46	15719	0.4259259259259259	0.1064814814814814	query_1	['GO:0009628']	['HUS1', 'AKT1', 'RAD9B', 'XPA', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'UIMC1', 'RAD51AP1', 'XRCC6', 'PAXIP1', 'LIG4', 'FEN1', 'H2AX', 'OGG1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'NPM1', 'TP53', 'ABRAXAS1', 'PNKP', 'KDM1A', 'RNF8', 'MSH6']
10	GO:BP	GO:0006261	DNA-templated DNA replication	3.9656808521346455e-40	True	"""A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:mah, ISBN:0198506732]"	157	108	34	15719	0.3148148148148148	0.2165605095541401	query_1	['GO:0006260']	['RBBP8', 'RPA4', 'NBN', 'POLD3', 'RAD50', 'LIG3', 'FEN1', 'POLD4', 'TRAIP', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'PARP1', 'RPA1', 'BLM', 'POLE3', 'MRE11', 'RAD51', 'PRIM2', 'BRCA1', 'CDK2', 'POLA2', 'POLD1', 'POLB', 'BARD1', 'WRN', 'POLE2', 'PNKP', 'POLE', 'POLD2']
9	GO:BP	GO:0051052	regulation of DNA metabolic process	3.9656808521346455e-40	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	517	108	48	15719	0.4444444444444444	0.09284332688588	query_1	['GO:0006259', 'GO:0019219', 'GO:0060255']	['RBBP8', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'PCNA', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'ATRIP', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'TP53', 'ABRAXAS1', 'PNKP', 'KDM1A', 'RNF8', 'MSH6']
5	GO:CC	GO:0031974	membrane-enclosed lumen	3.9553387734444886e-39	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5424	109	102	16420	0.9357798165137616	0.0188053097345132	query_1	['GO:0110165']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'PLK4', 'CEP152', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'SUMO2', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PHLPP2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
4	GO:CC	GO:0043233	organelle lumen	3.9553387734444886e-39	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5424	109	102	16420	0.9357798165137616	0.0188053097345132	query_1	['GO:0031974', 'GO:0043226']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'PLK4', 'CEP152', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'SUMO2', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PHLPP2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
3	GO:CC	GO:0070013	intracellular organelle lumen	3.9553387734444886e-39	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5424	109	102	16420	0.9357798165137616	0.0188053097345132	query_1	['GO:0043229', 'GO:0043233']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'PLK4', 'CEP152', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'SUMO2', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PHLPP2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
11	GO:BP	GO:0000725	recombinational repair	8.734524165529546e-39	True	"""A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."" [GOC:elh]"	171	108	34	15719	0.3148148148148148	0.1988304093567251	query_1	['GO:0006281', 'GO:0006310']	['RBBP8', 'HUS1', 'RPA4', 'NBN', 'TP53BP1', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'WDR48', 'RAD51D', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'PARP1', 'XRCC5', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'BRCA1', 'XRCC1', 'XRCC2', 'KAT5', 'WRN', 'RMI2', 'RMI1', 'KDM1A']
14	REAC	REAC:R-HSA-69473	G2/M DNA damage checkpoint	3.3984619085323287e-38	True	G2/M DNA damage checkpoint	94	104	31	10022	0.2980769230769231	0.3297872340425531	query_1	['REAC:R-HSA-69481']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'TP53BP1', 'RAD50', 'UIMC1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'TOP3A', 'EXO1', 'BRCA1', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53', 'ABRAXAS1', 'RNF8']
12	GO:BP	GO:0006950	response to stress	8.921008096564526e-38	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3764	108	91	15719	0.8425925925925926	0.0241764080765143	query_1	['GO:0050896']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'PLK2', 'BRCA2', 'POLA1', 'PHLPP1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'CEP63', 'APEX1', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
6	GO:CC	GO:0140513	nuclear protein-containing complex	9.539740436414936e-38	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]"	1270	109	61	16420	0.5596330275229358	0.0480314960629921	query_1	['GO:0005634', 'GO:0032991']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'POLD3', 'RAD50', 'UIMC1', 'LIG3', 'XRCC6', 'HLTF', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'MLH1', 'POLD4', 'RPA2', 'MSH3', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'SUMO1', 'PMS2', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'ATRIP', 'ERCC4', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'PRIM2', 'HUS1B', 'BRCA1', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'BARD1', 'POLE2', 'ABRAXAS1', 'POLE', 'POLD2', 'MSH6']
13	GO:BP	GO:0090304	nucleic acid metabolic process	9.698405380822732e-38	True	"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]"	4735	108	98	15719	0.9074074074074074	0.0206969376979936	query_1	['GO:0006139', 'GO:0043170']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'CENPJ', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'SUMO2', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
7	GO:CC	GO:0000228	nuclear chromosome	3.934599952122683e-37	True	"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"	228	109	35	16420	0.3211009174311927	0.1535087719298245	query_1	['GO:0005694', 'GO:0031981']	['UBE2I', 'HUS1', 'RPA4', 'RAD9B', 'XPA', 'POLD3', 'RAD50', 'HDAC1', 'MLH1', 'POLD4', 'H2AX', 'RPA2', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'BLM', 'RAD9A', 'POLE3', 'RAD51', 'PRIM2', 'HUS1B', 'BRCA1', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLE2', 'POLE', 'POLD2']
8	GO:CC	GO:0000781	chromosome, telomeric region	4.528224384887324e-37	True	"""The end of a linear chromosome, required for the integrity and maintenance of the end. A chromosome telomere usually includes a region of telomerase-encoded repeats the length of which rarely exceeds 20 bp each and that permits the formation of a telomeric loop (T-loop). The telomeric repeat region is usually preceded by a sub-telomeric region that is gene-poor but rich in repetitive elements. Some telomeres only consist of the latter part (for eg. D. melanogaster telomeres)."" [GOC:elh]"	167	109	32	16420	0.2935779816513761	0.1916167664670658	query_1	['GO:0098687']	['RPA4', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'RAD51D', 'LIG4', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'CDK2', 'PRKDC', 'XRCC1', 'POLD1', 'WRN', 'KDM1A', 'RNF8']
14	GO:BP	GO:0000077	DNA damage checkpoint signaling	2.0482426208784185e-36	True	"""A signal transduction process that contributes to a DNA damage checkpoint."" [GOC:mah]"	127	108	30	15719	0.2777777777777778	0.2362204724409448	query_1	['GO:0031570', 'GO:0042770']	['HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'UIMC1', 'H2AX', 'RPA2', 'MDC1', 'PLK2', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'CEP63', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'ABRAXAS1']
15	GO:BP	GO:0000724	double-strand break repair via homologous recombination	7.117552431578359e-36	True	"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"	167	108	32	15719	0.2962962962962963	0.1916167664670658	query_1	['GO:0000725', 'GO:0006302']	['RBBP8', 'HUS1', 'RPA4', 'NBN', 'TP53BP1', 'RAD52', 'RAD51AP1', 'LIG3', 'WDR48', 'RAD51D', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'PARP1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'BRCA1', 'XRCC1', 'XRCC2', 'KAT5', 'WRN', 'RMI2', 'RMI1', 'KDM1A']
15	REAC	REAC:R-HSA-9709603	Impaired BRCA2 binding to PALB2	1.0350346075571482e-35	True	Impaired BRCA2 binding to PALB2	24	104	20	10022	0.1923076923076923	0.8333333333333334	query_1	['REAC:R-HSA-9701190']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'RAD51D', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'XRCC2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1']
16	GO:BP	GO:0031570	DNA integrity checkpoint signaling	1.3043179644697262e-35	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."" [GOC:mtg_cell_cycle]"	135	108	30	15719	0.2777777777777778	0.2222222222222222	query_1	['GO:0000075']	['HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'UIMC1', 'H2AX', 'RPA2', 'MDC1', 'PLK2', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'CEP63', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'ABRAXAS1']
17	GO:BP	GO:0042770	signal transduction in response to DNA damage	1.3043179644697262e-35	True	"""A cascade of processes induced by the detection of DNA damage within a cell."" [GOC:go_curators]"	190	108	33	15719	0.3055555555555556	0.1736842105263158	query_1	['GO:0006974', 'GO:0035556']	['HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'UIMC1', 'PAXIP1', 'H2AX', 'RPA2', 'MDC1', 'PLK2', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'CEP63', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'TP53', 'ABRAXAS1', 'KDM1A']
17	REAC	REAC:R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	4.107013736399756e-35	True	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	25	104	20	10022	0.1923076923076923	0.8	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'RAD51D', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'XRCC2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1']
18	REAC	REAC:R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	4.107013736399756e-35	True	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	25	104	20	10022	0.1923076923076923	0.8	query_1	['REAC:R-HSA-9701193']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'RAD51D', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'XRCC2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1']
19	REAC	REAC:R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	4.107013736399756e-35	True	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	25	104	20	10022	0.1923076923076923	0.8	query_1	['REAC:R-HSA-9701193']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'RAD51D', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'XRCC2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1']
16	REAC	REAC:R-HSA-9701193	Defective homologous recombination repair (HRR) due to PALB2 loss of function	4.107013736399756e-35	True	Defective homologous recombination repair (HRR) due to PALB2 loss of function	25	104	20	10022	0.1923076923076923	0.8	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'RAD51D', 'BRCA2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'XRCC2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1']
9	GO:CC	GO:0005634	nucleus	1.2235083802600874e-34	True	"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"	7181	109	107	16420	0.981651376146789	0.01490043169475	query_1	['GO:0043231']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'PLK4', 'CENPJ', 'CEP152', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'PLK2', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'CENPE', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'SUMO2', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PHLPP2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
18	GO:BP	GO:0022402	cell cycle process	1.2261130034568591e-34	True	"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]"	1241	108	59	15719	0.5462962962962963	0.0475423045930701	query_1	['GO:0007049', 'GO:0009987']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'UIMC1', 'RAD51AP1', 'RAD51D', 'PAXIP1', 'MLH1', 'FEN1', 'PLK4', 'CENPJ', 'CEP152', 'H2AX', 'RPA2', 'MDC1', 'LIG1', 'PLK2', 'BRCA2', 'POLA1', 'RAD1', 'PCNA', 'ATR', 'CENPE', 'ERCC1', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'CEP63', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'RMI1', 'PCNT', 'TP53', 'ABRAXAS1', 'POLE', 'MSH6']
20	REAC	REAC:R-HSA-73933	Resolution of Abasic Sites (AP sites)	1.816028275586659e-34	True	Resolution of Abasic Sites (AP sites)	36	104	22	10022	0.2115384615384615	0.6111111111111112	query_1	['REAC:R-HSA-73884']	['POLD3', 'LIG3', 'FEN1', 'POLD4', 'RPA2', 'OGG1', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'POLE3', 'APEX1', 'XRCC1', 'POLD1', 'POLB', 'POLE2', 'PNKP', 'NEIL1', 'POLE', 'POLD2']
10	GO:CC	GO:0005657	replication fork	3.6473541436319e-34	True	"""The Y-shaped region of a replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes."" [GOC:mah, ISBN:0198547684]"	71	109	24	16420	0.2201834862385321	0.3380281690140845	query_1	['GO:0005694', 'GO:0110165']	['RPA4', 'XPA', 'NBN', 'TP53BP1', 'POLD3', 'RAD51D', 'POLD4', 'H2AX', 'RPA2', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'BLM', 'MRE11', 'PRIM2', 'POLA2', 'XRCC2', 'POLD1', 'WRN', 'TP53', 'POLD2']
