Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
25	GO:MF	GO:0045309	protein phosphorylated amino acid binding	1.6735979563341402e-25	True	"""Binding to a phosphorylated amino acid residue within a protein."" [GOC:go_curators]"	58	100	18	20195	0.18	0.3103448275862069	query_1	['GO:0051219']	['PIK3R2', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'ZAP70', 'SHB', 'GRB2', 'VAV1', 'SYK', 'PIK3R3', 'CRKL', 'SHC3', 'LCK', 'PTPN11', 'CBL', 'NCK2', 'GRAP2']
26	GO:BP	GO:0048583	regulation of response to stimulus	2.8789200391846527e-25	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	4013	100	70	21110	0.7	0.0174433092449539	query_1	['GO:0050789', 'GO:0050896']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'NCR3LG1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'NCR3', 'HGF', 'RET', 'SHC1', 'ITK', 'ADAMTSL2', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'PXN', 'SH3BP1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'CD247', 'DOCK3', 'PTK2', 'DOCK2', 'ARTN', 'LCK', 'GAREM1', 'BLNK', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRAP2']
27	REAC	REAC:R-HSA-109582	Hemostasis	3.8831834439188176e-25	True	Hemostasis	672	97	44	10790	0.4536082474226804	0.0654761904761904	query_1	['REAC:0000000']	['PIK3R5', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'LAT', 'DOCK4', 'LYN', 'LCP2', 'AKAP10', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FGG', 'PIK3R3', 'DOCK3', 'TLN1', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'PTPN11', 'GRB7']
28	REAC	REAC:R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	5.268206567840077e-25	True	Interleukin-3, Interleukin-5 and GM-CSF signaling	47	97	19	10790	0.1958762886597938	0.4042553191489361	query_1	['REAC:R-HSA-449147']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'PIK3R3', 'CRKL', 'GAB2', 'BLNK', 'PTPN11', 'CBL']
29	GO:MF	GO:0051219	phosphoprotein binding	5.7123684037481415e-25	True	"""Binding to a phosphorylated protein."" [GOC:ai]"	93	100	20	20195	0.2	0.2150537634408602	query_1	['GO:0005515']	['PIK3R2', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'VAV1', 'SYK', 'PIK3R3', 'CRKL', 'SHC3', 'LCK', 'PTPN11', 'CBL', 'NCK2', 'GRAP2']
30	REAC	REAC:R-HSA-186763	Downstream signal transduction	1.1077816956196508e-24	True	Downstream signal transduction	26	97	16	10790	0.1649484536082474	0.6153846153846154	query_1	['REAC:R-HSA-186797']	['RAPGEF1', 'NCK1', 'PIK3CB', 'PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'PIK3CA', 'PLCG1', 'CRKL', 'PTPN11', 'NCK2', 'PDGFRA', 'GRB7']
31	REAC	REAC:R-HSA-912631	Regulation of signaling by CBL	1.5293984058176098e-24	True	Regulation of signaling by CBL	21	97	15	10790	0.1546391752577319	0.7142857142857143	query_1	['REAC:R-HSA-512988']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CRK', 'PIK3CD', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'PIK3R3', 'CRKL', 'BLNK', 'CBL']
32	GO:BP	GO:0030155	regulation of cell adhesion	3.2630646371186022e-24	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	778	100	37	21110	0.37	0.0475578406169665	query_1	['GO:0007155', 'GO:0050794']	['NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'PIK3R6', 'CRK', 'PTPN23', 'RET', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'LCK', 'CD3E', 'DOCK5', 'PTPN11', 'NCK2']
33	GO:BP	GO:0051716	cellular response to stimulus	3.398674756696564e-24	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	7521	100	88	21110	0.88	0.0117005717324823	query_1	['GO:0009987', 'GO:0050896']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'PIK3R6', 'CRK', 'NCR3', 'HGF', 'RET', 'SHC1', 'ITK', 'ADAMTSL2', 'PIK3AP1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'SH3BP1', 'FYN', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'STAM', 'SHB', 'GFRA3', 'GRB2', 'LCP2', 'EGFR', 'AKAP10', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'CD247', 'DOCK3', 'TLN1', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'GAREM1', 'BLNK', 'CD3E', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRB7', 'ELMO2', 'GRAP2']
34	GO:BP	GO:0040011	locomotion	6.2378706926203596e-24	True	"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]"	1365	100	45	21110	0.45	0.0329670329670329	query_1	['GO:0008150']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'PTPN23', 'HGF', 'RET', 'PLCG2', 'WASL', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA5', 'SH3BP1', 'FYN', 'WAS', 'DOCK4', 'LYN', 'GFRA3', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'DOCK2', 'ARTN', 'DOCK5', 'PDGFRA', 'GRB7', 'ELMO2']
35	REAC	REAC:R-HSA-114604	GPVI-mediated activation cascade	6.728943208126772e-24	True	GPVI-mediated activation cascade	35	97	17	10790	0.1752577319587628	0.4857142857142857	query_1	['REAC:R-HSA-76002']	['PIK3R5', 'PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PLCG2', 'FYN', 'LAT', 'LYN', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PIK3R3', 'LCK', 'PTPN11']
36	KEGG	KEGG:04012	ErbB signaling pathway	6.746149391615784e-24	True	ErbB signaling pathway	84	85	22	8161	0.2588235294117647	0.2619047619047619	query_1	['KEGG:00000']	['NCK1', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PIK3R3', 'CRKL', 'SHC3', 'PTK2', 'CBL', 'NCK2']
37	REAC	REAC:R-HSA-6806834	Signaling by MET	9.505855177272644e-24	True	Signaling by MET	76	97	21	10790	0.2164948453608247	0.2763157894736842	query_1	['REAC:R-HSA-9006934']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'HGS', 'PIK3R1', 'STAM2', 'CRK', 'HGF', 'SOS1', 'GAB1', 'STAM', 'PIK3CA', 'USP8', 'SH3KBP1', 'SH3GL2', 'CRKL', 'PTK2', 'PTPN11', 'CBL']
38	GO:BP	GO:1902531	regulation of intracellular signal transduction	9.903878888332021e-24	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1728	100	49	21110	0.49	0.0283564814814814	query_1	['GO:0009966', 'GO:0035556']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'SH3BP1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'DOCK3', 'PTK2', 'DOCK2', 'LCK', 'GAREM1', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRAP2']
39	GO:BP	GO:0045785	positive regulation of cell adhesion	1.2291019631349997e-23	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	477	100	31	21110	0.31	0.0649895178197065	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']	['NCK1', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'SRC', 'FGA', 'ITGB3', 'PIK3R6', 'CRK', 'PTPN23', 'RET', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'LCK', 'CD3E', 'DOCK5', 'PTPN11', 'NCK2']
40	REAC	REAC:R-HSA-9006335	Signaling by Erythropoietin	1.362264704603787e-23	True	Signaling by Erythropoietin	23	97	15	10790	0.1546391752577319	0.6521739130434783	query_1	['REAC:R-HSA-162582']	['RAPGEF1', 'PIK3R5', 'PIK3CB', 'PIK3CG', 'PIK3R1', 'SHC1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'LYN', 'PIK3CA', 'VAV1', 'PLCG1', 'CRKL']
41	KEGG	KEGG:04062	Chemokine signaling pathway	1.640131717688349e-23	True	Chemokine signaling pathway	190	85	28	8161	0.3294117647058823	0.1473684210526315	query_1	['KEGG:00000']	['PIK3R5', 'PIK3CB', 'PIK3R2', 'BCAR1', 'PIK3CG', 'SRC', 'PIK3R1', 'PIK3R6', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'PIK3CD', 'PXN', 'WAS', 'LYN', 'GRB2', 'PIK3CA', 'VAV1', 'PLCG1', 'PTK2B', 'PIK3R3', 'CRKL', 'SHC3', 'PTK2', 'DOCK2', 'ELMO1']
42	WP	WP:WP437	EGF/EGFR signaling pathway	2.04200736084845e-23	True	EGF/EGFR signaling pathway	161	88	27	8133	0.3068181818181818	0.1677018633540372	query_1	['WP:000000']	['NCK1', 'PIK3R2', 'BCAR1', 'SRC', 'HGS', 'PIK3R1', 'STAM2', 'CRK', 'SHC1', 'SOS1', 'GAB1', 'STAM', 'GRB2', 'EGFR', 'VAV1', 'PLCG1', 'USP8', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'GAB2', 'PTK2', 'PTPN11', 'CBL', 'NCK2']
43	WP	WP:WP23	B cell receptor signaling pathway	2.633280599109733e-23	True	B cell receptor signaling pathway	97	88	23	8133	0.2613636363636363	0.2371134020618556	query_1	['WP:000000']	['RAPGEF1', 'NCK1', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'CRK', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'GAB1', 'FYN', 'LYN', 'GRB2', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'GAB2', 'LCK', 'BLNK', 'PTPN11', 'CBL']
44	GO:BP	GO:0002376	immune system process	2.728345859734529e-23	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2710	100	58	21110	0.58	0.0214022140221402	query_1	['GO:0008150']	['RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'NCR3LG1', 'FN1', 'PIK3R2', 'BCAR1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'NCR3', 'RET', 'ITK', 'PIK3AP1', 'PLCG2', 'WASL', 'SOS1', 'PIK3CD', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'CD247', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'BLNK', 'CD3E', 'PTPN11', 'CBL', 'NCK2']
45	REAC	REAC:R-HSA-8853659	RET signaling	4.178788601393801e-23	True	RET signaling	38	97	17	10790	0.1752577319587628	0.4473684210526316	query_1	['REAC:R-HSA-422475']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'RET', 'SHC1', 'SOS1', 'GAB1', 'PIK3CD', 'GFRA3', 'PIK3CA', 'PLCG1', 'PIK3R3', 'GAB2', 'SHC3', 'ARTN', 'PTPN11', 'GRB7']
46	GO:BP	GO:0009967	positive regulation of signal transduction	8.272176740444461e-23	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1538	100	46	21110	0.46	0.0299089726918075	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'VTN', 'PTK2', 'LCK', 'GAREM1', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
47	KEGG	KEGG:05205	Proteoglycans in cancer	1.4574776862483932e-22	True	Proteoglycans in cancer	205	85	28	8161	0.3294117647058823	0.1365853658536585	query_1	['KEGG:00000']	['MET', 'ITGB1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA5', 'PXN', 'GRB2', 'EGFR', 'PIK3CA', 'VAV1', 'PLCG1', 'ERBB2', 'PIK3R3', 'VTN', 'PTK2', 'PTPN11', 'CBL']
48	GO:BP	GO:0023056	positive regulation of signaling	1.539061086497694e-22	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1742	100	48	21110	0.48	0.0275545350172215	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'PTPN23', 'HGF', 'RET', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'VTN', 'PTK2', 'LCK', 'GAREM1', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
49	GO:BP	GO:0010647	positive regulation of cell communication	1.618921142091825e-22	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1744	100	48	21110	0.48	0.0275229357798165	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'PTPN23', 'HGF', 'RET', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'VTN', 'PTK2', 'LCK', 'GAREM1', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
50	WP	WP:WP673	ErbB signaling pathway	2.0874219796299792e-22	True	ErbB signaling pathway	91	88	22	8133	0.25	0.2417582417582417	query_1	['WP:000000']	['NCK1', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PIK3R3', 'CRKL', 'SHC3', 'PTK2', 'CBL', 'NCK2']
51	GO:MF	GO:1990782	protein tyrosine kinase binding	2.416046935916583e-22	True	"""Binding to protein tyrosine kinase."" [PMID:25499537]"	123	100	20	20195	0.2	0.1626016260162601	query_1	['GO:0019901']	['ITGB1', 'NCK1', 'PIK3R2', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'DOCK4', 'GRB2', 'PLCG1', 'CRKL', 'GAB2', 'SHC3', 'CD247', 'ARTN', 'BLNK', 'PTPN11', 'CBL', 'NCK2', 'ELMO2']
52	GO:BP	GO:0002682	regulation of immune system process	3.591190418478826e-22	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1504	100	45	21110	0.45	0.0299202127659574	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'NCK1', 'PIK3CB', 'NCR3LG1', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'NCR3', 'ITK', 'PIK3AP1', 'PLCG2', 'WASL', 'SOS1', 'PIK3CD', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'LITAF', 'CRKL', 'GAB2', 'CD247', 'PTK2', 'LCK', 'BLNK', 'CD3E', 'PTPN11', 'NCK2']
53	GO:BP	GO:0042325	regulation of phosphorylation	4.167175544821123e-22	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1181	100	41	21110	0.41	0.0347163420829805	query_1	['GO:0016310', 'GO:0019220']	['MET', 'PIK3R5', 'NCK1', 'PIK3CB', 'FN1', 'PIK3R2', 'PIK3CG', 'SRC', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'PIK3R6', 'HGF', 'RET', 'SHC1', 'PLCG2', 'SOS1', 'ITGA5', 'FYN', 'LAT', 'LYN', 'SHB', 'LCP2', 'EGFR', 'PIK3CA', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
54	WP	WP:WP4205	MET in type 1 papillary renal cell carcinoma	5.979230161179916e-22	True	MET in type 1 papillary renal cell carcinoma	58	88	19	8133	0.2159090909090909	0.3275862068965517	query_1	['WP:000000']	['MET', 'RAPGEF1', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'SOS1', 'GAB1', 'PIK3CD', 'GRB2', 'PIK3CA', 'PLCG1', 'PIK3R3', 'CRKL', 'PTK2', 'PTPN11', 'CBL']
55	GO:BP	GO:0050896	response to stimulus	7.533371919136753e-22	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	9081	100	92	21110	0.92	0.0101310428366919	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGB5', 'NCR3LG1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'PIK3R6', 'CRK', 'NCR3', 'HGF', 'RET', 'SHC1', 'ITK', 'ADAMTSL2', 'PIK3AP1', 'PLCG2', 'WASL', 'SOS1', 'GAB1', 'PIK3CD', 'WIPF1', 'ITGA2B', 'ITGA5', 'PXN', 'SH3BP1', 'FYN', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'STAM', 'SHB', 'GFRA3', 'GRB2', 'LCP2', 'EGFR', 'AKAP10', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'CD247', 'DOCK3', 'TLN1', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'GAREM1', 'BLNK', 'CD3E', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRB7', 'ELMO2', 'GRAP2']
56	REAC	REAC:R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	8.2184654653475e-22	True	Constitutive Signaling by Aberrant PI3K in Cancer	65	97	19	10790	0.1958762886597938	0.2923076923076923	query_1	['REAC:R-HSA-2219528']	['MET', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'HGF', 'PIK3AP1', 'GAB1', 'PIK3CD', 'FYN', 'EGFR', 'PIK3CA', 'VAV1', 'ERBB2', 'PIK3R3', 'GAB2', 'LCK', 'PTPN11', 'PDGFRA']
57	GO:BP	GO:0071363	cellular response to growth factor stimulus	2.284437935932505e-21	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	680	100	33	21110	0.33	0.0485294117647058	query_1	['GO:0070848', 'GO:0071495']	['RAPGEF1', 'PIK3CB', 'ITGB5', 'BCAR1', 'SRC', 'ITGB3', 'HGS', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'ADAMTSL2', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'USP8', 'ERBB2', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'ITGB6', 'GAREM1', 'PTPN11', 'CBL', 'PDGFRA']
58	WP	WP:WP313	Hepatocyte growth factor receptor signaling	2.4533002564374656e-21	True	Hepatocyte growth factor receptor signaling	34	88	16	8133	0.1818181818181818	0.4705882352941176	query_1	['WP:000000']	['MET', 'RAPGEF1', 'ITGB1', 'DOCK1', 'SRC', 'CRK', 'HGF', 'SOS1', 'GAB1', 'PXN', 'GRB2', 'PIK3CA', 'PTK2B', 'CRKL', 'PTK2', 'PTPN11']
59	WP	WP:WP185	Integrin-mediated cell adhesion	2.5729614219301247e-21	True	Integrin-mediated cell adhesion	101	88	22	8133	0.25	0.2178217821782178	query_1	['WP:000000']	['RAPGEF1', 'ITGB1', 'ITGB5', 'ITGAV', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'CRK', 'SHC1', 'SOS1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'GRB2', 'VCL', 'SHC3', 'TLN1', 'PTK2', 'ITGB6']
60	KEGG	KEGG:04650	Natural killer cell mediated cytotoxicity	2.598703785351863e-21	True	Natural killer cell mediated cytotoxicity	124	85	23	8161	0.2705882352941176	0.1854838709677419	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'NCR3', 'SHC1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'LAT', 'ZAP70', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'PTK2B', 'PIK3R3', 'SHC3', 'CD247', 'LCK', 'PTPN11']
61	GO:BP	GO:0040017	positive regulation of locomotion	3.3080114623128666e-21	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	574	100	31	21110	0.31	0.0540069686411149	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['MET', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'PLCG2', 'GAB1', 'PIK3CD', 'ITGA5', 'DOCK4', 'LYN', 'EGFR', 'PLCG1', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'ARTN', 'DOCK5', 'PDGFRA', 'GRB7']
