Ablepharon macrostomia syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
262	GO:BP	GO:0048511	rhythmic process	2.1362322779899055e-10	True	"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]"	310	100	17	21110	0.17	0.0548387096774193	query_1	['GO:0008150']	['NRIP1', 'CREBBP', 'NCOA2', 'HDAC1', 'NCOR2', 'SIN3A', 'NR1H3', 'EP300', 'PRMT5', 'NCOR1', 'HDAC3', 'NR5A1', 'SP1', 'KAT2B', 'ESR1', 'TP53', 'HDAC2']
263	GO:BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	2.5741364608020844e-10	True	"""Any process that modulates the frequency, rate or extent of activity of any TGF-beta receptor signaling pathway."" [GOC:mah]"	140	100	13	21110	0.13	0.0928571428571428	query_1	['GO:0007179', 'GO:0090092', 'GO:1903844']	['CREBBP', 'HDAC1', 'SIN3A', 'SMAD2', 'SMAD4', 'EP300', 'SKI', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'SKIL', 'HIPK2']
264	HPA	HPA:0170251	endometrium 2; cells in endometrial stroma[≥Low]	2.666136178491849e-10	True	endometrium 2; cells in endometrial stroma[≥Low]	3511	77	55	11006	0.7142857142857143	0.0156650526915408	query_1	['HPA:0170000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'AR', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'RUNX1', 'EP300', 'MECP2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'RCOR1', 'SP1', 'ESR1', 'WT1', 'WWP1', 'FOXO1', 'PDE8A', 'TBL1XR1', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'KDM1A', 'ZFPM2', 'SRF', 'NCOA1', 'RANGAP1']
265	GO:BP	GO:0071559	response to transforming growth factor beta	2.9233404792392417e-10	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]"	266	100	16	21110	0.16	0.0601503759398496	query_1	['GO:0070848']	['SOX9', 'CREBBP', 'HDAC1', 'SIN3A', 'SMAD2', 'SMAD9', 'SMAD4', 'EP300', 'SKI', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'SKIL', 'HIPK2']
266	GO:BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	3.394048783735275e-10	True	"""Any process that modulates the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	143	100	13	21110	0.13	0.0909090909090909	query_1	['GO:0071560', 'GO:0090287']	['CREBBP', 'HDAC1', 'SIN3A', 'SMAD2', 'SMAD4', 'EP300', 'SKI', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'SKIL', 'HIPK2']
267	HPA	HPA:0300201	lung; endothelial cells[≥Low]	3.525945467292657e-10	True	lung; endothelial cells[≥Low]	798	77	27	11006	0.3506493506493506	0.0338345864661654	query_1	['HPA:0300000']	['REST', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'RXRB', 'MED12', 'SUMO1', 'AAGAB', 'SMARCB1', 'ASAH1', 'SMAD4', 'MECP2', 'SMARCC2', 'RCOR1', 'SP1', 'TBL1XR1', 'PSAP', 'HDAC2', 'YAP1', 'KDM1A', 'SRF', 'HIPK2', 'RANGAP1']
268	GO:BP	GO:0048738	cardiac muscle tissue development	3.5347479455391797e-10	True	"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	223	100	15	21110	0.15	0.0672645739910313	query_1	['GO:0007507', 'GO:0014706']	['NKX2-5', 'TBX5', 'SMAD4', 'VGLL4', 'RUNX1', 'HDAC3', 'SKI', 'WT1', 'GATA4', 'RARA', 'FOXH1', 'MYOCD', 'YAP1', 'ZFPM2', 'SRF']
269	REAC	REAC:R-HSA-350054	Notch-HLH transcription pathway	3.8937511456632415e-10	True	Notch-HLH transcription pathway	28	92	9	10790	0.0978260869565217	0.3214285714285714	query_1	['REAC:R-HSA-212436']	['CREBBP', 'HDAC1', 'TBL1X', 'NCOR2', 'NCOR1', 'HDAC3', 'KAT2B', 'TBL1XR1', 'HDAC2']
270	GO:BP	GO:0048584	positive regulation of response to stimulus	3.901807571244623e-10	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2283	100	39	21110	0.39	0.0170827858081471	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['UBE2I', 'SOX9', 'RXRA', 'CREBBP', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'AR', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'PRMT5', 'GPS2', 'HDAC3', 'GPR37', 'SMARCC2', 'SKI', 'NR1H4', 'ESR1', 'GATA4', 'PDE8A', 'RARA', 'TBL1XR1', 'TP53', 'SMAD3', 'MYOCD', 'YAP1', 'THRB', 'SMARCC1', 'SKIL', 'HIPK2', 'VDR']
271	GO:CC	GO:0043226	organelle	3.957668562607136e-10	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	16842	100	100	22122	1.0	0.0059375371096069	query_1	['GO:0110165']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'CBFB', 'GBA1', 'COPRS', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'GPR37L1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'NR1H4', 'KAT2B', 'SRY', 'ESR1', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
272	REAC	REAC:R-HSA-8878166	Transcriptional regulation by RUNX2	3.963468786631105e-10	True	Transcriptional regulation by RUNX2	118	92	14	10790	0.1521739130434782	0.1186440677966101	query_1	['REAC:R-HSA-212436']	['SOX9', 'AKT1', 'CBFB', 'HIVEP3', 'AR', 'MAF', 'WWTR1', 'SMAD4', 'RUNX1', 'HDAC3', 'ESR1', 'WWP1', 'TWIST2', 'YAP1']
273	GO:BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	4.1883854451893244e-10	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	378	100	18	21110	0.18	0.0476190476190476	query_1	['GO:0007167']	['CREBBP', 'HDAC1', 'SIN3A', 'WWTR1', 'SMAD2', 'SMAD9', 'SMAD4', 'EP300', 'RUNX2', 'SKI', 'GATA4', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'SKIL', 'HIPK2']
274	REAC	REAC:R-HSA-9006936	Signaling by TGFB family members	4.4614101782573246e-10	True	Signaling by TGFB family members	119	92	14	10790	0.1521739130434782	0.1176470588235294	query_1	['REAC:R-HSA-162582']	['TGIF1', 'HDAC1', 'NCOR2', 'WWTR1', 'SMAD2', 'SMAD9', 'SMAD4', 'EP300', 'NCOR1', 'SKI', 'SP1', 'FOXH1', 'SMAD3', 'SKIL']
275	GO:BP	GO:0033554	cellular response to stress	4.890165590006388e-10	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1949	100	36	21110	0.36	0.0184710107747562	query_1	['GO:0006950', 'GO:0051716']	['REST', 'AKT1', 'CREBBP', 'GBA1', 'FOXO3', 'NR1H2', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'NR1H3', 'MAF', 'SUMO1', 'GPR37L1', 'SMARCB1', 'EP300', 'GPS2', 'NCOR1', 'HDAC3', 'GPR37', 'SMARCC2', 'SP1', 'KAT2B', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'SRF', 'SKIL', 'HIPK2']
276	HPA	HPA:0301363	lung; alveolar cells type I[High]	5.70471423118009e-10	True	lung; alveolar cells type I[High]	507	77	22	11006	0.2857142857142857	0.0433925049309664	query_1	['HPA:0301362']	['REST', 'RXRA', 'AKT1', 'FOXO3', 'SMARCA4', 'RXRB', 'MED12', 'SUMO1', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'SMARCC2', 'RCOR1', 'SP1', 'TBL1XR1', 'HDAC2', 'KDM1A', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
277	GO:MF	GO:0008013	beta-catenin binding	6.596021089975635e-10	True	"""Binding to a catenin beta subunit."" [GOC:bf]"	92	100	11	20195	0.11	0.1195652173913043	query_1	['GO:0005515']	['SOX9', 'FOXO3', 'CTNNB1', 'TBL1X', 'MED12', 'AR', 'EP300', 'ESR1', 'FOXO1', 'TBL1XR1', 'SMAD3']
278	GO:BP	GO:0009967	positive regulation of signal transduction	6.958926173260356e-10	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1538	100	32	21110	0.32	0.0208062418725617	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['UBE2I', 'SOX9', 'RXRA', 'CREBBP', 'CTNNB1', 'SMARCA4', 'TBL1X', 'RXRB', 'NR1H3', 'AR', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'PRMT5', 'GPS2', 'HDAC3', 'GPR37', 'SKI', 'NR1H4', 'GATA4', 'PDE8A', 'TBL1XR1', 'TP53', 'SMAD3', 'MYOCD', 'YAP1', 'THRB', 'SKIL', 'HIPK2', 'VDR']
279	HPA	HPA:0340000	ovary	7.315454911051306e-10	True	ovary	5421	77	67	11006	0.8701298701298701	0.012359343294595	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'HDAC3', 'ESR2', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WT1', 'WWP1', 'FOXO1', 'PDE8A', 'TBL1XR1', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
280	REAC	REAC:R-HSA-8986944	Transcriptional Regulation by MECP2	7.565223270704028e-10	True	Transcriptional Regulation by MECP2	59	92	11	10790	0.1195652173913043	0.1864406779661017	query_1	['REAC:R-HSA-212436']	['HDAC1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1', 'HDAC2', 'HIPK2']
281	GO:BP	GO:0065009	regulation of molecular function	8.35552214862054e-10	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2586	100	41	21110	0.41	0.0158546017014694	query_1	['GO:0065007']	['REST', 'UBE2I', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'GBA1', 'SENP1', 'NR1H2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'HDAC3', 'ESR2', 'SKI', 'SENP2', 'NR1H4', 'KAT2B', 'ESR1', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'KDM1A', 'SRF', 'HIPK2', 'VDR', 'RANGAP1']
282	GO:BP	GO:0060562	epithelial tube morphogenesis	9.107574470340293e-10	True	"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]"	339	100	17	21110	0.17	0.0501474926253687	query_1	['GO:0002009', 'GO:0035239']	['SOX9', 'NKX2-5', 'CTNNB1', 'TEAD2', 'MED12', 'AR', 'SMAD4', 'SKI', 'ESR1', 'WT1', 'GATA4', 'RARA', 'FOXH1', 'SMAD3', 'YAP1', 'SRF', 'VDR']
283	GO:MF	GO:0042826	histone deacetylase binding	9.232142102453419e-10	True	"""Binding to histone deacetylase."" [GOC:jl]"	126	100	12	20195	0.12	0.0952380952380952	query_1	['GO:0019899']	['NRIP1', 'HDAC1', 'NCOR2', 'NCOR1', 'HDAC3', 'SP1', 'KAT2B', 'RARA', 'TP53', 'HDAC2', 'MYOCD', 'SRF']
284	GO:BP	GO:0010628	positive regulation of gene expression	1.0061973757946363e-09	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1165	100	28	21110	0.28	0.0240343347639485	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['SOX9', 'AKT1', 'WDR77', 'NKX2-5', 'NR1H2', 'CTNNB1', 'HDAC1', 'AR', 'MAF', 'SMAD2', 'RUNX1', 'EP300', 'PRMT5', 'RUNX2', 'NR5A1', 'SP1', 'NR1H4', 'KAT2B', 'SRY', 'WT1', 'GATA4', 'RARA', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'YAP1', 'VDR']
285	GO:BP	GO:0048545	response to steroid hormone	1.0498536406748596e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:go_curators]"	342	100	17	21110	0.17	0.0497076023391812	query_1	['GO:0009725', 'GO:0014070', 'GO:0033993']	['REST', 'RXRA', 'GBA1', 'NCOA2', 'HDAC1', 'SMARCA4', 'NCOR2', 'RXRB', 'NR1H3', 'AR', 'EP300', 'NCOR1', 'ESR2', 'ESR1', 'FOXH1', 'YAP1', 'KDM1A']
286	HP	HP:0025132	Abnormal circulating estrogen level	1.0625099487070523e-09	True	A deviation from normal concentration of the hormone estrogen in the blood circulation.	58	55	12	4851	0.2181818181818181	0.2068965517241379	query_1	['HP:0033799']	['SOX9', 'AKT1', 'CTNNB1', 'AR', 'SMARCB1', 'NR5A1', 'SRY', 'ESR1', 'WT1', 'GATA4', 'TP53', 'ZFPM2']
287	HP	HP:0025133	Abnormal serum estradiol	1.0625099487070523e-09	True	A deviation from normal concentrations of estradiol in the circulation.	58	55	12	4851	0.2181818181818181	0.2068965517241379	query_1	['HP:0025132']	['SOX9', 'AKT1', 'CTNNB1', 'AR', 'SMARCB1', 'NR5A1', 'SRY', 'ESR1', 'WT1', 'GATA4', 'TP53', 'ZFPM2']
288	REAC	REAC:R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	1.4485799029610871e-09	True	Transcriptional regulation of white adipocyte differentiation	82	92	12	10790	0.1304347826086956	0.1463414634146341	query_1	['REAC:R-HSA-1266738']	['RXRA', 'NCOA3', 'CREBBP', 'NCOA2', 'TBL1X', 'NCOR2', 'MED12', 'EP300', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
289	HPA	HPA:0300202	lung; endothelial cells[≥Medium]	1.4769620573582623e-09	True	lung; endothelial cells[≥Medium]	651	77	24	11006	0.3116883116883117	0.0368663594470046	query_1	['HPA:0300201']	['REST', 'RXRA', 'NCOA3', 'AKT1', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'RXRB', 'MED12', 'SUMO1', 'SMARCB1', 'SMAD4', 'MECP2', 'SMARCC2', 'RCOR1', 'SP1', 'TBL1XR1', 'PSAP', 'HDAC2', 'YAP1', 'KDM1A', 'SRF', 'HIPK2', 'RANGAP1']
290	GO:BP	GO:0048863	stem cell differentiation	1.478134235167153e-09	True	"""The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [CL:0000034, GOC:isa_complete]"	246	100	15	21110	0.15	0.0609756097560975	query_1	['GO:0030154']	['REST', 'SOX9', 'NKX2-5', 'CTNNB1', 'HDAC1', 'TBX5', 'TEAD2', 'SMAD4', 'RUNX2', 'ESR1', 'TP53', 'HDAC2', 'MYOCD', 'YAP1', 'SRF']
291	GO:BP	GO:0001701	in utero embryonic development	1.526532675650324e-09	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	408	100	18	21110	0.18	0.0441176470588235	query_1	['GO:0043009']	['AKT1', 'CTNNB1', 'SIN3A', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'TEAD4', 'HDAC3', 'SENP2', 'TBL1XR1', 'TP53', 'SMAD3', 'YAP1', 'ZFPM2', 'SRF', 'SKIL', 'NCOA1']
292	REAC	REAC:R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	1.572585825268925e-09	True	NOTCH1 Intracellular Domain Regulates Transcription	46	92	10	10790	0.108695652173913	0.217391304347826	query_1	['REAC:R-HSA-1980143']	['CREBBP', 'HDAC1', 'TBL1X', 'NCOR2', 'EP300', 'NCOR1', 'HDAC3', 'KAT2B', 'TBL1XR1', 'HDAC2']
293	GO:BP	GO:0043067	regulation of programmed cell death	1.8697407896371024e-09	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1491	100	31	21110	0.31	0.0207914151576123	query_1	['GO:0010941', 'GO:0012501']	['REST', 'SOX9', 'AKT1', 'NKX2-5', 'GBA1', 'FOXO3', 'CTNNB1', 'HDAC1', 'SIN3A', 'AR', 'ASAH1', 'SMAD4', 'MECP2', 'HDAC3', 'NR1H4', 'ESR1', 'WT1', 'GATA4', 'FOXO1', 'RARA', 'TP53', 'SMAD3', 'TWIST2', 'HDAC2', 'MYOCD', 'YAP1', 'KDM1A', 'SKIL', 'NCOA1', 'HIPK2', 'VDR']
294	REAC	REAC:R-HSA-9707616	Heme signaling	1.983782436274836e-09	True	Heme signaling	47	92	10	10790	0.108695652173913	0.2127659574468085	query_1	['REAC:R-HSA-2262752']	['NRIP1', 'RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'EP300', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
295	GO:CC	GO:0043229	intracellular organelle	2.2264164856721477e-09	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	16038	100	98	22122	0.98	0.006110487591969	query_1	['GO:0005622', 'GO:0043226']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'CBFB', 'GBA1', 'COPRS', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'NR1H4', 'KAT2B', 'SRY', 'ESR1', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
296	GO:BP	GO:0007389	pattern specification process	2.3019042809294914e-09	True	"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]"	481	100	19	21110	0.19	0.0395010395010395	query_1	['GO:0007275', 'GO:0032501']	['WDR77', 'NKX2-5', 'CTNNB1', 'FOXG1', 'TBX5', 'MED12', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'SKI', 'WT1', 'GATA4', 'HIPK1', 'FOXH1', 'TP53', 'SMAD3', 'SRF', 'HIPK2']
297	GO:BP	GO:0042789	mRNA transcription by RNA polymerase II	2.6019791555821104e-09	True	"""The cellular synthesis of messenger RNA (mRNA) from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter."" [GOC:jl, ISBN:0321000382]"	48	100	9	21110	0.09	0.1875	query_1	['GO:0006366', 'GO:0009299']	['RXRA', 'NR1H2', 'NCOA2', 'RXRB', 'NR1H3', 'RARA', 'THRB', 'NCOA1', 'VDR']
298	GO:BP	GO:0012501	programmed cell death	3.256579694394002e-09	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1961	100	35	21110	0.35	0.0178480367159612	query_1	['GO:0008219']	['REST', 'SOX9', 'AKT1', 'NKX2-5', 'GBA1', 'FOXO3', 'SENP1', 'CTNNB1', 'HDAC1', 'SIN3A', 'AR', 'ASAH1', 'SMAD4', 'EP300', 'MECP2', 'HDAC3', 'NR1H4', 'ESR1', 'WT1', 'GATA4', 'FOXO1', 'HIPK1', 'RARA', 'TP53', 'SMAD3', 'TWIST2', 'HDAC2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'SKIL', 'NCOA1', 'HIPK2', 'VDR']
299	GO:BP	GO:0071383	cellular response to steroid hormone stimulus	3.3033866118475394e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:mah]"	213	100	14	21110	0.14	0.0657276995305164	query_1	['GO:0032870', 'GO:0048545', 'GO:0071396', 'GO:0071407']	['REST', 'RXRA', 'HDAC1', 'SMARCA4', 'NCOR2', 'RXRB', 'AR', 'EP300', 'NCOR1', 'ESR2', 'ESR1', 'FOXH1', 'YAP1', 'KDM1A']
300	REAC	REAC:R-HSA-5578768	Physiological factors	3.4254176568728634e-09	True	Physiological factors	14	92	7	10790	0.0760869565217391	0.5	query_1	['REAC:R-HSA-5576891']	['NKX2-5', 'TBX5', 'WWTR1', 'KAT2B', 'GATA4', 'HIPK1', 'HIPK2']
301	GO:BP	GO:0060541	respiratory system development	3.5211038749008357e-09	True	"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]"	214	100	14	21110	0.14	0.0654205607476635	query_1	['GO:0048731']	['SOX9', 'CTNNB1', 'ELK1', 'TBX5', 'SMAD2', 'EP300', 'SKI', 'WT1', 'RARA', 'MYOCD', 'YAP1', 'THRB', 'ZFPM2', 'SRF']
302	GO:BP	GO:0023056	positive regulation of signaling	3.543300900884438e-09	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1742	100	33	21110	0.33	0.0189437428243398	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['UBE2I', 'SOX9', 'RXRA', 'CREBBP', 'CTNNB1', 'SMARCA4', 'TBL1X', 'RXRB', 'NR1H3', 'AR', 'GPR37L1', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'PRMT5', 'GPS2', 'HDAC3', 'GPR37', 'SKI', 'NR1H4', 'GATA4', 'PDE8A', 'TBL1XR1', 'TP53', 'SMAD3', 'MYOCD', 'YAP1', 'THRB', 'SKIL', 'HIPK2', 'VDR']
303	KEGG	KEGG:05202	Transcriptional misregulation in cancer	3.593792925041452e-09	True	Transcriptional misregulation in cancer	192	81	16	8161	0.1975308641975308	0.0833333333333333	query_1	['KEGG:00000']	['RXRA', 'HDAC1', 'FLI1', 'SIN3A', 'RXRB', 'MAF', 'RUNX1', 'NCOR1', 'RUNX2', 'ELK4', 'SP1', 'WT1', 'FOXO1', 'RARA', 'TP53', 'HDAC2']
304	REAC	REAC:R-HSA-8951671	RUNX3 regulates YAP1-mediated transcription	3.628170871340815e-09	True	RUNX3 regulates YAP1-mediated transcription	8	92	6	10790	0.0652173913043478	0.75	query_1	['REAC:R-HSA-8878159']	['TEAD2', 'WWTR1', 'TEAD1', 'TEAD4', 'TEAD3', 'YAP1']
