Cerebrotendinous xanthomatosis	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
14	GO:CC	GO:0060205	cytoplasmic vesicle lumen	9.33948973932928e-19	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	99	24	16420	0.2424242424242424	0.0759493670886076	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['PTX3', 'C3', 'FN1', 'FGA', 'VWF', 'SERPINA3', 'TGFB3', 'ELANE', 'CFP', 'PRDX4', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'PROS1', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'FCN1', 'A1BG', 'ALB', 'ORM1']
16	GO:BP	GO:0050878	regulation of body fluid levels	9.733409971003024e-19	True	"""Any process that modulates the levels of body fluids."" [GOC:ai, GOC:dph, GOC:tb]"	356	98	26	15719	0.2653061224489796	0.0730337078651685	query_1	['GO:0065008']	['F12', 'GP1BB', 'FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'VWF', 'GP1BA', 'GP9', 'FLNA', 'F11', 'APOE', 'SERPIND1', 'C4BPB', 'F2', 'F9', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'CTSG', 'SERPINA1', 'VTN', 'TLN1', 'PLAUR']
15	GO:CC	GO:0031983	vesicle lumen	1.015512056773502e-18	True	"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]"	318	99	24	16420	0.2424242424242424	0.0754716981132075	query_1	['GO:0031982', 'GO:0043233']	['PTX3', 'C3', 'FN1', 'FGA', 'VWF', 'SERPINA3', 'TGFB3', 'ELANE', 'CFP', 'PRDX4', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'PROS1', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'FCN1', 'A1BG', 'ALB', 'ORM1']
17	GO:BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	1.347371336946293e-18	True	"""An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	59	98	15	15719	0.1530612244897959	0.2542372881355932	query_1	['GO:0006959', 'GO:0016064']	['C3', 'MASP2', 'CR1', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'C9', 'C5', 'HPX']
18	GO:BP	GO:0006897	endocytosis	1.3921733045929311e-18	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	698	98	33	15719	0.336734693877551	0.0472779369627507	query_1	['GO:0016192']	['PTX3', 'C3', 'ITGB1', 'APOC3', 'ITGAV', 'SRC', 'ITGB3', 'FCN2', 'ELANE', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'CFP', 'HFE', 'COLEC10', 'CRP', 'C4A', 'C4BPB', 'APOA1', 'LRP1', 'TF', 'TFR2', 'APOA2', 'C4B_2', 'CFI', 'C2', 'MBL2', 'C4BPA', 'VTN', 'APOC2', 'FCN1', 'PTK2']
19	GO:BP	GO:0006958	complement activation, classical pathway	1.445322003572282e-18	True	"""Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	46	98	14	15719	0.1428571428571428	0.3043478260869565	query_1	['GO:0002455', 'GO:0006956']	['C3', 'MASP2', 'CR1', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'C9', 'C5']
20	GO:BP	GO:0009605	response to external stimulus	3.187652037473157e-18	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]"	2649	98	57	15719	0.5816326530612245	0.0215175537938844	query_1	['GO:0050896']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'CR1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'FCN2', 'ELANE', 'GP1BA', 'FCN3', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'CFP', 'HFE', 'COLEC10', 'CRP', 'ROBO3', 'SERPIND1', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'F2', 'TF', 'HP', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'MPO', 'APOA4', 'CFI', 'SERPINC1', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PLAUR', 'PTK2', 'ITGB6', 'C9', 'ALB', 'C5', 'HPX']
3	REAC	REAC:R-HSA-168249	Innate Immune System	4.699527828962113e-18	True	Innate Immune System	1022	97	45	10022	0.4639175257731959	0.0440313111545988	query_1	['REAC:R-HSA-168256']	['MASP1', 'PTX3', 'C3', 'CR1', 'ITGAV', 'HBB', 'FGA', 'SERPINA3', 'FCN2', 'ELANE', 'FCN3', 'COLEC11', 'CFP', 'COLEC10', 'CRP', 'PRDX4', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'F2', 'ORM2', 'HP', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'MPO', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'FCN1', 'PLAUR', 'PTK2', 'C9', 'A1BG', 'C5', 'ORM1']
21	GO:BP	GO:0098542	defense response to other organism	6.142097321112604e-18	True	"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]"	1117	98	39	15719	0.3979591836734694	0.0349149507609668	query_1	['GO:0006952', 'GO:0051707']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'CR1', 'SRC', 'FGA', 'FCN2', 'ELANE', 'FCN3', 'COLEC11', 'APOE', 'CFP', 'COLEC10', 'CRP', 'CFH', 'C4A', 'C4BPB', 'CD46', 'F2', 'TF', 'HP', 'FGB', 'C4B_2', 'MPO', 'APOA4', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'C9', 'C5', 'HPX']
4	REAC	REAC:R-HSA-109582	Hemostasis	6.235705061286607e-18	True	Hemostasis	608	97	36	10022	0.3711340206185567	0.0592105263157894	query_1	['REAC:0000000']	['F12', 'GP1BB', 'ITGB1', 'ITGAV', 'FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'VWF', 'SERPINA3', 'TGFB3', 'HBD', 'GP1BA', 'GP9', 'FLNA', 'F11', 'ITGA2B', 'ITGA5', 'SERPIND1', 'APOA1', 'F2', 'TF', 'F9', 'ORM2', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'SERPINA1', 'TLN1', 'PLAUR', 'PTK2', 'A1BG', 'ALB', 'ORM1']
22	GO:BP	GO:0006955	immune response	7.513301355401038e-18	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1662	98	46	15719	0.4693877551020408	0.0276774969915764	query_1	['GO:0002376', 'GO:0050896']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'CR1', 'SRC', 'FGA', 'TGFB3', 'FCN2', 'ELANE', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'CFP', 'HFE', 'COLEC10', 'CRP', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'FGB', 'APOA2', 'C4B_2', 'APOA4', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PTK2', 'ITGB6', 'C9', 'C5', 'HPX']
23	GO:BP	GO:0048584	positive regulation of response to stimulus	8.651848166523083e-18	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	98	51	15719	0.5204081632653061	0.0241362991008045	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MASP1', 'C3', 'F12', 'ITGB1', 'MASP2', 'CR1', 'INHA', 'ITGAV', 'FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'ELANE', 'FCN3', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'CFP', 'ITGA5', 'HFE', 'COLEC10', 'INHBE', 'INHBC', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'F2', 'FGB', 'C4B_2', 'FGG', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PLAUR', 'PTK2', 'C9', 'C5', 'HPX']
24	GO:BP	GO:1903027	regulation of opsonization	1.0807632428240117e-17	True	"""Any process that modulates the frequency, rate or extent of opsonization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22333221]"	10	98	9	15719	0.0918367346938775	0.9	query_1	['GO:0002697', 'GO:0008228', 'GO:0050794']	['FCN2', 'FCN3', 'COLEC11', 'CFP', 'COLEC10', 'C4BPB', 'MBL2', 'C4BPA', 'FCN1']
5	REAC	REAC:R-HSA-76009	Platelet Aggregation (Plug Formation)	1.1421190856497088e-17	True	Platelet Aggregation (Plug Formation)	38	97	14	10022	0.1443298969072164	0.3684210526315789	query_1	['REAC:R-HSA-76002']	['GP1BB', 'FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'GP1BA', 'GP9', 'ITGA2B', 'F2', 'FGB', 'FGG', 'TLN1', 'PTK2']
6	REAC	REAC:R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	1.515338725426601e-17	True	Formation of Fibrin Clot (Clotting Cascade)	39	97	14	10022	0.1443298969072164	0.358974358974359	query_1	['REAC:R-HSA-109582']	['F12', 'GP1BB', 'FGA', 'VWF', 'GP1BA', 'GP9', 'F11', 'SERPIND1', 'F2', 'F9', 'FGB', 'PROS1', 'FGG', 'SERPINC1']
7	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	2.844512614743877e-17	True	Platelet activation, signaling and aggregation	252	97	25	10022	0.2577319587628865	0.0992063492063492	query_1	['REAC:R-HSA-109582']	['GP1BB', 'FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'SERPINA3', 'TGFB3', 'GP1BA', 'GP9', 'FLNA', 'ITGA2B', 'APOA1', 'F2', 'TF', 'ORM2', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'TLN1', 'PTK2', 'A1BG', 'ALB', 'ORM1']
25	GO:BP	GO:0060627	regulation of vesicle-mediated transport	5.2565283726276803e-17	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	519	98	28	15719	0.2857142857142857	0.0539499036608863	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['PTX3', 'C3', 'APOC3', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'FCN2', 'FCN3', 'COLEC11', 'APOE', 'CFP', 'HFE', 'COLEC10', 'C4A', 'APOA1', 'LRP1', 'TF', 'TFR2', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'MBL2', 'VTN', 'APOC2', 'FCN1']
16	GO:CC	GO:0005788	endoplasmic reticulum lumen	5.763766663232679e-17	True	"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]"	296	99	22	16420	0.2222222222222222	0.0743243243243243	query_1	['GO:0005783', 'GO:0070013']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'CFP', 'ITIH2', 'SERPIND1', 'C4A', 'APOA1', 'F2', 'TF', 'F9', 'APOA2', 'FGG', 'APOA4', 'SERPINC1', 'SERPINA1', 'VTN', 'PLAUR', 'CP', 'ALB']
17	GO:CC	GO:0031091	platelet alpha granule	6.303000889238195e-17	True	"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]"	88	99	15	16420	0.1515151515151515	0.1704545454545454	query_1	['GO:0030141']	['FN1', 'FGA', 'ITGB3', 'VWF', 'SERPINA3', 'TGFB3', 'ITGA2B', 'ORM2', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'A1BG', 'ALB', 'ORM1']
26	GO:BP	GO:0050778	positive regulation of immune response	8.81654406197995e-17	True	"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	635	98	30	15719	0.3061224489795918	0.0472440944881889	query_1	['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']	['MASP1', 'C3', 'MASP2', 'CR1', 'SRC', 'FCN2', 'ELANE', 'FCN3', 'TFRC', 'COLEC11', 'CFP', 'COLEC10', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'C9', 'C5', 'HPX']
27	GO:BP	GO:0072378	blood coagulation, fibrin clot formation	1.0310960610517799e-16	True	"""A protein activation cascade that contributes to blood coagulation and consists of the cascade of enzymatic reactions initiated by physical damage to the wall of a blood vessel, leading to the formation of a formation of a fibrin clot at the site of the injury. The process also includes numerous positive and negative regulatory events."" [GOC:add, GOC:mah, GOC:pde]"	17	98	10	15719	0.1020408163265306	0.5882352941176471	query_1	['GO:0007596', 'GO:0072376']	['F12', 'GP1BB', 'FN1', 'FGA', 'GP1BA', 'GP9', 'FLNA', 'FGB', 'FGG', 'SERPINC1']
8	REAC	REAC:R-HSA-114608	Platelet degranulation 	1.0655334650313944e-16	True	Platelet degranulation 	121	97	19	10022	0.1958762886597938	0.1570247933884297	query_1	['REAC:R-HSA-76005']	['FN1', 'FGA', 'ITGB3', 'VWF', 'SERPINA3', 'TGFB3', 'FLNA', 'ITGA2B', 'APOA1', 'TF', 'ORM2', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'TLN1', 'A1BG', 'ALB', 'ORM1']
28	GO:BP	GO:0002682	regulation of immune system process	1.3643446659769475e-16	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	98	41	15719	0.4183673469387755	0.0296671490593342	query_1	['GO:0002376', 'GO:0050789']	['MASP1', 'C3', 'MASP2', 'CR1', 'INHA', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'FCN2', 'ELANE', 'GP1BA', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'CFP', 'HFE', 'COLEC10', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'ORM2', 'APOA2', 'C4B_2', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'C9', 'C5', 'HPX', 'ORM1']
9	REAC	REAC:R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	1.5569243569660072e-16	True	GRB2:SOS provides linkage to MAPK signaling for Integrins 	14	97	10	10022	0.1030927835051546	0.7142857142857143	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
10	REAC	REAC:R-HSA-76005	Response to elevated platelet cytosolic Ca2+	1.9291254353343438e-16	True	Response to elevated platelet cytosolic Ca2+	126	97	19	10022	0.1958762886597938	0.1507936507936507	query_1	['REAC:R-HSA-76002']	['FN1', 'FGA', 'ITGB3', 'VWF', 'SERPINA3', 'TGFB3', 'FLNA', 'ITGA2B', 'APOA1', 'TF', 'ORM2', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'TLN1', 'A1BG', 'ALB', 'ORM1']
29	GO:BP	GO:0002253	activation of immune response	2.4227081116672103e-16	True	"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	454	98	26	15719	0.2653061224489796	0.0572687224669603	query_1	['GO:0002376', 'GO:0050778']	['MASP1', 'C3', 'MASP2', 'CR1', 'SRC', 'FCN2', 'FCN3', 'COLEC11', 'CFP', 'COLEC10', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'CFHR1', 'C2', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'C9', 'C5']
18	GO:CC	GO:0071944	cell periphery	3.3867036141234267e-16	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	99	73	16420	0.7373737373737373	0.0138336175857494	query_1	['GO:0110165']	['RHOD', 'PTX3', 'C3', 'F12', 'GP1BB', 'ITGB1', 'APOC3', 'CR1', 'INHA', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'HEPH', 'FGA', 'ITGB3', 'VWF', 'SERPINA3', 'TGFB3', 'FCN2', 'ELANE', 'GP1BA', 'GP9', 'FCN3', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'CFP', 'ITGA2B', 'ITGA5', 'HFE', 'COLEC10', 'INHBE', 'ROBO3', 'ITIH2', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'ORM2', 'TFR2', 'UAP1', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'APOA4', 'FILIP1', 'SERPINC1', 'CFB', 'CTSG', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'SLC40A1', 'FCN1', 'TLN1', 'PLAUR', 'PTK2', 'ITGB6', 'C9', 'CP', 'A1BG', 'C5', 'HPX', 'ORM1']
11	REAC	REAC:R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	3.8615600738073136e-16	True	p130Cas linkage to MAPK signaling for integrins	15	97	10	10022	0.1030927835051546	0.6666666666666666	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
30	GO:BP	GO:0050766	positive regulation of phagocytosis	5.355404524819362e-16	True	"""Any process that activates or increases the frequency, rate or extent of phagocytosis."" [GOC:ai]"	69	98	14	15719	0.1428571428571428	0.2028985507246377	query_1	['GO:0006909', 'GO:0045807', 'GO:0050764']	['PTX3', 'C3', 'FCN2', 'FCN3', 'COLEC11', 'CFP', 'COLEC10', 'C4A', 'APOA1', 'APOA2', 'C4B_2', 'C2', 'MBL2', 'FCN1']
31	GO:BP	GO:0006910	phagocytosis, recognition	7.231284375223092e-16	True	"""The initial step in phagocytosis involving adhesion to bacteria, immune complexes and other particulate matter, or an apoptotic cell and based on recognition of factors such as bacterial cell wall components, opsonins like complement and antibody or protein receptors and lipids like phosphatidyl serine, and leading to intracellular signaling in the phagocytosing cell."" [GOC:curators, ISBN:0781735149]"	40	98	12	15719	0.1224489795918367	0.3	query_1	['GO:0006909', 'GO:0008037']	['PTX3', 'FCN2', 'FCN3', 'COLEC11', 'CFP', 'COLEC10', 'CRP', 'C4BPB', 'C4B_2', 'MBL2', 'C4BPA', 'FCN1']
32	GO:BP	GO:0050776	regulation of immune response	7.256416981358825e-16	True	"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	810	98	32	15719	0.3265306122448979	0.0395061728395061	query_1	['GO:0002682', 'GO:0006955', 'GO:0048583']	['MASP1', 'C3', 'MASP2', 'CR1', 'SRC', 'FCN2', 'ELANE', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'CFP', 'HFE', 'COLEC10', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'C9', 'C5', 'HPX']
33	GO:BP	GO:0002526	acute inflammatory response	7.845710636023375e-16	True	"""Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	113	98	16	15719	0.1632653061224489	0.1415929203539823	query_1	['GO:0006954']	['C3', 'F12', 'FN1', 'SERPINA3', 'ELANE', 'TFRC', 'CRP', 'F2', 'ORM2', 'TFR2', 'HP', 'APOA2', 'MBL2', 'SERPINA1', 'ORM1', 'HPR']
34	GO:BP	GO:0072376	protein activation cascade	7.845710636023375e-16	True	"""A sequential series of modifications to a set of proteins where the product of one reaction catalyzes the following reaction, ultimately leading to the generation of a mature protein. Modifications typically include proteolysis or covalent modification, and may also include binding events."" [GOC:add, GOC:mah, GOC:pde]"	20	98	10	15719	0.1020408163265306	0.5	query_1	['GO:0051604']	['F12', 'GP1BB', 'FN1', 'FGA', 'GP1BA', 'GP9', 'FLNA', 'FGB', 'FGG', 'SERPINC1']
12	REAC	REAC:R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	1.066347708587681e-15	True	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	118	97	18	10022	0.1855670103092783	0.1525423728813559	query_1	['REAC:R-HSA-392499']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'ITIH2', 'SERPIND1', 'C4A', 'APOA1', 'F2', 'TF', 'APOA2', 'FGG', 'SERPINC1', 'CTSG', 'SERPINA1', 'CP', 'ALB']
19	GO:CC	GO:0031093	platelet alpha granule lumen	1.1920932857587284e-15	True	"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]"	65	99	13	16420	0.1313131313131313	0.2	query_1	['GO:0031091', 'GO:0034774']	['FN1', 'FGA', 'VWF', 'SERPINA3', 'TGFB3', 'ORM2', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'A1BG', 'ALB', 'ORM1']
13	REAC	REAC:R-HSA-140837	Intrinsic Pathway of Fibrin Clot Formation	1.2253883909457025e-15	True	Intrinsic Pathway of Fibrin Clot Formation	23	97	11	10022	0.1134020618556701	0.4782608695652174	query_1	['REAC:R-HSA-140877']	['F12', 'GP1BB', 'VWF', 'GP1BA', 'GP9', 'F11', 'SERPIND1', 'F2', 'F9', 'PROS1', 'SERPINC1']
35	GO:BP	GO:0050764	regulation of phagocytosis	2.4720184763019958e-15	True	"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]"	98	98	15	15719	0.1530612244897959	0.1530612244897959	query_1	['GO:0006909', 'GO:0030100']	['PTX3', 'C3', 'ITGAV', 'FCN2', 'FCN3', 'COLEC11', 'CFP', 'COLEC10', 'C4A', 'APOA1', 'APOA2', 'C4B_2', 'C2', 'MBL2', 'FCN1']
36	GO:BP	GO:0051707	response to other organism	2.4720184763019958e-15	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1426	98	40	15719	0.4081632653061224	0.0280504908835904	query_1	['GO:0043207', 'GO:0044419']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'CR1', 'SRC', 'FGA', 'FCN2', 'ELANE', 'FCN3', 'COLEC11', 'APOE', 'CFP', 'COLEC10', 'CRP', 'CFH', 'C4A', 'C4BPB', 'CD46', 'F2', 'TF', 'HP', 'FGB', 'C4B_2', 'MPO', 'APOA4', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'ITGB6', 'C9', 'C5', 'HPX']
37	GO:BP	GO:0043207	response to external biotic stimulus	2.5434137852618866e-15	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1429	98	40	15719	0.4081632653061224	0.0279916025192442	query_1	['GO:0009605', 'GO:0009607']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'CR1', 'SRC', 'FGA', 'FCN2', 'ELANE', 'FCN3', 'COLEC11', 'APOE', 'CFP', 'COLEC10', 'CRP', 'CFH', 'C4A', 'C4BPB', 'CD46', 'F2', 'TF', 'HP', 'FGB', 'C4B_2', 'MPO', 'APOA4', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'ITGB6', 'C9', 'C5', 'HPX']
20	GO:CC	GO:0030141	secretory granule	3.1942012038857678e-15	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	867	99	31	16420	0.3131313131313131	0.035755478662053	query_1	['GO:0012505', 'GO:0099503']	['PTX3', 'C3', 'CR1', 'ITGAV', 'FN1', 'HBB', 'FGA', 'ITGB3', 'VWF', 'SERPINA3', 'TGFB3', 'ELANE', 'CFP', 'ITGA2B', 'PRDX4', 'CD46', 'APOA1', 'TF', 'ORM2', 'HP', 'FGB', 'PROS1', 'FGG', 'MPO', 'CTSG', 'SERPINA1', 'FCN1', 'PLAUR', 'A1BG', 'ALB', 'ORM1']
38	GO:BP	GO:0009607	response to biotic stimulus	5.6228570889043185e-15	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]"	1463	98	40	15719	0.4081632653061224	0.0273410799726589	query_1	['GO:0050896']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'CR1', 'SRC', 'FGA', 'FCN2', 'ELANE', 'FCN3', 'COLEC11', 'APOE', 'CFP', 'COLEC10', 'CRP', 'CFH', 'C4A', 'C4BPB', 'CD46', 'F2', 'TF', 'HP', 'FGB', 'C4B_2', 'MPO', 'APOA4', 'CFI', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'ITGB6', 'C9', 'C5', 'HPX']
39	GO:BP	GO:0045087	innate immune response	6.8330361867639405e-15	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	881	98	32	15719	0.3265306122448979	0.0363223609534619	query_1	['GO:0006955', 'GO:0098542']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'CR1', 'SRC', 'FGA', 'FCN2', 'FCN3', 'COLEC11', 'APOE', 'CFP', 'COLEC10', 'CRP', 'CFH', 'C4A', 'C4BPB', 'CD46', 'FGB', 'C4B_2', 'APOA4', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'C9', 'C5', 'HPX']
