FG syndrome type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
22	GO:BP	GO:0071363	cellular response to growth factor stimulus	6.2069865759756805e-24	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	638	100	37	15719	0.37	0.0579937304075235	query_1	['GO:0070848', 'GO:0071495']	['RAPGEF1', 'PIK3CB', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GRB2', 'NRP2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
23	GO:BP	GO:0023052	signaling	7.112429507855648e-24	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	100	87	15719	0.87	0.015362881864736	query_1	['GO:0050789']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'MED12', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'CXCR4', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'CR2', 'PGF', 'PLXNA1']
24	GO:BP	GO:0040017	positive regulation of locomotion	7.348095409244012e-24	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	549	100	35	15719	0.35	0.0637522768670309	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'EGFR', 'TF', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
0	GO:CC	GO:0071944	cell periphery	1.2030786803902166e-23	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	101	84	16420	0.8316831683168316	0.01591813530415	query_1	['GO:0110165']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ADRA1A', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'CXCR4', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'CBL', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'CR2', 'PLXNA1']
25	GO:BP	GO:0030335	positive regulation of cell migration	1.2651712482333346e-23	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	514	100	34	15719	0.34	0.0661478599221789	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'EGFR', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
26	GO:BP	GO:0002682	regulation of immune system process	1.404088191841899e-23	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	100	49	15719	0.49	0.0354558610709117	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'C3', 'PIK3CB', 'VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'HFE', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GRB2', 'LCP2', 'APOA1', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'CRKL', 'CD81', 'VCAM1', 'PTK2', 'LCK', 'CD19', 'BLNK', 'PTPN11', 'HPX', 'CR2', 'PGF']
27	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	2.0833202042484082e-23	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	100	30	15719	0.3	0.0828729281767955	query_1	['GO:0006468', 'GO:0018212']	['MET', 'ADRA1A', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1']
28	GO:BP	GO:0001775	cell activation	2.0833202042484082e-23	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1059	100	44	15719	0.44	0.0415486307837582	query_1	['GO:0009987', 'GO:0032501']	['ITGB1', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'HFE', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MS4A1', 'LYN', 'LCP2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'IGHM', 'PIK3R3', 'CD81', 'TLN1', 'VCAM1', 'ITGB6', 'LCK', 'CD19', 'BLNK', 'CBL', 'PTPN11', 'PDGFRA', 'CR2']
30	GO:BP	GO:0018212	peptidyl-tyrosine modification	2.1969741393816185e-23	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	100	30	15719	0.3	0.0824175824175824	query_1	['GO:0018193']	['MET', 'ADRA1A', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1']
31	GO:BP	GO:0070848	response to growth factor	2.1969741393816185e-23	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]"	667	100	37	15719	0.37	0.0554722638680659	query_1	['GO:0009719']	['RAPGEF1', 'PIK3CB', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GRB2', 'NRP2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
29	GO:BP	GO:0007229	integrin-mediated signaling pathway	2.1969741393816185e-23	True	"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	113	100	21	15719	0.21	0.1858407079646017	query_1	['GO:0007166']	['ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LAT', 'APOA1', 'VAV1', 'SYK', 'PTK2B', 'TLN1', 'PTK2', 'ITGB6', 'NRP1', 'PTPN11']
32	GO:BP	GO:0051239	regulation of multicellular organismal process	2.314782418801084e-23	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	100	65	15719	0.65	0.0231316725978647	query_1	['GO:0032501', 'GO:0050789']	['MET', 'C3', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'FYN', 'LAT', 'ZAP70', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'VTN', 'CD81', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
4	REAC	REAC:R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	6.957540341022588e-23	True	Interleukin-3, Interleukin-5 and GM-CSF signaling	47	99	18	10022	0.1818181818181818	0.3829787234042553	query_1	['REAC:R-HSA-449147']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'PIK3R3', 'CRKL', 'BLNK', 'CBL', 'PTPN11']
33	GO:BP	GO:0006935	chemotaxis	7.265466122554647e-23	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	593	100	35	15719	0.35	0.0590219224283305	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'PIK3CB', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'SOS1', 'PIK3CD', 'FYN', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'APOA1', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'ABCC1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
34	GO:BP	GO:0042330	taxis	7.902276615340503e-23	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	595	100	35	15719	0.35	0.0588235294117647	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'PIK3CB', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'SOS1', 'PIK3CD', 'FYN', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'APOA1', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'ABCC1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
1	GO:CC	GO:0005886	plasma membrane	1.0123408221779268e-22	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4850	101	80	16420	0.7920792079207921	0.0164948453608247	query_1	['GO:0016020', 'GO:0071944']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ADRA1A', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'GRB2', 'NRP2', 'LCP2', 'CXCR4', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'IGHM', 'SH3GL2', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'CBL', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'CR2', 'PLXNA1']
35	GO:BP	GO:0098609	cell-cell adhesion	1.581232047429729e-22	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	100	40	15719	0.4	0.0458190148911798	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'SHC1', 'TFRC', 'CTNNB1', 'ITGA2B', 'ITGA5', 'HFE', 'FYN', 'ITGA4', 'ZAP70', 'CXCL12', 'LYN', 'EGFR', 'APOA1', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'VEGFA', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'PTPN11', 'PDGFRA', 'SEMA4D']
36	GO:BP	GO:0048583	regulation of response to stimulus	1.8901361467273805e-22	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3723	100	72	15719	0.72	0.0193392425463336	query_1	['GO:0050789', 'GO:0050896']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GRB2', 'TNC', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'PTK2B', 'IGHM', 'VEGFA', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CD19', 'BLNK', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'CR2', 'PGF']
37	GO:BP	GO:2000145	regulation of cell motility	1.9424421537140307e-22	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	938	100	41	15719	0.41	0.0437100213219616	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'TF', 'VCL', 'PLCG1', 'CERS2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
38	GO:BP	GO:0030334	regulation of cell migration	2.538917682338852e-22	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	886	100	40	15719	0.4	0.0451467268623024	query_1	['GO:0016477', 'GO:2000145']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'VCL', 'PLCG1', 'CERS2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
2	GO:CC	GO:0070161	anchoring junction	3.1682416619735394e-22	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	101	39	16420	0.3861386138613861	0.0456140350877193	query_1	['GO:0030054']	['ITGB1', 'ITGB5', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'ITK', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'LYN', 'GJB2', 'GRB2', 'TNC', 'LCP2', 'CXCR4', 'EGFR', 'PIK3CA', 'VCL', 'VAV1', 'PLCG1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CD81', 'TLN1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'FLT1']
39	GO:BP	GO:0019220	regulation of phosphate metabolic process	3.513149747998133e-22	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1280	100	46	15719	0.46	0.0359375	query_1	['GO:0006796', 'GO:0051174']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'SOS1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'CD19', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF']
40	GO:BP	GO:0051174	regulation of phosphorus metabolic process	3.5421676215405865e-22	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1281	100	46	15719	0.46	0.0359094457455113	query_1	['GO:0006793', 'GO:0031323']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'SOS1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'CD19', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF']
41	GO:BP	GO:0002684	positive regulation of immune system process	4.992382282539774e-22	True	"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]"	964	100	41	15719	0.41	0.0425311203319502	query_1	['GO:0002376', 'GO:0002682', 'GO:0048518']	['RAPGEF1', 'C3', 'PIK3CB', 'VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'ITK', 'PLCG2', 'TFRC', 'SOS1', 'PIK3CD', 'FYN', 'ITGA4', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'CRKL', 'CD81', 'VCAM1', 'PTK2', 'LCK', 'CD19', 'BLNK', 'PTPN11', 'HPX', 'CR2', 'PGF']
42	GO:BP	GO:0032501	multicellular organismal process	7.568411473704965e-22	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	6812	100	91	15719	0.91	0.0133587786259541	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'MED12', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'CR2', 'PGF', 'PLXNA1', 'NANOG']
43	GO:BP	GO:0040012	regulation of locomotion	9.638480959081518e-22	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	982	100	41	15719	0.41	0.0417515274949083	query_1	['GO:0040011', 'GO:0050789']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'TF', 'VCL', 'PLCG1', 'CERS2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
44	GO:BP	GO:0042327	positive regulation of phosphorylation	1.1031601761886249e-21	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	754	100	37	15719	0.37	0.0490716180371352	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['MET', 'C3', 'ADRA1A', 'VEGFB', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'PLCG2', 'TFRC', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'TF', 'PIK3CA', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'CD19', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF']
45	GO:BP	GO:0009611	response to wounding	1.1031601761886249e-21	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]"	552	100	33	15719	0.33	0.0597826086956521	query_1	['GO:0006950']	['ITGB1', 'PIK3CB', 'VEGFB', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'CRK', 'PLCG2', 'ITGA5', 'LYN', 'TNC', 'CXCR4', 'VKORC1', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'CERS2', 'VEGFA', 'SERPINA1', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'PDGFRA']
