ALG8-CDG	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
36	GO:BP	GO:0006897	endocytosis	7.586095006314556e-19	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	701	97	32	17376	0.3298969072164948	0.0456490727532097	query_1	['GO:0016192']	['PTX3', 'C3', 'ITGB1', 'APOC3', 'ITGAV', 'SRC', 'ITGB3', 'FCN2', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'ANKFY1', 'HFE', 'COLEC10', 'CRP', 'C4A', 'C4BPB', 'APOA1', 'LRP1', 'TF', 'TFR2', 'APOA2', 'C4B_2', 'CFI', 'C2', 'MBL2', 'C4BPA', 'VTN', 'APOC2', 'FCN1', 'PTK2']
37	REAC	REAC:R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	1.5729374223723661e-18	True	p130Cas linkage to MAPK signaling for integrins	15	97	10	17376	0.1030927835051546	0.6666666666666666	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
38	GO:BP	GO:0006909	phagocytosis	1.5897176959838486e-18	True	"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]"	245	97	22	17376	0.2268041237113402	0.0897959183673469	query_1	['GO:0006897']	['PTX3', 'C3', 'ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'CRP', 'C4A', 'C4BPB', 'APOA1', 'LRP1', 'APOA2', 'C4B_2', 'C2', 'MBL2', 'C4BPA', 'FCN1', 'PTK2']
39	GO:CC	GO:0062023	collagen-containing extracellular matrix	1.826901509294857e-18	True	"""An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells."" [GOC:BHF, GOC:rph, PMID:21123617]"	387	97	25	17376	0.2577319587628865	0.0645994832041343	query_1	['GO:0031012']	['F12', 'APOC3', 'FN1', 'FGA', 'VWF', 'TGFB3', 'FCN2', 'FCN3', 'APOE', 'A2M', 'INHBE', 'APOA1', 'F2', 'F9', 'FGB', 'FGG', 'SERPINC1', 'MBL2', 'SERPINA1', 'VTN', 'FCN1', 'KNG1', 'A1BG', 'HPX', 'ORM1']
40	GO:CC	GO:0030312	external encapsulating structure	3.54921109440331e-18	True	"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]"	498	97	27	17376	0.2783505154639175	0.0542168674698795	query_1	['GO:0071944', 'GO:0110165']	['PTX3', 'F12', 'APOC3', 'FN1', 'FGA', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'FCN3', 'APOE', 'A2M', 'INHBE', 'APOA1', 'F2', 'F9', 'FGB', 'FGG', 'SERPINC1', 'MBL2', 'SERPINA1', 'VTN', 'FCN1', 'KNG1', 'A1BG', 'HPX', 'ORM1']
41	GO:CC	GO:0031012	extracellular matrix	3.54921109440331e-18	True	"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, NIF_Subcellular:nlx_subcell_20090513, PMID:21123617, PMID:28089324]"	498	97	27	17376	0.2783505154639175	0.0542168674698795	query_1	['GO:0030312']	['PTX3', 'F12', 'APOC3', 'FN1', 'FGA', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'FCN3', 'APOE', 'A2M', 'INHBE', 'APOA1', 'F2', 'F9', 'FGB', 'FGG', 'SERPINC1', 'MBL2', 'SERPINA1', 'VTN', 'FCN1', 'KNG1', 'A1BG', 'HPX', 'ORM1']
42	REAC	REAC:R-HSA-9651496	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)	3.6186758090175984e-18	True	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)	16	97	10	17376	0.1030927835051546	0.625	query_1	['REAC:R-HSA-9671793']	['F12', 'GP1BB', 'VWF', 'GP1BA', 'GP9', 'F11', 'F2', 'F9', 'KLKB1', 'GP5']
43	REAC	REAC:R-HSA-9671793	Diseases of hemostasis	3.6186758090175984e-18	True	Diseases of hemostasis	16	97	10	17376	0.1030927835051546	0.625	query_1	['REAC:R-HSA-1643685']	['F12', 'GP1BB', 'VWF', 'GP1BA', 'GP9', 'F11', 'F2', 'F9', 'KLKB1', 'GP5']
44	GO:BP	GO:0060627	regulation of vesicle-mediated transport	3.826413208634498e-18	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	518	97	28	17376	0.2886597938144329	0.054054054054054	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['PTX3', 'C3', 'APOC3', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'FCN2', 'FCN3', 'COLEC11', 'APOE', 'ANKFY1', 'HFE', 'COLEC10', 'C4A', 'APOA1', 'LRP1', 'TF', 'TFR2', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'MBL2', 'VTN', 'APOC2', 'FCN1']
45	GO:CC	GO:1905370	serine-type endopeptidase complex	8.788261313134309e-18	True	"""A protein complex which is capable of serine-type endopeptidase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:1689240]"	17	97	10	17376	0.1030927835051546	0.5882352941176471	query_1	['GO:1905286', 'GO:1905369']	['MASP1', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'CFH', 'F2', 'F9', 'MBL2', 'FCN1']
46	GO:CC	GO:1905286	serine-type peptidase complex	1.8169405723348722e-17	True	"""A protein complex which is capable of serine-type peptidase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:18640965]"	18	97	10	17376	0.1030927835051546	0.5555555555555556	query_1	['GO:1905368']	['MASP1', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'CFH', 'F2', 'F9', 'MBL2', 'FCN1']
47	GO:CC	GO:0031091	platelet alpha granule	2.576959803393459e-17	True	"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]"	88	97	15	17376	0.1546391752577319	0.1704545454545454	query_1	['GO:0030141']	['FN1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'ITGA2B', 'A2M', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'KNG1', 'A1BG', 'ALB', 'ORM1']
48	GO:BP	GO:0009605	response to external stimulus	3.91953206345468e-17	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]"	2654	97	53	17376	0.5463917525773195	0.0199698568198944	query_1	['GO:0050896']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'FCN2', 'GP1BA', 'TJP1', 'FCN3', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'HFE', 'COLEC10', 'CRP', 'A2M', 'ROBO3', 'SERPIND1', 'CFH', 'C4A', 'C4BPB', 'BDKRB1', 'CD46', 'APOA1', 'F2', 'TF', 'KLKB1', 'HP', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'CFI', 'SERPINC1', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'KNG1', 'PTK2', 'ITGB6', 'C1QBP', 'ALB', 'HPX']
49	GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	8.146017263472362e-17	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1596	97	42	17376	0.4329896907216495	0.0263157894736842	query_1	['GO:0008150']	['MASP1', 'PTX3', 'C3', 'F12', 'ITGB1', 'MASP2', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'FCN2', 'TJP1', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'ITGA5', 'COLEC10', 'CRP', 'A2M', 'CFH', 'C4A', 'C4BPB', 'BDKRB1', 'CD46', 'F2', 'TF', 'HP', 'FGB', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'ITGB6', 'C1QBP', 'HPX']
50	REAC	REAC:R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	8.579324669244042e-17	True	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	118	97	16	17376	0.1649484536082474	0.135593220338983	query_1	['REAC:R-HSA-392499']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'SERPIND1', 'C4A', 'APOA1', 'F2', 'TF', 'APOA2', 'FGG', 'SERPINC1', 'SERPINA1', 'KNG1', 'ALB']
51	REAC	REAC:R-HSA-168249	Innate Immune System	9.087757854384861e-17	True	Innate Immune System	1023	97	34	17376	0.3505154639175257	0.0332355816226783	query_1	['REAC:R-HSA-168256']	['MASP1', 'PTX3', 'C3', 'ITGAV', 'HBB', 'FGA', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'CRP', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'F2', 'HP', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'FCN1', 'PTK2', 'A1BG', 'PRCP', 'ORM1']
52	GO:BP	GO:0001867	complement activation, lectin pathway	1.0135416965057835e-16	True	"""Any process involved in the activation of any of the steps of the lectin pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	12	97	9	17376	0.0927835051546391	0.75	query_1	['GO:0006956', 'GO:0045087']	['MASP1', 'MASP2', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'A2M', 'MBL2', 'FCN1']
53	REAC	REAC:R-HSA-8957275	Post-translational protein phosphorylation	3.0017064320227863e-16	True	Post-translational protein phosphorylation	103	97	15	17376	0.1546391752577319	0.145631067961165	query_1	['REAC:R-HSA-597592']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'SERPIND1', 'C4A', 'APOA1', 'TF', 'APOA2', 'FGG', 'SERPINC1', 'SERPINA1', 'KNG1', 'ALB']
54	REAC	REAC:R-HSA-216083	Integrin cell surface interactions	4.1836561782285383e-16	True	Integrin cell surface interactions	83	97	14	17376	0.1443298969072164	0.1686746987951807	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'ITGA5', 'FGB', 'FGG', 'VTN', 'ITGB6']
55	GO:CC	GO:0071944	cell periphery	4.490942247726822e-16	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5270	97	70	17376	0.7216494845360825	0.0132827324478178	query_1	['GO:0110165']	['RHOD', 'PTX3', 'C3', 'F12', 'GP1BB', 'ITGB1', 'SIGMAR1', 'APOC3', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'GP9', 'TJP1', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'ITGA2B', 'ITGA5', 'HFE', 'COLEC10', 'A2M', 'INHBE', 'ROBO3', 'C4A', 'C4BPB', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'TFR2', 'KLKB1', 'UAP1', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'FILIP1', 'SERPINC1', 'CFB', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'GP5', 'FCN1', 'KNG1', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP', 'A1BG', 'PRCP', 'HPX', 'ORM1', 'AGPAT3']
56	GO:CC	GO:0031093	platelet alpha granule lumen	5.521055096035444e-16	True	"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]"	65	97	13	17376	0.134020618556701	0.2	query_1	['GO:0031091', 'GO:0034774']	['FN1', 'FGA', 'VWF', 'TGFB3', 'A2M', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'KNG1', 'A1BG', 'ALB', 'ORM1']
57	GO:BP	GO:1903034	regulation of response to wounding	1.6665268511230213e-15	True	"""Any process that modulates the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	156	97	17	17376	0.1752577319587628	0.1089743589743589	query_1	['GO:0009611', 'GO:0080134']	['F12', 'ITGB1', 'SPP1', 'FGA', 'GP1BA', 'FLNA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1', 'PTK2']
58	REAC	REAC:R-HSA-354192	Integrin signaling	1.7198705844860553e-15	True	Integrin signaling	26	97	10	17376	0.1030927835051546	0.3846153846153846	query_1	['REAC:R-HSA-162582', 'REAC:R-HSA-76009']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
59	GO:BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	1.7554289019572757e-15	True	"""An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	62	97	13	17376	0.134020618556701	0.2096774193548387	query_1	['GO:0006959', 'GO:0016064']	['C3', 'MASP2', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'C1QBP', 'HPX']
60	GO:BP	GO:0030168	platelet activation	2.3030741092498763e-15	True	"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [http://www.graylab.ac.uk/omd/]"	131	97	16	17376	0.1649484536082474	0.1221374045801526	query_1	['GO:0001775', 'GO:0007596']	['GP1BB', 'FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'VWF', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'F2', 'FGB', 'FGG', 'GP5', 'TLN1']
61	REAC	REAC:R-HSA-166662	Lectin pathway of complement activation	2.4656245473863358e-15	True	Lectin pathway of complement activation	7	97	7	17376	0.0721649484536082	1.0	query_1	['REAC:R-HSA-166786']	['MASP1', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1']
62	GO:BP	GO:1903027	regulation of opsonization	3.4389859849403253e-15	True	"""Any process that modulates the frequency, rate or extent of opsonization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22333221]"	10	97	8	17376	0.0824742268041237	0.8	query_1	['GO:0002697', 'GO:0008228', 'GO:0050794']	['FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'C4BPB', 'MBL2', 'C4BPA', 'FCN1']
63	GO:BP	GO:0006958	complement activation, classical pathway	3.599667931581032e-15	True	"""Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	49	97	12	17376	0.1237113402061855	0.2448979591836734	query_1	['GO:0002455', 'GO:0006956']	['C3', 'MASP2', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'C1QBP']
64	GO:BP	GO:0030195	negative regulation of blood coagulation	3.599667931581032e-15	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]"	49	97	12	17376	0.1237113402061855	0.2448979591836734	query_1	['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN', 'KNG1']
65	GO:BP	GO:1900047	negative regulation of hemostasis	4.552396810206276e-15	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	50	97	12	17376	0.1237113402061855	0.24	query_1	['GO:0007599', 'GO:0048519', 'GO:1900046']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN', 'KNG1']
66	GO:BP	GO:0050766	positive regulation of phagocytosis	5.160696386735712e-15	True	"""Any process that activates or increases the frequency, rate or extent of phagocytosis."" [GOC:ai]"	68	97	13	17376	0.134020618556701	0.1911764705882352	query_1	['GO:0006909', 'GO:0045807', 'GO:0050764']	['PTX3', 'C3', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'C4A', 'APOA1', 'APOA2', 'C4B_2', 'C2', 'MBL2', 'FCN1']
67	GO:BP	GO:0002526	acute inflammatory response	5.523226261523398e-15	True	"""Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	113	97	15	17376	0.1546391752577319	0.1327433628318584	query_1	['GO:0006954']	['C3', 'F12', 'FN1', 'TFRC', 'CRP', 'A2M', 'F2', 'TFR2', 'KLKB1', 'HP', 'APOA2', 'MBL2', 'SERPINA1', 'PRCP', 'ORM1']
68	GO:BP	GO:0030193	regulation of blood coagulation	5.934470968985418e-15	True	"""Any process that modulates the frequency, rate or extent of blood coagulation."" [GOC:mah]"	69	97	13	17376	0.134020618556701	0.1884057971014492	query_1	['GO:0007596', 'GO:0032101', 'GO:0050818', 'GO:0061041', 'GO:1900046']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1']
69	GO:BP	GO:0048584	positive regulation of response to stimulus	6.194259604743197e-15	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2115	97	45	17376	0.4639175257731959	0.0212765957446808	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MASP1', 'C3', 'F12', 'ITGB1', 'MASP2', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA5', 'HFE', 'COLEC10', 'A2M', 'INHBE', 'INHBC', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'F2', 'FGB', 'C4B_2', 'FGG', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PTK2', 'C1QBP', 'HPX']
70	GO:BP	GO:0050819	negative regulation of coagulation	6.541395689420613e-15	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."" [GOC:ai]"	52	97	12	17376	0.1237113402061855	0.2307692307692307	query_1	['GO:0050817', 'GO:0050818', 'GO:0051241']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN', 'KNG1']
71	GO:BP	GO:1900046	regulation of hemostasis	8.083510890382322e-15	True	"""Any process that modulates the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	71	97	13	17376	0.134020618556701	0.1830985915492957	query_1	['GO:0007599', 'GO:0050789', 'GO:0050878']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1']
72	GO:BP	GO:0006955	immune response	1.0955163937852034e-14	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1665	97	40	17376	0.4123711340206185	0.024024024024024	query_1	['GO:0002376', 'GO:0050896']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'SRC', 'FGA', 'TGFB3', 'FCN2', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'HFE', 'COLEC10', 'CRP', 'A2M', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'FGB', 'APOA2', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PTK2', 'ITGB6', 'C1QBP', 'HPX']
73	GO:BP	GO:0050818	regulation of coagulation	1.0955163937852034e-14	True	"""Any process that modulates the frequency, rate or extent of coagulation, the process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [GOC:ai]"	73	97	13	17376	0.134020618556701	0.1780821917808219	query_1	['GO:0050817', 'GO:0051239']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1']
74	GO:BP	GO:0042730	fibrinolysis	1.0955163937852034e-14	True	"""A process that solubilizes fibrin in the bloodstream of a multicellular organism, chiefly by the proteolytic action of plasmin."" [GOC:jl, PMID:15842654]"	27	97	10	17376	0.1030927835051546	0.3703703703703703	query_1	['GO:0030195']	['F12', 'FGA', 'GP1BA', 'F11', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN']
75	GO:BP	GO:0050764	regulation of phagocytosis	1.5127575460702814e-14	True	"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]"	97	97	14	17376	0.1443298969072164	0.1443298969072164	query_1	['GO:0006909', 'GO:0030100']	['PTX3', 'C3', 'ITGAV', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'C4A', 'APOA1', 'APOA2', 'C4B_2', 'C2', 'MBL2', 'FCN1']
76	GO:BP	GO:0031589	cell-substrate adhesion	1.67648046915018e-14	True	"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]"	344	97	21	17376	0.2164948453608247	0.0610465116279069	query_1	['GO:0007155']	['RHOD', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'FLNA', 'ITGA2B', 'ITGA5', 'WHAMM', 'APOA1', 'FGB', 'FGG', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP']
77	GO:BP	GO:0002376	immune system process	1.7742125444875553e-14	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2399	97	47	17376	0.4845360824742268	0.019591496456857	query_1	['GO:0008150']	['MASP1', 'PTX3', 'C3', 'F12', 'ITGB1', 'MASP2', 'FN1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'FCN2', 'GP1BA', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'HFE', 'COLEC10', 'CRP', 'A2M', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'HP', 'FGB', 'APOA2', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PTK2', 'ITGB6', 'C1QBP', 'HPX', 'ORM1']
78	GO:BP	GO:0048583	regulation of response to stimulus	1.8295504184869525e-14	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3729	97	58	17376	0.5979381443298969	0.0155537677661571	query_1	['GO:0050789', 'GO:0050896']	['RHOD', 'MASP1', 'C3', 'F12', 'ITGB1', 'MASP2', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'ITGA5', 'HFE', 'COLEC10', 'A2M', 'INHBE', 'INHBC', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'LRP1', 'F2', 'KLKB1', 'YWHAZ', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'CFI', 'SERPINC1', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'KNG1', 'PTK2', 'C1QBP', 'PRCP', 'HPX']
79	GO:BP	GO:0061041	regulation of wound healing	2.4117009801225765e-14	True	"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]"	127	97	15	17376	0.1546391752577319	0.1181102362204724	query_1	['GO:0042060', 'GO:1903034']	['F12', 'ITGB1', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1', 'PTK2']
80	GO:BP	GO:0006954	inflammatory response	2.5404078947653253e-14	True	"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]"	749	97	28	17376	0.2886597938144329	0.0373831775700934	query_1	['GO:0006952']	['PTX3', 'C3', 'F12', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'BDKRB2', 'TFRC', 'APOE', 'CRP', 'A2M', 'C4A', 'BDKRB1', 'APOA1', 'LRP1', 'F2', 'TFR2', 'KLKB1', 'HP', 'APOA2', 'C4B_2', 'MBL2', 'SERPINA1', 'KNG1', 'ITGB6', 'PRCP', 'ORM1']
81	GO:BP	GO:0051050	positive regulation of transport	2.6441355735049416e-14	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	888	97	30	17376	0.3092783505154639	0.0337837837837837	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['PTX3', 'C3', 'ITGB1', 'SRC', 'SPP1', 'FGA', 'TGFB3', 'FCN2', 'FCN3', 'FLNA', 'COLEC11', 'APOE', 'ANKFY1', 'HFE', 'COLEC10', 'C4A', 'BDKRB1', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'MBL2', 'VTN', 'FCN1']
