Progeroid syndrome, Petty type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
23	GO:BP	GO:0051128	regulation of cellular component organization	7.360280662920593e-18	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	96	53	15719	0.5520833333333334	0.0225820195994887	query_1	['GO:0016043', 'GO:0050794']	['MET', 'RAPGEF1', 'LATS1', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'SKAP1', 'SFTPD', 'CRK', 'NPHP4', 'HGF', 'PLCG2', 'WASL', 'NPHP1', 'PXN', 'ASAP1', 'FYN', 'WAS', 'LYN', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'CD47', 'VCL', 'SYK', 'FCGR1A', 'SIRPA', 'SMURF1', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'SIRPG', 'TLN1', 'TGFBR1', 'PKD1', 'PTK2', 'DOCK2', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ZDHHC2']
24	GO:BP	GO:0006897	endocytosis	7.518502101883946e-18	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	698	96	32	15719	0.3333333333333333	0.0458452722063037	query_1	['GO:0016192']	['MET', 'RAPGEF1', 'ITGB1', 'SFTPA1', 'ITGAV', 'DOCK1', 'SRC', 'ITGB3', 'SFTPD', 'PLCG2', 'WASL', 'TGFBR2', 'FYN', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'CD47', 'VAV1', 'SYK', 'DMBT1', 'FCGR1A', 'SIRPA', 'SH3KBP1', 'SH3GL2', 'VTN', 'SIRPG', 'PTK2', 'DOCK2', 'ELMO1', 'CBL', 'ELMO2']
4	REAC	REAC:R-HSA-1500931	Cell-Cell communication	8.759501086193652e-18	True	Cell-Cell communication	123	94	20	10022	0.2127659574468085	0.1626016260162601	query_1	['REAC:0000000']	['ITGB1', 'SFTPA1', 'NCK1', 'PIK3R1', 'SFTPD', 'WASL', 'PARD6A', 'PXN', 'FYN', 'FYB1', 'PARD3', 'SKAP2', 'CD47', 'SIRPA', 'PTK2B', 'SIRPG', 'PTK2', 'PTPN11', 'NCK2', 'SFTPA2']
25	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	1.1657346228339081e-17	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	96	25	15719	0.2604166666666667	0.0690607734806629	query_1	['GO:0006468', 'GO:0018212']	['MET', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
26	GO:BP	GO:0040017	positive regulation of locomotion	1.23722600973169e-17	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	549	96	29	15719	0.3020833333333333	0.052823315118397	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['MET', 'ITGB1', 'SMURF2', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'TGFBR2', 'ITGA5', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'CD47', 'PLCG1', 'PTK2B', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
27	GO:BP	GO:0018212	peptidyl-tyrosine modification	1.23722600973169e-17	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	96	25	15719	0.2604166666666667	0.0686813186813186	query_1	['GO:0018193']	['MET', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
28	GO:BP	GO:0001932	regulation of protein phosphorylation	1.349093109510644e-17	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1031	96	37	15719	0.3854166666666667	0.0358874878758486	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['LATS1', 'NCK1', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'TGFBR2', 'PARD6A', 'ITGA5', 'FYN', 'PARD3', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'SIRPA', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PKD1', 'PTK2', 'PTPN11', 'CBL', 'NCK2']
29	GO:BP	GO:0002376	immune system process	1.4697203451872502e-17	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2394	96	53	15719	0.5520833333333334	0.0221386800334168	query_1	['GO:0008150']	['RAPGEF1', 'ITGB1', 'SFTPA1', 'NCK1', 'FN1', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'SKAP1', 'SFTPD', 'CRK', 'ITK', 'PLCG2', 'WASL', 'SOS1', 'TGFBR2', 'FYN', 'FYB1', 'WAS', 'LAT', 'ZAP70', 'SKAP2', 'LYN', 'SHB', 'GRB2', 'TGFB1', 'LCP2', 'CD47', 'VAV1', 'SYK', 'DMBT1', 'PLCG1', 'FCGR1A', 'OSCAR', 'SIRPA', 'ERBB2', 'SH3KBP1', 'PTK2B', 'CRKL', 'VTN', 'SIRPG', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'SMAD3', 'PTPN11', 'CBL', 'NCK2']
30	GO:BP	GO:0030029	actin filament-based process	1.5224295667256038e-17	True	"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]"	779	96	33	15719	0.34375	0.042362002567394	query_1	['GO:0009987']	['MET', 'LATS1', 'ITGB1', 'NCK1', 'ITGB5', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'CRK', 'NPHP4', 'SHC1', 'WASL', 'WIPF1', 'NPHP1', 'PXN', 'WIPF2', 'WAS', 'GRB2', 'TGFB1', 'CD47', 'SH3KBP1', 'PTK2B', 'TLN1', 'TGFBR1', 'DOCK2', 'SMAD3', 'ELMO1', 'NCK2', 'PDGFRA', 'ELMO2']
5	REAC	REAC:R-HSA-109582	Hemostasis	2.3734870292274544e-17	True	Hemostasis	608	94	35	10022	0.3723404255319149	0.0575657894736842	query_1	['REAC:0000000']	['ITGB1', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'LAT', 'DOCK4', 'LYN', 'LCP2', 'CD47', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'SIRPA', 'SIRPG', 'DOCK3', 'TLN1', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'PTPN11']
31	GO:BP	GO:0045321	leukocyte activation	2.5402153632094385e-17	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	920	96	35	15719	0.3645833333333333	0.0380434782608695	query_1	['GO:0001775', 'GO:0002376']	['ITGB1', 'NCK1', 'FN1', 'SRC', 'SMAD7', 'PIK3R1', 'SFTPD', 'ITK', 'PLCG2', 'SOS1', 'TGFBR2', 'FYN', 'WAS', 'LAT', 'ZAP70', 'SKAP2', 'LYN', 'SHB', 'TGFB1', 'LCP2', 'CD47', 'VAV1', 'SYK', 'SIRPA', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SIRPG', 'ITGB6', 'DOCK2', 'LCK', 'SMAD3', 'PTPN11', 'CBL', 'NCK2']
32	GO:BP	GO:0038093	Fc receptor signaling pathway	2.5402153632094385e-17	True	"""The series of molecular signals initiated by the binding of the Fc portion of an immunoglobulin to an Fc receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, Wikipedia:Fc_receptor]"	57	96	14	15719	0.1458333333333333	0.2456140350877192	query_1	['GO:0002768']	['RAPGEF1', 'SRC', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'CD47', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'OSCAR', 'PTK2', 'LCK']
33	GO:BP	GO:0007165	signal transduction	2.8084285075049426e-17	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	96	75	15719	0.78125	0.0142802741812642	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['MET', 'RAPGEF1', 'LATS1', 'ITGB1', 'NCK1', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'SKAP1', 'CRK', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'ITGA2B', 'ITGA5', 'NPHP1', 'PXN', 'FYN', 'FYB1', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'SKAP2', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'CD47', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'OSCAR', 'SIRPA', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'SIRPG', 'DOCK3', 'TLN1', 'TGFBR1', 'PKD1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
34	GO:BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	4.460367477577349e-17	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	305	96	23	15719	0.2395833333333333	0.0754098360655737	query_1	['GO:0002764', 'GO:0007166']	['RAPGEF1', 'BCAR1', 'SRC', 'SKAP1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'FYB1', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'CD47', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'OSCAR', 'CRKL', 'PTK2', 'LCK']
35	GO:BP	GO:0016310	phosphorylation	4.494667298131905e-17	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1704	96	45	15719	0.46875	0.0264084507042253	query_1	['GO:0006796']	['MET', 'LATS1', 'NCK1', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'TGFBR2', 'PARD6A', 'ITGA5', 'FYN', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'SIRPA', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PKD1', 'PTK2', 'LCK', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
36	GO:BP	GO:0023052	signaling	7.302736628039291e-17	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	96	77	15719	0.8020833333333334	0.0135970333745364	query_1	['GO:0050789']	['MET', 'RAPGEF1', 'LATS1', 'ITGB1', 'NCK1', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'SKAP1', 'CRK', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'ITGA2B', 'ITGA5', 'NPHP1', 'PXN', 'FYN', 'FYB1', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'SKAP2', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'CD47', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'OSCAR', 'SIRPA', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'SIRPG', 'DOCK3', 'TLN1', 'TGFBR1', 'PKD1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ZDHHC2']
6	REAC	REAC:R-HSA-186763	Downstream signal transduction	1.5663069003026814e-16	True	Downstream signal transduction	26	94	12	10022	0.1276595744680851	0.4615384615384615	query_1	['REAC:R-HSA-186797']	['RAPGEF1', 'NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'PLCG1', 'CRKL', 'PTPN11', 'NCK2', 'PDGFRA']
3	GO:CC	GO:0030054	cell junction	1.8341206316239295e-16	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2080	98	48	16420	0.4897959183673469	0.023076923076923	query_1	['GO:0110165']	['ITGB1', 'NCK1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'SKAP1', 'CRK', 'NPHP4', 'ITK', 'WASL', 'SOS1', 'RPGRIP1L', 'PARD6A', 'ITGA2B', 'ITGA5', 'NPHP1', 'PXN', 'ASAP1', 'FYN', 'FYB1', 'WAS', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'EGFR', 'VCL', 'VAV1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'CBL', 'NCK2', 'PDGFRA', 'ZDHHC2']
4	GO:CC	GO:0005911	cell-cell junction	2.0316771733943135e-16	True	"""A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."" [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]"	475	98	26	16420	0.2653061224489796	0.0547368421052631	query_1	['GO:0070161']	['ITGB1', 'NCK1', 'SMAD7', 'ITGB3', 'PIK3R1', 'SKAP1', 'NPHP4', 'ITK', 'RPGRIP1L', 'PARD6A', 'ITGA5', 'NPHP1', 'PXN', 'WAS', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'VCL', 'VAV1', 'PLCG1', 'SH3KBP1', 'TLN1', 'TGFBR1']
37	GO:BP	GO:0033627	cell adhesion mediated by integrin	2.3423840652560865e-16	True	"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits."" [GOC:add, PMID:12213832, PMID:14754902]"	85	96	15	15719	0.15625	0.1764705882352941	query_1	['GO:0007155']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'SKAP1', 'CRK', 'ITGA2B', 'ITGA5', 'LYN', 'SYK', 'CRKL', 'VTN', 'PTK2', 'ITGB6', 'PTPN11']
38	GO:BP	GO:0007154	cell communication	2.3680188778905552e-16	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	96	77	15719	0.8020833333333334	0.0133495145631067	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'LATS1', 'ITGB1', 'NCK1', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'SKAP1', 'CRK', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'ITGA2B', 'ITGA5', 'NPHP1', 'PXN', 'FYN', 'FYB1', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'SKAP2', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'CD47', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'OSCAR', 'SIRPA', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'SIRPG', 'DOCK3', 'TLN1', 'TGFBR1', 'PKD1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ZDHHC2']
39	GO:BP	GO:2000145	regulation of cell motility	3.5963688851570543e-16	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	938	96	34	15719	0.3541666666666667	0.0362473347547974	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	['MET', 'ITGB1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'TGFBR2', 'ITGA5', 'WAS', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'CD47', 'VCL', 'PLCG1', 'PTK2B', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
10	REAC	REAC:R-HSA-9664407	Parasite infection	5.197873854325295e-16	True	Parasite infection	63	94	15	10022	0.1595744680851064	0.238095238095238	query_1	['REAC:R-HSA-9658195']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'PTK2', 'ELMO1', 'ELMO2']
9	REAC	REAC:R-HSA-9664422	FCGR3A-mediated phagocytosis	5.197873854325295e-16	True	FCGR3A-mediated phagocytosis	63	94	15	10022	0.1595744680851064	0.238095238095238	query_1	['REAC:R-HSA-9664417']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'PTK2', 'ELMO1', 'ELMO2']
8	REAC	REAC:R-HSA-9664417	Leishmania phagocytosis	5.197873854325295e-16	True	Leishmania phagocytosis	63	94	15	10022	0.1595744680851064	0.238095238095238	query_1	['REAC:R-HSA-9664407']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'PTK2', 'ELMO1', 'ELMO2']
7	REAC	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	5.197873854325295e-16	True	VEGFA-VEGFR2 Pathway	94	94	17	10022	0.1808510638297872	0.1808510638297872	query_1	['REAC:R-HSA-194138']	['NCK1', 'ITGAV', 'BCAR1', 'DOCK1', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'FYN', 'SHB', 'VAV1', 'PLCG1', 'PTK2B', 'PTK2', 'ELMO1', 'NCK2', 'ELMO2']
40	GO:BP	GO:0030334	regulation of cell migration	5.647486600541819e-16	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	886	96	33	15719	0.34375	0.0372460496613995	query_1	['GO:0016477', 'GO:2000145']	['MET', 'ITGB1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'TGFBR2', 'ITGA5', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'CD47', 'VCL', 'PLCG1', 'PTK2B', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
41	GO:BP	GO:0031589	cell-substrate adhesion	5.835577607071451e-16	True	"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]"	345	96	23	15719	0.2395833333333333	0.0666666666666666	query_1	['GO:0007155']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'SKAP1', 'CRK', 'ITGA2B', 'ITGA5', 'PXN', 'VCL', 'PTK2B', 'CRKL', 'VTN', 'TLN1', 'PKD1', 'PTK2', 'ITGB6', 'SMAD3', 'DOCK5']
42	GO:BP	GO:0046649	lymphocyte activation	5.959067607653951e-16	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	96	31	15719	0.3229166666666667	0.0406824146981627	query_1	['GO:0045321']	['ITGB1', 'NCK1', 'SRC', 'SMAD7', 'PIK3R1', 'SFTPD', 'ITK', 'PLCG2', 'SOS1', 'TGFBR2', 'FYN', 'WAS', 'LAT', 'ZAP70', 'SKAP2', 'LYN', 'SHB', 'TGFB1', 'CD47', 'VAV1', 'SYK', 'SIRPA', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SIRPG', 'DOCK2', 'LCK', 'SMAD3', 'PTPN11', 'NCK2']
43	GO:BP	GO:0048584	positive regulation of response to stimulus	6.327033225186096e-16	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	96	48	15719	0.5	0.0227165168007572	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'SKAP1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'FYB1', 'WAS', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'EGFR', 'CD47', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
44	GO:BP	GO:0040012	regulation of locomotion	1.2788393246482065e-15	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	982	96	34	15719	0.3541666666666667	0.0346232179226069	query_1	['GO:0040011', 'GO:0050789']	['MET', 'ITGB1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'TGFBR2', 'ITGA5', 'WAS', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'CD47', 'VCL', 'PLCG1', 'PTK2B', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
45	GO:BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	1.2788393246482065e-15	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	277	96	21	15719	0.21875	0.075812274368231	query_1	['GO:0002757', 'GO:0002768']	['RAPGEF1', 'BCAR1', 'SRC', 'SKAP1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'FYB1', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'CD47', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK']
46	GO:BP	GO:0051239	regulation of multicellular organismal process	2.228893123521307e-15	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	96	54	15719	0.5625	0.0192170818505338	query_1	['GO:0032501', 'GO:0050789']	['MET', 'LATS1', 'ITGB1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'SFTPD', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'EGFR', 'CD47', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'OSCAR', 'SIRPA', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VTN', 'SIRPG', 'TGFBR1', 'PTK2', 'ITGB6', 'LCK', 'SMAD3', 'DOCK5', 'PTPN11', 'NCK2', 'PDGFRA']
11	REAC	REAC:R-HSA-194138	Signaling by VEGF	2.493883388273426e-15	True	Signaling by VEGF	104	94	17	10022	0.1808510638297872	0.1634615384615384	query_1	['REAC:R-HSA-9006934']	['NCK1', 'ITGAV', 'BCAR1', 'DOCK1', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'FYN', 'SHB', 'VAV1', 'PLCG1', 'PTK2B', 'PTK2', 'ELMO1', 'NCK2', 'ELMO2']
