Neuroectodermal melanolysosomal disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
29	GO:BP	GO:1903047	mitotic cell cycle process	2.32206231073568e-28	True	"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	746	101	42	17376	0.4158415841584158	0.0563002680965147	query_1	['GO:0000278', 'GO:0022402']	['PKMYT1', 'CDKN2B', 'AKT1', 'MYC', 'CKS1B', 'CDK5', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'SMARCA4', 'CCNE1', 'CCNB2', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'USP37', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'CDK6', 'CCND1']
30	GO:BP	GO:1903507	negative regulation of nucleic acid-templated transcription	5.50042481879536e-28	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1251	101	50	17376	0.495049504950495	0.0399680255795363	query_1	['GO:0097659', 'GO:1902679', 'GO:1903506']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
31	GO:BP	GO:0045892	negative regulation of DNA-templated transcription	5.50042481879536e-28	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1249	101	50	17376	0.495049504950495	0.0400320256204963	query_1	['GO:0006351', 'GO:0006355', 'GO:1903507']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
32	GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	7.8399837827930885e-28	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1263	101	50	17376	0.495049504950495	0.0395882818685669	query_1	['GO:0010558', 'GO:0031327', 'GO:0032774', 'GO:0051253', 'GO:2001141']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
33	REAC	REAC:R-HSA-2262752	Cellular responses to stress	1.051615251574518e-27	True	Cellular responses to stress	768	101	41	17376	0.4059405940594059	0.0533854166666666	query_1	['REAC:R-HSA-8953897']	['CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'EHMT2', 'STAT3', 'CCNA1', 'CCNE2', 'TFDP1', 'RING1', 'RB1', 'PHC1', 'RBBP4', 'CCNE1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'CDKN1A', 'CCNA2', 'E2F2', 'SKP1', 'EP300', 'E2F1', 'EHMT1', 'CDKN2C', 'CDKN2A', 'CDK2', 'SP1', 'KAT5', 'SKP2', 'NQO1', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'CDK6', 'PHC3']
34	GO:BP	GO:0000278	mitotic cell cycle	1.1975591235239096e-27	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	896	101	44	17376	0.4356435643564356	0.0491071428571428	query_1	['GO:0007049']	['PKMYT1', 'CDKN2B', 'AKT1', 'MYC', 'CKS1B', 'CDK5', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'SMARCA4', 'CCNE1', 'CCNB2', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'USP37', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'CDK6', 'CCND1']
35	GO:BP	GO:0051726	regulation of cell cycle	1.4396257781326258e-27	True	"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]"	1084	101	47	17376	0.4653465346534653	0.0433579335793357	query_1	['GO:0007049', 'GO:0050794']	['PKMYT1', 'CDKN2B', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CDK5', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'SMARCA4', 'CCNE1', 'CCNB2', 'SIN3A', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'TP53', 'TFDP2', 'CDK6', 'EPC1', 'CCND1']
36	REAC	REAC:R-HSA-8953897	Cellular responses to stimuli	2.028678355775894e-27	True	Cellular responses to stimuli	782	101	41	17376	0.4059405940594059	0.0524296675191815	query_1	['REAC:0000000']	['CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'EHMT2', 'STAT3', 'CCNA1', 'CCNE2', 'TFDP1', 'RING1', 'RB1', 'PHC1', 'RBBP4', 'CCNE1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'CDKN1A', 'CCNA2', 'E2F2', 'SKP1', 'EP300', 'E2F1', 'EHMT1', 'CDKN2C', 'CDKN2A', 'CDK2', 'SP1', 'KAT5', 'SKP2', 'NQO1', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'CDK6', 'PHC3']
37	GO:BP	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4.3851821082901074e-27	True	"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity."" [GOC:go_curators, GOC:pr]"	98	101	22	17376	0.2178217821782178	0.2244897959183673	query_1	['GO:0071900', 'GO:1904029']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'CCND1']
38	GO:BP	GO:1904029	regulation of cyclin-dependent protein kinase activity	8.512602855799787e-27	True	"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein kinase activity."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:22995177]"	101	101	22	17376	0.2178217821782178	0.2178217821782178	query_1	['GO:0045859', 'GO:0051726']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'CCND1']
39	REAC	REAC:R-HSA-3700989	Transcriptional Regulation by TP53	1.178345667444279e-26	True	Transcriptional Regulation by TP53	357	101	31	17376	0.3069306930693069	0.0868347338935574	query_1	['REAC:R-HSA-212436']	['AKT1', 'CREBBP', 'CDK5', 'EHMT2', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'HDAC1', 'RBBP4', 'CCNE1', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'EP300', 'E2F1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'CDK2', 'KAT5', 'CDKN1B', 'TP53', 'TFDP2', 'HDAC2']
40	GO:BP	GO:0019222	regulation of metabolic process	1.6009941072181603e-26	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6232	101	90	17376	0.8910891089108911	0.0144415917843388	query_1	['GO:0008152', 'GO:0050789']	['SMAD1', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'ODC1', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
41	GO:BP	GO:0007049	cell cycle	1.77497156640883e-26	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1750	101	55	17376	0.5445544554455446	0.0314285714285714	query_1	['GO:0009987']	['PKMYT1', 'CDKN2B', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CDK5', 'EHMT2', 'E2F4', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'SIN3A', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'CDK6', 'EPC1', 'CCND1']
42	GO:BP	GO:0051253	negative regulation of RNA metabolic process	2.2407796394116727e-26	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1371	101	50	17376	0.495049504950495	0.036469730123997	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
43	GO:BP	GO:0010558	negative regulation of macromolecule biosynthetic process	4.826684535358205e-26	True	"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1470	101	51	17376	0.504950495049505	0.0346938775510204	query_1	['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
44	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	6.526152418750221e-26	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1481	101	51	17376	0.504950495049505	0.0344361917623227	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
45	REAC	REAC:R-HSA-9687139	Aberrant regulation of mitotic cell cycle due to RB1 defects	1.040236307114794e-25	True	Aberrant regulation of mitotic cell cycle due to RB1 defects	36	101	16	17376	0.1584158415841584	0.4444444444444444	query_1	['REAC:R-HSA-9675126']	['CCNE2', 'TFDP1', 'RB1', 'CCNE1', 'CDKN1A', 'E2F2', 'CCND2', 'E2F1', 'CDK2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'TFDP2', 'CDK6', 'CCND1']
46	GO:CC	GO:0070013	intracellular organelle lumen	1.2627160596816088e-25	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5406	101	84	17376	0.8316831683168316	0.0155382907880133	query_1	['GO:0043229', 'GO:0043233']	['SMAD1', 'PKMYT1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'KLC2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
47	GO:CC	GO:0043233	organelle lumen	1.2627160596816088e-25	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5406	101	84	17376	0.8316831683168316	0.0155382907880133	query_1	['GO:0031974', 'GO:0043226']	['SMAD1', 'PKMYT1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'KLC2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
48	GO:CC	GO:0031974	membrane-enclosed lumen	1.2627160596816088e-25	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5406	101	84	17376	0.8316831683168316	0.0155382907880133	query_1	['GO:0110165']	['SMAD1', 'PKMYT1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'KLC2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
49	GO:BP	GO:0031327	negative regulation of cellular biosynthetic process	1.4149643458112698e-25	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1507	101	51	17376	0.504950495049505	0.0338420703384207	query_1	['GO:0009890', 'GO:0031324', 'GO:0031326', 'GO:0044249']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
50	GO:BP	GO:1903506	regulation of nucleic acid-templated transcription	1.8001766506221904e-25	True	"""Any process that modulates the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	3138	101	68	17376	0.6732673267326733	0.0216698534098151	query_1	['GO:0097659', 'GO:2001141']	['SMAD1', 'BMI1', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
51	GO:BP	GO:0006355	regulation of DNA-templated transcription	1.8001766506221904e-25	True	"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	3136	101	68	17376	0.6732673267326733	0.0216836734693877	query_1	['GO:0006351', 'GO:0010468', 'GO:1903506']	['SMAD1', 'BMI1', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
52	GO:BP	GO:2001141	regulation of RNA biosynthetic process	2.6011631476632586e-25	True	"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]"	3159	101	68	17376	0.6732673267326733	0.021525799303577	query_1	['GO:0010556', 'GO:0031326', 'GO:0032774', 'GO:0051252']	['SMAD1', 'BMI1', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
53	REAC	REAC:R-HSA-9675126	Diseases of mitotic cell cycle	2.994034828509498e-25	True	Diseases of mitotic cell cycle	38	101	16	17376	0.1584158415841584	0.4210526315789473	query_1	['REAC:R-HSA-1643685']	['CCNE2', 'TFDP1', 'RB1', 'CCNE1', 'CDKN1A', 'E2F2', 'CCND2', 'E2F1', 'CDK2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'TFDP2', 'CDK6', 'CCND1']
