Branchioskeletogenital syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
23	REAC	REAC:R-HSA-74160	Gene expression (Transcription)	3.9096914088978364e-38	True	Gene expression (Transcription)	1407	100	60	17376	0.6	0.0426439232409381	query_1	['REAC:0000000']	['SMAD1', 'MAML1', 'MAML2', 'RXRA', 'UBE2I', 'NOTCH3', 'TGIF1', 'AKT1', 'CDK8', 'CREBBP', 'CBFB', 'SRC', 'KAT2A', 'FOXO3', 'NR1H2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'RARA', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'SMARCC1', 'SKIL', 'HIPK2', 'CCNC']
24	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	4.3769315213153483e-38	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2994	100	78	17376	0.78	0.0260521042084168	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'CTBP1', 'NOTCH3', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'NCSTN', 'SMARCA4', 'SMARCA2', 'KMT2A', 'TBL1X', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'PSENEN', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'PRMT5', 'APH1A', 'GPS2', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'CLNS1A', 'TBL1XR1', 'TP53', 'CDH5', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
25	GO:BP	GO:0097659	nucleic acid-templated transcription	7.376637836984996e-38	True	"""The synthesis of an RNA transcript from a nucleic acid template (DNA or RNA)."" [GOC:pr, GOC:txnOH, GOC:vw]"	3257	100	80	17376	0.8	0.0245624808105618	query_1	['GO:0010467', 'GO:0032774']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
26	GO:BP	GO:0006351	DNA-templated transcription	7.376637836984996e-38	True	"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]"	3256	100	80	17376	0.8	0.0245700245700245	query_1	['GO:0097659']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
27	GO:BP	GO:0032774	RNA biosynthetic process	1.5051069940898477e-37	True	"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]"	3290	100	80	17376	0.8	0.0243161094224924	query_1	['GO:0009059', 'GO:0016070', 'GO:0034654']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
28	GO:BP	GO:0051252	regulation of RNA metabolic process	2.590720535283535e-37	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3441	100	81	17376	0.81	0.023539668700959	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'CLNS1A', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
29	GO:CC	GO:0005667	transcription regulator complex	4.647250237005621e-37	True	"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]"	505	100	43	17376	0.43	0.0851485148514851	query_1	['GO:0032991']	['SMAD1', 'REST', 'RXRA', 'CTBP1', 'CREBBP', 'CBFB', 'STAT3', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'WWTR1', 'SMAD2', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'RCOR1', 'SP1', 'ESR1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'HIPK2']
30	REAC	REAC:R-HSA-157118	Signaling by NOTCH	4.696617734979714e-36	True	Signaling by NOTCH	226	100	33	17376	0.33	0.1460176991150442	query_1	['REAC:R-HSA-162582']	['MAML1', 'MAML2', 'NOTCH3', 'AKT1', 'CDK8', 'CREBBP', 'ADAM10', 'PSEN1', 'KAT2A', 'APH1B', 'HDAC1', 'NCSTN', 'TBL1X', 'NCOR2', 'DLL1', 'PSENEN', 'EGFR', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'NOTCH2', 'APH1A', 'NCOR1', 'HDAC3', 'SNW1', 'KAT2B', 'MAML3', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'CCNC']
31	GO:BP	GO:0000122	negative regulation of transcription by RNA polymerase II	5.527249406130429e-36	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]"	927	100	51	17376	0.51	0.0550161812297734	query_1	['GO:0006357', 'GO:0006366', 'GO:0045892']	['REST', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'TGIF1', 'CREBBP', 'CBFB', 'PSEN1', 'STAT3', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SIRT1', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'HIPK2']
32	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	8.161000520247284e-36	True	Diseases of signal transduction by growth factor receptors and second messengers	410	100	39	17376	0.39	0.0951219512195122	query_1	['REAC:R-HSA-1643685']	['MAML1', 'MAML2', 'CTBP1', 'AKT1', 'CDK8', 'CREBBP', 'ADAM10', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'APH1B', 'FOXO3', 'CTNNB1', 'HDAC1', 'NCSTN', 'TBL1X', 'NCOR2', 'DLL1', 'PSENEN', 'SMAD2', 'EGFR', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'APH1A', 'NCOR1', 'HDAC3', 'SNW1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'TBL1XR1', 'SMAD3', 'HDAC2', 'CCNC']
33	GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	1.1485476629430158e-35	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3619	100	81	17376	0.81	0.0223818734457032	query_1	['GO:0009059', 'GO:0009889', 'GO:0060255']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'NCSTN', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
34	GO:BP	GO:0045892	negative regulation of DNA-templated transcription	1.261788906280317e-35	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1249	100	56	17376	0.56	0.0448358686949559	query_1	['GO:0006351', 'GO:0006355', 'GO:1903507']	['REST', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'TGIF1', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'HIPK2']
35	GO:BP	GO:1903507	negative regulation of nucleic acid-templated transcription	1.3156815435181508e-35	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1251	100	56	17376	0.56	0.0447641886490807	query_1	['GO:0097659', 'GO:1902679', 'GO:1903506']	['REST', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'TGIF1', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'HIPK2']
36	GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	2.1092054254251733e-35	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1263	100	56	17376	0.56	0.0443388756927949	query_1	['GO:0010558', 'GO:0031327', 'GO:0032774', 'GO:0051253', 'GO:2001141']	['REST', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'TGIF1', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'HIPK2']
37	GO:BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	7.374100346996458e-35	True	"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	3716	100	81	17376	0.81	0.0217976318622174	query_1	['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'CLNS1A', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
38	GO:BP	GO:0051253	negative regulation of RNA metabolic process	1.0090788092912482e-34	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1371	100	57	17376	0.57	0.0415754923413566	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']	['REST', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'TGIF1', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'HIPK2']
39	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	1.149117127966268e-34	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3356	100	78	17376	0.78	0.0232419547079856	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'CTBP1', 'NOTCH3', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'NCSTN', 'SMARCA4', 'SMARCA2', 'KMT2A', 'TBL1X', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'PSENEN', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'PRMT5', 'APH1A', 'GPS2', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'CLNS1A', 'TBL1XR1', 'TP53', 'CDH5', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
40	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	4.136342835094934e-34	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1481	100	58	17376	0.58	0.0391627278865631	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	['REST', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'TGIF1', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'HIPK2']
41	GO:BP	GO:0031325	positive regulation of cellular metabolic process	4.5391448574693214e-34	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2839	100	73	17376	0.73	0.0257132793237055	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'CTBP1', 'NOTCH3', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'KMT2A', 'TBL1X', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'PRMT5', 'GPS2', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'CLNS1A', 'TBL1XR1', 'TP53', 'CDH5', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
42	GO:BP	GO:0009889	regulation of biosynthetic process	5.42035662395665e-34	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	3823	100	81	17376	0.81	0.0211875490452524	query_1	['GO:0009058', 'GO:0019222']	['SMAD1', 'REST', 'MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'CTBP1', 'NOTCH3', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'SRC', 'PSEN1', 'STAT3', 'PIK3R1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'NCSTN', 'SMARCA4', 'SMARCA2', 'KMT2A', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'CCNC', 'JUP']
