Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
12	REAC	REAC:R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	1.4645347965456715e-22	True	Constitutive Signaling by Aberrant PI3K in Cancer	63	97	19	10022	0.1958762886597938	0.3015873015873015	query_1	['REAC:R-HSA-2219528']	['MET', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'HGF', 'PIK3AP1', 'GAB1', 'PIK3CD', 'FYN', 'EGFR', 'PIK3CA', 'VAV1', 'ERBB2', 'PIK3R3', 'GAB2', 'LCK', 'PTPN11', 'PDGFRA']
13	GO:BP	GO:0030155	regulation of cell adhesion	2.8415294874729827e-21	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	100	37	15719	0.37	0.049136786188579	query_1	['GO:0007155', 'GO:0050794']	['NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'PIK3R6', 'CRK', 'PTPN23', 'RET', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'LCK', 'CD3E', 'DOCK5', 'PTPN11', 'NCK2']
14	GO:BP	GO:0045785	positive regulation of cell adhesion	3.4556094144566345e-21	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	466	100	31	15719	0.31	0.0665236051502145	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']	['NCK1', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'SRC', 'FGA', 'ITGB3', 'PIK3R6', 'CRK', 'PTPN23', 'RET', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'LCK', 'CD3E', 'DOCK5', 'PTPN11', 'NCK2']
13	REAC	REAC:R-HSA-354192	Integrin signaling	7.795796808584698e-21	True	Integrin signaling	26	97	14	10022	0.1443298969072164	0.5384615384615384	query_1	['REAC:R-HSA-162582', 'REAC:R-HSA-76009']	['FN1', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'CRK', 'SHC1', 'SOS1', 'ITGA2B', 'FGB', 'SYK', 'FGG', 'TLN1', 'PTK2']
15	GO:BP	GO:0040011	locomotion	8.297891739125324e-21	True	"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]"	1285	100	45	15719	0.45	0.0350194552529182	query_1	['GO:0008150']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'PTPN23', 'HGF', 'RET', 'PLCG2', 'WASL', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA5', 'SH3BP1', 'FYN', 'WAS', 'DOCK4', 'LYN', 'GFRA3', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'DOCK2', 'ARTN', 'DOCK5', 'PDGFRA', 'GRB7', 'ELMO2']
14	REAC	REAC:R-HSA-186797	Signaling by PDGF	1.1185473394780362e-20	True	Signaling by PDGF	53	97	17	10022	0.1752577319587628	0.320754716981132	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'NCK1', 'PIK3CB', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'SOS1', 'PIK3CA', 'PLCG1', 'CRKL', 'PTPN11', 'NCK2', 'PDGFRA', 'GRB7']
15	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	1.127585371649204e-20	True	Diseases of signal transduction by growth factor receptors and second messengers	410	97	33	10022	0.3402061855670103	0.0804878048780487	query_1	['REAC:R-HSA-1643685']	['MET', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'PIK3AP1', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'FYN', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'PLCG1', 'FGG', 'ERBB2', 'PIK3R3', 'GAB2', 'TLN1', 'LCK', 'PTPN11', 'CBL', 'PDGFRA']
16	GO:BP	GO:0002376	immune system process	1.5037023016888905e-20	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2394	100	58	15719	0.58	0.0242272347535505	query_1	['GO:0008150']	['RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'NCR3LG1', 'FN1', 'PIK3R2', 'BCAR1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'NCR3', 'RET', 'ITK', 'PIK3AP1', 'PLCG2', 'WASL', 'SOS1', 'PIK3CD', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'CD247', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'BLNK', 'CD3E', 'PTPN11', 'CBL', 'NCK2']
16	REAC	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	1.546868592314155e-20	True	VEGFA-VEGFR2 Pathway	94	97	20	10022	0.2061855670103092	0.2127659574468085	query_1	['REAC:R-HSA-194138']	['NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'BCAR1', 'DOCK1', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'FYN', 'SHB', 'PIK3CA', 'VAV1', 'PLCG1', 'PTK2B', 'PTK2', 'ELMO1', 'NCK2', 'ELMO2']
17	GO:BP	GO:0048583	regulation of response to stimulus	2.043888103975353e-20	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3723	100	70	15719	0.7	0.018802041364491	query_1	['GO:0050789', 'GO:0050896']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'NCR3LG1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'NCR3', 'HGF', 'RET', 'SHC1', 'ITK', 'ADAMTSL2', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'PXN', 'SH3BP1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'CD247', 'DOCK3', 'PTK2', 'DOCK2', 'ARTN', 'LCK', 'GAREM1', 'BLNK', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRAP2']
18	GO:BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	3.4450286936757e-20	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	305	100	26	15719	0.26	0.0852459016393442	query_1	['GO:0002764', 'GO:0007166']	['RAPGEF1', 'BCAR1', 'SRC', 'NCR3', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'CD247', 'PTK2', 'LCK', 'BLNK', 'CD3E']
19	GO:BP	GO:1902531	regulation of intracellular signal transduction	4.6118323443087805e-20	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1654	100	49	15719	0.49	0.0296251511487303	query_1	['GO:0009966', 'GO:0035556']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'SH3BP1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'DOCK3', 'PTK2', 'DOCK2', 'LCK', 'GAREM1', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRAP2']
17	REAC	REAC:R-HSA-422475	Axon guidance	4.704407813038509e-20	True	Axon guidance	540	97	36	10022	0.3711340206185567	0.0666666666666666	query_1	['REAC:R-HSA-9675108']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'RET', 'SHC1', 'WASL', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'GFRA3', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'GAB2', 'SHC3', 'TLN1', 'PTK2', 'ARTN', 'PTPN11', 'NCK2', 'GRB7']
20	GO:BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	5.484423392434526e-20	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	277	100	25	15719	0.25	0.0902527075812274	query_1	['GO:0002757', 'GO:0002768']	['RAPGEF1', 'BCAR1', 'SRC', 'NCR3', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'CD247', 'PTK2', 'LCK', 'BLNK', 'CD3E']
18	REAC	REAC:R-HSA-177929	Signaling by EGFR	7.831198899016161e-20	True	Signaling by EGFR	48	97	16	10022	0.1649484536082474	0.3333333333333333	query_1	['REAC:R-HSA-9006934']	['SRC', 'HGS', 'PIK3R1', 'STAM2', 'SHC1', 'SOS1', 'GAB1', 'PXN', 'STAM', 'EGFR', 'PIK3CA', 'PLCG1', 'SH3KBP1', 'SH3GL2', 'PTPN11', 'CBL']
19	REAC	REAC:R-HSA-194138	Signaling by VEGF	1.1542550382251457e-19	True	Signaling by VEGF	104	97	20	10022	0.2061855670103092	0.1923076923076923	query_1	['REAC:R-HSA-9006934']	['NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'BCAR1', 'DOCK1', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'FYN', 'SHB', 'PIK3CA', 'VAV1', 'PLCG1', 'PTK2B', 'PTK2', 'ELMO1', 'NCK2', 'ELMO2']
21	GO:BP	GO:0002682	regulation of immune system process	1.174325954515651e-19	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	100	45	15719	0.45	0.032561505065123	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'NCK1', 'PIK3CB', 'NCR3LG1', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'NCR3', 'ITK', 'PIK3AP1', 'PLCG2', 'WASL', 'SOS1', 'PIK3CD', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'LITAF', 'CRKL', 'GAB2', 'CD247', 'PTK2', 'LCK', 'BLNK', 'CD3E', 'PTPN11', 'NCK2']
20	REAC	REAC:R-HSA-2219528	PI3K/AKT Signaling in Cancer	1.3796008856136809e-19	True	PI3K/AKT Signaling in Cancer	89	97	19	10022	0.1958762886597938	0.2134831460674157	query_1	['REAC:R-HSA-5663202']	['MET', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'HGF', 'PIK3AP1', 'GAB1', 'PIK3CD', 'FYN', 'EGFR', 'PIK3CA', 'VAV1', 'ERBB2', 'PIK3R3', 'GAB2', 'LCK', 'PTPN11', 'PDGFRA']
21	REAC	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	1.5115445541507532e-19	True	MAPK1/MAPK3 signaling	261	97	27	10022	0.2783505154639175	0.1034482758620689	query_1	['REAC:R-HSA-5683057']	['MET', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'GFRA3', 'EGFR', 'PIK3CA', 'FGB', 'VCL', 'FGG', 'ERBB2', 'SHC3', 'TLN1', 'PTK2', 'ARTN', 'PTPN11', 'PDGFRA']
23	REAC	REAC:R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	1.5300886371999436e-19	True	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	90	97	19	10022	0.1958762886597938	0.2111111111111111	query_1	['REAC:R-HSA-199418']	['MET', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'HGF', 'PIK3AP1', 'GAB1', 'PIK3CD', 'FYN', 'EGFR', 'PIK3CA', 'VAV1', 'ERBB2', 'PIK3R3', 'GAB2', 'LCK', 'PTPN11', 'PDGFRA']
22	REAC	REAC:R-HSA-9675108	Nervous system development	1.5300886371999436e-19	True	Nervous system development	564	97	36	10022	0.3711340206185567	0.0638297872340425	query_1	['REAC:R-HSA-1266738']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'RET', 'SHC1', 'WASL', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'GFRA3', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'GAB2', 'SHC3', 'TLN1', 'PTK2', 'ARTN', 'PTPN11', 'NCK2', 'GRB7']
22	GO:BP	GO:0009967	positive regulation of signal transduction	1.5313139953019005e-19	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1468	100	46	15719	0.46	0.0313351498637602	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'VTN', 'PTK2', 'LCK', 'GAREM1', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
23	GO:BP	GO:0071363	cellular response to growth factor stimulus	1.6341759880946865e-19	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	638	100	33	15719	0.33	0.0517241379310344	query_1	['GO:0070848', 'GO:0071495']	['RAPGEF1', 'PIK3CB', 'ITGB5', 'BCAR1', 'SRC', 'ITGB3', 'HGS', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'ADAMTSL2', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'USP8', 'ERBB2', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'ITGB6', 'GAREM1', 'PTPN11', 'CBL', 'PDGFRA']
24	GO:BP	GO:0051716	cellular response to stimulus	2.0465643045281748e-19	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	6649	100	88	15719	0.88	0.0132350729432997	query_1	['GO:0009987', 'GO:0050896']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'PIK3R6', 'CRK', 'NCR3', 'HGF', 'RET', 'SHC1', 'ITK', 'ADAMTSL2', 'PIK3AP1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'SH3BP1', 'FYN', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'STAM', 'SHB', 'GFRA3', 'GRB2', 'LCP2', 'EGFR', 'AKAP10', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'CD247', 'DOCK3', 'TLN1', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'GAREM1', 'BLNK', 'CD3E', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRB7', 'ELMO2', 'GRAP2']
25	GO:BP	GO:0023056	positive regulation of signaling	2.0929670830693529e-19	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	100	48	15719	0.48	0.0292504570383912	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'PTPN23', 'HGF', 'RET', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'VTN', 'PTK2', 'LCK', 'GAREM1', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
26	GO:BP	GO:0010647	positive regulation of cell communication	2.1232520814123208e-19	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	100	48	15719	0.48	0.0292148508825319	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'PTPN23', 'HGF', 'RET', 'SHC1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'LITAF', 'CRKL', 'VTN', 'PTK2', 'LCK', 'GAREM1', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
27	GO:BP	GO:0098609	cell-cell adhesion	2.3388566383772423e-19	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	100	37	15719	0.37	0.0423825887743413	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'PIK3R6', 'PTPN23', 'RET', 'SHC1', 'ITGA2B', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'EGFR', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'TLN1', 'PTK2', 'LCK', 'CD3E', 'PTPN11', 'NCK2', 'PDGFRA', 'ELMO2']
28	GO:BP	GO:0040017	positive regulation of locomotion	2.3390978392943324e-19	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	549	100	31	15719	0.31	0.0564663023679417	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['MET', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'PLCG2', 'GAB1', 'PIK3CD', 'ITGA5', 'DOCK4', 'LYN', 'EGFR', 'PLCG1', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'ARTN', 'DOCK5', 'PDGFRA', 'GRB7']
29	GO:BP	GO:0033627	cell adhesion mediated by integrin	2.6264918615106164e-19	True	"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits."" [GOC:add, PMID:12213832, PMID:14754902]"	85	100	17	15719	0.17	0.2	query_1	['GO:0007155']	['ITGB1', 'ITGB5', 'ITGAV', 'PIK3CG', 'ITGB3', 'CRK', 'RET', 'ITGA2B', 'ITGA5', 'LYN', 'SYK', 'CRKL', 'VTN', 'PTK2', 'ITGB6', 'CD3E', 'PTPN11']
30	GO:BP	GO:0042325	regulation of phosphorylation	2.6264918615106164e-19	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1135	100	41	15719	0.41	0.0361233480176211	query_1	['GO:0016310', 'GO:0019220']	['MET', 'PIK3R5', 'NCK1', 'PIK3CB', 'FN1', 'PIK3R2', 'PIK3CG', 'SRC', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'PIK3R6', 'HGF', 'RET', 'SHC1', 'PLCG2', 'SOS1', 'ITGA5', 'FYN', 'LAT', 'LYN', 'SHB', 'LCP2', 'EGFR', 'PIK3CA', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
31	GO:BP	GO:0030335	positive regulation of cell migration	4.199378338058573e-19	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	514	100	30	15719	0.3	0.0583657587548638	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']	['MET', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'PLCG2', 'GAB1', 'PIK3CD', 'ITGA5', 'DOCK4', 'LYN', 'EGFR', 'PLCG1', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'DOCK5', 'PDGFRA', 'GRB7']
32	GO:BP	GO:0070848	response to growth factor	4.720216595956023e-19	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]"	667	100	33	15719	0.33	0.0494752623688155	query_1	['GO:0009719']	['RAPGEF1', 'PIK3CB', 'ITGB5', 'BCAR1', 'SRC', 'ITGB3', 'HGS', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'ADAMTSL2', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'USP8', 'ERBB2', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'ITGB6', 'GAREM1', 'PTPN11', 'CBL', 'PDGFRA']
33	GO:BP	GO:0007173	epidermal growth factor receptor signaling pathway	4.886130583361456e-19	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	108	100	18	15719	0.18	0.1666666666666666	query_1	['GO:0038127']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GAB1', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'SHC3', 'PTK2', 'GAREM1', 'PTPN11', 'CBL', 'NCK2', 'GRB7']
24	REAC	REAC:R-HSA-1643685	Disease	5.46874638475157e-19	True	Disease	1723	97	57	10022	0.5876288659793815	0.0330818340104469	query_1	['REAC:0000000']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'FN1', 'PIK3R2', 'DOCK1', 'SRC', 'FGA', 'ITGB3', 'HGS', 'PIK3R1', 'WIPF3', 'STAM2', 'CRK', 'HGF', 'SHC1', 'ADAMTSL2', 'PIK3AP1', 'PLCG2', 'WASL', 'SOS1', 'GAB1', 'PIK3CD', 'WIPF1', 'ITGA2B', 'WIPF2', 'FYN', 'WAS', 'ADAMTS2', 'LYN', 'STAM', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'GAB2', 'TLN1', 'PTK2', 'DOCK2', 'LCK', 'BLNK', 'ELMO1', 'PTPN11', 'CBL', 'PDGFRA', 'ELMO2']
25	REAC	REAC:R-HSA-199418	Negative regulation of the PI3K/AKT network	6.46940619222102e-19	True	Negative regulation of the PI3K/AKT network	97	97	19	10022	0.1958762886597938	0.1958762886597938	query_1	['REAC:R-HSA-1257604']	['MET', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'HGF', 'PIK3AP1', 'GAB1', 'PIK3CD', 'FYN', 'EGFR', 'PIK3CA', 'VAV1', 'ERBB2', 'PIK3R3', 'GAB2', 'LCK', 'PTPN11', 'PDGFRA']
