KID syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
25	GO:BP	GO:0009967	positive regulation of signal transduction	9.017982831216607e-27	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1467	102	52	17376	0.5098039215686274	0.0354464894342195	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'FYN', 'ZAP70', 'LYN', 'CXCR4', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'FGB', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1']
26	GO:BP	GO:0009719	response to endogenous stimulus	9.640491129727147e-27	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	102	54	17376	0.5294117647058824	0.0332512315270936	query_1	['GO:0050896']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'ITGA4', 'CXCL12', 'LYN', 'GJB2', 'GRB2', 'NRP2', 'CXCR4', 'EGFR', 'PIK3CA', 'KDR', 'FGB', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
27	GO:BP	GO:0042325	regulation of phosphorylation	1.4011950162790427e-26	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1133	102	47	17376	0.4607843137254901	0.0414827890556045	query_1	['GO:0016310', 'GO:0019220']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'SOS1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'CD19', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF']
28	GO:BP	GO:0010647	positive regulation of cell communication	1.4112643661449544e-26	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	102	54	17376	0.5294117647058824	0.0328667072428484	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'FYN', 'ZAP70', 'LYN', 'CXCR4', 'EGFR', 'APOA1', 'TFR2', 'PIK3CA', 'KDR', 'FGB', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1']
29	GO:BP	GO:2000147	positive regulation of cell motility	1.4112643661449544e-26	True	"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]"	533	102	36	17376	0.3529411764705882	0.0675422138836773	query_1	['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'EGFR', 'TF', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
30	GO:BP	GO:0023056	positive regulation of signaling	1.4112643661449544e-26	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1640	102	54	17376	0.5294117647058824	0.0329268292682926	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'FYN', 'ZAP70', 'LYN', 'CXCR4', 'EGFR', 'APOA1', 'TFR2', 'PIK3CA', 'KDR', 'FGB', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1']
31	GO:BP	GO:0071363	cellular response to growth factor stimulus	2.562789605425773e-26	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	637	102	38	17376	0.3725490196078431	0.0596546310832025	query_1	['GO:0070848', 'GO:0071495']	['RAPGEF1', 'PIK3CB', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GRB2', 'NRP2', 'EGFR', 'PIK3CA', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
32	GO:BP	GO:0031589	cell-substrate adhesion	2.5654162379188398e-26	True	"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]"	344	102	31	17376	0.3039215686274509	0.0901162790697674	query_1	['GO:0007155']	['ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'CRK', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'APOA1', 'KDR', 'FGB', 'VCL', 'FGG', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1']
33	GO:BP	GO:0040017	positive regulation of locomotion	3.369313672688868e-26	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	549	102	36	17376	0.3529411764705882	0.0655737704918032	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'EGFR', 'TF', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
34	GO:CC	GO:0005886	plasma membrane	5.264252595077969e-26	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4844	102	82	17376	0.803921568627451	0.0169281585466556	query_1	['GO:0016020', 'GO:0071944']	['MET', 'GJB6', 'RAPGEF1', 'C3', 'ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ADRA1A', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'GRB2', 'NRP2', 'LCP2', 'CXCR4', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'IGHM', 'SH3GL2', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'CBL', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'CR2', 'PLXNA1']
35	GO:BP	GO:0051239	regulation of multicellular organismal process	5.552840452024143e-26	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2815	102	66	17376	0.6470588235294118	0.0234458259325044	query_1	['GO:0032501', 'GO:0050789']	['MET', 'C3', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'FYN', 'LAT', 'ZAP70', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'VTN', 'CD81', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
36	GO:BP	GO:0030335	positive regulation of cell migration	5.790749175931247e-26	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	514	102	35	17376	0.3431372549019608	0.0680933852140077	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'EGFR', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
37	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	1.0412310333835671e-25	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	102	31	17376	0.3039215686274509	0.0856353591160221	query_1	['GO:0006468', 'GO:0018212']	['MET', 'ADRA1A', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1']
38	GO:BP	GO:0070848	response to growth factor	1.0412310333835671e-25	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]"	666	102	38	17376	0.3725490196078431	0.057057057057057	query_1	['GO:0009719']	['RAPGEF1', 'PIK3CB', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GRB2', 'NRP2', 'EGFR', 'PIK3CA', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
39	GO:BP	GO:0018212	peptidyl-tyrosine modification	1.1809139319045375e-25	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	102	31	17376	0.3039215686274509	0.0851648351648351	query_1	['GO:0018193']	['MET', 'ADRA1A', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1']
40	GO:BP	GO:0048583	regulation of response to stimulus	3.254837867488217e-25	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3729	102	73	17376	0.7156862745098039	0.0195762939125771	query_1	['GO:0050789', 'GO:0050896']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GRB2', 'TNC', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'PTK2B', 'IGHM', 'VEGFA', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CD19', 'BLNK', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'CR2', 'PGF']
41	GO:BP	GO:0006935	chemotaxis	3.6793274276620227e-25	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	592	102	36	17376	0.3529411764705882	0.0608108108108108	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'PIK3CB', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'SOS1', 'PIK3CD', 'FYN', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'APOA1', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'ABCC1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
42	GO:CC	GO:0070161	anchoring junction	3.694073620278913e-25	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	102	41	17376	0.4019607843137255	0.047953216374269	query_1	['GO:0030054']	['GJB6', 'ITGB1', 'ITGB5', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'ITK', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'LYN', 'GJB2', 'GRB2', 'TNC', 'LCP2', 'CXCR4', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'PLCG1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CD81', 'TLN1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'FLT1']
43	GO:BP	GO:0042330	taxis	4.0126849827960207e-25	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	594	102	36	17376	0.3529411764705882	0.0606060606060606	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'PIK3CB', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'SOS1', 'PIK3CD', 'FYN', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'APOA1', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'ABCC1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
44	GO:BP	GO:0002682	regulation of immune system process	4.47730623121915e-25	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1385	102	49	17376	0.4803921568627451	0.0353790613718411	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'C3', 'PIK3CB', 'VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'HFE', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GRB2', 'LCP2', 'APOA1', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'CRKL', 'CD81', 'VCAM1', 'PTK2', 'LCK', 'CD19', 'BLNK', 'PTPN11', 'HPX', 'CR2', 'PGF']
45	GO:BP	GO:0032501	multicellular organismal process	5.321014236192423e-25	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	6818	102	92	17376	0.9019607843137256	0.013493693165151	query_1	['GO:0008150']	['MET', 'GJB6', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'CR2', 'PGF', 'PLXNA1', 'NANOG']
46	GO:BP	GO:2000145	regulation of cell motility	9.02143592987317e-25	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	937	102	42	17376	0.4117647058823529	0.0448239060832443	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'TF', 'KDR', 'VCL', 'PLCG1', 'CERS2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
47	GO:BP	GO:0001775	cell activation	9.170782270049036e-25	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1063	102	44	17376	0.4313725490196078	0.0413922859830667	query_1	['GO:0009987', 'GO:0032501']	['ITGB1', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'HFE', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MS4A1', 'LYN', 'LCP2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'IGHM', 'PIK3R3', 'CD81', 'TLN1', 'VCAM1', 'ITGB6', 'LCK', 'CD19', 'BLNK', 'CBL', 'PTPN11', 'PDGFRA', 'CR2']
48	GO:BP	GO:0030334	regulation of cell migration	1.1887283895820471e-24	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	885	102	41	17376	0.4019607843137255	0.0463276836158192	query_1	['GO:0016477', 'GO:2000145']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'KDR', 'VCL', 'PLCG1', 'CERS2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'ACKR3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
49	GO:BP	GO:0019220	regulation of phosphate metabolic process	1.3528185460138461e-24	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1278	102	47	17376	0.4607843137254901	0.0367762128325508	query_1	['GO:0006796', 'GO:0051174']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'SOS1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'CD19', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF']
50	GO:BP	GO:0051174	regulation of phosphorus metabolic process	1.3647527747869151e-24	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1279	102	47	17376	0.4607843137254901	0.0367474589523064	query_1	['GO:0006793', 'GO:0031323']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'SOS1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'TF', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'CD19', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF']
51	REAC	REAC:R-HSA-422475	Axon guidance	2.47053108088985e-24	True	Axon guidance	540	102	34	17376	0.3333333333333333	0.0629629629629629	query_1	['REAC:R-HSA-9675108']	['MET', 'ITGB1', 'ITGA9', 'PIK3CB', 'PLXNB1', 'ITGAV', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'CXCL12', 'LYN', 'NRP2', 'CXCR4', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
52	GO:BP	GO:0007229	integrin-mediated signaling pathway	3.421998508998458e-24	True	"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	113	102	21	17376	0.2058823529411764	0.1858407079646017	query_1	['GO:0007166']	['ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LAT', 'APOA1', 'VAV1', 'SYK', 'PTK2B', 'TLN1', 'PTK2', 'ITGB6', 'NRP1', 'PTPN11']
