Hutchinson-Gilford progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
4	GO:CC	GO:0000781	chromosome, telomeric region	4.3513104245236034e-45	True	"""The end of a linear chromosome, required for the integrity and maintenance of the end. A chromosome telomere usually includes a region of telomerase-encoded repeats the length of which rarely exceeds 20 bp each and that permits the formation of a telomeric loop (T-loop). The telomeric repeat region is usually preceded by a sub-telomeric region that is gene-poor but rich in repetitive elements. Some telomeres only consist of the latter part (for eg. D. melanogaster telomeres)."" [GOC:elh]"	167	102	36	16420	0.3529411764705882	0.2155688622754491	query_1	['GO:0098687']	['MCM6', 'RPA4', 'NBN', 'MCM5', 'MSH2', 'TP53BP1', 'RAD50', 'MCM7', 'RAD51AP1', 'XRCC6', 'LIG4', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'MCM4', 'APEX1', 'CDK2', 'MCM2', 'PRKDC', 'XRCC1', 'POLD1', 'WRN', 'MCM3', 'RNF8']
10	REAC	REAC:R-HSA-1640170	Cell Cycle	1.949353162436583e-44	True	Cell Cycle	676	94	59	10022	0.6276595744680851	0.0872781065088757	query_1	['REAC:0000000']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MCM5', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'MDC1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'PRIM2', 'VRK1', 'EXO1', 'BRCA1', 'CDK2', 'MCM2', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'BANF1', 'POLE', 'POLD2', 'RNF8']
11	REAC	REAC:R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	2.0808817695880361e-44	True	Homologous DNA Pairing and Strand Exchange	43	94	27	10022	0.2872340425531915	0.627906976744186	query_1	['REAC:R-HSA-5685942']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'RAD50', 'RAD51AP1', 'RPA2', 'BRCA2', 'RAD1', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1']
12	REAC	REAC:R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	2.5002566438379653e-43	True	Presynaptic phase of homologous DNA pairing and strand exchange	40	94	26	10022	0.2765957446808511	0.65	query_1	['REAC:R-HSA-5693579']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'RAD50', 'RPA2', 'BRCA2', 'RAD1', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1']
10	GO:BP	GO:0006950	response to stress	3.9225626713722596e-43	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3764	101	91	15719	0.900990099009901	0.0241764080765143	query_1	['GO:0050896']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'BRCA2', 'POLA1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'VRK1', 'EXO1', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
11	GO:BP	GO:0000724	double-strand break repair via homologous recombination	3.4150216703356656e-42	True	"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"	167	101	35	15719	0.3465346534653465	0.2095808383233532	query_1	['GO:0000725', 'GO:0006302']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'NBN', 'MCM5', 'TP53BP1', 'MCM7', 'RAD52', 'RAD51AP1', 'LIG3', 'WDR48', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'PARP1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'HUS1B', 'BRCA1', 'MCM2', 'XRCC1', 'KAT5', 'WRN', 'RMI2', 'RMI1', 'MCM3']
12	GO:BP	GO:0090304	nucleic acid metabolic process	1.1545282826517115e-41	True	"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]"	4735	101	96	15719	0.9504950495049505	0.0202745512143611	query_1	['GO:0006139', 'GO:0043170']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6', 'CDX1']
13	REAC	REAC:R-HSA-69481	G2/M Checkpoints	5.524308249522495e-41	True	G2/M Checkpoints	167	94	37	10022	0.3936170212765957	0.2215568862275449	query_1	['REAC:R-HSA-69620']	['RBBP8', 'MCM6', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'MCM5', 'TP53BP1', 'RAD50', 'MCM7', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'MCM10', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'TOP3A', 'MCM4', 'EXO1', 'BRCA1', 'CDK2', 'MCM2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'MCM3', 'TP53', 'RNF8']
5	GO:CC	GO:0031974	membrane-enclosed lumen	1.0479245463706584e-40	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5424	102	98	16420	0.9607843137254902	0.0180678466076696	query_1	['GO:0110165']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
6	GO:CC	GO:0043233	organelle lumen	1.0479245463706584e-40	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5424	102	98	16420	0.9607843137254902	0.0180678466076696	query_1	['GO:0031974', 'GO:0043226']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
7	GO:CC	GO:0070013	intracellular organelle lumen	1.0479245463706584e-40	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5424	102	98	16420	0.9607843137254902	0.0180678466076696	query_1	['GO:0043229', 'GO:0043233']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
13	GO:BP	GO:0010212	response to ionizing radiation	2.4543781077428887e-39	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	101	32	15719	0.3168316831683168	0.2237762237762237	query_1	['GO:0009314']	['HUS1', 'RAD9B', 'MSH2', 'TP53BP1', 'DCLRE1C', 'RAD51AP1', 'XRCC6', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'ATR', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'WRN', 'TP53', 'RNF8']
14	GO:BP	GO:0051276	chromosome organization	2.599365710465721e-38	True	"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	620	101	48	15719	0.4752475247524752	0.0774193548387096	query_1	['GO:0006996']	['MCM6', 'HUS1', 'LMNA', 'BRIP1', 'XPA', 'NBN', 'MCM5', 'MSH2', 'RAD50', 'MCM7', 'DCLRE1C', 'XRCC6', 'ZMPSTE24', 'LIG4', 'MLH1', 'FEN1', 'RPA2', 'MSH3', 'BRCA2', 'PCNA', 'ATR', 'RPA3', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'EXO1', 'HUS1B', 'CDK2', 'MCM2', 'PRKDC', 'XRCC1', 'KAT5', 'WRN', 'RMI2', 'MCM3', 'TP53', 'PNKP', 'BANF1']
8	GO:CC	GO:0140513	nuclear protein-containing complex	8.599407431643032e-38	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]"	1270	102	59	16420	0.5784313725490197	0.0464566929133858	query_1	['GO:0005634', 'GO:0032991']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'POLD3', 'RAD50', 'MCM7', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'RPA2', 'MSH3', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'PMS2', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'ERCC4', 'ATRIP', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'MCM4', 'PRIM2', 'HUS1B', 'BRCA1', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'BARD1', 'POLE2', 'MCM3', 'POLE', 'POLD2', 'MSH6']
15	GO:BP	GO:0006139	nucleobase-containing compound metabolic process	8.736735669231089e-38	True	"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]"	5215	101	96	15719	0.9504950495049505	0.0184084372003835	query_1	['GO:0006725', 'GO:0034641', 'GO:0044238', 'GO:0046483', 'GO:1901360']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6', 'CDX1']
16	GO:BP	GO:0009314	response to radiation	5.580298078402905e-37	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	432	101	42	15719	0.4158415841584158	0.0972222222222222	query_1	['GO:0009628']	['HUS1', 'RAD9B', 'XPA', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'DCLRE1C', 'RAD51AP1', 'XRCC6', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'FEN1', 'H2AX', 'OGG1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'TP53', 'PNKP', 'RNF8', 'MSH6']
17	GO:BP	GO:0046483	heterocycle metabolic process	1.2538730152099284e-36	True	"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198506732]"	5371	101	96	15719	0.9504950495049505	0.0178737665239247	query_1	['GO:0044237']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6', 'CDX1']
18	GO:BP	GO:0006725	cellular aromatic compound metabolic process	2.4758846142602672e-36	True	"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]"	5413	101	96	15719	0.9504950495049505	0.0177350822094956	query_1	['GO:0044237']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6', 'CDX1']
14	REAC	REAC:R-HSA-69473	G2/M DNA damage checkpoint	3.0473045158371336e-36	True	G2/M DNA damage checkpoint	94	94	29	10022	0.3085106382978723	0.3085106382978723	query_1	['REAC:R-HSA-69481']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'TOP3A', 'EXO1', 'BRCA1', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53', 'RNF8']
15	REAC	REAC:R-HSA-5693607	Processing of DNA double-strand break ends	8.24629625724432e-36	True	Processing of DNA double-strand break ends	97	94	29	10022	0.3085106382978723	0.2989690721649484	query_1	['REAC:R-HSA-5693567']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'RNF8']
16	REAC	REAC:R-HSA-73933	Resolution of Abasic Sites (AP sites)	1.2599844427513166e-35	True	Resolution of Abasic Sites (AP sites)	36	94	22	10022	0.2340425531914893	0.6111111111111112	query_1	['REAC:R-HSA-73884']	['POLD3', 'LIG3', 'FEN1', 'POLD4', 'RPA2', 'OGG1', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'POLE3', 'APEX1', 'XRCC1', 'POLD1', 'POLB', 'POLE2', 'PNKP', 'NEIL1', 'POLE', 'POLD2']
9	GO:CC	GO:0098687	chromosomal region	1.3179717645906917e-35	True	"""Any subdivision of a chromosome along its length."" [GOC:dos]"	393	102	39	16420	0.3823529411764705	0.099236641221374	query_1	['GO:0005694', 'GO:0110165']	['MCM6', 'RPA4', 'NBN', 'MCM5', 'MSH2', 'TP53BP1', 'RAD50', 'MCM7', 'RAD51AP1', 'XRCC6', 'LIG4', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'MCM4', 'APEX1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLD1', 'WRN', 'MCM3', 'RNF8']
10	GO:CC	GO:0005657	replication fork	5.364479060200844e-35	True	"""The Y-shaped region of a replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes."" [GOC:mah, ISBN:0198547684]"	71	102	24	16420	0.2352941176470588	0.3380281690140845	query_1	['GO:0005694', 'GO:0110165']	['RPA4', 'XPA', 'NBN', 'TP53BP1', 'POLD3', 'POLD4', 'H2AX', 'RPA2', 'POLA1', 'PRIM1', 'PCNA', 'MCM10', 'RPA3', 'PARP1', 'RPA1', 'BLM', 'MRE11', 'PRIM2', 'POLA2', 'POLD1', 'WRN', 'MCM3', 'TP53', 'POLD2']
