Acquired partial lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
27	GO:BP	GO:0071495	cellular response to endogenous stimulus	1.624691845115282e-29	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1384	101	53	17376	0.5247524752475248	0.0382947976878612	query_1	['GO:0009719']	['RAPGEF1', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'FBN2', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'FLT1', 'PGF']
28	REAC	REAC:R-HSA-162582	Signal Transduction	2.5176368781051028e-29	True	Signal Transduction	2436	101	65	17376	0.6435643564356436	0.0266830870279146	query_1	['REAC:0000000']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'LTBP1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'MEMO1', 'SH3PXD2A', 'ZAP70', 'LYN', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'ADAM12', 'CRKL', 'TLN1', 'VEGFD', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
29	GO:CC	GO:0070161	anchoring junction	1.0364139027744067e-28	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	101	44	17376	0.4356435643564356	0.0514619883040935	query_1	['GO:0030054']	['ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'ITK', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'TNC', 'LCP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'VAV1', 'PLCG1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'TLN1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'ITGB7', 'ADAM15', 'ITGA3', 'JAM2', 'CBL', 'FLT1', 'ITGA2']
30	GO:BP	GO:0030155	regulation of cell adhesion	1.3096081942213796e-28	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	101	42	17376	0.4158415841584158	0.0557768924302788	query_1	['GO:0007155', 'GO:0050794']	['PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'LYN', 'TNC', 'TGFB1', 'FBLN2', 'JAM3', 'KDR', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'SEMA4D', 'ITGA2', 'PLXNA1']
31	GO:BP	GO:0051239	regulation of multicellular organismal process	2.2550920484789993e-28	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2815	101	68	17376	0.6732673267326733	0.0241563055062166	query_1	['GO:0032501', 'GO:0050789']	['MET', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'MFAP2', 'ADAM12', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
32	GO:BP	GO:0050900	leukocyte migration	6.483020096910446e-28	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	379	101	33	17376	0.3267326732673267	0.0870712401055409	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'ITGA9', 'VEGFB', 'SRC', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'SOS1', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'TGFB1', 'JAM3', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ITGA3', 'JAM2', 'FLT1', 'ITGA2', 'PGF']
33	GO:BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	8.25370139193877e-28	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]"	53	101	19	17376	0.1881188118811881	0.3584905660377358	query_1	['GO:0007169']	['VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'VEGFC', 'FLT4', 'ITGA5', 'FYN', 'KDR', 'VAV1', 'PTK2B', 'VEGFA', 'VTN', 'VEGFD', 'PTK2', 'NRP1', 'EMILIN1', 'FLT1', 'PGF']
34	REAC	REAC:R-HSA-109582	Hemostasis	1.2205682639929246e-27	True	Hemostasis	606	101	38	17376	0.3762376237623762	0.0627062706270627	query_1	['REAC:0000000']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LAT', 'LYN', 'LCP2', 'JAM3', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'VEGFA', 'TLN1', 'VEGFD', 'L1CAM', 'PTK2', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'JAM2', 'ITGA2']
35	GO:CC	GO:0098636	protein complex involved in cell adhesion	2.3580640458106028e-27	True	"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]"	56	101	19	17376	0.1881188118811881	0.3392857142857143	query_1	['GO:0032991']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'TNC', 'JAM3', 'ITGAE', 'VTN', 'ITGB6', 'EMILIN1', 'ITGB7', 'ITGA3', 'JAM2', 'ITGA2']
36	GO:BP	GO:0098609	cell-cell adhesion	2.9778433062409784e-27	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	101	43	17376	0.4257425742574257	0.0492554410080183	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'SHC1', 'CTNNB1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'TGFB1', 'JAM3', 'EGFR', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'EMILIN1', 'ITGB7', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA', 'SEMA4D', 'ITGA2']
37	REAC	REAC:R-HSA-194138	Signaling by VEGF	5.2300168432120405e-27	True	Signaling by VEGF	104	101	22	17376	0.2178217821782178	0.2115384615384615	query_1	['REAC:R-HSA-9006934']	['VEGFB', 'ITGAV', 'BCAR1', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'FLT4', 'CTNNB1', 'PXN', 'FYN', 'NRP2', 'KDR', 'VAV1', 'PLCG1', 'PTK2B', 'VEGFA', 'VEGFD', 'PTK2', 'NRP1', 'FLT1', 'PGF']
38	GO:BP	GO:0001568	blood vessel development	8.085639598954101e-27	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	678	101	39	17376	0.3861386138613861	0.0575221238938053	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
39	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	1.2122381547153827e-26	True	Platelet activation, signaling and aggregation	252	101	28	17376	0.2772277227722772	0.1111111111111111	query_1	['REAC:R-HSA-109582']	['VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'FYN', 'LAT', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'VEGFA', 'TLN1', 'VEGFD', 'PTK2', 'LCK', 'THBS1', 'PTPN11']
40	GO:BP	GO:0001944	vasculature development	3.976784764781013e-26	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	708	101	39	17376	0.3861386138613861	0.0550847457627118	query_1	['GO:0048731', 'GO:0072359']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
41	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	6.832704482336056e-26	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	101	31	17376	0.3069306930693069	0.0856353591160221	query_1	['GO:0006468', 'GO:0018212']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'LRP4', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
42	GO:BP	GO:0018212	peptidyl-tyrosine modification	7.839994550142192e-26	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	101	31	17376	0.3069306930693069	0.0851648351648351	query_1	['GO:0018193']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'LRP4', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
43	GO:BP	GO:0072359	circulatory system development	1.0368270195059714e-25	True	"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]"	1082	101	45	17376	0.4455445544554455	0.0415896487985212	query_1	['GO:0048731']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'PDGFRA', 'FLT1', 'PGF']
44	GO:BP	GO:0006935	chemotaxis	2.304872528570715e-25	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	592	101	36	17376	0.3564356435643564	0.0608108108108108	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SOS1', 'LOX', 'FYN', 'LYN', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
45	GO:BP	GO:0007275	multicellular organism development	2.4671342204009528e-25	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4319	101	77	17376	0.7623762376237624	0.0178282009724473	query_1	['GO:0032501', 'GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'SH3GL2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
46	GO:BP	GO:0042330	taxis	2.4671342204009528e-25	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	594	101	36	17376	0.3564356435643564	0.0606060606060606	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SOS1', 'LOX', 'FYN', 'LYN', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
47	GO:BP	GO:0048514	blood vessel morphogenesis	2.83274325512426e-25	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	597	101	36	17376	0.3564356435643564	0.0603015075376884	query_1	['GO:0001568', 'GO:0035239']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
48	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	3.0711427112483773e-25	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1114	101	45	17376	0.4455445544554455	0.0403949730700179	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'GRB2', 'TGFB1', 'NRP2', 'JAM3', 'KDR', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VTN', 'VEGFD', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
49	GO:BP	GO:0048731	system development	4.315445490176003e-25	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	101	72	17376	0.7128712871287128	0.01951748441312	query_1	['GO:0007275', 'GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'SH3GL2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
50	GO:BP	GO:0042325	regulation of phosphorylation	5.940627122692697e-25	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1133	101	45	17376	0.4455445544554455	0.0397175639894086	query_1	['GO:0016310', 'GO:0019220']	['MET', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
51	GO:CC	GO:0008305	integrin complex	6.369624987685935e-25	True	"""A protein complex that is composed of one alpha subunit and one beta subunit, both of which are members of the integrin superfamily of cell adhesion receptors; the complex spans the plasma membrane and binds to extracellular matrix ligands, cell-surface ligands, and soluble ligands."" [PMID:17543136]"	29	101	15	17376	0.1485148514851485	0.5172413793103449	query_1	['GO:0098636', 'GO:0098802']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'ITGAE', 'ITGB6', 'EMILIN1', 'ITGB7', 'ITGA3', 'ITGA2']
52	GO:BP	GO:0035295	tube development	1.9728159194094573e-24	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	101	43	17376	0.4257425742574257	0.0415860735009671	query_1	['GO:0007275', 'GO:0048856']	['MET', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PDGFRA', 'FLT1', 'PGF']
53	GO:BP	GO:0002682	regulation of immune system process	2.2335117277982325e-24	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1385	101	48	17376	0.4752475247524752	0.0346570397111913	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'VEGFB', 'FN1', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'FBN1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'SH3KBP1', 'CRKL', 'VEGFD', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'PTPN11', 'JAM2', 'ITGA2', 'PGF', 'MFAP4']
54	GO:BP	GO:0007154	cell communication	3.3902515106003854e-24	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5766	101	85	17376	0.8415841584158416	0.0147415886229621	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'FBN1', 'ITGAE', 'KDR', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'TLN1', 'VEGFD', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
55	GO:BP	GO:0006468	protein phosphorylation	3.763232963761591e-24	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1479	101	49	17376	0.4851485148514851	0.033130493576741	query_1	['GO:0016310', 'GO:0036211']	['MET', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
