Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
11	GO:BP	GO:0051171	regulation of nitrogen compound metabolic process	8.143080555524195e-34	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	5244	100	93	15719	0.93	0.0177345537757437	query_1	['GO:0006807', 'GO:0019222']	['REST', 'MAML1', 'CDKN2B', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
13	GO:BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	1.2754775070237354e-33	True	"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	3725	100	83	15719	0.83	0.0222818791946308	query_1	['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
14	GO:BP	GO:0080090	regulation of primary metabolic process	1.0759167477462794e-32	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5409	100	93	15719	0.93	0.0171935662784248	query_1	['GO:0019222', 'GO:0044238']	['REST', 'MAML1', 'CDKN2B', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
15	GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	1.2180945246982751e-32	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	3709	100	82	15719	0.82	0.0221083850094365	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
16	GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	2.990962844068757e-32	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3627	100	81	15719	0.81	0.0223325062034739	query_1	['GO:0009059', 'GO:0009889', 'GO:0060255']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
17	GO:BP	GO:0018130	heterocycle biosynthetic process	4.238077426321273e-32	True	"""The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198547684]"	3775	100	82	15719	0.82	0.0217218543046357	query_1	['GO:0044249', 'GO:0046483']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
18	GO:BP	GO:0019438	aromatic compound biosynthetic process	4.925853743826048e-32	True	"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	3785	100	82	15719	0.82	0.0216644649933949	query_1	['GO:0006725', 'GO:0044249']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
7	GO:CC	GO:0031974	membrane-enclosed lumen	1.5440719659839052e-31	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5424	101	91	16420	0.900990099009901	0.0167772861356932	query_1	['GO:0110165']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'CBFB', 'CDK5', 'E2F4', 'COPRS', 'AMOT', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'CHD4', 'SMAD4', 'NOTCH1', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'UBE2W', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'NAB1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
6	GO:CC	GO:0005634	nucleus	1.5440719659839052e-31	True	"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"	7181	101	99	16420	0.9801980198019802	0.0137863807269182	query_1	['GO:0043231']	['REST', 'MAML1', 'CDKN2B', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'COPRS', 'AMOT', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'UBE2W', 'AMOTL1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
5	GO:CC	GO:0043233	organelle lumen	1.5440719659839052e-31	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5424	101	91	16420	0.900990099009901	0.0167772861356932	query_1	['GO:0031974', 'GO:0043226']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'CBFB', 'CDK5', 'E2F4', 'COPRS', 'AMOT', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'CHD4', 'SMAD4', 'NOTCH1', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'UBE2W', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'NAB1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
4	GO:CC	GO:0070013	intracellular organelle lumen	1.5440719659839052e-31	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5424	101	91	16420	0.900990099009901	0.0167772861356932	query_1	['GO:0043229', 'GO:0043233']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'CBFB', 'CDK5', 'E2F4', 'COPRS', 'AMOT', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'CHD4', 'SMAD4', 'NOTCH1', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'UBE2W', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'NAB1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
19	GO:BP	GO:0031326	regulation of cellular biosynthetic process	1.8990151042218198e-31	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	3724	100	81	15719	0.81	0.021750805585392	query_1	['GO:0009889', 'GO:0031323', 'GO:0044249']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
20	GO:BP	GO:0044770	cell cycle phase transition	2.403869649319256e-31	True	"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]"	550	100	41	15719	0.41	0.0745454545454545	query_1	['GO:0022402']	['CDKN2B', 'AKT1', 'CKS1B', 'CDK5', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'SMARCB1', 'E2F6', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'CDK2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMARCC1', 'CDK6', 'CCND1']
21	GO:BP	GO:0031323	regulation of cellular metabolic process	2.9261940542457907e-31	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5085	100	90	15719	0.9	0.0176991150442477	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['REST', 'MAML1', 'CDKN2B', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
22	GO:BP	GO:1901362	organic cyclic compound biosynthetic process	6.440978248055162e-31	True	"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]"	3923	100	82	15719	0.82	0.0209023706347183	query_1	['GO:1901360', 'GO:1901576']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
6	REAC	REAC:R-HSA-69206	G1/S Transition	9.33348757652357e-31	True	G1/S Transition	130	96	29	10022	0.3020833333333333	0.2230769230769231	query_1	['REAC:R-HSA-453279']	['AKT1', 'CKS1B', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'HDAC1', 'CCNE1', 'E2F5', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'E2F6', 'E2F1', 'MNAT1', 'CDK1', 'CDK2', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TFDP2', 'CCND1']
23	GO:BP	GO:0051254	positive regulation of RNA metabolic process	9.956244934770455e-31	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1773	100	61	15719	0.61	0.0344049633389734	query_1	['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']	['REST', 'MAML1', 'AKT1', 'WDR77', 'CREBBP', 'SERTAD1', 'CBFB', 'E2F4', 'CDK7', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'TBX5', 'SIN3A', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CCNA2', 'E2F2', 'WWTR1', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'RUNX1', 'POU3F1', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'POU3F2', 'SMARCC2', 'CDKN2A', 'SNW1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'FOXH1', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CCNC']
24	GO:BP	GO:0009889	regulation of biosynthetic process	1.3064498965708002e-30	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	3831	100	81	15719	0.81	0.0211433046202036	query_1	['GO:0009058', 'GO:0019222']	['REST', 'MAML1', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'CDK7', 'RBL1', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'SMARCC2', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
