Acquired partial lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1	GO:CC	GO:0070161	anchoring junction	1.0684996070545494e-27	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	101	44	16420	0.4356435643564356	0.0514619883040935	query_1	['GO:0030054']	['ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'ITK', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'TNC', 'LCP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'VAV1', 'PLCG1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'TLN1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'ITGB7', 'ADAM15', 'ITGA3', 'JAM2', 'CBL', 'FLT1', 'ITGA2']
21	GO:BP	GO:0071495	cellular response to endogenous stimulus	1.1768387806930052e-27	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	100	53	15719	0.53	0.0382671480144404	query_1	['GO:0009719']	['RAPGEF1', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'FBN2', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'FLT1', 'PGF']
22	GO:BP	GO:0030155	regulation of cell adhesion	4.170627129597993e-27	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	100	42	15719	0.42	0.0557768924302788	query_1	['GO:0007155', 'GO:0050794']	['PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'LYN', 'TNC', 'TGFB1', 'FBLN2', 'JAM3', 'KDR', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'SEMA4D', 'ITGA2', 'PLXNA1']
23	GO:BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	4.810468930288648e-27	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]"	53	100	19	15719	0.19	0.3584905660377358	query_1	['GO:0007169']	['VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'VEGFC', 'FLT4', 'ITGA5', 'FYN', 'KDR', 'VAV1', 'PTK2B', 'VEGFA', 'VTN', 'VEGFD', 'PTK2', 'NRP1', 'EMILIN1', 'FLT1', 'PGF']
2	GO:CC	GO:0098636	protein complex involved in cell adhesion	6.84748342920069e-27	True	"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]"	56	101	19	16420	0.1881188118811881	0.3392857142857143	query_1	['GO:0032991']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'TNC', 'JAM3', 'ITGAE', 'VTN', 'ITGB6', 'EMILIN1', 'ITGB7', 'ITGA3', 'JAM2', 'ITGA2']
24	GO:BP	GO:0050900	leukocyte migration	9.717430430548547e-27	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	378	100	33	15719	0.33	0.0873015873015873	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'ITGA9', 'VEGFB', 'SRC', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'SOS1', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'TGFB1', 'JAM3', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ITGA3', 'JAM2', 'FLT1', 'ITGA2', 'PGF']
25	GO:BP	GO:0051239	regulation of multicellular organismal process	3.5378888727452264e-26	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	100	68	15719	0.68	0.0241992882562277	query_1	['GO:0032501', 'GO:0050789']	['MET', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'MFAP2', 'ADAM12', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
26	GO:BP	GO:0098609	cell-cell adhesion	9.97223003130842e-26	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	100	43	15719	0.43	0.0492554410080183	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'SHC1', 'CTNNB1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'TGFB1', 'JAM3', 'EGFR', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'EMILIN1', 'ITGB7', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA', 'SEMA4D', 'ITGA2']
27	GO:BP	GO:0001568	blood vessel development	2.1396358027398126e-25	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	100	39	15719	0.39	0.0574374079528718	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
28	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	9.74727920423153e-25	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	100	31	15719	0.31	0.0856353591160221	query_1	['GO:0006468', 'GO:0018212']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'LRP4', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
29	GO:BP	GO:0001944	vasculature development	1.0045261900280312e-24	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	709	100	39	15719	0.39	0.0550070521861777	query_1	['GO:0048731', 'GO:0072359']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
30	GO:BP	GO:0018212	peptidyl-tyrosine modification	1.0803501979840472e-24	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	100	31	15719	0.31	0.0851648351648351	query_1	['GO:0018193']	['MET', 'VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'LRP4', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
3	GO:CC	GO:0008305	integrin complex	1.4834141288337246e-24	True	"""A protein complex that is composed of one alpha subunit and one beta subunit, both of which are members of the integrin superfamily of cell adhesion receptors; the complex spans the plasma membrane and binds to extracellular matrix ligands, cell-surface ligands, and soluble ligands."" [PMID:17543136]"	29	101	15	16420	0.1485148514851485	0.5172413793103449	query_1	['GO:0098636', 'GO:0098802']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'ITGAE', 'ITGB6', 'EMILIN1', 'ITGB7', 'ITGA3', 'ITGA2']
31	GO:BP	GO:0072359	circulatory system development	4.037777048303153e-24	True	"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]"	1083	100	45	15719	0.45	0.0415512465373961	query_1	['GO:0048731']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'PDGFRA', 'FLT1', 'PGF']
32	GO:BP	GO:0006935	chemotaxis	4.831442489952304e-24	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	593	100	36	15719	0.36	0.0607082630691399	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SOS1', 'LOX', 'FYN', 'LYN', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
33	GO:BP	GO:0042330	taxis	5.269823418951644e-24	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	595	100	36	15719	0.36	0.0605042016806722	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SOS1', 'LOX', 'FYN', 'LYN', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
34	GO:BP	GO:0048514	blood vessel morphogenesis	5.750465824580328e-24	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	597	100	36	15719	0.36	0.0603015075376884	query_1	['GO:0001568', 'GO:0035239']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
35	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	1.1275461763154512e-23	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1113	100	45	15719	0.45	0.0404312668463611	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'GRB2', 'TGFB1', 'NRP2', 'JAM3', 'KDR', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VTN', 'VEGFD', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
36	GO:BP	GO:0042325	regulation of phosphorylation	2.48487374788349e-23	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1135	100	45	15719	0.45	0.039647577092511	query_1	['GO:0016310', 'GO:0019220']	['MET', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
4	GO:CC	GO:0043235	receptor complex	2.6872825850515525e-23	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	466	101	32	16420	0.3168316831683168	0.0686695278969957	query_1	['GO:0032991']	['MET', 'ITGB1', 'ITGA9', 'ITGB5', 'PLXNB1', 'ITGAV', 'ITGB3', 'FLT4', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ITGA4', 'ZAP70', 'LYN', 'NRP2', 'EGFR', 'ITGAE', 'KDR', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'TGFBR1', 'ITGB6', 'NRP1', 'EMILIN1', 'ITGB7', 'ITGA3', 'PDGFRA', 'FLT1', 'ITGA2', 'PLXNA1']
37	GO:BP	GO:0035295	tube development	6.605042254385493e-23	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	100	43	15719	0.43	0.0415860735009671	query_1	['GO:0007275', 'GO:0048856']	['MET', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PDGFRA', 'FLT1', 'PGF']
38	GO:BP	GO:0007275	multicellular organism development	7.07860085553813e-23	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	100	77	15719	0.77	0.0178323297823066	query_1	['GO:0032501', 'GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'SH3GL2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
39	GO:BP	GO:0002682	regulation of immune system process	9.159191943246508e-23	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	100	48	15719	0.48	0.0347322720694645	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'VEGFB', 'FN1', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'FBN1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'SH3KBP1', 'CRKL', 'VEGFD', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'PTPN11', 'JAM2', 'ITGA2', 'PGF', 'MFAP4']
40	GO:BP	GO:0048731	system development	9.159191943246508e-23	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	100	72	15719	0.72	0.01951748441312	query_1	['GO:0007275', 'GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'SH3GL2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
41	GO:BP	GO:0006468	protein phosphorylation	2.0043825558638364e-22	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	100	49	15719	0.49	0.0330634278002699	query_1	['GO:0016310', 'GO:0036211']	['MET', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
42	GO:BP	GO:0035239	tube morphogenesis	2.3666763784486555e-22	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	830	100	39	15719	0.39	0.0469879518072289	query_1	['GO:0009653', 'GO:0035295']	['MET', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
43	GO:BP	GO:0019220	regulation of phosphate metabolic process	3.091298514281294e-22	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1280	100	46	15719	0.46	0.0359375	query_1	['GO:0006796', 'GO:0051174']	['MET', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
44	GO:BP	GO:0051174	regulation of phosphorus metabolic process	3.1237582791981813e-22	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1281	100	46	15719	0.46	0.0359094457455113	query_1	['GO:0006793', 'GO:0031323']	['MET', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
5	REAC	REAC:R-HSA-194138	Signaling by VEGF	4.751640458939992e-22	True	Signaling by VEGF	104	98	22	10022	0.2244897959183673	0.2115384615384615	query_1	['REAC:R-HSA-9006934']	['VEGFB', 'ITGAV', 'BCAR1', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'FLT4', 'CTNNB1', 'PXN', 'FYN', 'NRP2', 'KDR', 'VAV1', 'PLCG1', 'PTK2B', 'VEGFA', 'VEGFD', 'PTK2', 'NRP1', 'FLT1', 'PGF']
