SHORT syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
27	GO:BP	GO:0019220	regulation of phosphate metabolic process	4.063629689084933e-27	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1278	99	49	17376	0.494949494949495	0.0383411580594679	query_1	['GO:0006796', 'GO:0051174']	['MET', 'NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'TGFBR2', 'PARD6A', 'ITGA5', 'SQSTM1', 'FYN', 'PARD3', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
28	GO:BP	GO:0051174	regulation of phosphorus metabolic process	4.063629689084933e-27	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1279	99	49	17376	0.494949494949495	0.0383111806098514	query_1	['GO:0006793', 'GO:0031323']	['MET', 'NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'TGFBR2', 'PARD6A', 'ITGA5', 'SQSTM1', 'FYN', 'PARD3', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
29	GO:BP	GO:0040011	locomotion	4.431368177667585e-27	True	"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]"	1283	99	49	17376	0.494949494949495	0.0381917381137957	query_1	['GO:0008150']	['RHOJ', 'MET', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'DOCK8', 'PARD6B', 'FYN', 'WAS', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'DOCK2', 'SMAD3', 'DOCK5', 'PDGFRA', 'ELMO2']
30	GO:BP	GO:2000147	positive regulation of cell motility	4.5986540393072685e-27	True	"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]"	533	99	36	17376	0.3636363636363636	0.0675422138836773	query_1	['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']	['RHOJ', 'MET', 'ITGB1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'TGFBR2', 'PIK3CD', 'ITGA5', 'DOCK8', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
31	GO:BP	GO:0048584	positive regulation of response to stimulus	6.0475070432491486e-27	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2115	99	59	17376	0.5959595959595959	0.0278959810874704	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'BCAR1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'PRKCI', 'WAS', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
32	GO:BP	GO:0023052	signaling	6.675289266768335e-27	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5661	99	86	17376	0.8686868686868687	0.0151916622504857	query_1	['GO:0050789']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PXN', 'DOCK8', 'FYN', 'PRKCI', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'NYAP2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'PLEKHH3', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'PKN3', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
33	GO:CC	GO:0005886	plasma membrane	1.0940270274366758e-26	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4844	99	81	17376	0.8181818181818182	0.0167217175887696	query_1	['GO:0016020', 'GO:0071944']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ITGA2B', 'ITGA5', 'PXN', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'DIP2A', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'WDR6', 'ELMO1', 'CBL', 'PDGFRA', 'F11R']
34	GO:CC	GO:0070161	anchoring junction	1.0940270274366758e-26	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	99	42	17376	0.4242424242424242	0.0491228070175438	query_1	['GO:0030054']	['ITGB1', 'NCK1', 'ITGB5', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'ITK', 'CTNNB1', 'PARD6A', 'ITGA2B', 'ITGA5', 'PXN', 'PARD6B', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'PLCG1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'PRKCZ', 'CBL', 'F11R']
35	GO:BP	GO:0040017	positive regulation of locomotion	1.1265392390703936e-26	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	549	99	36	17376	0.3636363636363636	0.0655737704918032	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['RHOJ', 'MET', 'ITGB1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'TGFBR2', 'PIK3CD', 'ITGA5', 'DOCK8', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
36	GO:BP	GO:0045785	positive regulation of cell adhesion	1.491880578142649e-26	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	466	99	34	17376	0.3434343434343434	0.0729613733905579	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']	['NCK1', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'CRK', 'TGFBR2', 'ITGA5', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'VTN', 'LCK', 'PRKCZ', 'SMAD3', 'DOCK5', 'PTPN11', 'NCK2', 'F11R']
37	REAC	REAC:R-HSA-186763	Downstream signal transduction	2.4703331846901952e-26	True	Downstream signal transduction	26	99	15	17376	0.1515151515151515	0.5769230769230769	query_1	['REAC:R-HSA-186797']	['RAPGEF1', 'NCK1', 'PIK3CB', 'PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'PIK3CA', 'PLCG1', 'CRKL', 'PTPN11', 'NCK2', 'PDGFRA']
38	GO:BP	GO:0007154	cell communication	2.5592205155632686e-26	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5766	99	86	17376	0.8686868686868687	0.0149150190773499	query_1	['GO:0009987']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PXN', 'DOCK8', 'FYN', 'PRKCI', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'NYAP2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'PLEKHH3', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'PKN3', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
39	GO:CC	GO:0071944	cell periphery	3.151184921611852e-26	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5270	99	83	17376	0.8383838383838383	0.0157495256166982	query_1	['GO:0110165']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ITGA2B', 'ITGA5', 'PXN', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'DIP2A', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'WDR6', 'ELMO1', 'CBL', 'PDGFRA', 'F11R']
40	GO:BP	GO:0009653	anatomical structure morphogenesis	1.0457476584219565e-25	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2538	99	62	17376	0.6262626262626263	0.024428684003152	query_1	['GO:0032502', 'GO:0048856']	['RHOJ', 'MET', 'ITGB1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PARD6B', 'FYN', 'PRKCI', 'PARD3', 'DIP2A', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'NYAP2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'PRKCZ', 'SMAD3', 'DOCK5', 'PTPN11', 'PDGFRA', 'F11R']
41	GO:BP	GO:0030155	regulation of cell adhesion	1.8893239333433807e-25	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	99	39	17376	0.3939393939393939	0.0517928286852589	query_1	['GO:0007155', 'GO:0050794']	['NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'TGFBR2', 'ITGA5', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'DOCK5', 'PTPN11', 'NCK2', 'F11R']
42	GO:BP	GO:2000145	regulation of cell motility	2.8319340236539337e-25	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	937	99	42	17376	0.4242424242424242	0.0448239060832443	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	['RHOJ', 'MET', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'TGFBR2', 'PIK3CD', 'ITGA5', 'DOCK8', 'PARD6B', 'WAS', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
43	GO:BP	GO:0030334	regulation of cell migration	3.95820603234906e-25	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	885	99	41	17376	0.4141414141414141	0.0463276836158192	query_1	['GO:0016477', 'GO:2000145']	['RHOJ', 'MET', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'TGFBR2', 'PIK3CD', 'ITGA5', 'DOCK8', 'PARD6B', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
44	GO:BP	GO:1902533	positive regulation of intracellular signal transduction	7.503737434925915e-25	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	962	99	42	17376	0.4242424242424242	0.0436590436590436	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
45	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	8.034272452011543e-25	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	99	30	17376	0.303030303030303	0.0828729281767955	query_1	['GO:0006468', 'GO:0018212']	['MET', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
46	GO:BP	GO:0001932	regulation of protein phosphorylation	8.034272452011543e-25	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1029	99	43	17376	0.4343434343434343	0.0417881438289601	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'TGFBR2', 'PARD6A', 'ITGA5', 'SQSTM1', 'FYN', 'PARD3', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2']
47	GO:BP	GO:0018212	peptidyl-tyrosine modification	9.006749540649485e-25	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	99	30	17376	0.303030303030303	0.0824175824175824	query_1	['GO:0018193']	['MET', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
48	GO:BP	GO:0002682	regulation of immune system process	9.265767787048591e-25	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1385	99	48	17376	0.4848484848484848	0.0346570397111913	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'DOCK8', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'TGFB1', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'PTK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'NCK2']
49	GO:BP	GO:0009719	response to endogenous stimulus	9.952049993883183e-25	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	99	51	17376	0.5151515151515151	0.0314039408866995	query_1	['GO:0050896']	['RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'PRKCI', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA']
50	GO:BP	GO:0009967	positive regulation of signal transduction	1.0390472254048007e-24	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1467	99	49	17376	0.494949494949495	0.0334014996591683	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'PRKCI', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
51	GO:BP	GO:0040012	regulation of locomotion	1.31191921007839e-24	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	981	99	42	17376	0.4242424242424242	0.0428134556574923	query_1	['GO:0040011', 'GO:0050789']	['RHOJ', 'MET', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'TGFBR2', 'PIK3CD', 'ITGA5', 'DOCK8', 'PARD6B', 'WAS', 'DOCK4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'SMAD3', 'DOCK5', 'PDGFRA']
52	GO:BP	GO:0023056	positive regulation of signaling	1.4488058546064064e-24	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1640	99	51	17376	0.5151515151515151	0.0310975609756097	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'ZAP70', 'LYN', 'DVL2', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
