Laron syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
29	GO:BP	GO:0006915	apoptotic process	4.6185494333358005e-21	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1905	99	48	21110	0.4848484848484848	0.0251968503937007	query_1	['GO:0012501']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'GSK3B', 'CDK5RAP3', 'TRAF3', 'CASP10', 'HSP90AB1', 'TNFRSF1A', 'RELA', 'DDRGK1', 'UFL1', 'METTL21C', 'RBCK1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'PDK1', 'AHR', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TRAF6', 'BIRC2', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'BCL10', 'UFM1', 'STAT5B', 'PRLR']
30	GO:BP	GO:0035556	intracellular signal transduction	5.048018403832027e-21	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2669	99	55	21110	0.5555555555555556	0.0206069689022105	query_1	['GO:0007165']	['SHARPIN', 'MAP3K8', 'GSK3B', 'CDK5RAP3', 'NFKBIB', 'MAP3K14', 'TRAF3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'BCL10']
31	GO:CC	GO:1902494	catalytic complex	6.0437353471336836e-21	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1792	99	45	22122	0.4545454545454545	0.0251116071428571	query_1	['GO:0032991']	['SHARPIN', 'GCSH', 'GSK3B', 'CREBBP', 'DLST', 'TRAF3', 'CASP10', 'CHUK', 'DLAT', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'RBX1', 'RBCK1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'BCKDK', 'BCKDHB', 'PDHA1', 'RIPK1', 'SKP1', 'CFLAR', 'ELOC', 'SOCS2', 'EP300', 'FBXW11', 'PDK1', 'IKBKG', 'TRAF2', 'MAP3K7', 'DLD', 'PDK2', 'CUL5', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'OGDH', 'BCKDHA']
32	REAC	REAC:R-HSA-5357905	Regulation of TNFR1 signaling	8.802320346861356e-21	True	Regulation of TNFR1 signaling	33	91	15	10790	0.1648351648351648	0.4545454545454545	query_1	['REAC:R-HSA-75893']	['SHARPIN', 'CHUK', 'TNFRSF1A', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'FADD', 'RIPK1', 'TRADD', 'IKBKG', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8']
33	GO:BP	GO:0023056	positive regulation of signaling	9.732443363243774e-21	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1742	99	46	21110	0.4646464646464646	0.026406429391504	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'EP300', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'SKP2', 'CASP8', 'FBXW7', 'BCL10', 'PRL', 'CSH2', 'PRLR']
34	GO:BP	GO:0010647	positive regulation of cell communication	1.0212373427968166e-20	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1744	99	46	21110	0.4646464646464646	0.0263761467889908	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'EP300', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'SKP2', 'CASP8', 'FBXW7', 'BCL10', 'PRL', 'CSH2', 'PRLR']
35	REAC	REAC:R-HSA-9020702	Interleukin-1 signaling	1.903923584645096e-20	True	Interleukin-1 signaling	113	91	21	10790	0.2307692307692307	0.1858407079646017	query_1	['REAC:R-HSA-446652']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'RBX1', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
36	REAC	REAC:R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	1.9546945369268802e-20	True	Toll Like Receptor 5 (TLR5) Cascade	96	91	20	10790	0.2197802197802197	0.2083333333333333	query_1	['REAC:R-HSA-168898']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
37	REAC	REAC:R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	1.9546945369268802e-20	True	Toll Like Receptor 10 (TLR10) Cascade	96	91	20	10790	0.2197802197802197	0.2083333333333333	query_1	['REAC:R-HSA-168898']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
38	REAC	REAC:R-HSA-975871	MyD88 cascade initiated on plasma membrane	1.9546945369268802e-20	True	MyD88 cascade initiated on plasma membrane	96	91	20	10790	0.2197802197802197	0.2083333333333333	query_1	['REAC:R-HSA-168142', 'REAC:R-HSA-168176']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
39	CORUM	CORUM:6344	TNF-R1-associated signaling complex	2.153022767011388e-20	True	TNF-R1-associated signaling complex	14	64	13	3383	0.203125	0.9285714285714286	query_1	['CORUM:0000000']	['CHUK', 'TAB2', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'RIPK1', 'TRADD', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7']
40	GO:CC	GO:0005829	cytosol	2.287429775652241e-20	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5453	99	71	22122	0.7171717171717171	0.0130203557674674	query_1	['GO:0005737', 'GO:0110165']	['SNX6', 'SHARPIN', 'EGLN3', 'MAP3K8', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'ELOB', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'DBT', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'NSUN6', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'BCL10', 'STAT5B']
41	REAC	REAC:R-HSA-5607764	CLEC7A (Dectin-1) signaling	2.4468600007850367e-20	True	CLEC7A (Dectin-1) signaling	97	91	20	10790	0.2197802197802197	0.2061855670103092	query_1	['REAC:R-HSA-5621481']	['MAP3K14', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'MAP3K7', 'RELB', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1', 'BCL10']
42	GO:BP	GO:0023051	regulation of signaling	3.4657379294253237e-20	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3413	99	60	21110	0.6060606060606061	0.0175798417814239	query_1	['GO:0023052', 'GO:0050789']	['SNX6', 'SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'FBXW11', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'PDK2', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'FBXW7', 'UBA5', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'PRLR']
43	REAC	REAC:R-HSA-5621481	C-type lectin receptors (CLRs)	3.963859270936549e-20	True	C-type lectin receptors (CLRs)	136	91	22	10790	0.2417582417582417	0.1617647058823529	query_1	['REAC:R-HSA-168249']	['CREBBP', 'MAP3K14', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'IKBKG', 'TAB1', 'MAP3K7', 'RELB', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1', 'BCL10']
44	GO:BP	GO:0010646	regulation of cell communication	4.048784495232088e-20	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3423	99	60	21110	0.6060606060606061	0.0175284837861524	query_1	['GO:0007154', 'GO:0050794']	['SNX6', 'SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'FBXW11', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'PDK2', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'FBXW7', 'UBA5', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'PRLR']
45	REAC	REAC:R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	5.854500944597391e-20	True	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	101	91	20	10790	0.2197802197802197	0.198019801980198	query_1	['REAC:R-HSA-975155']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
46	GO:BP	GO:0010033	response to organic substance	6.223622998075494e-20	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm, PMID:23356676]"	2809	99	55	21110	0.5555555555555556	0.0195799216803132	query_1	['GO:0042221']	['SNX6', 'SHARPIN', 'PDK4', 'GSK3B', 'CDK5RAP3', 'NFKBIB', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'OS9', 'DDRGK1', 'UFL1', 'METTL21C', 'BTRC', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'BCKDHB', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'PDK3', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'AHR', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'PDK2', 'NFKBIA', 'SKP2', 'CASP8', 'UBA5', 'BCL10', 'CSH2', 'UFM1', 'STAT5B', 'PRLR']
47	REAC	REAC:R-HSA-975155	MyD88 dependent cascade initiated on endosome	7.23643047403564e-20	True	MyD88 dependent cascade initiated on endosome	102	91	20	10790	0.2197802197802197	0.196078431372549	query_1	['REAC:R-HSA-168138', 'REAC:R-HSA-168181']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
48	GO:BP	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	8.028334214454062e-20	True	"""The chemical reactions and pathways resulting in the formation of acetyl-CoA from pyruvate."" [GOC:dph, GOC:go_curators, GOC:tb]"	11	99	10	21110	0.101010101010101	0.9090909090909092	query_1	['GO:0006085', 'GO:0006090']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
49	REAC	REAC:R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	8.923423738673006e-20	True	Toll Like Receptor 7/8 (TLR7/8) Cascade	103	91	20	10790	0.2197802197802197	0.1941747572815534	query_1	['REAC:R-HSA-168898']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
50	REAC	REAC:R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	1.6504641855985298e-19	True	Toll Like Receptor 9 (TLR9) Cascade	106	91	20	10790	0.2197802197802197	0.1886792452830188	query_1	['REAC:R-HSA-168898']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
51	KEGG	KEGG:05170	Human immunodeficiency virus 1 infection	3.0326217554117733e-19	True	Human immunodeficiency virus 1 infection	210	88	26	8161	0.2954545454545454	0.1238095238095238	query_1	['KEGG:00000']	['CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'ELOB', 'RBX1', 'BTRC', 'TNF', 'FAS', 'FADD', 'NFKB1', 'RIPK1', 'SKP1', 'ELOC', 'TRADD', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1']
52	GO:BP	GO:0009893	positive regulation of metabolic process	3.554423693123436e-19	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3848	99	62	21110	0.6262626262626263	0.0161122661122661	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['EGLN3', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIB', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'ELOB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'FBXW7', 'BCL10', 'PRL', 'CSH2', 'STAT5B', 'PRLR']
53	REAC	REAC:R-HSA-446652	Interleukin-1 family signaling	4.35396325536459e-19	True	Interleukin-1 family signaling	151	91	22	10790	0.2417582417582417	0.1456953642384106	query_1	['REAC:R-HSA-449147']	['MAP3K8', 'NFKBIB', 'STAT3', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'RBX1', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
54	REAC	REAC:R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	5.330772564247343e-19	True	Toll Like Receptor TLR6:TLR2 Cascade	112	91	20	10790	0.2197802197802197	0.1785714285714285	query_1	['REAC:R-HSA-181438']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
55	REAC	REAC:R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	5.330772564247343e-19	True	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	112	91	20	10790	0.2197802197802197	0.1785714285714285	query_1	['REAC:R-HSA-166016', 'REAC:R-HSA-168179', 'REAC:R-HSA-168188']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
56	WP	WP:WP3865	Novel intracellular components of RIG-I-like receptor pathway	5.531097729731104e-19	True	Novel intracellular components of RIG-I-like receptor pathway	60	80	17	8133	0.2125	0.2833333333333333	query_1	['WP:000000']	['NFKBIB', 'TRAF3', 'CASP10', 'CHUK', 'RELA', 'IKBKB', 'TNF', 'FADD', 'NFKB1', 'RIPK1', 'TRADD', 'IKBKG', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8']
57	GO:BP	GO:0007165	signal transduction	6.139497380519167e-19	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	6034	99	75	21110	0.7575757575757576	0.0124295657938349	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['SNX6', 'SHARPIN', 'PDK4', 'MAP3K8', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'PDK3', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'PRLR']
58	REAC	REAC:R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	9.32983849352836e-19	True	Toll Like Receptor TLR1:TLR2 Cascade	115	91	20	10790	0.2197802197802197	0.1739130434782608	query_1	['REAC:R-HSA-181438']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
59	REAC	REAC:R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	9.32983849352836e-19	True	Toll Like Receptor 2 (TLR2) Cascade	115	91	20	10790	0.2197802197802197	0.1739130434782608	query_1	['REAC:R-HSA-168898']	['MAP3K8', 'NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8', 'CUL1']
60	GO:BP	GO:0038061	NIK/NF-kappaB signaling	1.0026052816734257e-18	True	"""The process in which a signal is passed on to downstream components within the cell through the NIK-dependent processing and activation of NF-KappaB. Begins with activation of the NF-KappaB-inducing kinase (NIK), which in turn phosphorylates and activates IkappaB kinase alpha (IKKalpha). IKKalpha phosphorylates the NF-Kappa B2 protein (p100) leading to p100 processing and release of an active NF-KappaB (p52)."" [GOC:bf, GOC:mg2, GOC:signaling, GOC:vs, PMID:11239468, PMID:15140882]"	126	99	18	21110	0.1818181818181818	0.1428571428571428	query_1	['GO:0035556']	['MAP3K14', 'CHUK', 'RELA', 'RBCK1', 'TNF', 'TRADD', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'BIRC3', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA']
61	GO:BP	GO:0032446	protein modification by small protein conjugation	1.0361295017426238e-18	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]"	905	99	34	21110	0.3434343434343434	0.0375690607734806	query_1	['GO:0070647']	['SHARPIN', 'CDK5RAP3', 'TRAF3', 'HSP90AB1', 'RELA', 'ELOB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'RNF31', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'SOCS2', 'MALT1', 'FBXW11', 'ARNT', 'BIRC3', 'TRAF2', 'TRAF6', 'BIRC2', 'CUL5', 'SKP2', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'BCL10', 'UFM1']
62	KEGG	KEGG:05131	Shigellosis	1.1583532586262622e-18	True	Shigellosis	246	88	27	8161	0.3068181818181818	0.1097560975609756	query_1	['KEGG:00000']	['SHARPIN', 'GSK3B', 'NFKBIB', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'NFKB1', 'RIPK1', 'SKP1', 'TRADD', 'MALT1', 'FBXW11', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CUL1', 'BCL10']
63	REAC	REAC:R-HSA-1170546	Prolactin receptor signaling	1.2123260522764996e-18	True	Prolactin receptor signaling	14	91	11	10790	0.1208791208791208	0.7857142857142857	query_1	['REAC:R-HSA-1280215']	['RBX1', 'BTRC', 'GH2', 'SKP1', 'GH1', 'GHR', 'STAT5A', 'CUL1', 'PRL', 'STAT5B', 'PRLR']
64	KEGG	KEGG:05169	Epstein-Barr virus infection	1.2266768445036222e-18	True	Epstein-Barr virus infection	198	88	25	8161	0.2840909090909091	0.1262626262626262	query_1	['KEGG:00000']	['NFKBIE', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'TNF', 'FAS', 'FADD', 'NFKB1', 'RIPK1', 'TRADD', 'NFKB2', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'RELB', 'TRAF6', 'NFKBIA', 'SKP2', 'CASP8']
