Waardenburg syndrome type 2	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
26	GO:BP	GO:0030155	regulation of cell adhesion	2.10920342608559e-19	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	106	36	15719	0.3396226415094339	0.047808764940239	query_1	['GO:0007155', 'GO:0050794']	['FN1', 'ITGAV', 'KITLG', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'TFE3', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'ADAM19', 'SNAI2', 'LYN', 'TNC', 'TGFB1', 'JAM3', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'PLXNA1']
27	GO:BP	GO:0002376	immune system process	5.875250434075482e-19	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2394	106	58	15719	0.5471698113207547	0.0242272347535505	query_1	['GO:0008150']	['RAPGEF1', 'ITGB1', 'ITGA9', 'EDN2', 'VEGFB', 'FN1', 'BCAR1', 'KITLG', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'TYR', 'FYN', 'ITGA4', 'LAT', 'MADCAM1', 'SNAI2', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'TFEB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'FLT1', 'PGF']
2	REAC	REAC:R-HSA-162582	Signal Transduction	9.514795364460162e-19	True	Signal Transduction	2438	96	67	10022	0.6979166666666666	0.027481542247744	query_1	['REAC:0000000']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'SH3PXD2A', 'SNAI2', 'LYN', 'NRP2', 'PLK1', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'GPR143', 'CRKL', 'EDNRB', 'TUBB2A', 'ECE2', 'TLN1', 'TGFBR1', 'ITGB6', 'PTK2', 'XK', 'LCK', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
28	GO:BP	GO:0051239	regulation of multicellular organismal process	1.0915876679091673e-18	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	106	62	15719	0.5849056603773585	0.0220640569395017	query_1	['GO:0032501', 'GO:0050789']	['MET', 'ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'SNAI2', 'SOX10', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'ADAM12', 'EDNRB', 'VTN', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
29	GO:BP	GO:0035295	tube development	1.2736757716837944e-18	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	106	40	15719	0.3773584905660377	0.0386847195357833	query_1	['GO:0007275', 'GO:0048856']	['MET', 'ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'SOX10', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ECE1', 'ADAM12', 'CRKL', 'EDNRB', 'TGFBR1', 'ITGB6', 'PTK2', 'THBS1', 'ADAM15', 'ITGA3', 'PDGFRA', 'FLT1', 'PGF']
30	GO:BP	GO:0002682	regulation of immune system process	1.8192535139152048e-18	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	106	45	15719	0.4245283018867924	0.032561505065123	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'EDN2', 'VEGFB', 'FN1', 'BCAR1', 'KITLG', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'LAT', 'MADCAM1', 'SNAI2', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'THBS1', 'JAM2', 'PTPN11', 'PGF']
31	GO:BP	GO:0007275	multicellular organism development	2.2376576787491666e-18	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	106	75	15719	0.7075471698113207	0.0173691523853635	query_1	['GO:0032501', 'GO:0048856']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'TYR', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'SNAI2', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'TFEB', 'POU3F1', 'VCL', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
32	GO:BP	GO:0006468	protein phosphorylation	3.669667394791944e-18	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	106	46	15719	0.4339622641509434	0.0310391363022942	query_1	['GO:0016310', 'GO:0036211']	['MET', 'VEGFB', 'FN1', 'KITLG', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'NEK9', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'NEK6', 'LAT', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
3	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	4.5379715554222296e-18	True	Platelet activation, signaling and aggregation	252	96	26	10022	0.2708333333333333	0.1031746031746031	query_1	['REAC:R-HSA-109582']	['VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'FYN', 'LAT', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'VEGFA', 'TLN1', 'PTK2', 'LCK', 'THBS1', 'PTPN11']
4	REAC	REAC:R-HSA-109582	Hemostasis	6.856927586197542e-18	True	Hemostasis	608	96	36	10022	0.375	0.0592105263157894	query_1	['REAC:0000000']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LAT', 'LYN', 'LCP2', 'JAM3', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'VEGFA', 'TUBB2A', 'TLN1', 'L1CAM', 'PTK2', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11']
33	GO:BP	GO:0051128	regulation of cellular component organization	8.242772189887844e-18	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	106	56	15719	0.5283018867924528	0.023860247123988	query_1	['GO:0016043', 'GO:0050794']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'EDN3', 'EML3', 'PXN', 'FYN', 'NEK6', 'SNAI2', 'LYN', 'NEK7', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'PLK1', 'JAM3', 'EGFR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'EML2', 'GPR143', 'CRKL', 'VTN', 'TLN1', 'TGFBR1', 'L1CAM', 'PTK2', 'XK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'PLXNA1']
34	GO:BP	GO:0071495	cellular response to endogenous stimulus	1.3651763256291317e-17	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	106	44	15719	0.4150943396226415	0.031768953068592	query_1	['GO:0009719']	['RAPGEF1', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'SNAI2', 'SOX10', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'EDN1', 'CDH1', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
35	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	1.5075528178890898e-17	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1113	106	40	15719	0.3773584905660377	0.0359389038634321	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'EDN2', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'EDNRA', 'ITGB3', 'HGF', 'SHC1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'SNAI2', 'GRB2', 'TGFB1', 'NRP2', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ADAM12', 'VTN', 'TGFBR1', 'ITGB6', 'PTK2', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
37	GO:BP	GO:0007154	cell communication	3.1903324873300826e-17	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	106	84	15719	0.7924528301886793	0.0145631067961165	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'EDN2', 'KLHDC10', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LAT', 'MADCAM1', 'SNAI2', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'GPR143', 'CRKL', 'EDNRB', 'VTN', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
36	GO:BP	GO:0048468	cell development	3.1903324873300826e-17	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2609	106	58	15719	0.5471698113207547	0.0222307397470295	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'FN1', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'PIK3R1', 'MITF', 'CRK', 'FLT3LG', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'SH3PXD2A', 'SNAI2', 'SOX10', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'CRKL', 'EDNRB', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'LCK', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PLXNA1']
38	GO:BP	GO:0030154	cell differentiation	4.45050529102116e-17	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4042	106	71	15719	0.6698113207547169	0.0175655616031667	query_1	['GO:0048869']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'FLT3LG', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'SNAI2', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'LCK', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
39	GO:BP	GO:0048731	system development	4.45050529102116e-17	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	106	68	15719	0.6415094339622641	0.0184331797235023	query_1	['GO:0007275', 'GO:0048856']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'MITF', 'CRK', 'HGF', 'SHC1', 'EDN3', 'SOS1', 'TGFBR2', 'TYR', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SNAI2', 'SOX10', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'POU3F1', 'VCL', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
40	GO:BP	GO:0002684	positive regulation of immune system process	5.531565585526698e-17	True	"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]"	964	106	37	15719	0.3490566037735849	0.0383817427385892	query_1	['GO:0002376', 'GO:0002682', 'GO:0048518']	['RAPGEF1', 'EDN2', 'VEGFB', 'BCAR1', 'KITLG', 'SRC', 'ITGB3', 'PIK3R1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'THBS1', 'JAM2', 'PTPN11', 'PGF']
42	GO:BP	GO:0048869	cellular developmental process	6.125825272305735e-17	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4068	106	71	15719	0.6698113207547169	0.0174532940019665	query_1	['GO:0009987', 'GO:0032502']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'FLT3LG', 'HGF', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'SNAI2', 'SOX10', 'LYN', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'LCK', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
41	GO:BP	GO:0001568	blood vessel development	6.125825272305735e-17	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	106	32	15719	0.3018867924528302	0.0471281296023564	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'EDNRA', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'TGFBR1', 'PTK2', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
5	REAC	REAC:R-HSA-1474244	Extracellular matrix organization	6.339128893916274e-17	True	Extracellular matrix organization	284	96	26	10022	0.2708333333333333	0.0915492957746478	query_1	['REAC:0000000']	['ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'SPP1', 'ITGB3', 'TGFB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'ADAM19', 'TNC', 'JAM3', 'ITGAE', 'CDH1', 'ADAM12', 'VTN', 'VCAM1', 'ITGB6', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'JAM2']
43	GO:BP	GO:0008284	positive regulation of cell population proliferation	6.466564963522727e-17	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	909	106	36	15719	0.3396226415094339	0.0396039603960396	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']	['ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'ITGB3', 'TGFB3', 'FLT3LG', 'SHC1', 'EDN3', 'TGFBR2', 'ITGA4', 'SOX10', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'POU3F2', 'EDN1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VCAM1', 'TGFBR1', 'PTK2', 'THBS1', 'PDGFRA', 'FLT1', 'PGF']
44	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	1.0061507186585007e-16	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	106	25	15719	0.2358490566037736	0.0690607734806629	query_1	['GO:0006468', 'GO:0018212']	['MET', 'VEGFB', 'KITLG', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1']
45	GO:BP	GO:0016310	phosphorylation	1.0666322323301275e-16	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1704	106	47	15719	0.4433962264150943	0.0275821596244131	query_1	['GO:0006796']	['MET', 'VEGFB', 'FN1', 'KITLG', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'NEK9', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'NEK6', 'LAT', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
46	GO:BP	GO:0018212	peptidyl-tyrosine modification	1.099685810715388e-16	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	106	25	15719	0.2358490566037736	0.0686813186813186	query_1	['GO:0018193']	['MET', 'VEGFB', 'KITLG', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1']
47	GO:BP	GO:0042327	positive regulation of phosphorylation	1.27807466022316e-16	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	754	106	33	15719	0.3113207547169811	0.0437665782493368	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['MET', 'VEGFB', 'KITLG', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'PLCG2', 'EDN3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'THBS1', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
48	GO:BP	GO:0048514	blood vessel morphogenesis	1.441700457740026e-16	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	597	106	30	15719	0.2830188679245283	0.050251256281407	query_1	['GO:0001568', 'GO:0035239']	['ITGB1', 'EDN2', 'VEGFB', 'FN1', 'ITGAV', 'EDNRA', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'ADAM12', 'TGFBR1', 'PTK2', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
