ALG8-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
11	GO:CC	GO:1905370	serine-type endopeptidase complex	1.5449860055521033e-17	True	"""A protein complex which is capable of serine-type endopeptidase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:1689240]"	17	97	10	16420	0.1030927835051546	0.5882352941176471	query_1	['GO:1905286', 'GO:1905369']	['MASP1', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'CFH', 'F2', 'F9', 'MBL2', 'FCN1']
12	GO:CC	GO:1905286	serine-type peptidase complex	3.1933499598773745e-17	True	"""A protein complex which is capable of serine-type peptidase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:18640965]"	18	97	10	16420	0.1030927835051546	0.5555555555555556	query_1	['GO:1905368']	['MASP1', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'CFH', 'F2', 'F9', 'MBL2', 'FCN1']
18	GO:BP	GO:0060627	regulation of vesicle-mediated transport	3.991320436520493e-17	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	519	96	28	15719	0.2916666666666667	0.0539499036608863	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['PTX3', 'C3', 'APOC3', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'FCN2', 'FCN3', 'COLEC11', 'APOE', 'ANKFY1', 'HFE', 'COLEC10', 'C4A', 'APOA1', 'LRP1', 'TF', 'TFR2', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'MBL2', 'VTN', 'APOC2', 'FCN1']
13	GO:CC	GO:0031091	platelet alpha granule	5.911120414751954e-17	True	"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]"	88	97	15	16420	0.1546391752577319	0.1704545454545454	query_1	['GO:0030141']	['FN1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'ITGA2B', 'A2M', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'KNG1', 'A1BG', 'ALB', 'ORM1']
7	REAC	REAC:R-HSA-114608	Platelet degranulation 	8.412845995634665e-17	True	Platelet degranulation 	121	95	19	10022	0.2	0.1570247933884297	query_1	['REAC:R-HSA-76005']	['FN1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FLNA', 'ITGA2B', 'A2M', 'APOA1', 'TF', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'KNG1', 'TLN1', 'A1BG', 'ALB', 'ORM1']
8	REAC	REAC:R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	1.4842190857396328e-16	True	GRB2:SOS provides linkage to MAPK signaling for Integrins 	14	95	10	10022	0.1052631578947368	0.7142857142857143	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
9	REAC	REAC:R-HSA-76005	Response to elevated platelet cytosolic Ca2+	1.490714285669406e-16	True	Response to elevated platelet cytosolic Ca2+	126	95	19	10022	0.2	0.1507936507936507	query_1	['REAC:R-HSA-76002']	['FN1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FLNA', 'ITGA2B', 'A2M', 'APOA1', 'TF', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'KNG1', 'TLN1', 'A1BG', 'ALB', 'ORM1']
19	GO:BP	GO:0001867	complement activation, lectin pathway	2.4900580003799883e-16	True	"""Any process involved in the activation of any of the steps of the lectin pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	12	96	9	15719	0.09375	0.75	query_1	['GO:0006956', 'GO:0045087']	['MASP1', 'MASP2', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'A2M', 'MBL2', 'FCN1']
10	REAC	REAC:R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	3.614962867832675e-16	True	p130Cas linkage to MAPK signaling for integrins	15	95	10	10022	0.1052631578947368	0.6666666666666666	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
11	REAC	REAC:R-HSA-977606	Regulation of Complement cascade	5.418475369986846e-16	True	Regulation of Complement cascade	51	95	14	10022	0.1473684210526315	0.2745098039215686	query_1	['REAC:R-HSA-166658']	['C3', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'F2', 'PROS1', 'C4B_2', 'CFI', 'CFB', 'C2', 'C4BPA', 'VTN']
12	REAC	REAC:R-HSA-9651496	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)	7.515742345422166e-16	True	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)	16	95	10	10022	0.1052631578947368	0.625	query_1	['REAC:R-HSA-9671793']	['F12', 'GP1BB', 'VWF', 'GP1BA', 'GP9', 'F11', 'F2', 'F9', 'KLKB1', 'GP5']
13	REAC	REAC:R-HSA-9671793	Diseases of hemostasis	7.515742345422166e-16	True	Diseases of hemostasis	16	95	10	10022	0.1052631578947368	0.625	query_1	['REAC:R-HSA-1643685']	['F12', 'GP1BB', 'VWF', 'GP1BA', 'GP9', 'F11', 'F2', 'F9', 'KLKB1', 'GP5']
14	GO:CC	GO:0031093	platelet alpha granule lumen	1.2125862865829706e-15	True	"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]"	65	97	13	16420	0.134020618556701	0.2	query_1	['GO:0031091', 'GO:0034774']	['FN1', 'FGA', 'VWF', 'TGFB3', 'A2M', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'KNG1', 'A1BG', 'ALB', 'ORM1']
20	GO:BP	GO:0009605	response to external stimulus	1.6876332643230017e-15	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]"	2649	96	53	15719	0.5520833333333334	0.020007550018875	query_1	['GO:0050896']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'FCN2', 'GP1BA', 'TJP1', 'FCN3', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'HFE', 'COLEC10', 'CRP', 'A2M', 'ROBO3', 'SERPIND1', 'CFH', 'C4A', 'C4BPB', 'BDKRB1', 'CD46', 'APOA1', 'F2', 'TF', 'KLKB1', 'HP', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'CFI', 'SERPINC1', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'KNG1', 'PTK2', 'ITGB6', 'C1QBP', 'ALB', 'HPX']
21	GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	1.7199349976877598e-15	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1592	96	42	15719	0.4375	0.0263819095477386	query_1	['GO:0008150']	['MASP1', 'PTX3', 'C3', 'F12', 'ITGB1', 'MASP2', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'FCN2', 'TJP1', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'ITGA5', 'COLEC10', 'CRP', 'A2M', 'CFH', 'C4A', 'C4BPB', 'BDKRB1', 'CD46', 'F2', 'TF', 'HP', 'FGB', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'ITGB6', 'C1QBP', 'HPX']
22	GO:BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	2.8287896643904125e-15	True	"""An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	59	96	13	15719	0.1354166666666666	0.2203389830508474	query_1	['GO:0006959', 'GO:0016064']	['C3', 'MASP2', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'C1QBP', 'HPX']
23	GO:BP	GO:0006958	complement activation, classical pathway	5.164941794712418e-15	True	"""Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	46	96	12	15719	0.125	0.2608695652173913	query_1	['GO:0002455', 'GO:0006956']	['C3', 'MASP2', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'C1QBP']
24	GO:BP	GO:1903034	regulation of response to wounding	6.574094980809315e-15	True	"""Any process that modulates the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	156	96	17	15719	0.1770833333333333	0.1089743589743589	query_1	['GO:0009611', 'GO:0080134']	['F12', 'ITGB1', 'SPP1', 'FGA', 'GP1BA', 'FLNA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1', 'PTK2']
25	GO:BP	GO:1903027	regulation of opsonization	7.029941820281019e-15	True	"""Any process that modulates the frequency, rate or extent of opsonization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22333221]"	10	96	8	15719	0.0833333333333333	0.8	query_1	['GO:0002697', 'GO:0008228', 'GO:0050794']	['FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'C4BPB', 'MBL2', 'C4BPA', 'FCN1']
26	GO:BP	GO:0030168	platelet activation	8.452112595342169e-15	True	"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [http://www.graylab.ac.uk/omd/]"	131	96	16	15719	0.1666666666666666	0.1221374045801526	query_1	['GO:0001775', 'GO:0007596']	['GP1BB', 'FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'VWF', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'F2', 'FGB', 'FGG', 'GP5', 'TLN1']
27	GO:BP	GO:0030195	negative regulation of blood coagulation	1.0342541137488832e-14	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]"	49	96	12	15719	0.125	0.2448979591836734	query_1	['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN', 'KNG1']
15	GO:CC	GO:0071944	cell periphery	1.2302314721281572e-14	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	97	70	16420	0.7216494845360825	0.0132651127534584	query_1	['GO:0110165']	['RHOD', 'PTX3', 'C3', 'F12', 'GP1BB', 'ITGB1', 'SIGMAR1', 'APOC3', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'GP9', 'TJP1', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'ITGA2B', 'ITGA5', 'HFE', 'COLEC10', 'A2M', 'INHBE', 'ROBO3', 'C4A', 'C4BPB', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'TFR2', 'KLKB1', 'UAP1', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'FILIP1', 'SERPINC1', 'CFB', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'GP5', 'FCN1', 'KNG1', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP', 'A1BG', 'PRCP', 'HPX', 'ORM1', 'AGPAT3']
28	GO:BP	GO:1900047	negative regulation of hemostasis	1.3074411314666408e-14	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	50	96	12	15719	0.125	0.24	query_1	['GO:0007599', 'GO:0048519', 'GO:1900046']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN', 'KNG1']
29	GO:BP	GO:0050766	positive regulation of phagocytosis	1.9078789470884175e-14	True	"""Any process that activates or increases the frequency, rate or extent of phagocytosis."" [GOC:ai]"	69	96	13	15719	0.1354166666666666	0.1884057971014492	query_1	['GO:0006909', 'GO:0045807', 'GO:0050764']	['PTX3', 'C3', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'C4A', 'APOA1', 'APOA2', 'C4B_2', 'C2', 'MBL2', 'FCN1']
30	GO:BP	GO:0030193	regulation of blood coagulation	1.9078789470884175e-14	True	"""Any process that modulates the frequency, rate or extent of blood coagulation."" [GOC:mah]"	69	96	13	15719	0.1354166666666666	0.1884057971014492	query_1	['GO:0007596', 'GO:0032101', 'GO:0050818', 'GO:0061041', 'GO:1900046']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1']
32	GO:BP	GO:0002526	acute inflammatory response	1.9339793282828823e-14	True	"""Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	113	96	15	15719	0.15625	0.1327433628318584	query_1	['GO:0006954']	['C3', 'F12', 'FN1', 'TFRC', 'CRP', 'A2M', 'F2', 'TFR2', 'KLKB1', 'HP', 'APOA2', 'MBL2', 'SERPINA1', 'PRCP', 'ORM1']
31	GO:BP	GO:0050819	negative regulation of coagulation	1.9339793282828823e-14	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."" [GOC:ai]"	52	96	12	15719	0.125	0.2307692307692307	query_1	['GO:0050817', 'GO:0050818', 'GO:0051241']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN', 'KNG1']
33	GO:BP	GO:1900046	regulation of hemostasis	2.5894421336722333e-14	True	"""Any process that modulates the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	71	96	13	15719	0.1354166666666666	0.1830985915492957	query_1	['GO:0007599', 'GO:0050789', 'GO:0050878']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1']
34	GO:BP	GO:0042730	fibrinolysis	2.8178123318183427e-14	True	"""A process that solubilizes fibrin in the bloodstream of a multicellular organism, chiefly by the proteolytic action of plasmin."" [GOC:jl, PMID:15842654]"	27	96	10	15719	0.1041666666666666	0.3703703703703703	query_1	['GO:0030195']	['F12', 'FGA', 'GP1BA', 'F11', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN']
35	GO:BP	GO:0050818	regulation of coagulation	3.5954521643703854e-14	True	"""Any process that modulates the frequency, rate or extent of coagulation, the process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [GOC:ai]"	73	96	13	15719	0.1354166666666666	0.1780821917808219	query_1	['GO:0050817', 'GO:0051239']	['F12', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1']
36	GO:BP	GO:0006910	phagocytosis, recognition	3.7680736383326595e-14	True	"""The initial step in phagocytosis involving adhesion to bacteria, immune complexes and other particulate matter, or an apoptotic cell and based on recognition of factors such as bacterial cell wall components, opsonins like complement and antibody or protein receptors and lipids like phosphatidyl serine, and leading to intracellular signaling in the phagocytosing cell."" [GOC:curators, ISBN:0781735149]"	40	96	11	15719	0.1145833333333333	0.275	query_1	['GO:0006909', 'GO:0008037']	['PTX3', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'CRP', 'C4BPB', 'C4B_2', 'MBL2', 'C4BPA', 'FCN1']
37	GO:BP	GO:0050764	regulation of phagocytosis	6.064836417384248e-14	True	"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]"	98	96	14	15719	0.1458333333333333	0.1428571428571428	query_1	['GO:0006909', 'GO:0030100']	['PTX3', 'C3', 'ITGAV', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'C4A', 'APOA1', 'APOA2', 'C4B_2', 'C2', 'MBL2', 'FCN1']
16	GO:CC	GO:0009897	external side of plasma membrane	8.451414263281092e-14	True	"""The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	378	97	21	16420	0.2164948453608247	0.0555555555555555	query_1	['GO:0005886', 'GO:0009986', 'GO:0098552']	['ITGB1', 'ITGAV', 'FGA', 'ITGB3', 'FCN2', 'GP1BA', 'FCN3', 'TFRC', 'COLEC11', 'ITGA2B', 'ITGA5', 'HFE', 'COLEC10', 'F2', 'TF', 'TFR2', 'FGB', 'FGG', 'MBL2', 'FCN1', 'ITGB6']
38	GO:BP	GO:0061041	regulation of wound healing	9.658539018791361e-14	True	"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]"	127	96	15	15719	0.15625	0.1181102362204724	query_1	['GO:0042060', 'GO:1903034']	['F12', 'ITGB1', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'SERPINC1', 'VTN', 'KNG1', 'PTK2']
39	GO:BP	GO:0031589	cell-substrate adhesion	1.0086727473563641e-13	True	"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]"	345	96	21	15719	0.21875	0.0608695652173913	query_1	['GO:0007155']	['RHOD', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'FLNA', 'ITGA2B', 'ITGA5', 'WHAMM', 'APOA1', 'FGB', 'FGG', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP']
40	GO:BP	GO:0048584	positive regulation of response to stimulus	1.3031641727346213e-13	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	96	45	15719	0.46875	0.0212967345007098	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MASP1', 'C3', 'F12', 'ITGB1', 'MASP2', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA5', 'HFE', 'COLEC10', 'A2M', 'INHBE', 'INHBC', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'F2', 'FGB', 'C4B_2', 'FGG', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PTK2', 'C1QBP', 'HPX']
14	REAC	REAC:R-HSA-166662	Lectin pathway of complement activation	1.3995798182246872e-13	True	Lectin pathway of complement activation	7	95	7	10022	0.0736842105263157	1.0	query_1	['REAC:R-HSA-166786']	['MASP1', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1']
41	GO:BP	GO:0006955	immune response	1.832202520619851e-13	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1662	96	40	15719	0.4166666666666667	0.0240673886883273	query_1	['GO:0002376', 'GO:0050896']	['MASP1', 'PTX3', 'C3', 'F12', 'MASP2', 'SRC', 'FGA', 'TGFB3', 'FCN2', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'HFE', 'COLEC10', 'CRP', 'A2M', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'FGB', 'APOA2', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PTK2', 'ITGB6', 'C1QBP', 'HPX']
42	GO:BP	GO:0002253	activation of immune response	1.8419249910191112e-13	True	"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	454	96	23	15719	0.2395833333333333	0.0506607929515418	query_1	['GO:0002376', 'GO:0050778']	['MASP1', 'C3', 'MASP2', 'SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'A2M', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'FCN1', 'PTK2', 'C1QBP']
43	GO:BP	GO:0006954	inflammatory response	2.3110305126220283e-13	True	"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]"	749	96	28	15719	0.2916666666666667	0.0373831775700934	query_1	['GO:0006952']	['PTX3', 'C3', 'F12', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'BDKRB2', 'TFRC', 'APOE', 'CRP', 'A2M', 'C4A', 'BDKRB1', 'APOA1', 'LRP1', 'F2', 'TFR2', 'KLKB1', 'HP', 'APOA2', 'C4B_2', 'MBL2', 'SERPINA1', 'KNG1', 'ITGB6', 'PRCP', 'ORM1']
44	GO:BP	GO:1903035	negative regulation of response to wounding	2.321739221680696e-13	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	85	96	13	15719	0.1354166666666666	0.1529411764705882	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['F12', 'SPP1', 'FGA', 'GP1BA', 'F11', 'APOE', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'VTN', 'KNG1']
45	GO:BP	GO:0051050	positive regulation of transport	2.758845739625289e-13	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	889	96	30	15719	0.3125	0.0337457817772778	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['PTX3', 'C3', 'ITGB1', 'SRC', 'SPP1', 'FGA', 'TGFB3', 'FCN2', 'FCN3', 'FLNA', 'COLEC11', 'APOE', 'ANKFY1', 'HFE', 'COLEC10', 'C4A', 'BDKRB1', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'MBL2', 'VTN', 'FCN1']
15	REAC	REAC:R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	2.9236277272942064e-13	True	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	118	95	16	10022	0.1684210526315789	0.135593220338983	query_1	['REAC:R-HSA-392499']	['C3', 'FN1', 'SPP1', 'FGA', 'APOE', 'SERPIND1', 'C4A', 'APOA1', 'F2', 'TF', 'APOA2', 'FGG', 'SERPINC1', 'SERPINA1', 'KNG1', 'ALB']
17	GO:CC	GO:0034774	secretory granule lumen	3.7972494744465193e-13	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	313	97	19	16420	0.1958762886597938	0.060702875399361	query_1	['GO:0030141', 'GO:0060205']	['PTX3', 'C3', 'FN1', 'FGA', 'VWF', 'TGFB3', 'A2M', 'APOA1', 'TF', 'HP', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'FCN1', 'KNG1', 'A1BG', 'ALB', 'ORM1']
16	REAC	REAC:R-HSA-354192	Integrin signaling	3.7993133470356674e-13	True	Integrin signaling	26	95	10	10022	0.1052631578947368	0.3846153846153846	query_1	['REAC:R-HSA-162582', 'REAC:R-HSA-76009']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
46	GO:BP	GO:0002376	immune system process	4.264974696900155e-13	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2394	96	47	15719	0.4895833333333333	0.0196324143692564	query_1	['GO:0008150']	['MASP1', 'PTX3', 'C3', 'F12', 'ITGB1', 'MASP2', 'FN1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'FCN2', 'GP1BA', 'FCN3', 'TFRC', 'COLEC11', 'APOE', 'HFE', 'COLEC10', 'CRP', 'A2M', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'HP', 'FGB', 'APOA2', 'C4B_2', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'VTN', 'FCN1', 'PTK2', 'ITGB6', 'C1QBP', 'HPX', 'ORM1']
18	GO:CC	GO:0060205	cytoplasmic vesicle lumen	4.27626333956457e-13	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	97	19	16420	0.1958762886597938	0.060126582278481	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['PTX3', 'C3', 'FN1', 'FGA', 'VWF', 'TGFB3', 'A2M', 'APOA1', 'TF', 'HP', 'FGB', 'PROS1', 'FGG', 'SERPINA1', 'FCN1', 'KNG1', 'A1BG', 'ALB', 'ORM1']
