Classical Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
20	GO:BP	GO:0040012	regulation of locomotion	2.414202410311026e-22	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	982	101	42	15719	0.4158415841584158	0.0427698574338085	query_1	['GO:0040011', 'GO:0050789']	['MET', 'PTPN2', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'COL3A1', 'ITGA5', 'ITGA4', 'MADCAM1', 'LYN', 'PDGFRB', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'PLCG1', 'CDH1', 'VEGFA', 'COL1A1', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
8	REAC	REAC:R-HSA-422475	Axon guidance	2.7976640635371725e-22	True	Axon guidance	540	95	38	10022	0.4	0.0703703703703703	query_1	['REAC:R-HSA-9675108']	['MET', 'ITGB1', 'ITGA9', 'COL4A3', 'PLXNB1', 'ITGAV', 'COL5A2', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'COL2A1', 'SOS1', 'ITGA1', 'COL3A1', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'COL4A2', 'NRP2', 'COL4A4', 'EGFR', 'COL5A1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'COL4A5', 'COL4A1', 'PTPN11', 'SEMA4D', 'ITGA2', 'PLXNA1']
21	GO:BP	GO:2000145	regulation of cell motility	4.409968288093804e-22	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	938	101	41	15719	0.4059405940594059	0.0437100213219616	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	['MET', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'COL3A1', 'ITGA5', 'ITGA4', 'MADCAM1', 'LYN', 'PDGFRB', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'PLCG1', 'CDH1', 'VEGFA', 'COL1A1', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
9	REAC	REAC:R-HSA-9675108	Nervous system development	1.2100575289846018e-21	True	Nervous system development	564	95	38	10022	0.4	0.0673758865248227	query_1	['REAC:R-HSA-1266738']	['MET', 'ITGB1', 'ITGA9', 'COL4A3', 'PLXNB1', 'ITGAV', 'COL5A2', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'COL2A1', 'SOS1', 'ITGA1', 'COL3A1', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'COL4A2', 'NRP2', 'COL4A4', 'EGFR', 'COL5A1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'COL4A5', 'COL4A1', 'PTPN11', 'SEMA4D', 'ITGA2', 'PLXNA1']
10	REAC	REAC:R-HSA-1650814	Collagen biosynthesis and modifying enzymes	1.5618515353768797e-21	True	Collagen biosynthesis and modifying enzymes	59	95	18	10022	0.1894736842105263	0.3050847457627119	query_1	['REAC:R-HSA-1474290']	['P4HB', 'P4HA3', 'COL4A3', 'COL5A2', 'P4HA2', 'COL2A1', 'COL8A2', 'COL3A1', 'COL4A2', 'COL1A2', 'COL4A4', 'COL5A1', 'P4HA1', 'COL10A1', 'COL1A1', 'COL4A5', 'COL4A1', 'COL4A6']
22	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	2.836988136999547e-21	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1113	101	43	15719	0.4257425742574257	0.0386343216531895	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'COL4A3', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'COL5A2', 'ITGB3', 'HGF', 'SHC1', 'COL2A1', 'COL8A2', 'COL3A1', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'COL4A2', 'GRB2', 'PDGFRB', 'NRP2', 'JAM3', 'COL5A1', 'PLCG1', 'ERBB2', 'VEGFA', 'COL1A1', 'ADAM12', 'VTN', 'ITGB6', 'PTK2', 'NRP1', 'COL4A1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
4	GO:CC	GO:0070161	anchoring junction	3.0588056053762417e-21	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	102	38	16420	0.3725490196078431	0.0444444444444444	query_1	['GO:0030054']	['P4HB', 'ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGA11', 'ITGB3', 'PIK3R1', 'ITGA1', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'LYN', 'GRB2', 'PDGFRB', 'TNC', 'LCP2', 'JAM3', 'EGFR', 'VAV1', 'PLCG1', 'SH3KBP1', 'CDH1', 'VEGFA', 'TLN1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'ITGB7', 'ADAM15', 'ITGA3', 'JAM2', 'CBL', 'FLT1', 'ITGA2']
11	REAC	REAC:R-HSA-3000170	Syndecan interactions	3.074577600083108e-21	True	Syndecan interactions	25	95	14	10022	0.1473684210526315	0.56	query_1	['REAC:R-HSA-3000171']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'COL5A2', 'ITGB3', 'COL3A1', 'COL1A2', 'TNC', 'COL5A1', 'COL1A1', 'VTN', 'THBS1', 'ITGA2']
23	GO:BP	GO:0098609	cell-cell adhesion	3.535943041243391e-21	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	101	39	15719	0.3861386138613861	0.0446735395189003	query_1	['GO:0007155']	['RAPGEF1', 'PTPN2', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGA11', 'ITGB3', 'SHC1', 'COL8A2', 'ITGA1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ADAM19', 'MADCAM1', 'LYN', 'JAM3', 'EGFR', 'ITGAE', 'VAV1', 'ERBB2', 'CDH1', 'VEGFA', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'ITGB7', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA', 'SEMA4D', 'ITGA2']
5	GO:CC	GO:0071944	cell periphery	5.048755901758104e-21	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	102	81	16420	0.7941176470588235	0.015349630471859	query_1	['GO:0110165']	['PTP4A3', 'P4HB', 'MET', 'RAPGEF1', 'PTPN2', 'MSR1', 'ITGB1', 'ITGA9', 'COL4A3', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'COL5A2', 'BCAR1', 'SRC', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'COCH', 'CRK', 'SHC1', 'COL2A1', 'COL8A2', 'SOS1', 'ITGA1', 'COL3A1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ADAM19', 'MADCAM1', 'LYN', 'COL4A2', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'COL4A4', 'JAM3', 'EGFR', 'COL5A1', 'ITGAE', 'VAV1', 'COL10A1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'COL4A5', 'COL4A1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PLXNA1', 'COL4A6']
24	GO:BP	GO:0001568	blood vessel development	1.093753032928318e-20	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	101	35	15719	0.3465346534653465	0.0515463917525773	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'COL4A3', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'ITGB3', 'HGF', 'SHC1', 'COL8A2', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'COL4A2', 'PDGFRB', 'COL1A2', 'NRP2', 'JAM3', 'COL5A1', 'PLCG1', 'ERBB2', 'VEGFA', 'COL1A1', 'ADAM12', 'CRKL', 'PTK2', 'NRP1', 'COL4A1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
25	GO:BP	GO:0006935	chemotaxis	2.2118569260175668e-20	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	593	101	33	15719	0.3267326732673267	0.0556492411467116	query_1	['GO:0042221', 'GO:0042330']	['MET', 'PTPN2', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'PDGFB', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'SOS1', 'ITGA1', 'FYN', 'LYN', 'PDGFRB', 'NRP2', 'JAM3', 'VAV1', 'ERBB2', 'VEGFA', 'CRKL', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
26	GO:BP	GO:0042330	taxis	2.3669301509338664e-20	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	595	101	33	15719	0.3267326732673267	0.0554621848739495	query_1	['GO:0009605', 'GO:0040011']	['MET', 'PTPN2', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'PDGFB', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'SOS1', 'ITGA1', 'FYN', 'LYN', 'PDGFRB', 'NRP2', 'JAM3', 'VAV1', 'ERBB2', 'VEGFA', 'CRKL', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
27	GO:BP	GO:0030155	regulation of cell adhesion	2.557794825993951e-20	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	101	36	15719	0.3564356435643564	0.047808764940239	query_1	['GO:0007155', 'GO:0050794']	['P4HB', 'PTPN2', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'ITGA5', 'FYN', 'ITGA4', 'ADAM19', 'LYN', 'TNC', 'JAM3', 'VAV1', 'ERBB2', 'CDH1', 'VEGFA', 'COL1A1', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'SEMA4D', 'ITGA2', 'PLXNA1']
28	GO:BP	GO:0050900	leukocyte migration	2.710619725617804e-20	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	378	101	28	15719	0.2772277227722772	0.074074074074074	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'ITGA9', 'VEGFB', 'PDGFB', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SOS1', 'ITGA1', 'FYN', 'ITGA4', 'MADCAM1', 'LYN', 'JAM3', 'VAV1', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'THBS1', 'ITGB7', 'ITGA3', 'JAM2', 'FLT1', 'ITGA2', 'PGF']
29	GO:BP	GO:0001944	vasculature development	3.784557568228559e-20	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	709	101	35	15719	0.3465346534653465	0.0493653032440056	query_1	['GO:0048731', 'GO:0072359']	['RAPGEF1', 'ITGB1', 'COL4A3', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'ITGB3', 'HGF', 'SHC1', 'COL8A2', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'COL4A2', 'PDGFRB', 'COL1A2', 'NRP2', 'JAM3', 'COL5A1', 'PLCG1', 'ERBB2', 'VEGFA', 'COL1A1', 'ADAM12', 'CRKL', 'PTK2', 'NRP1', 'COL4A1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
12	REAC	REAC:R-HSA-8874081	MET activates PTK2 signaling	4.7906052617055556e-20	True	MET activates PTK2 signaling	29	95	14	10022	0.1473684210526315	0.4827586206896552	query_1	['REAC:R-HSA-8875878']	['MET', 'ITGB1', 'FN1', 'COL5A2', 'SRC', 'HGF', 'COL2A1', 'COL3A1', 'COL1A2', 'COL5A1', 'COL1A1', 'PTK2', 'ITGA3', 'ITGA2']
30	GO:BP	GO:0072359	circulatory system development	7.193674142241131e-20	True	"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]"	1083	101	41	15719	0.4059405940594059	0.0378578024007386	query_1	['GO:0048731']	['RAPGEF1', 'ITGB1', 'COL4A3', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'ITGB3', 'HGF', 'SHC1', 'COL2A1', 'COL8A2', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'COL4A2', 'PDGFRB', 'COL1A2', 'NRP2', 'JAM3', 'EGFR', 'COL5A1', 'PLCG1', 'ERBB2', 'VEGFA', 'COL1A1', 'ADAM12', 'CRKL', 'DIPK2A', 'VCAM1', 'PTK2', 'NRP1', 'COL4A1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
13	REAC	REAC:R-HSA-109582	Hemostasis	1.3733649821436134e-19	True	Hemostasis	608	95	37	10022	0.3894736842105263	0.0608552631578947	query_1	['REAC:0000000']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'ITGA1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'COL1A2', 'LCP2', 'JAM3', 'VAV1', 'PLCG1', 'VEGFA', 'COL1A1', 'TLN1', 'L1CAM', 'PTK2', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'JAM2', 'CALU', 'ITGA2']
14	REAC	REAC:R-HSA-1474290	Collagen formation	6.872722388739693e-19	True	Collagen formation	81	95	18	10022	0.1894736842105263	0.2222222222222222	query_1	['REAC:R-HSA-1474244']	['P4HB', 'P4HA3', 'COL4A3', 'COL5A2', 'P4HA2', 'COL2A1', 'COL8A2', 'COL3A1', 'COL4A2', 'COL1A2', 'COL4A4', 'COL5A1', 'P4HA1', 'COL10A1', 'COL1A1', 'COL4A5', 'COL4A1', 'COL4A6']
15	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	7.384029116429964e-19	True	Platelet activation, signaling and aggregation	252	95	26	10022	0.2736842105263158	0.1031746031746031	query_1	['REAC:R-HSA-109582']	['VEGFB', 'FN1', 'PDGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'LYN', 'COL1A2', 'LCP2', 'VAV1', 'VEGFA', 'COL1A1', 'TLN1', 'PTK2', 'LCK', 'THBS1', 'PTPN11', 'CALU']
6	GO:CC	GO:0005581	collagen trimer	1.658148513874169e-18	True	"""A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."" [GOC:dos, GOC:mah, ISBN:0721639976, PMID:19693541, PMID:21421911]"	81	102	16	16420	0.1568627450980392	0.1975308641975308	query_1	['GO:0032991']	['MSR1', 'COL4A3', 'COL5A2', 'COL2A1', 'COL8A2', 'COL3A1', 'COL4A2', 'COL1A2', 'COL4A4', 'COL5A1', 'P4HA1', 'COL10A1', 'COL1A1', 'COL4A5', 'COL4A1', 'COL4A6']
16	REAC	REAC:R-HSA-8948216	Collagen chain trimerization	4.265686951866275e-18	True	Collagen chain trimerization	38	95	14	10022	0.1473684210526315	0.3684210526315789	query_1	['REAC:R-HSA-1650814']	['COL4A3', 'COL5A2', 'COL2A1', 'COL8A2', 'COL3A1', 'COL4A2', 'COL1A2', 'COL4A4', 'COL5A1', 'COL10A1', 'COL1A1', 'COL4A5', 'COL4A1', 'COL4A6']
31	GO:BP	GO:0007275	multicellular organism development	5.432221668326712e-18	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	101	72	15719	0.7128712871287128	0.016674386289949	query_1	['GO:0032501', 'GO:0048856']	['MET', 'RAPGEF1', 'NES', 'PTPN2', 'ITGB1', 'COL4A3', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'COL5A2', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'COL2A1', 'COL8A2', 'SOS1', 'ITGA1', 'COL3A1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'LYN', 'COL4A2', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'COL4A4', 'JAM3', 'EGFR', 'COL5A1', 'COL10A1', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DIPK2A', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'COL4A1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'RCN1', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
32	GO:BP	GO:0048731	system development	5.4509054406591714e-18	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	101	67	15719	0.6633663366336634	0.0181621035510978	query_1	['GO:0007275', 'GO:0048856']	['MET', 'RAPGEF1', 'NES', 'ITGB1', 'COL4A3', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'COL5A2', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'COL2A1', 'COL8A2', 'SOS1', 'ITGA1', 'COL3A1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'COL4A2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'COL4A4', 'JAM3', 'EGFR', 'COL5A1', 'COL10A1', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DIPK2A', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'COL4A1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'RCN1', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
7	GO:CC	GO:0005925	focal adhesion	1.3818188920022377e-17	True	"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]"	417	102	26	16420	0.2549019607843137	0.0623501199040767	query_1	['GO:0030055']	['P4HB', 'ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGA11', 'ITGB3', 'ITGA1', 'ITGA2B', 'ITGA5', 'ITGA4', 'PDGFRB', 'TNC', 'EGFR', 'SH3KBP1', 'TLN1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'ITGB7', 'ITGA3', 'CBL', 'FLT1', 'ITGA2']
8	GO:CC	GO:0030055	cell-substrate junction	2.0893333742721534e-17	True	"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	426	102	26	16420	0.2549019607843137	0.0610328638497652	query_1	['GO:0070161']	['P4HB', 'ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGA11', 'ITGB3', 'ITGA1', 'ITGA2B', 'ITGA5', 'ITGA4', 'PDGFRB', 'TNC', 'EGFR', 'SH3KBP1', 'TLN1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'ITGB7', 'ITGA3', 'CBL', 'FLT1', 'ITGA2']
17	REAC	REAC:R-HSA-202733	Cell surface interactions at the vascular wall	4.0581810321452935e-17	True	Cell surface interactions at the vascular wall	140	95	20	10022	0.2105263157894736	0.1428571428571428	query_1	['REAC:R-HSA-109582']	['ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'COL1A2', 'JAM3', 'PLCG1', 'COL1A1', 'L1CAM', 'LCK', 'ITGA3', 'PTPN11', 'JAM2']
18	REAC	REAC:R-HSA-186763	Downstream signal transduction	6.045651899994175e-17	True	Downstream signal transduction	26	95	12	10022	0.1263157894736842	0.4615384615384615	query_1	['REAC:R-HSA-186797']	['RAPGEF1', 'PDGFB', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'PDGFRB', 'PLCG1', 'CRKL', 'PTPN11', 'PDGFRA']
33	GO:BP	GO:0035295	tube development	8.715589550692439e-17	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	101	37	15719	0.3663366336633663	0.0357833655705996	query_1	['GO:0007275', 'GO:0048856']	['MET', 'ITGB1', 'COL4A3', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'COL2A1', 'COL8A2', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'COL4A2', 'PDGFRB', 'NRP2', 'JAM3', 'EGFR', 'PLCG1', 'ERBB2', 'VEGFA', 'ADAM12', 'CRKL', 'ITGB6', 'PTK2', 'NRP1', 'COL4A1', 'THBS1', 'ADAM15', 'ITGA3', 'PDGFRA', 'FLT1', 'PGF']
19	REAC	REAC:R-HSA-162582	Signal Transduction	1.1113648364058227e-16	True	Signal Transduction	2438	95	63	10022	0.6631578947368421	0.0258408531583264	query_1	['REAC:0000000']	['P4HB', 'MET', 'RAPGEF1', 'PTPN2', 'ITGB1', 'COL4A3', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'COL5A2', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'COL2A1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'FYN', 'SH3PXD2A', 'LYN', 'COL4A2', 'PDGFRB', 'COL1A2', 'NRP2', 'COL4A4', 'EGFR', 'COL5A1', 'VAV1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'TLN1', 'ITGB6', 'PTK2', 'NRP1', 'COL4A5', 'COL4A1', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
9	GO:CC	GO:0043235	receptor complex	1.7288070420654542e-16	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	466	102	26	16420	0.2549019607843137	0.055793991416309	query_1	['GO:0032991']	['MET', 'ITGB1', 'ITGA9', 'ITGB5', 'PLXNB1', 'ITGAV', 'ITGA11', 'ITGB3', 'ITGA1', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'PDGFRB', 'NRP2', 'EGFR', 'ITGAE', 'ERBB2', 'ITGB6', 'NRP1', 'ITGB7', 'ITGA3', 'PDGFRA', 'FLT1', 'ITGA2', 'PLXNA1']
34	GO:BP	GO:0007154	cell communication	2.1765868664186176e-16	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	101	80	15719	0.7920792079207921	0.0138696255201109	query_1	['GO:0009987']	['PTP4A3', 'P4HB', 'MET', 'RAPGEF1', 'PTPN2', 'ITGB1', 'ITGA9', 'COL4A3', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'COL2A1', 'SOS1', 'ITGA1', 'COL3A1', 'ITGA2B', 'ITGA5', 'CAMKMT', 'FYN', 'ITGA4', 'MADCAM1', 'LYN', 'COL4A2', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'ITGAE', 'VAV1', 'AGPAT1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'ERO1A', 'VTN', 'DIPK2A', 'TLN1', 'VCAM1', 'ITGB6', 'PTK2', 'NRP1', 'COL4A5', 'COL4A1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1', 'COL4A6']
