Neuroectodermal melanolysosomal disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
7	GO:BP	GO:0060255	regulation of macromolecule metabolic process	2.813436284574605e-26	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	5751	100	90	15719	0.9	0.0156494522691705	query_1	['GO:0019222', 'GO:0043170']	['SMAD1', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'ODC1', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
8	GO:BP	GO:0045892	negative regulation of DNA-templated transcription	3.057888237748271e-26	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1249	100	50	15719	0.5	0.0400320256204963	query_1	['GO:0006351', 'GO:0006355', 'GO:1903507']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
9	GO:BP	GO:1903507	negative regulation of nucleic acid-templated transcription	3.057888237748271e-26	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1251	100	50	15719	0.5	0.0399680255795363	query_1	['GO:0097659', 'GO:1902679', 'GO:1903506']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
10	GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	4.3435777715675126e-26	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1263	100	50	15719	0.5	0.0395882818685669	query_1	['GO:0010558', 'GO:0031327', 'GO:0032774', 'GO:0051253', 'GO:2001141']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
11	GO:BP	GO:0000278	mitotic cell cycle	5.239662617231801e-26	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	900	100	44	15719	0.44	0.0488888888888888	query_1	['GO:0007049']	['PKMYT1', 'CDKN2B', 'AKT1', 'MYC', 'CKS1B', 'CDK5', 'E2F4', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'SMARCA4', 'CCNE1', 'CCNB2', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'USP37', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'CDK6', 'CCND1']
12	GO:BP	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	6.758852099386523e-26	True	"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity."" [GOC:go_curators, GOC:pr]"	101	100	22	15719	0.22	0.2178217821782178	query_1	['GO:0071900', 'GO:1904029']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'CCND1']
13	GO:BP	GO:0051726	regulation of cell cycle	7.328454966317328e-26	True	"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]"	1089	100	47	15719	0.47	0.0431588613406795	query_1	['GO:0007049', 'GO:0050794']	['PKMYT1', 'CDKN2B', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CDK5', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'SMARCA4', 'CCNE1', 'CCNB2', 'SIN3A', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'TP53', 'TFDP2', 'CDK6', 'EPC1', 'CCND1']
14	GO:BP	GO:1904029	regulation of cyclin-dependent protein kinase activity	1.187335828595881e-25	True	"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein kinase activity."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:22995177]"	104	100	22	15719	0.22	0.2115384615384615	query_1	['GO:0045859', 'GO:0051726']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'CCND1']
15	GO:BP	GO:0051253	negative regulation of RNA metabolic process	1.3537389068699811e-24	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1371	100	50	15719	0.5	0.036469730123997	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
16	GO:BP	GO:0007049	cell cycle	1.6895863512004316e-24	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1758	100	55	15719	0.55	0.0312855517633674	query_1	['GO:0009987']	['PKMYT1', 'CDKN2B', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CDK5', 'EHMT2', 'E2F4', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'SIN3A', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'CDK6', 'EPC1', 'CCND1']
17	GO:BP	GO:0010558	negative regulation of macromolecule biosynthetic process	3.0025505440089513e-24	True	"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1471	100	51	15719	0.51	0.0346702923181509	query_1	['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
18	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	4.034589178173104e-24	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1482	100	51	15719	0.51	0.034412955465587	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
5	GO:CC	GO:1902554	serine/threonine protein kinase complex	4.5192593032759484e-24	True	"""A protein complex which is capable of protein serine/threonine kinase activity."" [GOC:bhm, GOC:TermGenie, PMID:18191223]"	132	101	22	16420	0.2178217821782178	0.1666666666666666	query_1	['GO:1902911']	['CKS1B', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDK1', 'CDK2', 'CCND3', 'CDK4', 'CDK6', 'CCND1']
19	GO:BP	GO:0031327	negative regulation of cellular biosynthetic process	8.654981104263525e-24	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1508	100	51	15719	0.51	0.0338196286472148	query_1	['GO:0009890', 'GO:0031324', 'GO:0031326', 'GO:0044249']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
6	GO:CC	GO:0043233	organelle lumen	1.0934763068082207e-23	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5424	101	84	16420	0.8316831683168316	0.0154867256637168	query_1	['GO:0031974', 'GO:0043226']	['SMAD1', 'PKMYT1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'KLC2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
8	GO:CC	GO:0070013	intracellular organelle lumen	1.0934763068082207e-23	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5424	101	84	16420	0.8316831683168316	0.0154867256637168	query_1	['GO:0043229', 'GO:0043233']	['SMAD1', 'PKMYT1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'KLC2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
7	GO:CC	GO:0031974	membrane-enclosed lumen	1.0934763068082207e-23	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5424	101	84	16420	0.8316831683168316	0.0154867256637168	query_1	['GO:0110165']	['SMAD1', 'PKMYT1', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'KLC2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
20	GO:BP	GO:0019222	regulation of metabolic process	1.1443511499276974e-23	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	100	90	15719	0.9	0.0144115292233787	query_1	['GO:0008152', 'GO:0050789']	['SMAD1', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'ODC1', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
9	GO:CC	GO:1902494	catalytic complex	2.446590721613046e-23	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1723	101	52	16420	0.5148514851485149	0.0301799187463726	query_1	['GO:0032991']	['BMI1', 'CKS1B', 'CREBBP', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'CCNE2', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'E2F6', 'EP300', 'CCND2', 'MGA', 'RUVBL1', 'MNAT1', 'CDK1', 'RCOR1', 'CDK2', 'PCGF2', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
10	GO:CC	GO:1902911	protein kinase complex	2.55935143696266e-23	True	"""A protein complex which is capable of protein kinase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:24606918]"	146	101	22	16420	0.2178217821782178	0.1506849315068493	query_1	['GO:0061695']	['CKS1B', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDK1', 'CDK2', 'CCND3', 'CDK4', 'CDK6', 'CCND1']
11	GO:CC	GO:0000785	chromatin	2.9427602894573504e-23	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1279	101	46	16420	0.4554455445544554	0.035965598123534	query_1	['GO:0005694', 'GO:0110165']	['SMAD1', 'BMI1', 'MYC', 'CREBBP', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'DNMT1', 'SIN3A', 'E2F5', 'E2F2', 'SMAD2', 'SMAD4', 'E2F6', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'CDKN2A', 'SP1', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'CDK4', 'RNF2', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'EPC1']
21	GO:BP	GO:0009890	negative regulation of biosynthetic process	3.1990833953007863e-23	True	"""Any process that stops, prevents, or reduces the rate of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1554	100	51	15719	0.51	0.0328185328185328	query_1	['GO:0009058', 'GO:0009889', 'GO:0009892']	['BMI1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'EHMT1', 'CDKN2A', 'RCOR1', 'CDK2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
22	GO:BP	GO:1903506	regulation of nucleic acid-templated transcription	3.4984894104839554e-23	True	"""Any process that modulates the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	3145	100	68	15719	0.68	0.0216216216216216	query_1	['GO:0097659', 'GO:2001141']	['SMAD1', 'BMI1', 'AKT1', 'MYC', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'STAT3', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'SIN3A', 'PSMC5', 'PCGF6', 'CDK5R1', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
