Williams syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
30	GO:BP	GO:0051239	regulation of multicellular organismal process	6.750292170295069e-22	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2815	120	68	17376	0.5666666666666667	0.0241563055062166	query_1	['GO:0032501', 'GO:0050789']	['LIMK1', 'MET', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'GAB1', 'LOX', 'STX1A', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'BCL7B', 'ZAP70', 'GTF2I', 'LYN', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'MFAP2', 'ADAM12', 'VTN', 'GAB2', 'GTF2IRD1', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
31	GO:BP	GO:0030155	regulation of cell adhesion	8.100371985910426e-22	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	120	39	17376	0.325	0.0517928286852589	query_1	['GO:0007155', 'GO:0050794']	['PLXNB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'RET', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'LYN', 'TNC', 'FBLN2', 'JAM3', 'KDR', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'SEMA4D', 'PLXNA1']
32	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	1.7726942223136044e-21	True	Platelet activation, signaling and aggregation	252	120	26	17376	0.2166666666666666	0.1031746031746031	query_1	['REAC:R-HSA-109582']	['VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'FYN', 'LAT', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'VEGFA', 'TLN1', 'PTK2', 'LCK', 'THBS1', 'PTPN11']
33	GO:BP	GO:0050900	leukocyte migration	1.9080024882418058e-21	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	379	120	30	17376	0.25	0.079155672823219	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'ITGA9', 'VEGFB', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'RET', 'SOS1', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'JAM3', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ITGA3', 'JAM2', 'FLT1', 'PGF']
34	GO:CC	GO:0008305	integrin complex	2.3432386048995487e-21	True	"""A protein complex that is composed of one alpha subunit and one beta subunit, both of which are members of the integrin superfamily of cell adhesion receptors; the complex spans the plasma membrane and binds to extracellular matrix ligands, cell-surface ligands, and soluble ligands."" [PMID:17543136]"	29	120	14	17376	0.1166666666666666	0.4827586206896552	query_1	['GO:0098636', 'GO:0098802']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LYN', 'ITGAE', 'ITGB6', 'EMILIN1', 'ITGB7', 'ITGA3']
35	GO:BP	GO:0006935	chemotaxis	3.4293640335034666e-21	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	592	120	35	17376	0.2916666666666667	0.0591216216216216	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'RET', 'SOS1', 'GAB1', 'LOX', 'FYN', 'LYN', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
36	GO:BP	GO:0042330	taxis	3.692707877119854e-21	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	594	120	35	17376	0.2916666666666667	0.0589225589225589	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'HGF', 'RET', 'SOS1', 'GAB1', 'LOX', 'FYN', 'LYN', 'NRP2', 'JAM3', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
37	GO:CC	GO:0071944	cell periphery	4.006826216324024e-21	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5270	120	89	17376	0.7416666666666667	0.0168880455407969	query_1	['GO:0110165']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'STX1A', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NCF1', 'LAT', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'MFAP3', 'NRP2', 'LCP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'MFAP2', 'SH3GL2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'TLN1', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1', 'MFAP4', 'GRAP2']
38	REAC	REAC:R-HSA-109582	Hemostasis	4.215348064178609e-21	True	Hemostasis	606	120	35	17376	0.2916666666666667	0.0577557755775577	query_1	['REAC:0000000']	['ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LAT', 'LYN', 'LCP2', 'JAM3', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'VEGFA', 'TLN1', 'L1CAM', 'PTK2', 'LCK', 'THBS1', 'ITGA3', 'JAM2', 'PTPN11']
39	REAC	REAC:R-HSA-422475	Axon guidance	1.4152127008085043e-20	True	Axon guidance	540	120	33	17376	0.275	0.0611111111111111	query_1	['REAC:R-HSA-9675108']	['LIMK1', 'MET', 'ITGB1', 'ITGA9', 'PLXNB1', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'RET', 'SHC1', 'SOS1', 'GAB1', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'AGRN', 'SH3GL2', 'GAB2', 'SHC3', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
40	GO:BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	1.4747687080253448e-20	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]"	53	120	16	17376	0.1333333333333333	0.3018867924528302	query_1	['GO:0007169']	['VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'ITGA5', 'FYN', 'KDR', 'VAV1', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'FLT1', 'PGF']
41	REAC	REAC:R-HSA-194138	Signaling by VEGF	2.3438418296972902e-20	True	Signaling by VEGF	104	120	19	17376	0.1583333333333333	0.1826923076923076	query_1	['REAC:R-HSA-9006934']	['VEGFB', 'ITGAV', 'BCAR1', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'FYN', 'NCF1', 'NRP2', 'KDR', 'VAV1', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'FLT1', 'PGF']
42	REAC	REAC:R-HSA-9675108	Nervous system development	4.502290687467184e-20	True	Nervous system development	564	120	33	17376	0.275	0.0585106382978723	query_1	['REAC:R-HSA-1266738']	['LIMK1', 'MET', 'ITGB1', 'ITGA9', 'PLXNB1', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'RET', 'SHC1', 'SOS1', 'GAB1', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'AGRN', 'SH3GL2', 'GAB2', 'SHC3', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
43	REAC	REAC:R-HSA-6806834	Signaling by MET	6.398663997419183e-20	True	Signaling by MET	75	120	17	17376	0.1416666666666666	0.2266666666666666	query_1	['REAC:R-HSA-9006934']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'SOS1', 'GAB1', 'SH3KBP1', 'SH3GL2', 'CRKL', 'PTK2', 'ITGA3', 'CBL', 'PTPN11']
44	GO:BP	GO:0098609	cell-cell adhesion	1.3912660058624462e-19	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	120	39	17376	0.325	0.0446735395189003	query_1	['GO:0007155']	['RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'RET', 'SHC1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'JAM3', 'EGFR', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'CDH1', 'VEGFA', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'LCK', 'EMILIN1', 'ITGB7', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D']
45	GO:BP	GO:0009719	response to endogenous stimulus	5.491071594854191e-19	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	120	50	17376	0.4166666666666667	0.0307881773399014	query_1	['GO:0050896']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'LTBP1', 'SOS1', 'GAB1', 'LOX', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
46	GO:BP	GO:0071495	cellular response to endogenous stimulus	1.811911327342281e-18	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1384	120	46	17376	0.3833333333333333	0.0332369942196531	query_1	['GO:0009719']	['RAPGEF1', 'ITGB5', 'VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'LTBP1', 'SOS1', 'GAB1', 'LOX', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'FBN2', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
47	GO:BP	GO:0042325	regulation of phosphorylation	2.5926911166405943e-18	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1133	120	42	17376	0.35	0.0370697263901147	query_1	['GO:0016310', 'GO:0019220']	['MET', 'MLXIPL', 'VEGFB', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
48	GO:BP	GO:0006468	protein phosphorylation	3.4941417040784035e-18	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1479	120	47	17376	0.3916666666666666	0.0317782285327924	query_1	['GO:0016310', 'GO:0036211']	['LIMK1', 'MET', 'MLXIPL', 'VEGFB', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'BAZ1B', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
49	GO:CC	GO:0043235	receptor complex	5.097219667531024e-18	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	466	120	29	17376	0.2416666666666666	0.0622317596566523	query_1	['GO:0032991']	['MET', 'ITGB1', 'ITGA9', 'ITGB5', 'PLXNB1', 'ITGAV', 'ITGB3', 'RET', 'ITGA2B', 'ITGA5', 'ITGA4', 'ZAP70', 'LYN', 'NRP2', 'EGFR', 'ITGAE', 'KDR', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'ITGB6', 'NRP1', 'EMILIN1', 'ITGB7', 'ITGA3', 'PDGFRA', 'FLT1', 'PLXNA1']
50	GO:CC	GO:0030054	cell junction	9.958434597302189e-18	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2081	120	54	17376	0.45	0.0259490629505045	query_1	['GO:0110165']	['LIMK1', 'ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'ITK', 'LRP4', 'SOS1', 'GAB1', 'STX1A', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'VAV1', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'CRKL', 'TLN1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PDGFRA', 'FLT1']
51	GO:BP	GO:0051128	regulation of cellular component organization	2.1019907772231432e-17	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	120	57	17376	0.475	0.0242863229654878	query_1	['GO:0016043', 'GO:0050794']	['LIMK1', 'MET', 'RAPGEF1', 'ITGB1', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'PLCG2', 'LRP4', 'STX1A', 'PXN', 'FYN', 'BCL7B', 'SMARCA5', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VTN', 'BAZ1B', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
52	GO:BP	GO:0001568	blood vessel development	2.338513777083437e-17	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	678	120	33	17376	0.275	0.0486725663716814	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'LOX', 'ITGA2B', 'ITGA5', 'GTF2I', 'NRP2', 'LOXL1', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
53	GO:BP	GO:0019220	regulation of phosphate metabolic process	2.7873303701563454e-17	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1278	120	43	17376	0.3583333333333333	0.0336463223787167	query_1	['GO:0006796', 'GO:0051174']	['MET', 'MLXIPL', 'VEGFB', 'DNAJC30', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
54	GO:BP	GO:0051174	regulation of phosphorus metabolic process	2.793298371142806e-17	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1279	120	43	17376	0.3583333333333333	0.0336200156372165	query_1	['GO:0006793', 'GO:0031323']	['MET', 'MLXIPL', 'VEGFB', 'DNAJC30', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
55	GO:BP	GO:0001932	regulation of protein phosphorylation	3.4920500891948815e-17	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1029	120	39	17376	0.325	0.0379008746355685	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['MLXIPL', 'VEGFB', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
56	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	7.056786477523007e-17	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1114	120	40	17376	0.3333333333333333	0.0359066427289048	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'HGF', 'RET', 'SHC1', 'GAB1', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'GTF2I', 'GRB2', 'NRP2', 'JAM3', 'KDR', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VTN', 'ITGB6', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
57	GO:BP	GO:0002682	regulation of immune system process	7.408318846662749e-17	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1385	120	44	17376	0.3666666666666666	0.031768953068592	query_1	['GO:0002376', 'GO:0050789']	['LIMK1', 'RAPGEF1', 'VEGFB', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'LOX', 'FYN', 'ITGA4', 'NCF1', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'LCP2', 'JAM3', 'FBN1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'SH3KBP1', 'CRKL', 'GAB2', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'JAM2', 'PTPN11', 'PGF', 'MFAP4']
58	GO:BP	GO:0001944	vasculature development	7.408318846662749e-17	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	708	120	33	17376	0.275	0.0466101694915254	query_1	['GO:0048731', 'GO:0072359']	['RAPGEF1', 'ITGB1', 'VEGFB', 'FN1', 'ITGAV', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'LOX', 'ITGA2B', 'ITGA5', 'GTF2I', 'NRP2', 'LOXL1', 'JAM3', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
59	GO:BP	GO:0007154	cell communication	1.0077204093008414e-16	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5766	120	87	17376	0.725	0.0150884495317377	query_1	['GO:0009987']	['LIMK1', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'MLXIPL', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'GAB1', 'LOX', 'STX1A', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NCF1', 'LAT', 'BCL7B', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'FBN1', 'ITGAE', 'KDR', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'TLN1', 'VCAM1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'TBL2', 'PLXNA1', 'GRAP2']
