Nicolaides-Baraitser syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
295	GO:BP	GO:0007166	cell surface receptor signaling pathway	3.524055375635942e-07	True	"""The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]"	2638	100	40	15719	0.4	0.0151630022744503	query_1	['GO:0007165']	['CDKN2B', 'AKT1', 'CREBBP', 'CDK5', 'PPARG', 'FOXO3', 'NR1H2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'CCNE1', 'TBL1X', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SMAD2', 'SMAD4', 'EP300', 'RBPJ', 'MECP2', 'GPS2', 'SKI', 'SNW1', 'FOXO1', 'CCND3', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'SMARCC1', 'SKIL', 'CDK6', 'HIPK2', 'CCND1', 'CCNC']
106	REAC	REAC:R-HSA-186712	Regulation of beta-cell development	3.545978060404384e-07	True	Regulation of beta-cell development	37	99	7	10022	0.0707070707070707	0.1891891891891892	query_1	['REAC:R-HSA-1266738']	['AKT1', 'CREBBP', 'EP300', 'RBPJ', 'SNW1', 'KAT2B', 'FOXO1']
107	REAC	REAC:R-HSA-9758941	Gastrulation	3.705275079096612e-07	True	Gastrulation	12	99	5	10022	0.0505050505050505	0.4166666666666667	query_1	['REAC:R-HSA-1266738']	['CTNNB1', 'SMAD2', 'SMAD4', 'FOXH1', 'SMAD3']
108	REAC	REAC:R-HSA-9754189	Germ layer formation at gastrulation	3.705275079096612e-07	True	Germ layer formation at gastrulation	12	99	5	10022	0.0505050505050505	0.4166666666666667	query_1	['REAC:R-HSA-9758941']	['CTNNB1', 'SMAD2', 'SMAD4', 'FOXH1', 'SMAD3']
297	GO:BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	3.774064150257096e-07	True	"""Any process that activates or increases the frequency, rate or extent of TGF-beta receptor signaling pathway activity."" [GOC:go_curators]"	30	100	6	15719	0.06	0.2	query_1	['GO:0007179', 'GO:0017015', 'GO:0090100', 'GO:1903846']	['CDKN2B', 'CREBBP', 'SMAD4', 'EP300', 'SNW1', 'HIPK2']
298	GO:BP	GO:1902751	positive regulation of cell cycle G2/M phase transition	3.774064150257096e-07	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	30	100	6	15719	0.06	0.2	query_1	['GO:0044839', 'GO:1901989', 'GO:1902749']	['CCNB1', 'SIN3A', 'MECP2', 'CDK1', 'CDK4', 'CCND1']
296	GO:BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	3.774064150257096e-07	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	30	100	6	15719	0.06	0.2	query_1	['GO:0048584', 'GO:0071560', 'GO:1903844']	['CDKN2B', 'CREBBP', 'SMAD4', 'EP300', 'SNW1', 'HIPK2']
299	GO:BP	GO:0044092	negative regulation of molecular function	3.8678425937307017e-07	True	"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	971	100	23	15719	0.23	0.0236869207003089	query_1	['GO:0065009']	['CDKN2B', 'AKT1', 'PPARG', 'TFDP1', 'RB1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'E2F2', 'WWTR1', 'SUMO1', 'E2F1', 'HDAC3', 'MNAT1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'ESR1', 'FOXH1', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A']
300	GO:BP	GO:0002521	leukocyte differentiation	3.884145547307066e-07	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	592	100	18	15719	0.18	0.0304054054054054	query_1	['GO:0030097', 'GO:0030154']	['CBFB', 'PPARG', 'FOXO3', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'EP300', 'RBPJ', 'GPS2', 'SMARCC2', 'CDKN2A', 'RARA', 'TP53', 'SMARCC1', 'CDK6']
109	REAC	REAC:R-HSA-9013694	Signaling by NOTCH4	4.640196410724426e-07	True	Signaling by NOTCH4	80	99	9	10022	0.0909090909090909	0.1125	query_1	['REAC:R-HSA-157118']	['AKT1', 'CREBBP', 'SKP1', 'EP300', 'RBPJ', 'SNW1', 'KAT2B', 'CUL1', 'SMAD3']
110	REAC	REAC:R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	5.024962181705203e-07	True	Activation of gene expression by SREBF (SREBP)	39	99	7	10022	0.0707070707070707	0.1794871794871795	query_1	['REAC:R-HSA-1655829']	['RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'SP1', 'TBL1XR1', 'NCOA1']
301	GO:BP	GO:0045582	positive regulation of T cell differentiation	5.116431592484103e-07	True	"""Any process that activates or increases the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]"	113	100	9	15719	0.09	0.079646017699115	query_1	['GO:0030217', 'GO:0045580', 'GO:0045621', 'GO:0050870']	['CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
303	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	5.136383759902504e-07	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	100	7	15719	0.07	0.1320754716981132	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['CCNB1', 'CDKN1A', 'CCNA2', 'E2F1', 'ESR1', 'CDK4', 'CDK6']
302	GO:BP	GO:0019083	viral transcription	5.136383759902504e-07	True	"""The process by which a viral genome, or part of a viral genome, is transcribed within the host cell."" [GOC:jl, ISBN:0781702534]"	53	100	7	15719	0.07	0.1320754716981132	query_1	['GO:0016032', 'GO:0019080']	['REST', 'HDAC1', 'SMARCA4', 'SMARCB1', 'EP300', 'SNW1', 'SP1']
304	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	5.403813135400117e-07	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	294	100	13	15719	0.13	0.0442176870748299	query_1	['GO:0035556', 'GO:0097190']	['AKT1', 'HDAC1', 'CDKN2D', 'CDKN1A', 'E2F2', 'EP300', 'E2F1', 'SNW1', 'CUL1', 'TP53', 'KDM1A', 'SKIL', 'HIPK2']
305	GO:BP	GO:0048384	retinoic acid receptor signaling pathway	5.57054749246728e-07	True	"""The series of molecular signals generated as a consequence of a retinoic acid receptor binding to one of its physiological ligands."" [GOC:dgh]"	32	100	6	15719	0.06	0.1875	query_1	['GO:0030522']	['RXRA', 'PPARG', 'NR1H2', 'RXRB', 'SNW1', 'RARA']
111	REAC	REAC:R-HSA-8943724	Regulation of PTEN gene transcription	5.64629852579383e-07	True	Regulation of PTEN gene transcription	59	99	8	10022	0.0808080808080808	0.135593220338983	query_1	['REAC:R-HSA-6807070']	['REST', 'PPARG', 'HDAC1', 'HDAC3', 'RCOR1', 'TP53', 'HDAC2', 'KDM1A']
306	GO:BP	GO:0030217	T cell differentiation	5.813299718617169e-07	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	296	100	13	15719	0.13	0.0439189189189189	query_1	['GO:0030098', 'GO:0042110']	['CBFB', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'CDKN2A', 'RARA', 'TP53', 'SMARCC1', 'CDK6']
307	GO:BP	GO:0048585	negative regulation of response to stimulus	5.826005583483358e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1532	100	29	15719	0.29	0.018929503916449	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['AKT1', 'PPARG', 'NR1H2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'NCOR2', 'SIN3A', 'CDKN2D', 'NR1H3', 'AR', 'WWTR1', 'SMAD4', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'ESR1', 'FOXO1', 'PDE8A', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'HIPK2', 'CCNC']
308	GO:BP	GO:1901698	response to nitrogen compound	6.159909615082362e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	100	24	15719	0.24	0.022181146025878	query_1	['GO:0042221']	['AKT1', 'CDK5', 'PPARG', 'NCOA2', 'CTNNB1', 'RB1', 'NCOR2', 'SIN3A', 'CCNA2', 'PRMT5', 'CDK1', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'CCND1']
309	GO:BP	GO:0006469	negative regulation of protein kinase activity	6.227962937701582e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	198	100	11	15719	0.11	0.0555555555555555	query_1	['GO:0001933', 'GO:0033673', 'GO:0045859']	['CDKN2B', 'AKT1', 'PPARG', 'RB1', 'CDKN2D', 'CDKN1A', 'WWTR1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'CDKN1B']
310	GO:BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	6.528591858350939e-07	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]"	83	100	8	15719	0.08	0.0963855421686747	query_1	['GO:0072331', 'GO:0097193']	['CDKN1A', 'E2F2', 'EP300', 'E2F1', 'SNW1', 'TP53', 'KDM1A', 'HIPK2']
311	GO:BP	GO:0009628	response to abiotic stimulus	6.541717641704331e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	100	24	15719	0.24	0.0220994475138121	query_1	['GO:0050896']	['REST', 'AKT1', 'CREBBP', 'CDK5', 'PPARG', 'CTNNB1', 'CDKN2D', 'CDKN1A', 'CCNA2', 'SUMO1', 'SMAD4', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'FOXO1', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'HIPK2', 'CCND1']
313	GO:BP	GO:0060251	regulation of glial cell proliferation	6.6010083605004e-07	True	"""Any process that modulates the frequency, rate or extent of glial cell proliferation."" [GOC:dph, GOC:tb]"	33	100	6	15719	0.06	0.1818181818181818	query_1	['GO:0014009', 'GO:0042127']	['CDKN2B', 'RB1', 'MECP2', 'E2F1', 'SKI', 'TP53']
312	GO:BP	GO:0046649	lymphocyte activation	6.6010083605004e-07	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	100	20	15719	0.2	0.0262467191601049	query_1	['GO:0045321']	['AKT1', 'CBFB', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'CDKN1A', 'SMARCB1', 'RUNX1', 'EP300', 'RBPJ', 'GPS2', 'SMARCC2', 'CDKN2A', 'CCND3', 'RARA', 'TP53', 'SMAD3', 'SMARCC1', 'CDK6']
314	GO:BP	GO:0001558	regulation of cell growth	6.630609666042309e-07	True	"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	416	100	15	15719	0.15	0.0360576923076923	query_1	['GO:0016049', 'GO:0040008', 'GO:0051128']	['AKT1', 'CDK5', 'PPARG', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'CDKN2D', 'CDKN1A', 'SMAD4', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53', 'SMAD3']
315	GO:BP	GO:0050678	regulation of epithelial cell proliferation	7.039216929995704e-07	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	358	100	14	15719	0.14	0.0391061452513966	query_1	['GO:0042127', 'GO:0050673']	['CDKN2B', 'AKT1', 'WDR77', 'PPARG', 'CTNNB1', 'RB1', 'AR', 'RBPJ', 'SP1', 'CDK4', 'CDKN1B', 'SMAD3', 'CDK6', 'CCND1']
112	REAC	REAC:R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	7.073020599194055e-07	True	Senescence-Associated Secretory Phenotype (SASP)	111	99	10	10022	0.101010101010101	0.09009009009009	query_1	['REAC:R-HSA-2559583']	['CDKN2B', 'CDKN2D', 'CDKN1A', 'CCNA2', 'CDKN2C', 'CDKN2A', 'CDK2', 'CDK4', 'CDKN1B', 'CDK6']
316	GO:BP	GO:0033002	muscle cell proliferation	7.104692462508521e-07	True	"""The expansion of a muscle cell population by cell division."" [CL:0000187, GOC:mah]"	201	100	11	15719	0.11	0.0547263681592039	query_1	['GO:0008283']	['AKT1', 'PPARG', 'CTNNB1', 'HDAC1', 'CDKN1A', 'RUNX1', 'RBPJ', 'MNAT1', 'CDK1', 'SKI', 'CDKN1B']
317	GO:BP	GO:1901653	cellular response to peptide	7.241161356198323e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	359	100	14	15719	0.14	0.0389972144846796	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['AKT1', 'CDK5', 'PPARG', 'NCOA2', 'RB1', 'CCNA2', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'TP53', 'SMARCC1', 'NCOA1']
318	GO:BP	GO:0090068	positive regulation of cell cycle process	7.251629890297383e-07	True	"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	250	100	12	15719	0.12	0.048	query_1	['GO:0010564', 'GO:0022402', 'GO:0045787']	['AKT1', 'CCNB1', 'TFDP1', 'RB1', 'SIN3A', 'MECP2', 'CCND2', 'CDK1', 'KAT2B', 'CCND3', 'CDK4', 'CCND1']
113	REAC	REAC:R-HSA-8941855	RUNX3 regulates CDKN1A transcription	7.362216578621783e-07	True	RUNX3 regulates CDKN1A transcription	6	99	4	10022	0.0404040404040404	0.6666666666666666	query_1	['REAC:R-HSA-8878159']	['CDKN1A', 'SMAD4', 'TP53', 'SMAD3']
114	REAC	REAC:R-HSA-1257604	PIP3 activates AKT signaling	7.575117814682735e-07	True	PIP3 activates AKT signaling	249	99	14	10022	0.1414141414141414	0.0562248995983935	query_1	['REAC:R-HSA-9006925']	['REST', 'AKT1', 'PPARG', 'FOXO3', 'HDAC1', 'CDKN1A', 'HDAC3', 'RCOR1', 'ESR1', 'FOXO1', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A']
319	GO:BP	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	7.824947079880601e-07	True	"""Any process that activates or increases the frequency, rate or extent of CDK activity."" [GOC:go_curators, GOC:pr]"	34	100	6	15719	0.06	0.1764705882352941	query_1	['GO:0000079', 'GO:0045787', 'GO:0071902', 'GO:1904031']	['AKT1', 'CCND2', 'MNAT1', 'CCND3', 'CDKN1B', 'CCND1']
320	GO:BP	GO:0016049	cell growth	7.897663621911592e-07	True	"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]"	486	100	16	15719	0.16	0.0329218106995884	query_1	['GO:0009987', 'GO:0040007']	['AKT1', 'CDK5', 'PPARG', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'CDKN2D', 'CDKN1A', 'SMAD4', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53', 'SMAD3']
321	GO:BP	GO:0010243	response to organonitrogen compound	7.977949124585376e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1014	100	23	15719	0.23	0.0226824457593688	query_1	['GO:0010033', 'GO:1901698']	['AKT1', 'CDK5', 'PPARG', 'NCOA2', 'CTNNB1', 'RB1', 'NCOR2', 'SIN3A', 'CCNA2', 'PRMT5', 'CDK1', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'CCND1']
322	GO:BP	GO:0032869	cellular response to insulin stimulus	8.11294117384931e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	204	100	11	15719	0.11	0.0539215686274509	query_1	['GO:0032868', 'GO:0071375']	['AKT1', 'PPARG', 'NCOA2', 'RB1', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'SMARCC1', 'NCOA1']
323	GO:BP	GO:0033044	regulation of chromosome organization	8.136801452869799e-07	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome."" [GOC:mah]"	253	100	12	15719	0.12	0.0474308300395256	query_1	['GO:0033043', 'GO:0051276']	['CCNB1', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'MNAT1', 'SMARCC2', 'CDK2', 'KAT2B', 'SMARCC1']
324	GO:BP	GO:0050673	epithelial cell proliferation	8.503632703583234e-07	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	425	100	15	15719	0.15	0.0352941176470588	query_1	['GO:0008283']	['CDKN2B', 'AKT1', 'WDR77', 'PPARG', 'CTNNB1', 'RB1', 'AR', 'RBPJ', 'SP1', 'ESR1', 'CDK4', 'CDKN1B', 'SMAD3', 'CDK6', 'CCND1']
325	GO:BP	GO:0032355	response to estradiol	8.601451144803612e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	100	9	15719	0.09	0.0743801652892562	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['NRIP1', 'NCOA3', 'CTNNB1', 'NCOR2', 'CCNA2', 'ESR1', 'RARA', 'CDKN1B', 'CCND1']
326	GO:BP	GO:0010628	positive regulation of gene expression	8.655842935968484e-07	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	100	24	15719	0.24	0.0217194570135746	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['AKT1', 'WDR77', 'PPARG', 'NR1H2', 'CTNNB1', 'HDAC1', 'AR', 'SMAD2', 'RUNX1', 'EP300', 'RBPJ', 'E2F1', 'PRMT5', 'CDK1', 'SNW1', 'CDKN2A', 'SP1', 'KAT2B', 'RARA', 'CLNS1A', 'TP53', 'SMAD3', 'HDAC2', 'CDK6']
115	REAC	REAC:R-HSA-8941856	RUNX3 regulates NOTCH signaling	8.663951404940899e-07	True	RUNX3 regulates NOTCH signaling	14	99	5	10022	0.0505050505050505	0.3571428571428571	query_1	['REAC:R-HSA-8878159']	['CREBBP', 'EP300', 'RBPJ', 'SNW1', 'KAT2B']
327	GO:BP	GO:0043923	positive regulation by host of viral transcription	8.699188204548699e-07	True	"""Any process in which a host organism activates or increases the frequency, rate or extent of viral transcription, the synthesis of either RNA on a template of DNA or DNA on a template of RNA."" [GOC:jl]"	18	100	5	15719	0.05	0.2777777777777778	query_1	['GO:0019083', 'GO:0051851']	['SMARCA4', 'SMARCB1', 'EP300', 'SNW1', 'SP1']
328	GO:BP	GO:1902105	regulation of leukocyte differentiation	8.966373761408157e-07	True	"""Any process that modulates the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	309	100	13	15719	0.13	0.0420711974110032	query_1	['GO:0002521', 'GO:1903706']	['CBFB', 'FOXO3', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'CDKN2A', 'RARA', 'SMARCC1', 'CDK6']
33	GO:CC	GO:0032806	carboxy-terminal domain protein kinase complex	1.036692335817698e-06	True	"""A protein complex that phosphorylates amino acid residues of RNA polymerase II C-terminal domain repeats; phosphorylation occurs mainly on Ser2 and Ser5."" [PMID:15047695, PMID:16721054, PMID:17079683]"	20	101	5	16420	0.0495049504950495	0.25	query_1	['GO:0140513', 'GO:1902554']	['CDK7', 'RB1', 'CCNH', 'MNAT1', 'SNW1']
116	REAC	REAC:R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	1.0816181694292844e-06	True	BMAL1:CLOCK,NPAS2 activates circadian gene expression	27	99	6	10022	0.0606060606060606	0.2222222222222222	query_1	['REAC:R-HSA-400253']	['RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'TBL1XR1', 'NCOA1']
330	GO:BP	GO:0010721	negative regulation of cell development	1.1190902264151695e-06	True	"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	261	100	12	15719	0.12	0.0459770114942528	query_1	['GO:0045596', 'GO:0048468', 'GO:0060284']	['REST', 'CDKN2B', 'CBFB', 'CDK5', 'CTNNB1', 'RB1', 'RUNX1', 'SKI', 'CDKN2A', 'RARA', 'TP53', 'CDK6']
