Lenz-Majewski hyperostotic dwarfism	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
12	GO:CC	GO:0005768	endosome	3.211857461677088e-12	True	"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]"	989	95	29	16420	0.3052631578947368	0.0293225480283114	query_1	['GO:0012505', 'GO:0031410']	['RAB14', 'RAB7A', 'RUFY1', 'OPTN', 'MICALL1', 'RAB8A', 'HTT', 'OSBPL1A', 'RAB8B', 'BACE1', 'RABEP1', 'RAB5B', 'RABGEF1', 'RAB5C', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'RAB1A', 'GGA2', 'GGA3', 'SLC39A4', 'RAB10', 'TBC1D17', 'RAB35', 'RAB23', 'RAB3A', 'PTP4A2']
16	GO:BP	GO:0051649	establishment of localization in cell	3.756917228814692e-12	True	"""Any process, occuring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]"	2072	96	43	15719	0.4479166666666667	0.0207528957528957	query_1	['GO:0051234', 'GO:0051641']	['RAB14', 'RAB1B', 'SLC25A52', 'RAB7A', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'TMEM102', 'RAB8B', 'VAMP2', 'RAB5B', 'RABGEF1', 'RAB3IP', 'STX1A', 'RAB5C', 'ABCD1', 'CHM', 'RAB5A', 'GGA1', 'RAB13', 'ARHGDIA', 'RILP', 'PEX3', 'RAB1A', 'CHML', 'GGA2', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'SNAP25', 'PEX19', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'RAB3A', 'PEX16', 'RAB6A']
13	GO:CC	GO:0055037	recycling endosome	5.012240823430776e-12	True	"""An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane."" [GOC:dph, GOC:jid, GOC:kmv, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101, PMID:21556374, PMID:21562044]"	188	95	15	16420	0.1578947368421052	0.0797872340425532	query_1	['GO:0005768']	['RAB14', 'OPTN', 'MICALL1', 'RAB8A', 'RAB8B', 'BACE1', 'RABEP1', 'RABGEF1', 'RAB4A', 'RAB13', 'GGA3', 'SLC39A4', 'RAB10', 'TBC1D17', 'RAB35']
14	GO:CC	GO:0030133	transport vesicle	5.128201715494672e-12	True	"""Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell."" [GOC:mah, PMID:22160157]"	417	95	20	16420	0.2105263157894736	0.0479616306954436	query_1	['GO:0012505', 'GO:0031410']	['RAB14', 'RAB1B', 'RAB7A', 'SYT1', 'RAB8A', 'RAB8B', 'BACE1', 'VAMP2', 'RAB5B', 'RAB3IP', 'STX1A', 'RAB5A', 'RAB13', 'RAB1A', 'SNAP25', 'RAB10', 'RAB35', 'RAB3A', 'RAB6A', 'RAB3IL1']
15	GO:CC	GO:0030139	endocytic vesicle	1.0582813643669989e-11	True	"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]"	331	95	18	16420	0.1894736842105263	0.0543806646525679	query_1	['GO:0031410']	['RAB34', 'RAB14', 'RAB7A', 'SYT1', 'RAB8A', 'RAB8B', 'RABEP1', 'VAMP2', 'RAB5B', 'RABGEF1', 'RAB5C', 'RAB5A', 'RAB13', 'RILP', 'RAB10', 'STXBP1', 'RAB35', 'RAB23']
10	REAC	REAC:R-HSA-8934593	Regulation of RUNX1 Expression and Activity	1.2078529540370892e-11	True	Regulation of RUNX1 Expression and Activity	17	86	8	10022	0.0930232558139534	0.4705882352941176	query_1	['REAC:R-HSA-8878171']	['MOV10', 'AGO4', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3', 'AGO1']
17	GO:BP	GO:0016441	post-transcriptional gene silencing	1.4068936212502852e-11	True	"""The inactivation of gene expression that occurs after transcription."" [GOC:mah, PMID:15020054]"	63	96	11	15719	0.1145833333333333	0.1746031746031746	query_1	['GO:0010608', 'GO:0010629']	['MOV10', 'AGO4', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TARBP2', 'DICER1', 'TNRC6C', 'AGO3', 'AGO1']
18	GO:BP	GO:0006886	intracellular protein transport	1.4864656796109793e-11	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	865	96	28	15719	0.2916666666666667	0.0323699421965317	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']	['RAB14', 'RAB1B', 'RAB7A', 'MICALL1', 'RAB8A', 'RAB8B', 'VAMP2', 'RAB5B', 'RABGEF1', 'RAB3IP', 'STX1A', 'RAB5C', 'CHM', 'RAB5A', 'GGA1', 'PEX3', 'RAB1A', 'CHML', 'GGA2', 'GGA3', 'YWHAE', 'GDI1', 'PEX19', 'STXBP1', 'RAB23', 'RAB3A', 'PEX16', 'RAB6A']
11	REAC	REAC:R-HSA-9022692	Regulation of MECP2 expression and activity	4.6696501305181366e-11	True	Regulation of MECP2 expression and activity	30	86	9	10022	0.1046511627906976	0.3	query_1	['REAC:R-HSA-8986944']	['MOV10', 'AGO4', 'HTT', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3', 'AGO1']
16	GO:CC	GO:0005737	cytoplasm	5.496278365398424e-11	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11233	95	92	16420	0.968421052631579	0.0081901540105047	query_1	['GO:0005622', 'GO:0110165']	['PRKRA', 'APBA3', 'MOV10', 'RAB34', 'RAB14', 'RAB1B', 'AGO4', 'SLC25A52', 'TPX2', 'RAB7A', 'RUFY1', 'PAWR', 'OPTN', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'AS3MT', 'ABCD2', 'HTT', 'TMEM102', 'OSBPL1A', 'BMX', 'RAB8B', 'BACE1', 'ZFP36', 'RABGGTB', 'RABEP1', 'VAMP2', 'NT5E', 'RAB5B', 'AGO2', 'TNRC6A', 'CCDC43', 'RABGEF1', 'RAB3IP', 'PTDSS1', 'TMEM143', 'STX1A', 'RAB5C', 'TNRC6B', 'RABGGTA', 'ABCD1', 'CHM', 'RAB5A', 'TARBP2', 'RAB4A', 'GGA1', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'PEX3', 'TNRC6C', 'RAB1A', 'ELOVL2', 'CHML', 'GGA2', 'NAT8', 'GGA3', 'SLC39A4', 'KTN1', 'YWHAE', 'PPFIA3', 'GOLM1', 'GDI1', 'SNAP25', 'SLC27A2', 'AGO3', 'PEX19', 'HSD17B10', 'USP3', 'GDI2', 'ARHGDIG', 'TRMT10C', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'S1PR5', 'RAB23', 'AGO1', 'LONRF3', 'PIGW', 'RHOH', 'RAB3A', 'PEX16', 'PTP4A2', 'ARHGDIB', 'RAB6A', 'RAB3IL1']
19	GO:BP	GO:0031054	pre-miRNA processing	9.178042595795049e-11	True	"""A process involved in the conversion of a pre-microRNA transcript into a mature microRNA molecule."" [GOC:sl, PMID:15211354]"	14	96	7	15719	0.0729166666666666	0.5	query_1	['GO:0035196']	['PRKRA', 'AGO4', 'AGO2', 'TARBP2', 'DICER1', 'AGO3', 'AGO1']
20	GO:BP	GO:0006810	transport	1.0881978758022762e-10	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4218	96	59	15719	0.6145833333333334	0.0139876718824087	query_1	['GO:0051234']	['APBA3', 'RAB34', 'RAB14', 'RAB1B', 'SLC25A52', 'RAB7A', 'RUFY1', 'OPTN', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'TMEM102', 'OSBPL1A', 'RAB8B', 'ZFP36', 'RABEP1', 'VAMP2', 'RAB5B', 'RABGEF1', 'RAB3IP', 'SLC6A8', 'STX1A', 'RAB5C', 'ABCD1', 'CHM', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'PEX3', 'RAB1A', 'CHML', 'GGA2', 'GGA3', 'SLC39A4', 'KTN1', 'YWHAE', 'PPFIA3', 'GDI1', 'SNAP25', 'SLC27A2', 'PEX19', 'GDI2', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'RHOH', 'RAB3A', 'PEX16', 'RAB6A', 'RAB3IL1']
17	GO:CC	GO:0055038	recycling endosome membrane	1.800990772343744e-10	True	"""The lipid bilayer surrounding a recycling endosome."" [GOC:jid, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101]"	98	95	11	16420	0.1157894736842105	0.1122448979591836	query_1	['GO:0010008', 'GO:0055037']	['RAB14', 'OPTN', 'MICALL1', 'RAB8A', 'RAB8B', 'RAB4A', 'RAB13', 'GGA3', 'SLC39A4', 'RAB10', 'RAB35']
21	GO:BP	GO:0048193	Golgi vesicle transport	2.1647508526543948e-10	True	"""The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles."" [GOC:jid, ISBN:0716731363, PMID:10219233]"	294	96	17	15719	0.1770833333333333	0.0578231292517006	query_1	['GO:0016192']	['RAB34', 'RAB14', 'RAB1B', 'OPTN', 'RAB8A', 'HTT', 'RAB8B', 'RABEP1', 'VAMP2', 'RAB3IP', 'GGA1', 'RAB13', 'RAB1A', 'GGA2', 'GGA3', 'RAB10', 'RAB6A']
22	GO:BP	GO:0140056	organelle localization by membrane tethering	2.2776679392749007e-10	True	"""The process by which an organelle membrane interacts with another membrane via molecular tethers that physically bridge the two membranes and attach them to each other."" [PMID:27875684]"	82	96	11	15719	0.1145833333333333	0.1341463414634146	query_1	['GO:0022406', 'GO:0051640']	['SYT1', 'RAB8A', 'RAB8B', 'RAB3IP', 'STX1A', 'RAB13', 'PPFIA3', 'SNAP25', 'RAB10', 'STXBP1', 'RAB3A']
18	GO:CC	GO:0008021	synaptic vesicle	2.355214552471957e-10	True	"""A secretory organelle, typically 50 nm in diameter, of presynaptic nerve terminals; accumulates in high concentrations of neurotransmitters and secretes these into the synaptic cleft by fusion with the 'active zone' of the presynaptic plasma membrane."" [PMID:10099709, PMID:12563290]"	207	95	14	16420	0.1473684210526315	0.0676328502415458	query_1	['GO:0070382', 'GO:0098793']	['RAB7A', 'SYT1', 'RAB8A', 'RAB8B', 'BACE1', 'VAMP2', 'RAB5B', 'STX1A', 'RAB5A', 'RAB13', 'SNAP25', 'RAB10', 'RAB35', 'RAB3A']
23	GO:BP	GO:0070922	RISC complex assembly	3.334338504660879e-10	True	"""The process in which a single-stranded small RNA is incorporated within the RNA-initiated silencing complex (RISC). The assembly includes the maturation of the small RNA, the stabilization of the complex by accessory proteins of the RISC complex, duplex separation and the release of the second strand, forming a base-pairing completent complex that mediates gene silencing by small RNA."" [PMID:14512631, PMID:14744438, PMID:19239886, PMID:22233755, PMID:27184117]"	9	96	6	15719	0.0625	0.6666666666666666	query_1	['GO:0022618', 'GO:0031047']	['AGO4', 'AGO2', 'TARBP2', 'DICER1', 'AGO3', 'AGO1']
24	GO:BP	GO:0006904	vesicle docking involved in exocytosis	3.3439985070336476e-10	True	"""The initial attachment of a vesicle membrane to a target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane, that contributes to exocytosis."" [GOC:aruk, GOC:bc, GOC:jid, PMID:22438915]"	43	96	9	15719	0.09375	0.2093023255813953	query_1	['GO:0048278', 'GO:0140029']	['RAB8A', 'RAB8B', 'STX1A', 'RAB13', 'PPFIA3', 'SNAP25', 'RAB10', 'STXBP1', 'RAB3A']
19	GO:CC	GO:0005829	cytosol	4.2180991509495004e-10	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5250	95	62	16420	0.6526315789473685	0.0118095238095238	query_1	['GO:0005737', 'GO:0110165']	['PRKRA', 'MOV10', 'RAB14', 'RAB1B', 'AGO4', 'TPX2', 'RAB7A', 'RUFY1', 'OPTN', 'ABCD3', 'RAB8A', 'AS3MT', 'ABCD2', 'HTT', 'OSBPL1A', 'BMX', 'ZFP36', 'RABGGTB', 'VAMP2', 'NT5E', 'AGO2', 'TNRC6A', 'CCDC43', 'RABGEF1', 'RAB3IP', 'STX1A', 'TNRC6B', 'RABGGTA', 'ABCD1', 'CHM', 'RAB5A', 'TARBP2', 'GGA1', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'TNRC6C', 'RAB1A', 'CHML', 'YWHAE', 'PPFIA3', 'GDI1', 'SNAP25', 'SLC27A2', 'AGO3', 'PEX19', 'GDI2', 'ARHGDIG', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'AGO1', 'RAB3A', 'PEX16', 'PTP4A2', 'ARHGDIB', 'RAB6A', 'RAB3IL1']
25	GO:BP	GO:0048278	vesicle docking	4.3293370970128813e-10	True	"""The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere."" [GOC:ai, GOC:jid]"	64	96	10	15719	0.1041666666666666	0.15625	query_1	['GO:0016192', 'GO:0140056']	['SYT1', 'RAB8A', 'RAB8B', 'STX1A', 'RAB13', 'PPFIA3', 'SNAP25', 'RAB10', 'STXBP1', 'RAB3A']
26	GO:BP	GO:0051234	establishment of localization	4.4307352746613155e-10	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4373	96	59	15719	0.6145833333333334	0.0134918820032014	query_1	['GO:0051179']	['APBA3', 'RAB34', 'RAB14', 'RAB1B', 'SLC25A52', 'RAB7A', 'RUFY1', 'OPTN', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'TMEM102', 'OSBPL1A', 'RAB8B', 'ZFP36', 'RABEP1', 'VAMP2', 'RAB5B', 'RABGEF1', 'RAB3IP', 'SLC6A8', 'STX1A', 'RAB5C', 'ABCD1', 'CHM', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'PEX3', 'RAB1A', 'CHML', 'GGA2', 'GGA3', 'SLC39A4', 'KTN1', 'YWHAE', 'PPFIA3', 'GDI1', 'SNAP25', 'SLC27A2', 'PEX19', 'GDI2', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'RHOH', 'RAB3A', 'PEX16', 'RAB6A', 'RAB3IL1']
27	GO:BP	GO:0031047	RNA-mediated gene silencing	5.747629961607221e-10	True	"""A process in which an RNA molecule reduces expression of target genes. This can occur pre-transcriptionally by assembly of heterochromatin and prevention of transcription or co- or post-transcriptionally by targeting RNAs for degradation or by interfering with splicing or translation. This process starts once the inhibitory RNA molecule has been transcribed, and includes processing of the RNA such as cleavage, modifications, transport from the nucleus to the cytoplasm, loading onto the RISC complex, and the effect on transcription or translation."" [PMID:15020054]"	119	96	12	15719	0.125	0.1008403361344537	query_1	['GO:0010629']	['PRKRA', 'MOV10', 'AGO4', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TARBP2', 'DICER1', 'TNRC6C', 'AGO3', 'AGO1']
20	GO:CC	GO:0031982	vesicle	1.5212149863052171e-09	True	"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]"	3794	95	51	16420	0.5368421052631579	0.0134422772799156	query_1	['GO:0043227']	['RAB34', 'RAB14', 'RAB1B', 'RAB7A', 'RUFY1', 'OPTN', 'MICALL1', 'SYT1', 'RAB8A', 'HTT', 'OSBPL1A', 'RAB8B', 'BACE1', 'RABEP1', 'VAMP2', 'NT5E', 'RAB5B', 'AGO2', 'RABGEF1', 'RAB3IP', 'STX1A', 'RAB5C', 'RAB5A', 'RAB4A', 'GGA1', 'DICER1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'RAB1A', 'GGA2', 'GGA3', 'SLC39A4', 'YWHAE', 'PPFIA3', 'SNAP25', 'SLC27A2', 'GDI2', 'ARHGDIG', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'RHOH', 'RAB3A', 'PTP4A2', 'ARHGDIB', 'RAB6A', 'RAB3IL1']
28	GO:BP	GO:1990778	protein localization to cell periphery	1.585723815752373e-09	True	"""A process in which a protein is transported to, or maintained in, the cell periphery."" [PMID:18216290]"	339	96	17	15719	0.1770833333333333	0.0501474926253687	query_1	['GO:0008104']	['RAB34', 'RAB7A', 'OPTN', 'RAB8A', 'RAB8B', 'RABEP1', 'VAMP2', 'GGA1', 'RAB13', 'RHOG', 'GGA2', 'GGA3', 'SNAP25', 'RAB10', 'STXBP1', 'PIGW', 'RAB3A']
29	GO:BP	GO:0035195	miRNA-mediated gene silencing	1.738080924060593e-09	True	"""A post-transcriptional gene silencing pathway in which regulatory microRNAs (miRNAs) elicit silencing of specific target genes. miRNAs are endogenous 21-24 nucleotide small RNAs processed from stem-loop RNA precursors (pre-miRNAs). Once incorporated into a RNA-induced silencing complex (RISC), miRNAs can downregulate protein production by either of two posttranscriptional mechanisms: endonucleolytic cleavage of the RNA (often mRNA) or mRNA translational repression, usually accompanied by poly-A tail shortening and subsequent degradation of the mRNA. miRNAs are present in all the animals and in plants, whereas siRNAs are present in lower animals and in plants."" [GOC:aruk, GOC:bc, GOC:rl, PMID:14744438, PMID:15066275, PMID:15066283, PMID:23209154, PMID:23985560, PMID:28379604]"	52	96	9	15719	0.09375	0.173076923076923	query_1	['GO:0035194']	['MOV10', 'AGO4', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3', 'AGO1']
21	GO:CC	GO:0031090	organelle membrane	2.264430305794011e-09	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3439	95	48	16420	0.5052631578947369	0.0139575457981971	query_1	['GO:0016020', 'GO:0043227']	['RAB34', 'RAB14', 'RAB1B', 'SLC25A52', 'RAB7A', 'RUFY1', 'OPTN', 'TMEM120B', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'RAB8B', 'BACE1', 'RABEP1', 'VAMP2', 'RAB5B', 'RABGEF1', 'PTDSS1', 'STX1A', 'RAB5C', 'ABCD1', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RHOG', 'RILP', 'PEX3', 'RAB1A', 'ELOVL2', 'GGA2', 'NAT8', 'GGA3', 'SLC39A4', 'KTN1', 'SNAP25', 'SLC27A2', 'PEX19', 'RAB10', 'RAB35', 'RAB23', 'PIGW', 'RAB3A', 'PEX16', 'RAB6A']
30	GO:BP	GO:0015919	peroxisomal membrane transport	2.827799308504845e-09	True	"""The directed movement of substances to, from or across the peroxisomal membrane."" [GOC:ai]"	22	96	7	15719	0.0729166666666666	0.3181818181818182	query_1	['GO:0043574']	['ABCD3', 'ABCD2', 'RAB8B', 'ABCD1', 'PEX3', 'PEX19', 'PEX16']
22	GO:CC	GO:0012505	endomembrane system	2.965579678667912e-09	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4431	95	55	16420	0.5789473684210527	0.0124125479575716	query_1	['GO:0110165']	['RAB34', 'RAB14', 'RAB1B', 'RAB7A', 'RUFY1', 'OPTN', 'TMEM120B', 'MICALL1', 'SYT1', 'RAB8A', 'HTT', 'OSBPL1A', 'RAB8B', 'BACE1', 'RABEP1', 'VAMP2', 'RAB5B', 'TNRC6A', 'RABGEF1', 'RAB3IP', 'PTDSS1', 'STX1A', 'RAB5C', 'ABCD1', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'RHOG', 'RILP', 'PEX3', 'RAB1A', 'ELOVL2', 'GGA2', 'NAT8', 'GGA3', 'SLC39A4', 'KTN1', 'PPFIA3', 'GOLM1', 'GDI1', 'SNAP25', 'SLC27A2', 'GDI2', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'PIGW', 'RAB3A', 'PEX16', 'PTP4A2', 'RAB6A', 'RAB3IL1']
31	GO:BP	GO:0035194	ncRNA-mediated post-transcriptional gene silencing	4.5770194513496765e-09	True	"""A posttranscriptional gene silencing pathway in which regulatory RNAs elicit silencing of specific target genes, either by mRNA destabilization or inhibition of translation."" [GOC:ems, PMID:11201747, PMID:11713190, PMID:15020054, PMID:15066275, PMID:18771919, PMID:32885814, PMID:33184244]"	58	96	9	15719	0.09375	0.1551724137931034	query_1	['GO:0016441', 'GO:0031047']	['MOV10', 'AGO4', 'ZFP36', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3', 'AGO1']
32	GO:BP	GO:0043574	peroxisomal transport	5.337676918642873e-09	True	"""Transport of substances into, out of or within a peroxisome, a small, membrane-bounded organelle that uses dioxygen (O2) to oxidize organic molecules."" [GOC:jl]"	24	96	7	15719	0.0729166666666666	0.2916666666666667	query_1	['GO:0046907']	['ABCD3', 'ABCD2', 'RAB8B', 'ABCD1', 'PEX3', 'PEX19', 'PEX16']
33	GO:BP	GO:0140029	exocytic process	6.158281307499388e-09	True	"""The cellular processes that contribute to exocytosis."" [Wikipedia:Exocytosis]"	85	96	10	15719	0.1041666666666666	0.1176470588235294	query_1	['GO:0006887', 'GO:0009987']	['SYT1', 'RAB8A', 'RAB8B', 'STX1A', 'RAB13', 'PPFIA3', 'SNAP25', 'RAB10', 'STXBP1', 'RAB3A']
34	GO:BP	GO:0006893	Golgi to plasma membrane transport	6.7133975289401806e-09	True	"""The directed movement of substances from the Golgi to the plasma membrane in transport vesicles that move from the trans-Golgi network to the plasma membrane, where they fuse and release their contents by exocytosis."" [ISBN:0716731363]"	61	96	9	15719	0.09375	0.1475409836065573	query_1	['GO:0006892', 'GO:0098876']	['RAB34', 'OPTN', 'RABEP1', 'VAMP2', 'RAB3IP', 'GGA1', 'GGA2', 'GGA3', 'RAB10']
23	GO:CC	GO:0099503	secretory vesicle	7.243967212462926e-09	True	"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]"	1031	95	25	16420	0.2631578947368421	0.0242483026188166	query_1	['GO:0031410']	['RAB14', 'RAB7A', 'SYT1', 'RAB8A', 'RAB8B', 'BACE1', 'VAMP2', 'RAB5B', 'RAB3IP', 'STX1A', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'RHOG', 'PPFIA3', 'SNAP25', 'SLC27A2', 'GDI2', 'RAB10', 'STXBP1', 'RAB35', 'RAB3A', 'RAB6A', 'RAB3IL1']
36	GO:BP	GO:0051179	localization	7.39186199545826e-09	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4977	96	61	15719	0.6354166666666666	0.0122563793449869	query_1	['GO:0008150']	['APBA3', 'RAB34', 'RAB14', 'RAB1B', 'SLC25A52', 'RAB7A', 'RUFY1', 'OPTN', 'ABCD3', 'MICALL1', 'SYT1', 'RAB8A', 'ABCD2', 'HTT', 'TMEM102', 'OSBPL1A', 'RAB8B', 'ZFP36', 'RABEP1', 'VAMP2', 'RAB5B', 'RABGEF1', 'RAB3IP', 'SLC6A8', 'STX1A', 'RAB5C', 'ABCD1', 'CHM', 'RAB5A', 'RAB4A', 'GGA1', 'RAB13', 'ARHGDIA', 'RHOG', 'RILP', 'PEX3', 'RAB1A', 'CHML', 'GGA2', 'GGA3', 'SLC39A4', 'KTN1', 'YWHAE', 'PPFIA3', 'GDI1', 'SNAP25', 'SLC27A2', 'PEX19', 'GDI2', 'ARHGDIG', 'RAB10', 'TBC1D17', 'STXBP1', 'RAB35', 'RAB23', 'PIGW', 'RHOH', 'RAB3A', 'PEX16', 'RAB6A', 'RAB3IL1']
35	GO:BP	GO:0061951	establishment of protein localization to plasma membrane	7.39186199545826e-09	True	"""The directed movement of a protein to a specific location in a plasma membrane."" [GOC:dph, GOC:vw]"	62	96	9	15719	0.09375	0.1451612903225806	query_1	['GO:0072659', 'GO:0090150']	['RAB34', 'RAB7A', 'OPTN', 'RAB8A', 'VAMP2', 'GGA1', 'GGA2', 'GGA3', 'RAB10']
37	GO:BP	GO:0006906	vesicle fusion	7.873370346165475e-09	True	"""Fusion of the membrane of a transport vesicle with its target membrane."" [GOC:jid]"	118	96	11	15719	0.1145833333333333	0.0932203389830508	query_1	['GO:0016050', 'GO:0016192', 'GO:0090174']	['RAB34', 'RAB7A', 'SYT1', 'RAB8A', 'RAB8B', 'VAMP2', 'STX1A', 'RAB13', 'SNAP25', 'STXBP1', 'RAB3A']
38	GO:BP	GO:0072659	protein localization to plasma membrane	7.97962607240211e-09	True	"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]"	280	96	15	15719	0.15625	0.0535714285714285	query_1	['GO:0072657', 'GO:1990778']	['RAB34', 'RAB7A', 'OPTN', 'RAB8A', 'RAB8B', 'VAMP2', 'GGA1', 'RAB13', 'RHOG', 'GGA2', 'GGA3', 'RAB10', 'STXBP1', 'PIGW', 'RAB3A']
39	GO:BP	GO:0090174	organelle membrane fusion	8.983232227491582e-09	True	"""The joining of two lipid bilayers to form a single organelle membrane."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	120	96	11	15719	0.1145833333333333	0.0916666666666666	query_1	['GO:0048284', 'GO:0061025']	['RAB34', 'RAB7A', 'SYT1', 'RAB8A', 'RAB8B', 'VAMP2', 'STX1A', 'RAB13', 'SNAP25', 'STXBP1', 'RAB3A']
12	REAC	REAC:R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	1.1148615202160612e-08	True	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	36	86	8	10022	0.0930232558139534	0.2222222222222222	query_1	['REAC:R-HSA-9024446']	['MOV10', 'AGO4', 'AGO2', 'TNRC6A', 'TNRC6B', 'TNRC6C', 'AGO3', 'AGO1']
13	REAC	REAC:R-HSA-203927	MicroRNA (miRNA) biogenesis	1.1561101057352433e-08	True	MicroRNA (miRNA) biogenesis	23	86	7	10022	0.0813953488372093	0.3043478260869565	query_1	['REAC:R-HSA-211000']	['PRKRA', 'AGO4', 'AGO2', 'TARBP2', 'DICER1', 'AGO3', 'AGO1']
24	GO:CC	GO:0005968	Rab-protein geranylgeranyltransferase complex	1.3710898664047111e-08	True	"""An protein-containing complex which catalyzes of the transfer of a geranyl-geranyl group from geranylgeranyl pyrophosphate to a Rab protein. In mammals it is composed of an alpha and a beta subunit, and associates with an accessory protein Rep (Rab escort protein)."" [GOC:jl, PMID:11886217]"	4	95	4	16420	0.0421052631578947	1.0	query_1	['GO:0005737', 'GO:1990234']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
