Noonan syndrome with multiple lentigines	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
21	GO:BP	GO:0051174	regulation of phosphorus metabolic process	2.3909437006112176e-35	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1281	103	59	15719	0.5728155339805825	0.0460577673692427	query_1	['GO:0006793', 'GO:0031323']	['MET', 'NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
20	GO:BP	GO:0019220	regulation of phosphate metabolic process	2.3909437006112176e-35	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1280	103	59	15719	0.5728155339805825	0.04609375	query_1	['GO:0006796', 'GO:0051174']	['MET', 'NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
22	GO:BP	GO:0007165	signal transduction	2.3909437006112176e-35	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	103	96	15719	0.9320388349514565	0.0182787509520182	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MADCAM1', 'LAMTOR3', 'LYN', 'CNKSR1', 'GRB2', 'TGFB1', 'BRAF', 'NRP2', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'ITGAE', 'HSP90AA1', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'RAF1', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'LAMTOR2', 'TLN1', 'VEGFD', 'TGFBR1', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'ITGB7', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
23	GO:BP	GO:0006468	protein phosphorylation	2.7297378436038546e-35	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	103	62	15719	0.6019417475728155	0.0418353576248313	query_1	['GO:0016310', 'GO:0036211']	['MET', 'NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAZ', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
24	GO:BP	GO:0016310	phosphorylation	3.703106443431372e-35	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1704	103	65	15719	0.6310679611650486	0.0381455399061032	query_1	['GO:0006796']	['MET', 'NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'CNKSR1', 'TGFB1', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAZ', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
25	GO:BP	GO:0048584	positive regulation of response to stimulus	7.72156906314731e-34	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	103	69	15719	0.6699029126213593	0.0326549929010885	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'BCAR1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LAMTOR3', 'LYN', 'GRB2', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'LAMTOR2', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
26	GO:BP	GO:1902533	positive regulation of intracellular signal transduction	1.2839721559005819e-33	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	962	103	52	15719	0.5048543689320388	0.054054054054054	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LAMTOR3', 'LYN', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'LAMTOR2', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
1	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	1.5266363742577977e-33	True	Diseases of signal transduction by growth factor receptors and second messengers	410	101	45	10022	0.4455445544554455	0.1097560975609756	query_1	['REAC:R-HSA-1643685']	['MET', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'FGFR2', 'ITGB3', 'PIK3R1', 'MAPK1', 'HGF', 'KSR1', 'SHC1', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'FYN', 'LYN', 'CNKSR1', 'GRB2', 'BRAF', 'MAP2K1', 'EGFR', 'ARAF', 'PIK3CA', 'YWHAB', 'KDR', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'PLCG1', 'RAF1', 'ERBB2', 'PIK3R3', 'TLN1', 'TGFBR1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA']
27	GO:BP	GO:0009653	anatomical structure morphogenesis	4.9714257246777464e-33	True	"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]"	2539	103	73	15719	0.7087378640776699	0.0287514769594328	query_1	['GO:0032502', 'GO:0048856']	['MET', 'ITGB1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'HRAS', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
2	REAC	REAC:R-HSA-162582	Signal Transduction	2.6902685870431166e-32	True	Signal Transduction	2438	101	83	10022	0.8217821782178217	0.0340442986054142	query_1	['REAC:0000000']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'SH3PXD2A', 'ZAP70', 'LAMTOR3', 'LYN', 'CNKSR1', 'BRAF', 'NRP2', 'MAP2K1', 'EGFR', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'LAMTOR2', 'TLN1', 'VEGFD', 'TGFBR1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
28	GO:BP	GO:0001932	regulation of protein phosphorylation	3.8159652879046777e-32	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1031	103	52	15719	0.5048543689320388	0.0504364694471387	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'MAPK3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'PTPN11', 'CBL', 'SEMA4D', 'FLT1', 'PGF']
29	GO:BP	GO:0042327	positive regulation of phosphorylation	2.4980944562314082e-31	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	754	103	46	15719	0.4466019417475728	0.0610079575596817	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['MET', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'HGF', 'PLCG2', 'FLT4', 'MAPK3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
3	REAC	REAC:R-HSA-194138	Signaling by VEGF	3.7363912071589184e-31	True	Signaling by VEGF	104	101	28	10022	0.2772277227722772	0.2692307692307692	query_1	['REAC:R-HSA-9006934']	['NCK1', 'PIK3CB', 'VEGFB', 'ITGAV', 'PIK3R2', 'BCAR1', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'FLT4', 'CTNNB1', 'PXN', 'FYN', 'NRP2', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'VAV1', 'PLCG1', 'PTK2B', 'VEGFA', 'VEGFD', 'PTK2', 'NRP1', 'FLT1', 'PGF']
30	GO:BP	GO:0007160	cell-matrix adhesion	4.113287522366654e-31	True	"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]"	220	103	31	15719	0.3009708737864077	0.1409090909090909	query_1	['GO:0031589']	['ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'MADCAM1', 'CD44', 'KDR', 'ITGAE', 'VCL', 'PTK2B', 'VEGFA', 'VTN', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'SMAD3', 'ITGB7', 'ADAM15']
31	GO:BP	GO:0009967	positive regulation of signal transduction	4.582801609553889e-31	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1468	103	58	15719	0.5631067961165048	0.0395095367847411	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LAMTOR3', 'LYN', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'LAMTOR2', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
33	GO:BP	GO:0045937	positive regulation of phosphate metabolic process	7.621753226972576e-31	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	825	103	47	15719	0.4563106796116505	0.0569696969696969	query_1	['GO:0006796', 'GO:0010562', 'GO:0019220']	['MET', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'HGF', 'PLCG2', 'FLT4', 'MAPK3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
32	GO:BP	GO:0010562	positive regulation of phosphorus metabolic process	7.621753226972576e-31	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	825	103	47	15719	0.4563106796116505	0.0569696969696969	query_1	['GO:0006793', 'GO:0031325', 'GO:0051174']	['MET', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'HGF', 'PLCG2', 'FLT4', 'MAPK3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
34	GO:BP	GO:0023056	positive regulation of signaling	1.2470486038509451e-30	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	103	60	15719	0.5825242718446602	0.036563071297989	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'CRK', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LAMTOR3', 'LYN', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'LAMTOR2', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
35	GO:BP	GO:0010647	positive regulation of cell communication	1.2982771481287042e-30	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	103	60	15719	0.5825242718446602	0.0365185636031649	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'CRK', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LAMTOR3', 'LYN', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'LAMTOR2', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
36	GO:BP	GO:0007229	integrin-mediated signaling pathway	6.048274427351794e-30	True	"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	113	103	25	15719	0.2427184466019417	0.2212389380530973	query_1	['GO:0007166']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'LAT', 'MADCAM1', 'ITGAE', 'VAV1', 'SYK', 'PTK2B', 'ADAM12', 'TLN1', 'PTK2', 'ITGB6', 'NRP1', 'ITGB7', 'ADAM15', 'PTPN11']
37	GO:BP	GO:0018108	peptidyl-tyrosine phosphorylation	9.218249790450989e-30	True	"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]"	362	103	35	15719	0.3398058252427184	0.0966850828729281	query_1	['GO:0006468', 'GO:0018212']	['MET', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'MAPK3', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
38	GO:BP	GO:0018212	peptidyl-tyrosine modification	1.0903471926636476e-29	True	"""The modification of peptidyl-tyrosine."" [GOC:go_curators]"	364	103	35	15719	0.3398058252427184	0.0961538461538461	query_1	['GO:0018193']	['MET', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'MAPK3', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
39	GO:BP	GO:0001934	positive regulation of protein phosphorylation	1.7332690810846178e-29	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	688	103	43	15719	0.4174757281553398	0.0625	query_1	['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']	['VEGFB', 'SRC', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'HGF', 'PLCG2', 'FLT4', 'MAPK3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'MAP2K2', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
40	GO:BP	GO:0000165	MAPK cascade	2.78450198025939e-29	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	744	103	44	15719	0.4271844660194174	0.0591397849462365	query_1	['GO:0035556']	['RAPGEF1', 'PIK3CB', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'CRK', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'LAMTOR3', 'LYN', 'GRB2', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'YWHAZ', 'KDR', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'LAMTOR2', 'TGFBR1', 'NRP1', 'MAP2K2', 'SMAD3', 'PTPN11', 'PDGFRA', 'FLT1']
