Pseudoxanthoma elasticum	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
10	GO:BP	GO:0006810	transport	6.256681017930123e-38	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4218	102	91	15719	0.8921568627450981	0.0215742057847321	query_1	['GO:0051234']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'PLIN3', 'HGS', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1AR', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'REPS2', 'SH3BP1', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'ABCC6', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'LGI3', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'STON2', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
11	GO:BP	GO:0051234	establishment of localization	1.368036924036713e-36	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4373	102	91	15719	0.8921568627450981	0.020809512920192	query_1	['GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'PLIN3', 'HGS', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1AR', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'REPS2', 'SH3BP1', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'ABCC6', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'LGI3', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'STON2', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
12	GO:BP	GO:0051641	cellular localization	5.2777687111490665e-36	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3251	102	82	15719	0.803921568627451	0.0252230083051368	query_1	['GO:0009987', 'GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'REPS2', 'PACS1', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'EPS15', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'SYT9', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'STON2', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
13	GO:BP	GO:0071702	organic substance transport	9.825756363035256e-36	True	"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [GOC:mah]"	2638	102	76	15719	0.7450980392156863	0.0288097043214556	query_1	['GO:0006810']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'EPS15', 'ABCC6', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'NSF', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
12	GO:CC	GO:0030658	transport vesicle membrane	1.5085408954050672e-35	True	"""The lipid bilayer surrounding a transport vesicle."" [GOC:mah]"	222	102	33	16420	0.3235294117647059	0.1486486486486486	query_1	['GO:0030133', 'GO:0030659', 'GO:0098588']	['AP1G2', 'VAMP7', 'AP1B1', 'VTI1B', 'VTI1A', 'SYT2', 'SYT1', 'CLTC', 'GOSR2', 'VAMP2', 'STX1A', 'STX6', 'SLC17A7', 'AP1S1', 'AP1M2', 'STX10', 'AP2A2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP2A1', 'SYT9', 'AP1S3', 'AP1S2', 'VAMP1', 'AP1M1', 'SEC22B', 'STX12', 'SNAP47', 'AFTPH', 'STX16', 'RAB3A', 'STX5']
14	GO:BP	GO:0008104	protein localization	3.4803347137353177e-35	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2399	102	73	15719	0.7156862745098039	0.0304293455606502	query_1	['GO:0070727']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'EPS15', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
15	GO:BP	GO:0070727	cellular macromolecule localization	4.3468805604774876e-35	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2409	102	73	15719	0.7156862745098039	0.0303030303030303	query_1	['GO:0033036', 'GO:0051641']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'EPS15', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
13	GO:CC	GO:0005768	endosome	5.681405823246194e-35	True	"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]"	989	102	52	16420	0.5098039215686274	0.0525783619817998	query_1	['GO:0012505', 'GO:0031410']	['AP1G2', 'VAMP7', 'AP1B1', 'VTI1B', 'VTI1A', 'CHMP2A', 'STAMBP', 'PLIN3', 'HGS', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'STX7', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1AR', 'EPN1', 'STX6', 'AP1S1', 'AP2S1', 'AP2A2', 'STAM', 'AP1G1', 'GRB2', 'VAMP4', 'EPS15', 'EGFR', 'VPS50', 'DNM2', 'AP2A1', 'STX4', 'IGF2R', 'AP1S3', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'STX12', 'HSPA8', 'NUMB', 'VAMP8', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A']
14	GO:CC	GO:0012505	endomembrane system	9.476225333370775e-35	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4431	102	88	16420	0.8627450980392157	0.0198600767321146	query_1	['GO:0110165']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'PLIN3', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1AR', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'PACS1', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'ABCC6', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'SYT9', 'AP1S3', 'BET1', 'SNAP23', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'LGI3', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'STON2', 'A1BG', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
16	GO:BP	GO:0033036	macromolecule localization	1.1878286893546963e-34	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2841	102	77	15719	0.7549019607843137	0.0271031326997536	query_1	['GO:0051179']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'PLIN3', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'PACS1', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'EPS15', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
17	GO:BP	GO:0046907	intracellular transport	1.3574585508835361e-34	True	"""The directed movement of substances within a cell."" [GOC:ai]"	1553	102	62	15719	0.6078431372549019	0.0399227301996136	query_1	['GO:0006810', 'GO:0051641', 'GO:0051649']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'HGS', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'REPS2', 'AP1S1', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'VAMP4', 'EPS15', 'VPS50', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'NSF', 'AFTPH', 'STX16', 'EIPR1', 'STX8', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
18	GO:BP	GO:0051179	localization	1.8323160403262944e-34	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4977	102	93	15719	0.9117647058823528	0.0186859553948161	query_1	['GO:0008150']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'PLIN3', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'STX7', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1AR', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'REPS2', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'ABCC6', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'LGI3', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'STON2', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
15	GO:CC	GO:0030118	clathrin coat	7.229271459821206e-34	True	"""A membrane coat found on coated pits and some coated vesicles; consists of polymerized clathrin triskelions, each comprising three clathrin heavy chains and three clathrin light chains, linked to the membrane via one of the AP adaptor complexes."" [GOC:mah, PMID:11252894, PMID:9531549]"	46	102	21	16420	0.2058823529411764	0.4565217391304347	query_1	['GO:0030117']	['AP1G2', 'AP1B1', 'PICALM', 'CLTC', 'AP2M1', 'AP2B1', 'EPN1', 'AP1S1', 'AP2S1', 'AP1M2', 'AP2A2', 'SYNRG', 'AP1G1', 'SLC18A3', 'EPS15', 'AP2A1', 'IGF2R', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
2	REAC	REAC:R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	1.02159580863383e-33	True	Cargo recognition for clathrin-mediated endocytosis	103	86	28	10022	0.3255813953488372	0.2718446601941747	query_1	['REAC:R-HSA-8856828']	['VAMP7', 'SYT2', 'AGFG1', 'SYT1', 'HGS', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'VAMP2', 'AP2M1', 'AP2B1', 'EPN1', 'REPS2', 'TOR1A', 'AP2S1', 'AP2A2', 'STAM', 'SLC18A3', 'VAMP4', 'EPS15', 'EGFR', 'AP2A1', 'IGF2R', 'SYT9', 'VAMP3', 'STON2', 'VAMP8']
3	REAC	REAC:R-HSA-8856828	Clathrin-mediated endocytosis	1.0383052812281204e-32	True	Clathrin-mediated endocytosis	143	86	30	10022	0.3488372093023256	0.2097902097902098	query_1	['REAC:R-HSA-199991']	['VAMP7', 'SYT2', 'AGFG1', 'SYT1', 'HGS', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'VAMP2', 'AP2M1', 'AP2B1', 'EPN1', 'REPS2', 'TOR1A', 'AP2S1', 'AP2A2', 'STAM', 'SLC18A3', 'VAMP4', 'EPS15', 'EGFR', 'DNM2', 'AP2A1', 'IGF2R', 'SYT9', 'VAMP3', 'HSPA8', 'STON2', 'VAMP8']
17	GO:CC	GO:0005802	trans-Golgi network	2.6100608346621625e-32	True	"""The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."" [GOC:vw, ISBN:0815316194]"	251	102	32	16420	0.3137254901960784	0.1274900398406374	query_1	['GO:0098791']	['VAMP7', 'AP1B1', 'VTI1A', 'M6PR', 'CLTC', 'VPS52', 'VAMP2', 'RABEPK', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'STX10', 'AP1G1', 'VAMP4', 'DNM2', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'AP1S3', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'AFTPH', 'STX16', 'EIPR1', 'STX8', 'FURIN', 'VPS51']
16	GO:CC	GO:0098796	membrane protein complex	2.6100608346621625e-32	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1249	102	54	16420	0.5294117647058824	0.0432345876701361	query_1	['GO:0016020', 'GO:0032991']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'PICALM', 'CLTC', 'GOSR2', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'STX1A', 'EPN1', 'STX6', 'SLC17A7', 'AP1S1', 'AP2S1', 'AP1M2', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'STXBP5', 'EGFR', 'STX1B', 'AP2A1', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'NAPA', 'STX5']
18	GO:CC	GO:0030125	clathrin vesicle coat	6.212853203660816e-32	True	"""A clathrin coat found on a vesicle."" [GOC:mah]"	30	102	18	16420	0.1764705882352941	0.6	query_1	['GO:0030118', 'GO:0030120', 'GO:0030665']	['AP1G2', 'AP1B1', 'CLTC', 'AP2M1', 'AP2B1', 'EPN1', 'AP1S1', 'AP2S1', 'AP1M2', 'AP2A2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP2A1', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
19	GO:CC	GO:0098791	Golgi apparatus subcompartment	1.3924955907560704e-31	True	"""A compartment that consists of a lumen and an enclosing membrane, and is part of the Golgi apparatus."" [GOC:dos]"	356	102	35	16420	0.3431372549019608	0.098314606741573	query_1	['GO:0005794', 'GO:0031984']	['VAMP7', 'AP1B1', 'GOSR1', 'VTI1A', 'M6PR', 'CLTC', 'VPS52', 'VAMP2', 'RABEPK', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'STX10', 'AP1G1', 'VAMP4', 'DNM2', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'NSF', 'AFTPH', 'STX16', 'EIPR1', 'STX8', 'FURIN', 'VPS51']
20	GO:CC	GO:0030131	clathrin adaptor complex	6.005607078046863e-30	True	"""A membrane coat adaptor complex that links clathrin to a membrane."" [GOC:mah]"	23	102	16	16420	0.1568627450980392	0.6956521739130435	query_1	['GO:0030118', 'GO:0030119']	['AP1G2', 'AP1B1', 'AP2M1', 'AP2B1', 'AP1S1', 'AP2S1', 'AP1M2', 'AP2A2', 'SYNRG', 'AP1G1', 'SLC18A3', 'AP2A1', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
21	GO:CC	GO:0031090	organelle membrane	7.576988492829788e-30	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3439	102	76	16420	0.7450980392156863	0.0220994475138121	query_1	['GO:0016020', 'GO:0043227']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'SYT2', 'CHMP2A', 'SYT1', 'PLIN3', 'HGS', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'ACADL', 'VAMP2', 'STX7', 'AP2M1', 'RABEPK', 'AP2B1', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'STX10', 'STX3', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'ABCC6', 'STXBP5', 'EGFR', 'DNM2', 'AP2A1', 'STX4', 'SNAP25', 'IGF2R', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'SNAP23', 'LITAF', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
22	GO:CC	GO:0032588	trans-Golgi network membrane	4.4051350694104985e-29	True	"""The lipid bilayer surrounding any of the compartments that make up the trans-Golgi network."" [GOC:mah]"	101	102	23	16420	0.2254901960784313	0.2277227722772277	query_1	['GO:0005802', 'GO:0031090']	['AP1B1', 'VTI1A', 'M6PR', 'CLTC', 'VPS52', 'RABEPK', 'STX6', 'VPS54', 'AP1S1', 'AP1M2', 'STX10', 'AP1G1', 'VAMP4', 'IGF2R', 'AP1S3', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP3', 'AP1M1', 'AFTPH', 'STX16', 'VPS51']
23	GO:CC	GO:0030139	endocytic vesicle	1.6384144353380074e-28	True	"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]"	331	102	32	16420	0.3137254901960784	0.0966767371601208	query_1	['GO:0031410']	['VAMP7', 'SYT2', 'SYT1', 'HGS', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'VAMP2', 'STX7', 'AP2M1', 'AP2B1', 'STX6', 'AP2S1', 'AP2A2', 'SLC18A3', 'VAMP4', 'EGFR', 'DNM2', 'AP2A1', 'STX4', 'IGF2R', 'SYT9', 'HEATR5B', 'SNAP23', 'RAB9A', 'VAMP3', 'SEC22B', 'STX12', 'STXBP1', 'VAMP8', 'STX8']
19	GO:BP	GO:0061024	membrane organization	1.7858016114801323e-28	True	"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]"	785	102	44	15719	0.4313725490196078	0.0560509554140127	query_1	['GO:0016043']	['VAMP7', 'GOSR1', 'VTI1B', 'VTI1A', 'CHMP2A', 'SYT1', 'HGS', 'PICALM', 'STAM2', 'GOSR2', 'VAMP2', 'STX7', 'AP2M1', 'STX1A', 'STX6', 'SH3BP1', 'TOR1A', 'STX10', 'STX3', 'STAM', 'VAMP4', 'EGFR', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'SYT9', 'BET1', 'SNAP23', 'VAMP1', 'VAMP3', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'NSF', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'NAPA', 'RAB3A', 'STX5']
24	GO:CC	GO:0048475	coated membrane	3.0903561021986206e-28	True	"""A single or double lipid bilayer with any of several different proteinaceous coats that can associate with membranes. Membrane coats include those formed by clathrin plus an adaptor complex, the COPI and COPII complexes."" [GOC:jid]"	93	102	22	16420	0.2156862745098039	0.2365591397849462	query_1	['GO:0016020']	['AP1G2', 'AP1B1', 'CHMP2A', 'PICALM', 'CLTC', 'AP2M1', 'AP2B1', 'EPN1', 'AP1S1', 'AP2S1', 'AP1M2', 'AP2A2', 'SYNRG', 'AP1G1', 'SLC18A3', 'EPS15', 'AP2A1', 'IGF2R', 'AP1S3', 'AP1S2', 'AP1M1', 'AFTPH']
