Laron syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
10	GO:BP	GO:0006807	nitrogen compound metabolic process	5.870840545040755e-19	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8936	98	96	15719	0.979591836734694	0.0107430617726051	query_1	['GO:0008152']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'DBT', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'NSUN6', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'BCKDHA', 'PRLR']
11	GO:BP	GO:0009967	positive regulation of signal transduction	8.498284016768763e-19	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1468	98	45	15719	0.4591836734693877	0.0306539509536784	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['SHARPIN', 'CDK5RAP3', 'CREBBP', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'EP300', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'SKP2', 'CASP8', 'FBXW7', 'BCL10', 'PRL', 'CSH2', 'PRLR']
27	REAC	REAC:R-HSA-168256	Immune System	1.0226905488024096e-18	True	Immune System	1957	92	58	10022	0.6304347826086957	0.0296371997956055	query_1	['REAC:0000000']	['MAP3K8', 'CREBBP', 'NFKBIE', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'ELOB', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'ELOC', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'BCL10', 'PRL', 'STAT5B', 'PRLR']
12	GO:BP	GO:0008219	cell death	1.941874844612069e-18	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2011	98	51	15719	0.5204081632653061	0.0253605171556439	query_1	['GO:0009987']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'GSK3B', 'CDK5RAP3', 'TRAF3', 'CASP10', 'HSP90AB1', 'TNFRSF1A', 'RELA', 'DDRGK1', 'UFL1', 'METTL21C', 'RBCK1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'PDK1', 'AHR', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'GHR', 'TRAF6', 'BIRC2', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'BCL10', 'UFM1', 'STAT5B', 'PRLR']
13	GO:BP	GO:0044238	primary metabolic process	2.492440563289241e-18	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	9445	98	97	15719	0.9897959183673468	0.0102699841185812	query_1	['GO:0008152']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'DBT', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'NSUN6', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'BCKDHA', 'PRLR']
14	GO:BP	GO:0012501	programmed cell death	2.492440563289241e-18	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	98	49	15719	0.5	0.0264864864864864	query_1	['GO:0008219']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'GSK3B', 'CDK5RAP3', 'TRAF3', 'CASP10', 'HSP90AB1', 'TNFRSF1A', 'RELA', 'DDRGK1', 'UFL1', 'METTL21C', 'RBCK1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'PDK1', 'AHR', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TRAF6', 'BIRC2', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'BCL10', 'UFM1', 'STAT5B', 'PRLR']
0	GO:CC	GO:0032991	protein-containing complex	5.401662956724853e-18	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5491	99	78	16420	0.7878787878787878	0.0142050628300855	query_1	['GO:0005575']	['SNX6', 'SHARPIN', 'GCSH', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'DLST', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'DBT', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'BCKDK', 'BCKDHB', 'PDHA1', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'OGDH', 'BCL10', 'STAT5B', 'BCKDHA', 'PRLR']
15	GO:BP	GO:0006915	apoptotic process	5.4272333287533896e-18	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	98	48	15719	0.4897959183673469	0.0266814897165091	query_1	['GO:0012501']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'GSK3B', 'CDK5RAP3', 'TRAF3', 'CASP10', 'HSP90AB1', 'TNFRSF1A', 'RELA', 'DDRGK1', 'UFL1', 'METTL21C', 'RBCK1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'PDK1', 'AHR', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'TRAF6', 'BIRC2', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'BCL10', 'UFM1', 'STAT5B', 'PRLR']
28	REAC	REAC:R-HSA-445989	TAK1-dependent IKK and NF-kappa-B activation  	5.500711613433512e-18	True	TAK1-dependent IKK and NF-kappa-B activation  	41	92	14	10022	0.1521739130434782	0.3414634146341463	query_1	['REAC:R-HSA-166058', 'REAC:R-HSA-168164', 'REAC:R-HSA-9020702', 'REAC:R-HSA-937061', 'REAC:R-HSA-975138', 'REAC:R-HSA-975871']	['NFKBIB', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'NFKB1', 'NFKB2', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CASP8']
16	GO:BP	GO:0038061	NIK/NF-kappaB signaling	6.324258060619267e-18	True	"""The process in which a signal is passed on to downstream components within the cell through the NIK-dependent processing and activation of NF-KappaB. Begins with activation of the NF-KappaB-inducing kinase (NIK), which in turn phosphorylates and activates IkappaB kinase alpha (IKKalpha). IKKalpha phosphorylates the NF-Kappa B2 protein (p100) leading to p100 processing and release of an active NF-KappaB (p52)."" [GOC:bf, GOC:mg2, GOC:signaling, GOC:vs, PMID:11239468, PMID:15140882]"	122	98	18	15719	0.1836734693877551	0.1475409836065573	query_1	['GO:0035556']	['MAP3K14', 'CHUK', 'RELA', 'RBCK1', 'TNF', 'TRADD', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'BIRC3', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA']
17	GO:BP	GO:0010647	positive regulation of cell communication	6.324258060619267e-18	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	98	46	15719	0.4693877551020408	0.0279975654290931	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'EP300', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'SKP2', 'CASP8', 'FBXW7', 'BCL10', 'PRL', 'CSH2', 'PRLR']
18	GO:BP	GO:0023056	positive regulation of signaling	6.324258060619267e-18	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	98	46	15719	0.4693877551020408	0.0280316879951249	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'EP300', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'SKP2', 'CASP8', 'FBXW7', 'BCL10', 'PRL', 'CSH2', 'PRLR']
29	REAC	REAC:R-HSA-1169091	Activation of NF-kappaB in B cells	8.585639815284164e-18	True	Activation of NF-kappaB in B cells	67	92	16	10022	0.1739130434782608	0.2388059701492537	query_1	['REAC:R-HSA-1168372']	['NFKBIE', 'NFKBIB', 'CHUK', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'FBXW11', 'IKBKG', 'MAP3K7', 'REL', 'NFKBIA', 'CUL1', 'BCL10']
19	GO:BP	GO:0035556	intracellular signal transduction	2.5312702856632717e-17	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2545	98	55	15719	0.5612244897959183	0.0216110019646365	query_1	['GO:0007165']	['SHARPIN', 'MAP3K8', 'GSK3B', 'CDK5RAP3', 'NFKBIB', 'MAP3K14', 'TRAF3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'PDK2', 'CUL5', 'NFKBIA', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'BCL10']
20	GO:BP	GO:0019538	protein metabolic process	3.2707141293366454e-17	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5066	98	75	15719	0.7653061224489796	0.0148045795499407	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'ELOB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'EGLN1', 'VHL', 'BCKDK', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'SOCS2', 'MALT1', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'TRAF6', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'CSH2', 'UFM1', 'PRLR']
21	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	3.7261375930106105e-17	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3000	98	59	15719	0.6020408163265306	0.0196666666666666	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['EGLN3', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIB', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'ELOB', 'DDRGK1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'SKP2', 'CASP8', 'FBXW7', 'BCL10', 'PRL', 'CSH2', 'STAT5B', 'PRLR']
1	GO:CC	GO:1902494	catalytic complex	7.367657825295941e-17	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1723	99	45	16420	0.4545454545454545	0.0261172373766686	query_1	['GO:0032991']	['SHARPIN', 'GCSH', 'GSK3B', 'CREBBP', 'DLST', 'TRAF3', 'CASP10', 'CHUK', 'DLAT', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'RBX1', 'RBCK1', 'BTRC', 'DBT', 'RNF31', 'FADD', 'BCKDK', 'BCKDHB', 'PDHA1', 'RIPK1', 'SKP1', 'CFLAR', 'ELOC', 'SOCS2', 'EP300', 'FBXW11', 'PDK1', 'IKBKG', 'TRAF2', 'MAP3K7', 'DLD', 'PDK2', 'CUL5', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'OGDH', 'BCKDHA']
2	GO:CC	GO:0045254	pyruvate dehydrogenase complex	8.243705861490317e-17	True	"""Complex that carries out the oxidative decarboxylation of pyruvate to form acetyl-CoA; comprises subunits possessing three catalytic activities: pyruvate dehydrogenase (E1), dihydrolipoamide S-acetyltransferase (E2), and dihydrolipoamide dehydrogenase (E3)."" [ISBN:0716720094]"	8	99	8	16420	0.0808080808080808	1.0	query_1	['GO:0005737', 'GO:1990204']	['DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK1', 'DLD', 'PDK2']
3	GO:CC	GO:0005967	mitochondrial pyruvate dehydrogenase complex	8.243705861490317e-17	True	"""Complex that carries out the oxidative decarboxylation of pyruvate to form acetyl-CoA in eukaryotes; includes subunits possessing three catalytic activities: pyruvate dehydrogenase (E1), dihydrolipoamide S-acetyltransferase (E2), and dihydrolipoamide dehydrogenase (E3). The This Eukaryotic form usually contains more subunits than its bacterial counterpart; for example, one known complex contains 30 E1 dimers, 60 E2 monomers, and 6 E3 dimers as well as a few copies of pyruvate dehydrogenase kinase and pyruvate dehydrogenase phosphatase."" [GOC:mtg_sensu, ISBN:0471331309, ISBN:0716720094]"	8	99	8	16420	0.0808080808080808	1.0	query_1	['GO:0005759', 'GO:0045254', 'GO:0098798']	['DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK1', 'DLD', 'PDK2']
22	GO:BP	GO:0051090	regulation of DNA-binding transcription factor activity	8.626442492746196e-17	True	"""Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"	429	98	26	15719	0.2653061224489796	0.0606060606060606	query_1	['GO:0006355', 'GO:0065009']	['CDK5RAP3', 'NFKBIE', 'NFKBIB', 'TRAF3', 'STAT3', 'CHUK', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'EGLN1', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'EP300', 'IKBKG', 'TRAF2', 'MAP3K7', 'TRAF6', 'NFKBIA', 'BCL10']
23	GO:BP	GO:0032446	protein modification by small protein conjugation	1.146892723771519e-16	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]"	872	98	34	15719	0.3469387755102041	0.0389908256880734	query_1	['GO:0070647']	['SHARPIN', 'CDK5RAP3', 'TRAF3', 'HSP90AB1', 'RELA', 'ELOB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'RNF31', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'ELOC', 'SOCS2', 'MALT1', 'FBXW11', 'ARNT', 'BIRC3', 'TRAF2', 'TRAF6', 'BIRC2', 'CUL5', 'SKP2', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'BCL10', 'UFM1']
25	GO:BP	GO:0006085	acetyl-CoA biosynthetic process	1.232636254058691e-16	True	"""The chemical reactions and pathways resulting in the formation of acetyl-CoA, a derivative of coenzyme A in which the sulfhydryl group is acetylated."" [GOC:go_curators]"	17	98	10	15719	0.1020408163265306	0.5882352941176471	query_1	['GO:0006084', 'GO:0071616']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
24	GO:BP	GO:0023051	regulation of signaling	1.232636254058691e-16	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3196	98	60	15719	0.6122448979591837	0.0187734668335419	query_1	['GO:0023052', 'GO:0050789']	['SNX6', 'SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'FBXW11', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'PDK2', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'FBXW7', 'UBA5', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'PRLR']
30	REAC	REAC:R-HSA-389661	Glyoxylate metabolism and glycine degradation	1.2901654052667175e-16	True	Glyoxylate metabolism and glycine degradation	29	92	12	10022	0.1304347826086956	0.4137931034482758	query_1	['REAC:R-HSA-71291']	['GCSH', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'DBT', 'BCKDHB', 'PDHA1', 'DLD', 'OGDH', 'BCKDHA']
26	GO:BP	GO:0010646	regulation of cell communication	1.3405067888014455e-16	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3204	98	60	15719	0.6122448979591837	0.0187265917602996	query_1	['GO:0007154', 'GO:0050794']	['SNX6', 'SHARPIN', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'FBXW11', 'ARNT', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'REL', 'TRAF6', 'BIRC2', 'PDK2', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'FBXW7', 'UBA5', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'PRLR']
27	GO:BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	1.409424277358212e-16	True	"""The series of molecular signals initiated by tumor necrosis factor binding to its receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	100	98	16	15719	0.1632653061224489	0.16	query_1	['GO:0019221', 'GO:0071356']	['SHARPIN', 'TRAF3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'RIPK1', 'TRADD', 'BIRC3', 'TRAF2', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8']
28	GO:BP	GO:0010033	response to organic substance	1.7404223813335372e-16	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm, PMID:23356676]"	2672	98	55	15719	0.5612244897959183	0.0205838323353293	query_1	['GO:0042221']	['SNX6', 'SHARPIN', 'PDK4', 'GSK3B', 'CDK5RAP3', 'NFKBIB', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'OS9', 'DDRGK1', 'UFL1', 'METTL21C', 'BTRC', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'BCKDHB', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'PDK3', 'TRADD', 'SOCS2', 'MALT1', 'EP300', 'AHR', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'PDK2', 'NFKBIA', 'SKP2', 'CASP8', 'UBA5', 'BCL10', 'CSH2', 'UFM1', 'STAT5B', 'PRLR']
